Block,Time,BSIUL,DADRT2,NJPC,RIHAND3,SALAL,SINGRAULI,AURY_CRF,KGSU1AND2,KOTESHWR,NLCTS2EXP,RAMPUR,RIHAND2,SIMHST1,TALST2,UNCHAHAR1,ANTA_LF,DADRI_LF,KISHANGANGA,RIHAND1,RSTPSU7,SASAN,SINGRAULI_HYDRO,URI,VALLURNTECL,DADRI_RF,DULHASTI,JHAJJAR,KHSTPP-I,KKNPPU2,KUDGI,NAPP,RAPPB,TEHRI,UNCHAHAR3,CHAMERA2,DHAULIGNGA,TANDA2,UNCHAHAR2,URI2,DADRI_CRF,CHAMERA1,KGSU3AND4,NLCEXP,NNTPP,NTPL,PARBATI3,RAPPC,TANAKPUR,ANTA_RF,CHAMERA3,FSTPP I & II,KHSTPP-II,KKNP,KOLDAM,NLCIIST1,NLCIIST2,PARBATI2,RAPPD,SEWA2,SIMHST2,TALA,TelanganaSTPP,AURY_LF,BRBCL,MAPS,RSTPSU1TO6,UNCHAHAR4,ANTA_CRF,ANTA_GF,AURY_GF,AURY_RF,DADRI_GF
57,14:00-14:15,13.04,688.9,78.37,130.77,52.28,150.31,0,0,10.42,0,3.1,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,430.61,45.53,0,0,25.75,0,0,27.67,0,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,6.27,51.14,0,18.2,148.3,0,0,0,0,11.25,0,0,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

58,14:15-14:30,13.04,688.9,78.37,130.77,52.28,150.31,0,0,10.42,0,3.1,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,430.61,45.53,0,0,25.75,0,0,27.67,0,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,6.27,51.14,0,18.2,148.3,0,0,0,0,11.25,0,0,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

59,14:30-14:45,13.04,688.9,78.37,130.77,52.28,150.29,0,0,10.42,0,3.1,124.56,0,0,21.64,0,0,8.6,46.27,0,418.77,0.98,49.68,0,92.2,59.48,430.61,45.53,0,0,25.75,0,0,27.67,0,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,6.27,51.14,0,18.2,148.3,0,0,0,0,11.25,0,6.22,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

60,14:45-15:00,13.04,688.9,78.37,130.77,52.28,150.31,0,0,10.42,0,3.1,124.56,0,0,21.64,0,0,8.6,46.3,0,418.77,0.98,49.68,0,92.2,59.48,450.61,45.53,0,0,25.75,0,0,27.67,0,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,6.27,50.87,0,18.2,148.3,0,0,0,0,11.25,0,11.15,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

61,15:00-15:15,13.04,688.9,82.95,130.77,40.09,150.31,0,0,10.42,0,3.29,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,450.61,45.53,0,0,25.75,0,0,27.67,16.26,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,6.27,50.87,0,18.2,148.3,0,0,0,0,11.25,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

62,15:15-15:30,13.04,688.9,82.95,130.77,40.09,150.31,0,0,10.42,0,3.29,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,450.61,45.53,0,0,25.75,0,0,27.67,16.26,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,0,50.87,11.66,18.2,148.3,0,0,0,0,11.25,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

63,15:30-15:45,13.04,688.9,78.37,130.77,40.09,150.31,0,0,10.42,0,3.1,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,500.61,45.53,0,0,25.75,0,0,27.67,16.26,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,0,50.87,11.66,18.2,148.3,0,0,0,0,11.25,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

64,15:45-16:00,13.04,688.9,78.37,130.77,40.09,150.31,0,0,10.42,0,3.1,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,500.61,45.53,0,0,25.75,0,0,27.67,32.52,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,0,50.87,11.66,18.2,148.3,0,0,0,0,11.25,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

65,16:00-16:15,6.52,688.9,72.77,130.77,40.09,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,500.61,45.53,0,0,25.75,0,12.59,27.67,32.52,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,0,50.87,23.32,18.2,148.3,0,2.66,0,0,3.75,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

66,16:15-16:30,6.52,688.9,72.77,130.77,40.09,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,500.61,45.53,0,0,25.75,0,12.59,27.67,32.52,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,0,50.87,23.32,18.2,148.3,0,4.78,0,0,0,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

67,16:30-16:45,6.52,688.9,72.77,130.77,40.09,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,500.61,45.53,0,0,25.75,0,25.19,27.67,32.52,10.94,5.68,44.98,37.25,0,0,0,0,0,0,4.3,68.67,0.25,50.87,23.32,18.2,148.3,0,4.78,0,0,0,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

68,16:45-17:00,6.52,688.9,72.77,130.77,52.28,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,38.3,0,418.77,0.98,49.68,0,92.2,59.48,610.61,45.53,0,0,25.75,0,25.19,27.67,32.52,10.94,5.68,44.98,37.25,0,12.64,0,0,0,0,4.3,68.67,0.25,50.87,23.32,18.2,148.3,0,7.18,0,0,0,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

69,17:00-17:15,6.52,688.9,72.77,130.77,52.28,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,42.3,0,418.77,0.98,49.68,0,92.2,59.48,610.61,45.53,0,0,25.75,0,25.19,27.67,32.52,10.94,5.68,44.98,37.25,0,12.64,0,0,0,0,4.3,68.67,0.25,50.87,23.32,18.2,148.3,0,9.56,0,0,0,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

70,17:15-17:30,6.52,688.9,72.77,130.77,52.28,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,610.61,45.53,0,0,25.75,0,37.77,27.67,32.52,10.94,5.68,44.98,37.25,0,24.09,0,0,0,0,4.3,68.67,0.25,50.87,23.32,18.2,148.3,0,9.56,0,0,0,0,18.9,0,0,0,0,20,0,0,3.19,0,0,0,85.43,0

71,17:30-17:45,6.52,688.9,72.77,130.77,52.28,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,610.61,45.53,0,0,25.75,0,37.77,27.67,48.78,10.94,5.68,44.98,37.25,0,24.09,0,0,0,0,4.3,68.67,0.25,51.41,23.32,18.2,148.3,0,9.56,0,0,0,0,18.9,0,0,0,0,20,0,0,2.21,0,0,0,85.43,0

72,17:45-18:00,6.52,688.9,72.77,130.77,52.28,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,670.61,45.53,0,0,25.75,0,37.77,27.67,48.78,10.94,5.68,44.48,37.25,0,38.71,0,0,0,0,4.3,68.67,0.25,51.41,23.32,18.2,148.3,0,9.56,0,0,3.75,0,18.9,0,0,0,0,20,0,0,2.21,0,0,0,85.43,0

73,18:00-18:15,13.04,688.9,72.77,130.77,38.35,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,10.94,5.68,44.48,37.25,0,42.15,0,0,0,0,8.59,68.67,0.25,51.41,35.01,18.2,148.3,0,9.56,0,0,11.25,0,18.9,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

74,18:15-18:30,13.04,684.54,72.77,130.77,38.35,150.31,0,0,10.42,0,2.88,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,0.98,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,21.88,5.68,44.48,37.25,0,42.15,0,0,0,0,15.33,68.67,0.25,51.41,35.01,18.2,148.3,0,9.56,0,0,15.02,0,18.9,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

75,18:30-18:45,19.56,684.54,110.61,130.77,38.35,150.31,0,0,23.16,0,4.32,113.16,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,39.67,0,42.15,0,0,0,0,59.81,68.67,1.79,51.93,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

76,18:45-19:00,19.56,684.54,110.61,130.77,38.35,150.31,0,0,23.16,0,4.32,113.16,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,39.67,0,42.15,0,0,0,0,59.81,68.67,1.79,51.93,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

77,19:00-19:15,19.56,684.57,110.61,130.77,38.35,150.31,0,0,23.16,0,4.32,112.16,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,39.67,0,42.15,0,0,0,0,59.81,68.67,1.79,51.93,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

78,19:15-19:30,19.56,684.57,110.61,130.77,38.35,150.31,0,0,23.16,0,4.32,113.16,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,39.67,0,42.15,0,0,0,0,59.81,68.67,1.79,51.93,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

79,19:30-19:45,19.56,684.57,110.61,130.77,52.28,150.31,0,0,23.16,0,4.32,107.16,0,0,21.64,0,0,8.66,40.3,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,37.74,0,42.15,0,0,0,0,59.81,68.67,1.15,51.93,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

80,19:45-20:00,19.56,684.57,110.61,130.77,52.28,150.31,0,0,23.16,0,4.32,107.16,0,0,21.64,0,0,8.66,40.3,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,37.74,0,42.15,0,0,0,0,59.81,68.67,1.15,51.93,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

81,20:00-20:15,19.56,684.57,110.61,130.77,52.28,150.31,0,0,23.16,0,4.32,123.16,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,37.74,0,42.15,0,0,0,0,59.81,68.67,1.79,51.93,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

82,20:15-20:30,19.56,684.57,110.61,130.77,53.45,150.31,0,0,23.16,0,4.32,107.16,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,37.74,0,42.15,0,0,0,0,59.81,68.67,1.79,51.93,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

83,20:30-20:45,19.56,684.57,110.61,130.77,79.38,150.31,0,0,10.42,0,4.32,107.16,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,37.74,0,42.15,0,0,0,0,11.5,68.67,1.79,52.19,35.01,18.2,148.3,0,9.56,0,0,15.02,0,18.9,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

84,20:45-21:00,19.56,684.57,110.61,130.77,79.38,150.31,0,0,10.42,0,4.32,124.56,0,0,21.64,0,0,8.66,40.3,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,21.88,5.68,44.48,37.74,0,42.15,0,0,0,0,7.67,68.67,1.79,52.19,35.01,18.2,148.3,0,9.56,0,0,15.02,0,18.9,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

85,21:00-21:15,19.56,684.57,110.61,130.77,79.38,150.31,0,0,10.42,0,4.32,124.56,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,21.88,5.68,44.48,37.74,0,42.15,0,0,0,0,7.67,68.67,1.79,52.71,35.01,18.2,148.3,0,9.56,0,0,15.02,0,18.9,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

86,21:15-21:30,19.56,684.57,110.61,130.77,79.38,150.31,0,0,10.42,0,4.32,124.56,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,21.88,5.68,44.48,37.74,0,42.15,0,0,0,0,9.2,68.67,1.79,52.71,35.01,18.2,148.3,0,9.56,0,0,15.02,0,18.9,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

87,21:30-21:45,19.56,684.57,110.61,130.77,41.83,150.31,0,0,11.58,0,4.32,124.56,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,37.25,0,42.15,0,0,0,0,39.87,68.67,1.79,52.71,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

88,21:45-22:00,19.56,684.57,110.61,130.77,40.09,150.31,0,0,11.58,0,4.32,124.56,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,37.25,0,42.15,0,0,0,0,39.87,68.67,1.79,52.71,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

89,22:00-22:15,19.56,684.57,110.61,130.77,40.09,150.31,0,0,11.58,0,4.32,124.56,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,37.25,0,42.15,0,0,0,0,39.87,68.67,0.77,53.11,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

90,22:15-22:30,19.56,684.57,110.61,130.77,40.09,150.31,0,0,11.58,0,4.32,124.56,0,0,21.64,0,0,8.66,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,43.75,5.68,44.48,37.25,0,42.15,0,0,0,0,39.87,68.67,0.77,53.11,35.01,18.2,148.3,0,9.56,0,0,28.52,0,20.08,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

91,22:30-22:45,19.56,684.57,110.61,130.77,40.09,150.31,0,0,10.42,0,4.32,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,1,49.68,0,92.2,59.48,418.61,45.53,0,0,25.75,0,37.77,27.67,48.78,21.88,5.68,44.48,37.25,0,42.15,0,0,0,0,19.94,68.67,0.77,53.11,35.01,18.2,148.3,0,9.56,0,0,15.02,0,0,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

92,22:45-23:00,19.56,684.57,110.61,130.77,40.09,150.31,0,0,10.42,0,4.32,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,1,49.68,0,92.2,59.48,438.61,45.53,0,0,25.75,0,37.77,27.67,48.78,10.94,5.68,44.48,37.25,0,42.15,0,0,0,0,16.87,68.67,0.51,53.11,35.01,18.2,148.3,0,9.56,0,0,15.02,0,0,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

93,23:00-23:15,0,684.57,110.61,130.77,0,150.31,0,0,10.42,0,4.32,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,1,49.68,0,92.2,59.48,438.61,45.53,0,0,25.75,0,37.77,27.67,48.78,21.88,5.68,44.48,37.25,0,42.15,0,0,0,0,16.87,68.67,0,53.11,35.01,18.2,148.3,0,9.56,0,0,15.02,0,0,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

94,23:15-23:30,0,684.57,110.61,130.77,0,150.31,0,0,10.42,0,4.32,124.56,0,0,21.64,0,0,8.6,46.5,0,418.77,1,49.68,0,92.2,59.48,438.61,45.53,0,0,25.75,0,37.77,27.67,48.78,21.88,5.68,44.48,37.25,0,42.15,0,0,0,0,16.87,68.67,0,53.11,35.01,18.2,148.3,0,9.56,0,0,15.02,0,0,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

95,23:30-23:45,0,684.57,110.61,130.77,0,150.31,0,0,10.42,0,4.32,113.16,0,0,21.64,0,0,8.6,46.5,0,418.77,1,49.13,0,92.2,59.48,438.61,45.53,0,0,25.75,0,37.77,27.67,48.78,10.94,5.68,44.48,37.25,0,42.15,0,0,0,0,16.87,68.67,0,53.11,35.01,18.2,148.3,0,9.56,0,0,15.02,0,0,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

96,23:45-24:00,0,684.57,110.61,130.77,0,150.31,0,0,10.42,0,4.32,113.16,0,0,21.64,0,0,8.6,46.5,0,418.77,1,49.13,0,92.2,59.48,438.61,45.53,0,0,25.75,0,37.77,27.67,48.78,10.94,5.68,44.48,37.25,0,42.15,0,0,0,0,16.87,68.67,0,53.11,35.01,18.2,148.3,0,9.56,0,0,15.02,0,0,0,0,0,0,20,0,0,2.29,0,0,0,85.43,0

