Block,Time,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,JHAJJAR,DULHASTI,UNCHAHAR3,URI2,UNCHAHAR4,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,SEWA2,UNCHAHAR2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,UNCHAHAR1,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.2728,85.988,0,0,34.65,0,0,0,0,0,61.902,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.18524,147.515625,27.93,15.00135,14.253199,417.375

2,00:15-00:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.2728,85.988,0,0,34.65,0,0,0,0,0,61.902,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,16.48069,147.515625,27.93,15.00135,14.253199,417.375

3,00:30-00:45,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.2728,85.988,0,0,35.7,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,16.88,147.515625,27.93,15.00135,14.253199,417.375

4,00:45-01:00,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.2728,85.988,0,0,35.7,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,16.88,147.515625,27.93,15.00135,14.253199,417.375

5,01:00-01:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.2728,85.988,0,0,35.7,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,16.88,147.515625,27.93,15.00135,14.253199,417.375

6,01:15-01:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.2728,85.988,0,0,35.7,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,16.88,147.515625,27.93,15.00135,14.253199,417.375

7,01:30-01:45,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.2848,0,0,0,125.5875,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.7852,85.988,0,0,36.225,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,14.452,147.515625,27.93,15.00135,14.253199,417.375

8,01:45-02:00,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.2848,0,0,0,125.5875,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.7852,85.988,0,0,36.225,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,14.452,147.515625,27.93,15.00135,14.253199,417.375

9,02:00-02:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.2848,0,0,0,125.5875,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.7852,85.988,0,0,36.75,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.845,147.515625,27.93,15.00135,14.253199,417.375

10,02:15-02:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.2848,0,0,0,125.5875,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.7684,19.985,35.496,0.9565,123.665625,60.48,42.66,6.5208,41.952,11.7852,85.988,0,0,36.75,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.845,147.515625,27.93,15.00135,14.253199,417.375

