Block,Time,CHAMERA3,KGSU1AND2,KISHANGANGA,KOTESHWR,NTPL,RIHAND1,RSTPSU1TO6,RSTPSU7,TANAKPUR,UNCHAHAR3,URI,DADRI_GF,BSIUL,CHAMERA2,DULHASTI,NJPC,NNTPP,SEWA2,UNCHAHAR1,VALLURNTECL,AURY_GF,DADRI_LF,FSTPP I & II,KUDGI,NAPP,NLCIIST1,RAMPUR,TANDA2,TEHRI,UNCHAHAR2,ANTA_LF,DADRT2,KGSU3AND4,KOLDAM,MAPS,SIMHST1,NLCEXP,NLCTS2EXP,RAPPB,SALAL,SIMHST2,TALA,TALST2,UNCHAHAR4,ANTA_GF,AURY_CRF,DADRI_RF,DHAULIGNGA,NLCIIST2,RAPPC,RIHAND3,SASAN,ANTA_CRF,DADRI_CRF,BRBCL,CHAMERA1,PARBATI3,RIHAND2,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,URI2,AURY_LF,AURY_RF,JHAJJAR,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,ANTA_RF
64,15:45-16:00,0,0,0,8.88,0,92,0,0,3.59,26.39,0.55,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,33.01,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

65,16:00-16:15,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,15.56,35.81,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

66,16:15-16:30,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,31.12,35.81,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

67,16:30-16:45,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,46.68,38.6,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

68,16:45-17:00,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,23.39,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,46.68,38.6,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

69,17:00-17:15,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,46.79,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.94,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

70,17:15-17:30,0,0,0,17.75,0,92,0,0,3.59,26.39,1.11,0,1.1,4,32.95,70.17,0,5.27,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,43.16,41.1,20,12.16,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

71,17:30-17:45,9.67,0,0,26.63,0,92,0,0,3.59,26.39,1.11,0,2.2,8,32.95,93.56,0,10.53,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,9.29,0,0,0,0,0,70.8,5.48,8.06,0,53.43,124.32,339.75,43.36,41.1,20,14.05,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

72,17:45-18:00,19.38,0,0,39.83,0,92,0,0,3.59,26.39,1.11,0,13.04,26.34,32.95,116.96,0,15.06,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,41.83,0,0,0,0,0,70.8,5.48,15.98,0,53.43,124.32,339.75,43.47,41.1,20,28.05,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

73,18:00-18:15,19.38,0,0,39.83,0,92,0,0,2.05,26.39,2.21,0,13.04,26.34,32.95,116.96,0,15.06,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,41.83,0,0,0,0,0,71.46,5.48,27.41,0,53.43,124.32,339.75,43.68,41.1,20,28.05,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

74,18:15-18:30,19.38,0,0,39.83,0,92,0,0,2.05,26.39,2.21,0,13.04,26.34,32.95,116.96,0,15.06,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,41.83,0,0,0,0,0,71.46,5.48,27.41,0,53.43,124.32,339.75,43.68,41.1,20,28.05,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

75,18:30-18:45,19.38,0,0,39.83,0,92,0,0,2.05,26.39,2.21,0,13.04,26.34,32.95,116.96,0,15.06,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,41.83,0,0,0,0,0,71.46,5.48,27.41,0,53.43,124.32,339.75,43.89,41.1,20,28.05,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

76,18:45-19:00,19.38,0,0,39.83,0,92,0,0,2.05,26.39,2.21,0,13.04,26.34,32.95,116.96,0,10.53,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,9.29,0,0,0,0,0,71.46,5.48,27.41,0,53.43,124.32,339.75,43.89,41.1,20,28.05,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

77,19:00-19:15,19.38,0,0,39.83,0,92,0,0,2.05,26.39,26.49,0,13.04,26.34,32.95,94.7,0,5.27,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,27.41,0,53.43,124.32,339.75,44.1,41.1,20,24.49,3.82,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

78,19:15-19:30,9.67,0,0,19.72,0,92,0,0,2.05,26.39,26.49,0,6.52,13.07,32.95,93.56,0,5.27,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,15.98,0,53.43,124.32,339.75,44.1,41.1,20,12.01,16.55,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

79,19:30-19:45,0,0,0,8.88,0,92,0,0,2.05,26.39,26.49,0,1.1,0,32.95,70.17,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,7.92,0,53.43,124.32,339.75,44.1,41.1,20,12.01,16.55,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

80,19:45-20:00,0,0,0,8.88,0,92,0,0,2.05,26.39,26.49,0,0,0,32.95,46.79,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.1,41.1,20,0,16.55,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

81,20:00-20:15,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,46.68,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.1,41.1,20,0,16.55,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

82,20:15-20:30,0,0,0,8.88,0,92,0,0,2.05,26.39,2.21,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,31.12,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.31,41.1,20,0,16.55,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

83,20:30-20:45,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,31.12,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.31,41.1,20,0,16.55,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

84,20:45-21:00,0,0,0,8.88,0,92,0,0,2.05,26.39,26.49,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,31.12,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.31,41.1,20,0,3.56,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

85,21:00-21:15,0,0,0,8.88,0,92,0,0,2.05,26.39,26.49,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,31.12,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.41,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

86,21:15-21:30,0,0,0,8.88,0,92,0,0,2.05,26.39,26.49,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,31.12,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.41,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

87,21:30-21:45,0,0,0,8.88,0,92,0,0,2.05,26.39,26.49,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,15.56,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.41,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

88,21:45-22:00,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,7.24,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.41,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

89,22:00-22:15,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.63,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

90,22:15-22:30,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.83,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

91,22:30-22:45,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.83,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

92,22:45-23:00,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.83,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

93,23:00-23:15,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,44.83,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

94,23:15-23:30,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,45.05,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

95,23:30-23:45,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,45.05,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

96,23:45-24:00,0,0,0,8.88,0,92,0,0,2.05,26.39,3.31,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,42.39,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,71.46,5.48,0,0,53.43,124.32,339.75,45.05,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

