Block,Time,SINGRAULI_HYDRO,DULHASTI,CHAMERA1,SALAL,URI2,RIHAND1,RAPPB,ANTA_RF,RAPPC,BSIUL,TEHRI,TANDA2,ANTA_GF,JHAJJAR,UNCHAHAR2,DADRT2,DADRI_RF,UNCHAHAR4,PARBATI3,DADRI_GF,ANTA_LF,RIHAND2,KOLDAM,UNCHAHAR1,NJPC,SEWA2,CHAMERA2,AURY_GF,DADRI_LF,DADRI_CRF,KOTESHWR,AURY_RF,URI,SINGRAULI,DHAULIGNGA,KISHANGANGA,NAPP,CHAMERA3,RAMPUR,UNCHAHAR3,ANTA_CRF,TANAKPUR,RIHAND3,AURY_CRF,AURY_LF,BRBCL,KHSTPP-II,KHSTPP-I,TALA,FSTPP I & II,SASAN,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,0.000000,15.854185,41.183964,82.451918,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,53.521776,0.000000,0.000000,593.165895,40.923403,663.017371,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,18.742276,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,23.416356,0.000000,50.092675,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,12.119439,119.386793,0.000000,0.000000,13.294186,94.937436,29.885888,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

10,02:15-02:30,0.000000,15.854185,41.183964,82.451918,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,53.521776,0.000000,0.000000,516.899295,40.923403,629.196361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,16.737912,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,23.416356,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,12.119439,119.386793,0.000000,0.000000,14.419259,94.937436,29.885888,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

11,02:30-02:45,0.000000,15.854185,41.183964,82.451918,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,53.521776,0.000000,0.000000,517.864695,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,23.416356,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,12.119439,119.386793,0.000000,0.000000,14.480989,94.937436,29.885888,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

12,02:45-03:00,0.000000,15.854185,41.183964,82.451918,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,53.521776,0.000000,0.000000,496.625895,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,23.416356,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,12.119439,119.386793,0.000000,0.000000,14.480989,94.937436,29.885888,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

13,03:00-03:15,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,53.521776,0.000000,0.000000,478.283295,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,23.416356,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,12.119439,119.386793,0.000000,0.000000,14.480989,94.937436,29.299890,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

14,03:15-03:30,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,53.521776,0.000000,0.000000,462.836895,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,16.182035,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,12.119439,119.386793,0.000000,0.000000,14.480989,94.937436,29.299890,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

15,03:30-03:45,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,41.965938,0.000000,0.000000,449.321295,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,16.182035,0.000000,50.092675,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,12.119439,119.386793,0.000000,0.000000,14.480989,94.937436,29.299890,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

16,03:45-04:00,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,27.977292,0.000000,0.000000,440.632695,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,16.182035,0.000000,50.092675,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,94.937436,29.299890,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

17,04:00-04:15,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,437.736495,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,94.937436,29.299890,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

18,04:15-04:30,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,426.151695,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,94.937436,29.299890,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

19,04:30-04:45,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,410.705295,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,94.937436,29.299890,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

20,04:45-05:00,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,405.296980,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,94.937436,29.299890,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

21,05:00-05:15,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,384.639495,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.397762,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,99.987443,28.713892,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

22,05:15-05:30,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,371.123895,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,101.542413,28.713892,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

23,05:30-05:45,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,360.504495,40.923403,619.542361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,15.909695,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,101.542413,28.713892,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

24,05:45-06:00,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,344.647800,40.923403,629.196361,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,103.094390,28.713892,25.544484,13.756950,401.847750,90.51,0,0,0,0,0

25,06:00-06:15,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,338.855400,40.923403,663.017371,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,103.094390,28.713892,25.544484,13.756950,402.903656,90.51,0,0,0,0,0

26,06:15-06:30,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,392.917800,40.923403,663.017371,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,50.092675,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,103.094390,28.713892,25.544484,13.756950,402.933825,90.51,0,0,0,0,0

27,06:30-06:45,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,338.372700,40.923403,663.017371,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.562115,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,50.092675,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,103.094390,28.713892,25.544484,13.756950,402.933825,90.51,0,0,0,0,0

28,06:45-07:00,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,335.959200,40.923403,605.732603,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.562115,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,11.377432,119.386793,0.000000,0.000000,14.480989,103.094390,28.713892,25.544484,13.756950,402.933825,90.51,0,0,0,0,0

29,07:00-07:15,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,309.893400,40.923403,560.358803,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.553983,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,103.094390,28.713892,25.544484,13.756950,402.933825,90.51,0,0,0,0,0

30,07:15-07:30,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,293.481600,40.923403,495.644952,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.553983,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,103.094390,28.713892,25.544484,13.756950,402.933825,90.51,0,0,0,0,0

31,07:30-07:45,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,297.343200,40.923403,458.959752,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.554631,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,103.094390,28.710996,25.544484,13.756950,402.933825,90.51,0,0,0,0,0

32,07:45:08:00,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,19.114920,0.000000,0.000000,0.000000,296.377800,40.923403,422.274552,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.554631,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,103.094390,28.710996,25.544484,13.756950,402.933825,90.51,0,0,0,0,0

33,08:00-08:15,0.000000,15.854185,41.183964,81.330123,23.375809,88.816800,0.000000,0.000000,49.003704,18.981116,0.000000,0.000000,0.000000,196.941600,40.923403,366.281352,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.562640,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,22.077172,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,103.094390,28.710996,25.544484,13.756950,402.933825,90.51,0,0,0,0,0

34,08:15-08:30,0.000000,15.854185,41.183964,81.330123,23.375809,88.816800,0.000000,0.000000,49.003704,18.981116,0.000000,0.000000,0.000000,196.941600,40.923403,354.696552,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541391,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,21.902030,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,103.094390,28.710996,25.544484,13.756950,402.933825,90.51,0,0,0,0,0

35,08:30-08:45,0.000000,15.854185,41.183964,81.330123,23.375809,88.816800,0.000000,0.000000,49.003704,18.981116,0.000000,0.000000,0.000000,195.976200,40.923403,342.146352,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,21.902030,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,103.094390,28.710996,25.544484,13.756950,404.234171,90.51,0,0,0,0,0

36,08:45:09:00,0.000000,15.854185,41.183964,81.330123,23.375809,88.816800,0.000000,0.000000,49.003704,18.981116,0.000000,0.000000,0.000000,194.045400,40.923403,328.630752,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,45.829469,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,21.902030,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,103.094390,28.710996,25.544484,13.756950,404.280558,90.51,0,0,0,0,0

37,09:00:09:15,0.000000,15.854185,41.183964,81.330123,23.375809,88.816800,0.000000,0.000000,49.003704,18.981116,0.000000,0.000000,0.000000,224.938200,40.923403,313.406394,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,44.763667,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,21.902030,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,123.946934,28.710996,25.544484,13.756950,404.280558,90.51,0,0,0,0,0

38,09:15-09:30,0.000000,15.854185,41.183964,81.330123,23.375809,88.816800,0.000000,0.000000,49.003704,18.981116,0.000000,0.000000,0.000000,305.066400,40.923403,362.941068,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,44.763667,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,21.902030,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,123.946934,28.710996,25.544484,13.756950,404.280558,90.51,0,0,0,0,0

39,09:30-09:45,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,18.981116,0.000000,0.000000,0.000000,361.059600,40.923403,401.557068,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,44.763667,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,123.946934,28.710996,25.544484,13.756950,404.280558,90.51,0,0,0,0,0

40,09:45-10:00,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,18.981116,0.000000,0.000000,0.000000,402.571800,40.923403,428.588268,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,44.763667,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,123.946934,28.710996,25.544484,13.756950,404.280558,90.51,0,0,0,0,0

41,10:00-10:15,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,0.000000,0.000000,0.000000,0.000000,450.841800,40.923403,446.631594,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,44.763667,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,123.946934,28.710996,25.544484,13.756950,404.280558,38.62,0,0,0,0,0

42,10:15-10:30,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,0.000000,0.000000,0.000000,0.000000,481.734600,40.923403,476.558994,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,44.763667,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.200899,123.946934,28.710996,25.544484,13.756950,404.280558,38.62,0,0,0,0,0

43,10:30-10:45,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,0.000000,0.000000,0.000000,0.000000,499.111800,40.923403,502.624794,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,44.763667,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,123.946934,28.710996,25.544484,13.756950,404.280558,38.62,0,0,0,0,0

44,10:45-11:00,0.000000,15.854185,41.183964,81.330123,30.793734,88.816800,0.000000,0.000000,49.003704,0.000000,0.000000,0.000000,0.000000,511.662000,40.923403,516.140394,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,50.092675,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,123.946934,28.710996,25.544484,13.756950,404.280558,38.62,0,0,0,0,0

45,11:00-11:15,0.000000,15.854185,41.183964,81.330123,31.297612,88.816800,0.000000,0.000000,49.003704,0.000000,0.000000,0.000000,0.000000,523.246800,40.923403,518.071194,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,50.092675,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,123.946934,28.710996,25.544484,13.756950,404.280558,38.62,0,0,0,0,0

46,11:15-11:30,0.000000,15.854185,41.183964,81.330123,31.297612,88.816800,0.000000,0.000000,49.003704,0.000000,0.000000,0.000000,0.000000,533.866200,40.923403,527.725194,0.000000,0.000000,0.000000,0.000000,0.000000,114.037875,0.000000,11.541357,147.648759,15.257228,0.000000,0.000000,0.000000,0.000000,7.615075,0.000000,44.763667,134.489874,35.325627,0.000000,37.530118,28.063382,0.000000,25.477003,0.000000,10.140755,119.386793,0.000000,0.000000,14.480989,123.946934,28.710996,25.544484,13.756950,404.280558,38.62,0,0,0,0,0

