Block,Time,BSIUL,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,CHAMERA1,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,URI2,UNCHAHAR2,URI,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,TANDA2,TEHRI,DULHASTI,KISHANGANGA,KOLDAM,KOTESHWR,NJPC,PARBATI3,RAMPUR,RAPPB,RIHAND1,RAPPC,NAPP,TANAKPUR,JHAJJAR,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,TALST2,VALLURNTECL,SIMHST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
6,01:15-01:30,0,41.864567,30.573592,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.274757,26.273875,51.987208,1.43883,0.60728,16.886901,39.63286,0,0.451754,0,79.12267,56.429333,42.231425,1.1529,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,14.512839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.00135,20.73185,0,147.515625,42.49,418.77

7,01:30-01:45,0,41.864567,30.573592,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.274757,26.273875,51.987208,1.43883,0.60728,16.886901,39.63286,0,0.451754,0,79.12267,56.429333,42.231425,1.1529,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,14.512839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.00135,20.73185,0,147.515625,42.49,418.77

8,01:45-02:00,0,41.864567,30.573592,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.274757,26.273875,51.987208,1.43883,0,16.886901,39.63286,0,0.451754,0,79.12267,56.429333,42.231425,1.1529,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,14.512839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.00135,20.73185,0,147.515625,42.49,418.77

9,02:00-02:15,0,41.864567,30.573592,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.43883,0,16.886901,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.1529,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,42.49,418.77

10,02:15-02:30,0,41.864567,30.573592,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.43883,0,16.886901,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.1529,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,42.49,418.77

11,02:30-02:45,0,41.864567,30.573592,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.43883,0,16.886901,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,42.49,418.77

12,02:45-03:00,0,41.864567,30.573592,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.43883,0,16.886901,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,42.49,418.77

13,03:00-03:15,0,41.864567,30.573592,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.43883,0,16.886901,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

14,03:15-03:30,0,41.864567,30.573592,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.43883,0,16.886901,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

15,03:30-03:45,0,41.864567,20.361855,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.43883,0,16.886901,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

16,03:45-04:00,0,41.864567,20.361855,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.43883,0,16.886901,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

17,04:00-04:15,6.5538,41.864567,20.361855,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,26.273875,51.987208,1.43883,0,16.886901,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

18,04:15-04:30,6.5538,41.864567,20.361855,688.249014,9.57165,42.14808,20.755001,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,17.515916,51.987208,1.43883,0,8.443451,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

19,04:30-04:45,6.5538,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0,8.443451,19.81643,0,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

20,04:45-05:00,6.5538,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0,8.443451,19.81643,3.347989,0.225877,0,79.12267,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

21,05:00-05:15,6.5538,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,52.992,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0.490731,0,48.946582,9.37437,0.556626,0,93.324174,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

22,05:15-05:30,6.5538,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,52.992,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,1.036669,0,73.419873,52.362552,0.834938,0,93.324174,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,15.75966,20.73185,0,147.515625,43.097,418.77

23,05:30-05:45,13.1076,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,1.214559,0,97.893164,52.362552,1.113252,0,93.324174,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,17.584,20.73185,0,147.515625,43.097,418.77

24,05:45-06:00,13.1076,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0.981463,0,97.893164,52.362552,1.113252,0,93.324174,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,79.191352,0,0,26.792932,16.745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,43.097,418.77

25,06:00-06:15,13.1076,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0.981463,0,76.293256,52.362552,0.867207,0,93.324174,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,15.62921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,42.49,418.77

26,06:15-06:30,13.1076,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0.981463,0,76.293256,52.362552,0.867207,0,93.324174,56.429333,42.231425,1.7934,657.89409,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,15.62921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,42.49,418.77

27,06:30-06:45,13.1076,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,1.82184,0,97.893164,52.362552,1.113252,0,93.324174,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,15.62921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,42.49,418.77

28,06:45-07:00,13.1076,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,1.82184,0,97.893164,6.695978,1.113252,0,93.324174,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,15.62921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,42.49,418.77

29,07:00-07:15,13.1076,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,1.82184,0,97.893164,3.347989,1.113252,0,93.324174,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,15.62921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,42.49,418.77

30,07:15-07:30,13.1076,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,1.82184,0,97.893164,0,1.113252,0,93.324174,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,15.62921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,42.49,418.77

31,07:30-07:45,13.1076,41.864567,30.573592,688.249014,19.143301,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,1.214559,0,97.893164,0,1.113252,0,93.324174,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,15.62921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,43.097,418.77

32,07:45:08:00,13.1076,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0.60728,0,73.419873,0,0.834938,0,93.324174,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,15.62921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,43.097,418.77

33,08:00-08:15,13.1076,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0,0,73.419873,0,0.834938,0,79.12267,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,14.512839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,43.097,418.77

34,08:15-08:30,13.1076,41.864567,30.573592,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0,0,48.946582,0,0.556626,0,79.12267,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,78.026773,0,0,26.792932,14.512839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,43.097,418.77

35,08:30-08:45,13.1076,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0,0,48.946582,0,0.556626,0,79.12267,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,76.862194,0,0,26.792932,14.512839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,43.097,418.77

36,08:45:09:00,6.5538,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.43883,0,0,48.946582,0,0.556626,0,79.12267,56.429333,42.231425,0.5124,438.59606,67.396,0,70.265089,0,0,0,5.822894,76.862194,0,0,26.792932,14.512839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,43.097,418.77

37,09:00:09:15,6.5538,41.864567,20.361855,688.249014,9.57165,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,24.473291,0,0.278313,0,79.12267,56.429333,42.231425,0.5124,438.59606,67.396,0,67.961315,0,0,0,5.822894,76.862194,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,43.097,418.77

38,09:15-09:30,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,52.992,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,21.302662,0,0.242011,0,79.12267,56.429333,42.231425,0.5124,438.59606,67.396,0,67.961315,0,0,0,5.822894,76.862194,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.9028,20.73185,0,147.515625,43.097,418.77

39,09:30-09:45,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,52.992,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,66.815,0,67.961315,0,0,0,5.822894,76.862194,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

40,09:45-10:00,6.5538,41.864567,20.361855,688.249014,0,42.14808,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,66.815,0,67.961315,0,0,0,5.822894,76.862194,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

41,10:00-10:15,0,41.864567,20.361855,688.249014,0,28.045,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,66.815,0,67.961315,0,0,0,5.822894,76.862194,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

42,10:15-10:30,0,41.864567,20.361855,688.249014,0,13.983,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,66.815,0,67.961315,0,0,0,5.822894,76.862194,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

43,10:30-10:45,0,27.909712,20.361855,688.249014,0,0,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,53.452,0,67.961315,0,0,0,82.685088,0,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

44,10:45-11:00,0,27.909712,20.361855,688.249014,0,0,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,53.452,0,67.961315,0,0,0,82.685088,0,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

45,11:00-11:15,0,27.909712,20.361855,688.249014,0,0,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,53.452,0,67.961315,0,0,0,83.849666,0,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

46,11:15-11:30,0,27.909712,20.361855,688.249014,0,0,22.034892,26.717786,0.814833,34.438055,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,53.452,0,67.961315,0,0,0,83.849666,0,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

47,11:30-11:45,0,27.909712,20.361855,688.249014,0,0,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,53.452,0,67.961315,0,0,0,83.849666,0,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,40.9725,418.77

48,11:45-12:00,0,27.909712,20.361855,688.249014,0,0,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,0,0,0,0,0,79.12267,56.429333,42.231425,0.5124,438.59606,53.452,0,67.961315,0,0,0,83.849666,0,0,0,26.792932,13.396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,40.9725,418.77

49,12:00-12:15,0,27.909712,20.361855,688.249014,0,0,22.034892,26.717786,0.814833,33.873497,43.050738,49.128,119.5917,125.29529,16.588864,142.003255,1.00939,1.44175,0,51.987208,1.456305,0,8.443451,0,0,0,0,86.223422,56.429333,42.231425,9.4794,438.59606,53.452,0,67.961315,0,0,0,83.849666,0,0,0,26.792932,12.280095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,40.9725,418.77

