Block,Time,UNCHAHAR4,RAPPB,RIHAND1,DADRT2,BSIUL,TANDA2,DADRI_RF,DADRI_LF,ANTA_CRF,ANTA_GF,TEHRI,JHAJJAR,TANAKPUR,SINGRAULI,DULHASTI,UNCHAHAR2,RIHAND2,CHAMERA2,ANTA_RF,URI,RIHAND3,URI2,SEWA2,AURY_GF,AURY_RF,RAPPC,KOTESHWR,UNCHAHAR3,PARBATI3,AURY_CRF,NJPC,UNCHAHAR1,ANTA_LF,SINGRAULI_HYDRO,KOLDAM,DHAULIGNGA,KISHANGANGA,DADRI_CRF,SALAL,DADRI_GF,RAMPUR,CHAMERA1,CHAMERA3,NAPP,AURY_LF,FSTPP I & II,KHSTPP-II,SASAN,KHSTPP-I,TALA,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.958789,113.433400,3.694276,118.600388,15.841120,18.990865,113.553562,0.000000,0.000000,38.205907,118.879765,23.793790,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,1.340437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.404522,94.006296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.958789,113.433400,3.694276,118.600388,15.841120,11.535600,113.553562,0.000000,0.000000,38.205907,118.879765,23.793790,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,1.340437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,122.845296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,23.793790,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,12.287337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,122.845296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,23.793790,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,68.138867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,122.845296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,23.793790,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,68.138867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,122.845296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,23.793790,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,68.138867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,122.845296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,68.138867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,122.845296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,94.006296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,46.142400,402.563601,14.419500,0.000000,12.677624,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,46.142400,402.563601,14.419500,0.000000,12.677624,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.201706,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,46.142400,402.563601,14.419500,0.000000,12.677624,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.201706,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,46.142400,402.563601,14.419500,0.000000,12.677624,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,46.142400,402.563601,14.419500,0.000000,12.677624,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,46.142400,402.563601,14.419500,0.000000,12.677624,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,46.142400,402.563601,14.419500,0.000000,12.677624,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,46.142400,402.563601,14.419500,0.000000,12.677624,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.110923,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,94.006296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,113.433400,3.694276,118.600388,0.000000,11.535600,113.553562,0.000000,0.000000,4.775738,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,94.006296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,113.433400,3.694276,118.600388,15.841120,11.535600,113.553562,0.000000,0.000000,4.245101,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,94.006296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,113.433400,3.694276,118.600388,15.841120,11.535600,113.553562,0.000000,0.000000,4.245101,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.845200,94.006296,402.563601,24.305701,0.000000,12.677624,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,88.439600,337.416300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,113.433400,3.694276,118.600388,15.841120,19.388404,113.553562,0.000000,0.000000,4.245101,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.620073,113.735198,402.563601,29.762617,0.000000,12.677624,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,88.439600,390.285132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,113.433400,3.694276,118.600388,15.841120,23.664995,113.553562,0.000000,0.000000,4.245101,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,0.000000,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,9.303308,0.000000,0.000000,8.620073,122.845296,402.563601,29.762617,0.000000,12.677624,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,88.439600,443.159300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,113.433400,3.694276,118.600388,15.841120,23.664995,113.553562,12.660359,0.000000,4.245101,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,0.000000,0.000000,18.207022,2.883900,0.000000,0.570080,0.000000,0.000000,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,9.303308,0.000000,0.000000,8.620073,122.845296,402.563601,29.762617,0.000000,12.677624,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,88.439600,470.075700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,113.433400,3.694276,118.600388,31.682241,23.664995,113.553562,12.660359,0.000000,4.245101,118.879765,5.172563,0.000000,0.000000,0.000000,52.211279,8.530576,3.845200,3.671205,0.000000,36.414044,2.883900,0.000000,0.570080,0.000000,6.158905,0.000000,0.000000,2.234061,0.000000,0.000000,0.000000,9.303308,0.000000,0.000000,8.620073,122.845296,402.563601,29.762617,0.000000,12.677624,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,88.439600,481.611300,2.114860,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,113.433400,3.694276,118.600388,47.523361,23.664995,113.553562,25.320719,0.000000,4.245101,118.879765,5.172563,3.844239,0.000000,0.000000,52.211279,8.530576,3.845200,15.717651,0.000000,59.172822,2.883900,0.000000,0.570080,0.000000,16.127442,0.000000,0.000000,2.234061,0.000000,0.000000,6.758900,18.606615,0.000000,0.000000,8.620073,129.075674,402.563601,33.452577,0.000000,12.677624,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,88.439600,513.850611,12.536890,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,113.433400,3.694276,118.600388,47.523361,23.664995,113.553562,25.320719,0.000000,4.245101,118.879765,5.172563,10.128288,0.000000,0.000000,52.211279,25.591729,3.845200,15.717651,0.000000,81.931599,2.883900,0.000000,0.570080,0.000000,26.347414,0.000000,0.000000,2.234061,0.000000,0.000000,26.579945,19.585911,0.000000,0.000000,8.620073,129.075674,402.563601,33.452577,0.000000,12.677624,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,88.439600,567.758200,12.536890,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,155.730600,3.694276,118.600388,47.523361,23.664995,113.553562,25.320719,0.000000,4.245101,118.879765,5.172563,10.128288,0.000000,0.000000,52.211279,25.591729,3.845200,15.717651,0.000000,109.242132,2.883900,0.000000,0.570080,0.000000,26.347414,0.000000,0.000000,2.234061,0.000000,0.000000,26.579945,19.585911,0.000000,0.000000,13.004255,129.075674,402.563601,33.452577,0.000000,12.677624,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,88.439600,567.758200,12.536890,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,198.027800,3.694276,118.600388,47.523361,29.641690,113.553562,25.320719,0.000000,4.245101,118.879765,5.172563,10.128288,0.000000,0.000000,52.211279,25.591729,3.845200,15.717651,0.000000,132.000910,2.883900,0.000000,0.570080,0.000000,26.347414,0.000000,0.000000,2.234061,0.000000,0.000000,26.579945,19.585911,0.000000,0.000000,17.438078,129.075674,402.563601,33.452577,0.000000,12.677624,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,88.439600,586.984200,12.536890,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,208.602100,3.694276,118.600388,47.523361,40.749603,113.553562,25.320719,0.000000,5.306376,118.879765,5.172563,10.128288,0.000000,0.000000,52.211279,25.591729,7.197367,15.717651,0.000000,134.914033,3.625158,0.000000,0.570080,0.000000,26.347414,0.000000,0.000000,2.234061,0.000000,0.000000,26.579945,19.585911,0.000000,0.000000,17.438078,129.075674,402.563601,33.452577,0.000000,12.677624,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,88.439600,586.984200,12.536890,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,208.602100,3.694276,118.600388,47.523361,40.749603,113.553562,25.320719,0.000000,38.205907,118.879765,5.172563,10.128288,0.000000,0.000000,52.211279,25.591729,14.226855,15.717651,0.000000,134.914033,3.625158,0.000000,0.570080,0.000000,26.347414,0.000000,0.000000,2.234061,0.000000,0.000000,26.579945,19.585911,0.000000,0.000000,17.438078,129.075674,402.563601,33.452577,0.000000,12.677624,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,88.439600,639.226771,12.536890,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,208.602100,2.462851,118.600388,47.523361,40.749603,113.553562,25.320719,0.000000,38.205907,118.879765,5.172563,10.128288,0.000000,0.000000,52.211279,25.591729,14.226855,3.671205,0.000000,113.793888,5.881522,0.000000,0.570080,0.000000,26.347414,0.000000,0.000000,2.234061,0.000000,0.000000,26.579945,19.585911,0.000000,0.000000,17.438078,129.075674,402.563601,33.452577,0.000000,12.677624,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,88.439600,656.403640,6.268445,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,208.602100,2.462851,118.600388,47.523361,40.749603,113.553562,25.320719,0.000000,7.428926,118.879765,5.172563,4.741228,0.000000,0.000000,52.211279,17.061152,14.226855,0.000000,0.000000,84.025407,5.881522,0.000000,0.570080,0.000000,17.564943,0.000000,0.000000,2.234061,0.000000,0.000000,13.505650,18.606615,0.000000,0.000000,17.438078,129.075674,402.563601,33.452577,0.000000,12.677624,0,0,0,0,0

