Block,Time,URI2,TEHRI,RIHAND3,KOLDAM,DADRI_CRF,AURY_LF,RAPPC,SEWA2,DHAULIGNGA,ANTA_RF,AURY_CRF,ANTA_GF,AURY_RF,NAPP,RIHAND1,ANTA_LF,ANTA_CRF,KISHANGANGA,UNCHAHAR2,AURY_GF,DADRT2,SINGRAULI,RAMPUR,CHAMERA2,PARBATI3,UNCHAHAR4,CHAMERA1,CHAMERA3,TANDA2,RIHAND2,DADRI_RF,RAPPB,DADRI_GF,SALAL,BSIUL,TANAKPUR,KOTESHWR,UNCHAHAR1,DULHASTI,NJPC,JHAJJAR,URI,DADRI_LF,UNCHAHAR3,SINGRAULI_HYDRO,TALA,KHSTPP-I,BRBCL,KHSTPP-II,FSTPP I & II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,664.114864,141.392591,0.831996,31.191856,0.000000,0.000000,25.149729,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.123578,10.009069,21.831161,38.057675,21.499663,650.996760,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,13.153187,142.584204,11.397930,403.987419,0,0,0,0,0

7,01:30-01:45,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,659.910270,141.392591,0.831996,31.191856,0.000000,0.000000,25.149729,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.123578,10.009069,21.831161,38.057675,21.499663,650.996760,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,11.952702,142.584204,11.397930,390.703500,0,0,0,0,0

8,01:45-02:00,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,664.114864,141.392591,0.831996,31.191856,0.000000,0.000000,25.149729,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.123578,10.009069,21.831161,38.057675,21.499663,650.996760,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,12.903086,142.584204,11.397930,390.703500,0,0,0,0,0

9,02:00-02:15,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,664.114864,141.392591,0.831996,31.191856,0.000000,0.000000,25.149729,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,76.574239,12.581232,0.123578,20.018139,21.831161,38.057675,21.499663,650.996760,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,13.352864,142.584204,11.397930,390.703500,0,0,0,0,0

10,02:15-02:30,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,664.114864,141.392591,0.831996,31.191856,0.000000,0.000000,25.149729,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,76.574239,12.581232,0.123578,20.018139,21.831161,38.057675,21.499663,650.996760,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,12.724889,142.584204,11.397930,390.703500,0,0,0,0,0

11,02:30-02:45,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,610.301580,141.392591,0.831996,31.191856,0.000000,0.000000,25.149729,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,76.574239,12.581232,0.123578,20.018139,21.831161,38.057675,21.499663,650.996760,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,12.088141,142.584204,11.397930,390.703500,0,0,0,0,0

12,02:45-03:00,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,550.284174,141.392591,0.831996,31.191856,0.000000,0.000000,25.149729,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,76.574239,12.581232,0.123578,20.018139,21.831161,38.057675,21.499663,650.996760,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,13.257011,142.584204,11.397930,390.703500,0,0,0,0,0

13,03:00-03:15,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,502.049174,144.443206,0.831996,31.191856,0.000000,0.000000,0.000000,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,40.355330,12.581232,0.123578,20.018139,21.831161,38.057675,21.499663,650.996760,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,13.584611,142.584204,11.397930,390.703500,0,0,0,0,0

14,03:15-03:30,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,395.423391,144.694340,0.831996,31.191856,0.000000,0.000000,0.000000,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.123578,20.018139,21.831161,38.057675,21.499663,620.553115,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,15.469444,142.584204,11.397930,390.703500,0,0,0,0,0

15,03:30-03:45,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,37.723725,0.000000,390.599891,144.694340,0.831996,31.191856,0.000000,0.000000,0.000000,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.123578,20.018139,19.230137,38.057675,21.499663,553.024115,33.548407,0.000000,23.195536,0.752147,0.000000,38.746693,15.493243,124.254904,11.397930,368.997750,0,0,0,0,0

16,03:45-04:00,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,37.723725,0.000000,376.129391,144.694340,0.831996,31.191856,0.000000,0.000000,0.000000,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.123578,20.018139,19.230137,38.057675,21.499663,485.495115,33.548407,0.000000,23.195536,0.752147,0.000000,44.394365,18.918012,142.584204,11.397930,368.997750,0,0,0,0,0

17,04:00-04:15,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,431.406701,144.694340,1.010281,31.191856,0.000000,0.000000,0.000000,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.000000,20.018139,21.831161,38.057675,26.337088,417.966115,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

18,04:15-04:30,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,438.054256,144.694340,1.871992,31.191856,0.000000,0.000000,0.000000,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

19,04:30-04:45,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,438.054256,144.694340,1.871992,31.191856,0.000000,0.000000,0.000000,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

20,04:45-05:00,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,438.054256,144.694340,1.871992,31.191856,0.000000,0.000000,0.000000,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

21,05:00-05:15,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,474.712856,144.694340,1.871992,31.191856,0.000000,0.000000,0.000000,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

22,05:15-05:30,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,474.712856,144.694340,1.871992,31.191856,0.000000,0.000000,12.574864,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

23,05:30-05:45,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,474.712856,144.694340,1.871992,31.191856,0.000000,0.000000,12.574864,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

24,05:45-06:00,36.552984,21.523197,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,494.006856,144.694340,1.871992,31.191856,0.000000,0.000000,12.574864,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

25,06:00-06:15,36.552984,10.761598,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,513.300856,144.694340,1.871992,31.191856,3.679721,0.000000,12.574864,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

26,06:15-06:30,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,532.594856,144.694340,1.871992,31.191856,5.887553,0.000000,25.149729,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

27,06:30-06:45,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,438.054256,144.694340,1.871992,31.191856,37.809862,0.000000,25.149729,22.378566,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

28,06:45-07:00,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,43.321421,0.000000,438.054256,144.694340,1.871992,31.191856,37.809862,0.000000,25.149729,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,21.831161,38.057675,48.374242,396.742715,33.548407,0.000000,26.663325,0.752147,0.000000,44.761192,19.293970,142.584204,11.397930,325.586250,0,0,0,0,0

29,07:00-07:15,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,34.817181,0.000000,438.054256,144.694340,1.871992,31.191856,37.809862,0.000000,25.149729,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,17.809809,38.057675,48.374242,388.781335,33.548407,0.000000,21.468048,0.752147,0.000000,44.761192,18.288121,142.584204,11.397930,325.586250,0,0,0,0,0

30,07:15-07:30,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,34.817181,0.000000,438.054256,144.694340,1.871992,31.191856,37.809862,0.000000,25.149729,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,18.977964,0.000000,20.018139,17.809809,38.057675,48.374242,388.781335,39.406066,0.000000,21.468048,0.752147,0.000000,44.761192,17.634127,142.584204,11.397930,325.586250,0,0,0,0,0

31,07:30-07:45,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,34.817181,0.000000,391.921897,144.694340,1.871992,31.191856,37.809862,0.000000,25.149729,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.000000,20.018139,17.809809,38.057675,48.374242,388.781335,39.406066,0.000000,21.468048,0.752147,0.000000,44.761192,17.279952,142.584204,11.397930,325.586250,0,0,0,0,0

32,07:45:08:00,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,34.817181,0.000000,380.952891,144.694340,1.871992,31.191856,37.809862,0.000000,25.149729,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,38.673858,12.581232,0.000000,20.018139,15.357445,38.057675,48.374242,388.781335,39.406066,0.000000,21.468048,0.752147,0.000000,44.761192,17.642397,142.584204,11.397930,325.586250,0,0,0,0,0

33,08:00-08:15,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,31.099732,0.000000,366.482391,144.694340,1.871992,31.191856,5.887553,0.000000,25.149729,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,50.444163,12.581232,0.247156,20.018139,15.357445,38.057675,48.374242,359.268750,33.548407,0.000000,19.449314,0.752147,0.000000,44.761192,19.281611,142.584204,11.397930,325.586250,0,0,0,0,0

34,08:15-08:30,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,1.871992,15.595928,3.679721,0.000000,12.574864,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,50.444163,12.581232,0.247156,20.018139,12.447717,38.057675,48.374242,359.268750,33.548407,0.000000,15.454780,0.752147,0.000000,38.746693,19.293970,124.254904,11.397930,325.586250,0,0,0,0,0

35,08:30-08:45,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,1.871992,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,50.444163,12.581232,0.247156,20.018139,12.447717,38.057675,48.374242,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,29.698868,19.293970,124.254904,11.397930,325.586250,0,0,0,0,0

36,08:45:09:00,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,10.475536,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.950853,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,50.444163,12.581232,0.247156,20.018139,12.447717,38.057675,24.724613,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,29.698868,19.293970,124.254904,11.397930,325.586250,0,0,0,0,0

37,09:00:09:15,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,36.992386,12.581232,0.247156,8.896951,12.447717,38.057675,0.000000,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,29.698868,19.293970,95.956973,11.397930,325.586250,0,0,0,0,0

38,09:15-09:30,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,36.992386,12.581232,0.247156,8.896951,12.447717,38.057675,0.000000,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,29.698868,19.293970,95.956973,11.397930,325.586250,0,0,0,0,0

39,09:30-09:45,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,49.323182,12.581232,0.247156,8.896951,12.447717,38.057675,0.000000,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,35.714255,19.293970,114.286273,11.397930,325.586250,0,0,0,0,0

40,09:45-10:00,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,49.323182,12.581232,0.247156,8.896951,12.447717,38.057675,0.000000,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,35.714255,19.293970,114.286273,11.397930,325.586250,0,0,0,0,0

41,10:00-10:15,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,49.323182,12.581232,0.741468,8.896951,12.447717,38.057675,0.000000,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,35.714255,18.659843,114.286273,11.397930,325.586250,0,0,0,0,0

42,10:15-10:30,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,49.323182,12.581232,0.617890,8.896951,12.447717,38.057675,0.000000,359.268750,39.406066,0.000000,15.389184,0.752147,0.000000,35.714255,17.895119,114.286273,11.397930,325.586250,0,0,0,0,0

43,10:30-10:45,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,49.323182,12.581232,8.032575,8.896951,12.447717,38.057675,0.000000,359.268750,39.406066,0.000000,15.389184,0.752147,0.000000,35.714255,19.293970,114.286273,11.397930,325.586250,0,0,0,0,0

44,10:45-11:00,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,49.323182,12.581232,8.032575,8.896951,12.447717,38.057675,0.000000,359.268750,39.406066,0.000000,15.389184,0.752147,0.000000,35.714255,17.024708,114.286273,11.397930,325.586250,0,0,0,0,0

45,11:00-11:15,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,49.323182,12.581232,8.032575,8.896951,12.447717,38.057675,0.000000,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,35.714255,19.293970,114.286273,11.397930,325.586250,0,0,0,0,0

46,11:15-11:30,36.552984,0.000000,125.970622,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.629868,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,144.694340,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.168948,119.989386,0.000000,0.000000,0.000000,49.323182,12.581232,8.032575,8.896951,12.447717,38.057675,0.000000,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,35.714255,19.258976,114.286273,11.397930,325.586250,0,0,0,0,0

47,11:30-11:45,36.552984,0.000000,125.251586,0.000000,0.000000,0.000000,33.200284,18.136955,0.000000,0.000000,0.000000,0.000000,0.000000,49.785633,93.095432,0.000000,0.000000,5.364151,24.615189,0.000000,366.482391,143.868430,0.000000,15.595928,0.000000,0.000000,0.000000,11.189282,5.139445,119.304490,0.000000,0.000000,0.000000,36.992386,12.581232,0.000000,8.896951,12.447717,38.057675,0.000000,359.268750,33.548407,0.000000,15.389184,0.752147,0.000000,35.714255,19.155810,114.286273,11.397930,325.586250,0,0,0,0,0

