Block,Time,ANTA_CRF,ANTA_GF,TANDA2,RAPPC,RAMPUR,KISHANGANGA,DULHASTI,DADRI_LF,PARBATI3,NAPP,DADRI_GF,DADRI_RF,BSIUL,UNCHAHAR3,ANTA_LF,KOTESHWR,TANAKPUR,UNCHAHAR2,SALAL,SINGRAULI_HYDRO,AURY_CRF,UNCHAHAR4,RAPPB,RIHAND1,SEWA2,TEHRI,AURY_RF,AURY_LF,CHAMERA3,CHAMERA1,NJPC,SINGRAULI,KOLDAM,DADRT2,AURY_GF,JHAJJAR,ANTA_RF,RIHAND3,URI2,DADRI_CRF,UNCHAHAR1,RIHAND2,CHAMERA2,URI,DHAULIGNGA,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,KUDGI,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,18.152530,40.559605,0.000000,19.364000,12.690778,21.142971,0.000000,16.948064,8.061717,41.681010,75.940767,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,33.396007,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,357.803926,0.000000,629.105087,0.000000,121.310901,33.479576,0.000000,16.990555,115.787038,40.533274,45.962390,37.155045,41.138818,142.824507,25.618572,14.068098,20.070786,14.52,405.453114,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,18.152530,40.559605,0.000000,19.364000,12.690778,13.303068,0.000000,16.948064,8.061717,33.731313,75.940767,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,33.396007,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,348.694229,0.000000,629.105087,0.000000,121.310901,32.796320,0.000000,10.882471,115.787038,40.533274,45.962390,37.155045,33.720470,142.824507,25.618572,14.201987,20.070786,14.52,405.453114,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,18.152530,40.559605,0.000000,19.364000,12.690778,13.303068,0.000000,16.948064,8.061717,33.731313,75.940767,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,33.396007,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.067486,0.000000,629.105087,0.000000,121.310901,32.796320,0.000000,10.882471,115.787038,40.533274,45.962390,37.155045,33.720470,142.824507,25.618572,14.945339,20.070786,14.52,405.453114,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,29.822013,40.559605,0.000000,19.364000,12.690778,9.713660,0.000000,16.948064,8.061717,33.731313,75.940767,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,25.047006,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.208520,0.000000,586.697927,0.000000,121.310901,32.796320,0.000000,7.764867,115.787038,40.533274,45.962390,37.155045,33.226397,114.952159,25.618572,14.653914,16.096519,14.52,405.453114,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,29.822013,40.559605,0.000000,19.364000,12.690778,9.713660,0.000000,16.948064,8.061717,33.731313,75.940767,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,8.153323,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.208520,0.000000,596.379927,0.000000,121.310901,32.796320,0.000000,7.764867,115.787038,40.533274,45.962390,37.155045,33.226397,114.952159,24.195318,9.255147,16.096519,14.52,405.453114,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,29.822013,40.559605,0.000000,19.364000,12.690778,13.859704,0.000000,16.948064,8.061717,33.731313,74.815719,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.208520,0.000000,630.489516,0.000000,121.310901,32.796320,0.000000,10.883730,115.787038,40.533274,50.237962,37.155045,33.226397,114.952159,24.195318,16.682828,16.096519,14.52,405.453114,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,19.449140,40.559605,0.000000,19.364000,12.690778,12.532467,0.000000,16.948064,8.061717,33.731313,74.815719,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,368.058229,0.000000,630.489516,0.000000,121.310901,32.796320,0.000000,7.764867,115.787038,40.533274,50.237962,37.155045,33.226397,114.952159,24.195318,18.617364,16.096519,14.52,405.453114,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.855921,40.559605,0.000000,4.610476,12.690778,12.532364,0.000000,16.948064,8.061717,33.731313,74.815719,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.271786,0.000000,603.699519,0.000000,121.310901,32.796320,0.000000,7.764867,115.787038,40.533274,45.962390,37.155045,33.389248,114.952159,18.502302,16.368680,16.096519,14.52,405.453114,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.855921,40.559605,0.000000,10.189153,19.036167,13.859704,0.000000,16.948064,8.061717,33.731313,74.815719,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,368.058229,0.000000,628.485439,0.000000,121.310901,32.796320,0.000000,10.883730,115.787038,40.533274,45.962390,37.155045,33.389248,114.952159,18.502302,16.487829,16.096519,14.52,405.453114,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,20.745748,40.559605,0.000000,2.071114,19.036167,12.502016,0.000000,8.174949,8.061717,33.731313,74.815719,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.131753,0.000000,544.348859,0.000000,121.310901,32.796320,0.000000,7.706775,115.787038,40.533274,45.962390,37.155045,33.389248,114.952159,18.502302,17.776666,16.096519,14.52,405.453114,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,66.614598,40.559605,0.000000,0.000000,19.036167,12.502016,0.000000,8.174949,8.061717,33.731313,74.815719,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.131753,0.000000,442.306776,0.000000,121.310901,32.796320,0.000000,7.706775,115.787038,40.533274,45.962390,37.155045,33.389248,114.952159,18.502302,16.990834,16.096519,14.52,405.453114,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,66.614598,40.559605,0.000000,0.000000,19.036167,12.502016,0.000000,8.174949,8.061717,33.731313,74.815719,1.053942,0.000000,0.088543,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.918900,0.000000,449.187192,0.000000,121.310901,32.796320,0.000000,7.706775,115.787038,40.533274,45.962390,37.155045,33.389248,114.952159,18.502302,19.363991,16.096519,14.52,405.453114,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,66.614598,40.559605,0.000000,19.364000,19.036167,13.922774,0.000000,8.174949,8.061717,33.731313,74.815719,1.053942,0.000000,0.220856,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.918900,0.000000,564.990109,0.000000,121.310901,32.796320,0.000000,11.222032,115.787038,40.533274,45.962390,37.155045,33.389248,114.952159,18.502302,19.363991,16.096519,14.52,405.453114,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,66.614598,40.559605,0.000000,1.037358,19.036167,12.232608,0.000000,8.174949,8.061717,28.147123,74.815719,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,355.905102,0.000000,564.990109,0.000000,121.310901,32.796320,0.000000,10.882039,115.787038,40.533274,45.962390,37.155045,33.389248,114.952159,18.502302,19.363991,16.096519,14.52,405.453114,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,66.614598,40.559605,0.000000,0.000000,19.036167,12.213018,0.000000,8.174949,8.061717,28.147123,74.815719,1.053942,0.000000,0.078424,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,355.905102,0.000000,465.402367,0.000000,121.310901,32.796320,0.039890,10.882039,115.787038,40.533274,45.962390,37.155045,33.389248,114.952159,18.502302,19.363991,16.096519,14.52,405.453114,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,66.614598,40.559605,0.000000,0.000000,19.036167,13.636353,0.000000,8.174949,8.061717,28.147123,74.815719,1.053942,0.000000,0.352989,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,363.860158,0.000000,350.102929,0.000000,121.310901,32.796320,0.039890,11.012155,115.787038,40.533274,45.962390,37.155045,33.389248,114.952159,18.502302,17.774722,16.096519,14.52,405.453114,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.653649,40.559605,0.000000,0.000000,19.036167,13.636353,0.000000,8.174949,8.061717,18.628510,74.815719,1.053942,0.000000,0.352989,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,364.315626,0.000000,344.508038,0.000000,121.310901,32.796320,0.039890,11.012155,115.787038,40.533274,50.237962,37.155045,22.887473,114.952159,18.502302,13.380841,16.096519,14.52,405.453114,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,15.559312,40.559605,0.000000,0.000000,19.036167,13.641365,0.000000,8.174949,8.061717,16.564478,74.815719,1.053942,0.000000,0.358924,0.000000,86.427923,16.061339,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,364.371305,0.000000,344.916839,0.000000,121.310901,32.796320,0.039890,10.545795,115.787038,40.533274,50.237962,37.155045,22.887473,114.952159,18.502302,19.363991,16.096519,14.52,405.453114,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,15.559312,40.559605,0.000000,0.000000,19.036167,13.641365,0.000000,8.174949,8.061717,16.564478,74.815719,1.053942,0.000000,0.358924,0.000000,86.427923,13.953422,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,364.371305,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,10.545795,115.787038,40.533274,45.962390,37.155045,22.887473,114.952159,18.502302,19.363991,16.096519,14.52,405.453114,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,15.559312,40.559605,0.000000,0.000000,19.036167,13.641365,0.000000,8.174949,8.061717,20.022924,74.815719,1.053942,0.000000,0.358924,0.000000,86.427923,10.729234,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,364.371305,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,10.545795,115.787038,40.533274,45.962390,37.155045,19.282972,142.824507,18.502302,19.363991,14.973697,14.52,405.453114,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,15.559312,40.559605,0.000000,0.000000,19.036167,13.641365,0.000000,8.174949,8.061717,20.022924,74.815719,1.053942,0.000000,0.358924,0.000000,86.427923,10.729234,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,364.371305,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,10.545795,115.787038,40.533274,45.962390,37.069087,17.127458,142.824507,18.502302,19.363991,14.973697,14.52,405.453114,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,15.559312,40.559605,0.000000,0.000000,12.690778,13.651847,0.000000,8.174949,8.061717,19.237858,74.815719,1.053942,0.000000,0.358924,0.000000,86.427923,10.729234,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,364.371305,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,10.545795,115.787038,40.533274,45.962390,37.069087,17.127458,91.773548,18.502302,19.363991,8.815267,15.49,405.453114,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,15.559312,40.559605,0.000000,0.000000,12.690778,13.651847,0.000000,8.174949,8.061717,19.237858,74.815719,1.053942,0.000000,0.358924,0.000000,86.427923,10.729234,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.351873,364.371305,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,10.545795,115.787038,40.533274,45.962390,37.069087,17.127458,91.773548,18.502302,19.363991,8.815267,28.08,405.453114,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,11.782510,19.748408,74.815719,1.053942,0.000000,0.359852,0.000000,86.427923,10.729234,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.492719,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,10.549619,115.787038,40.533274,45.962390,37.069087,17.127458,91.773548,18.502302,19.363991,8.815267,41.63,405.453114,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,11.782510,19.748408,74.815719,1.053942,0.000000,0.359852,0.000000,86.427923,10.729234,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.485819,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,10.549619,115.787038,40.533274,45.962390,37.069087,17.127458,91.773548,18.502302,19.363991,8.815267,57.12,405.453114,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,11.782510,22.143944,74.815719,0.000000,0.000000,0.388757,0.000000,86.427923,10.729234,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.506520,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,11.013515,115.787038,40.533274,45.962390,37.069087,17.127458,91.773548,18.502302,19.363991,8.815267,47.62,405.453114,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,11.782510,22.143944,74.815719,0.000000,0.000000,0.388757,0.000000,86.427923,10.729234,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.485819,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,11.013515,115.787038,40.533274,45.962390,37.069087,17.127458,91.773548,18.502302,17.362511,8.815267,63.90,405.453114,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,6.201321,22.143944,74.815719,1.053942,0.000000,0.388757,0.000000,86.427923,10.729234,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.906456,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,11.606518,115.787038,40.533274,45.962390,37.069087,17.127458,91.773548,18.502302,19.363991,8.815267,71.65,405.453114,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,6.201321,22.143944,74.815719,1.053942,0.000000,0.388757,0.000000,86.427923,5.364617,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.886256,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,11.606518,115.787038,40.533274,45.962390,37.069087,17.127458,123.970748,18.502302,19.363991,14.973697,81.33,405.453114,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,6.201321,22.143944,74.815719,1.053942,0.000000,0.388757,0.000000,86.427923,5.364617,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.906456,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,11.606518,115.787038,40.533274,45.962390,37.069087,17.127458,123.970748,18.502302,18.575601,14.973697,90.04,405.453114,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,6.201321,22.143944,74.815719,1.053942,0.000000,0.388757,0.000000,86.427923,5.364617,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.886256,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,11.606518,115.787038,40.533274,45.962390,37.069087,17.127458,123.970748,18.502302,16.569513,14.973697,93.92,405.453114,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,11.782510,22.143944,74.815719,1.053942,0.000000,0.388757,0.000000,86.427923,5.364617,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.906456,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,11.606518,115.787038,40.533274,45.962390,37.069087,17.127458,142.824507,18.502302,14.708678,14.973697,100.69,405.453114,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,11.782510,22.143944,74.815719,1.053942,0.000000,0.388757,0.000000,86.427923,5.364617,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.879705,0.000000,344.960619,0.000000,121.310901,32.796320,0.039890,11.606518,115.787038,40.533274,50.237962,37.069087,17.127458,142.824507,18.502302,14.987921,14.973697,113.28,405.453114,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,11.782510,19.496554,74.815719,1.053942,0.000000,0.388757,0.000000,86.427923,5.364617,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.899906,0.000000,344.960619,0.000000,121.310901,32.796320,0.056446,11.606518,115.787038,40.533274,50.237962,37.069087,17.127458,142.824507,18.502302,14.983622,14.973697,109.41,405.453114,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,1.348441,53.835345,1.710502,2.114992,50.334016,0.000000,16.207617,40.559605,0.000000,0.000000,12.690778,13.859925,0.000000,8.174949,11.782510,19.496554,74.815719,1.053942,0.000000,0.388757,0.000000,86.405363,5.364617,0.000000,0.000000,0.000000,29.601353,40.807771,154.929110,137.484400,2.595375,364.879705,0.000000,344.960619,0.000000,121.310901,32.796320,0.056446,11.606518,115.787038,40.533274,45.962390,37.069087,17.127458,142.824507,18.502302,18.003296,14.973697,106.50,405.453114,0,0,0,0,0

