Block,Time Block,NLCEXP,MAPS,NJPC,NAPP,NLCIIST1,KGSU1AND2,KGSU3AND4,KKNP,KHSTPP-II,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,KOTESHWR,DADRT2,FSTPP I & II,DHAULIGNGA,DULHASTI,RIHAND3,RSTPSU1TO6,RAPPC,RIHAND2,RIHAND1,SINGRAULI,SASAN,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SEWA2,SALAL,ANTA_CRF,BRBCL,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,RAPPB,VALLURNTECL,URI2,TelanganaSTPP,UNCHAHAR3,UNCHAHAR2,TEHRI,UNCHAHAR1,URI,UNCHAHAR4,JHAJJAR,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_GF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_LF,ANTA_RF,AURY_GF,ANTA_LF,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,NTPL,PARBATI3,TALST2,TALA,TANAKPUR,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,365.52,13.85,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,21.4,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11.99,11.54,0,0,0,0,0,0

58,14:15-14:30,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,365.52,17.86,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,21.4,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11.99,11.54,0,0,0,0,0,0

59,14:30-14:45,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,365.72,17.86,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,10.7,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11.99,11.54,0,0,0,0,0,0

60,14:45-15:00,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,413.98,17.86,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,26.61,74.53,15.02,10.7,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11.99,11.54,0,0,0,0,0,0

61,15:00-15:15,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,465.35,17.86,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,26.61,74.53,15.02,21.4,0,236.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11,11.54,0,0,0,0,0,0

62,15:15-15:30,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,492.49,17.86,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,26.61,74.53,15.02,21.4,0,236.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11,11.54,0,0,0,0,0,0

63,15:30-15:45,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,513.81,17.86,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,26.61,74.53,15.02,21.4,0,236.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,10.31,11.54,0,0,0,0,0,0

64,15:45-16:00,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,531.26,17.86,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,26.61,74.53,15.02,21.4,0,236.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,10.31,11.54,0,0,0,0,0,0

65,16:00-16:15,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,37.45,546.76,17.86,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,26.61,74.53,15.02,43.33,0,236.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,9.97,11.54,0,0,0,0,0,0

66,16:15-16:30,0,0,125.35,44.41,0,0,0,0,95.82,0,3.89,1.4,43.54,0,37.45,586.12,17.86,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,26.61,74.53,15.02,43.33,0,236.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,9.83,11.54,0,0,0,0,0,0

67,16:30-16:45,0,0,125.35,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,555.22,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,25.78,0,0,26.61,74.53,15.02,43.33,0,236.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,3.4,0,9.4,11.54,0,0,0,0,0,0

68,16:45-17:00,0,0,125.35,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,538.04,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,5.53,64.19,0,14.54,0,6.32,10.36,13.02,0,0,25.78,0,0,26.61,74.53,15.02,43.33,0,236.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,3.4,0,9.4,11.54,0,0,0,0,0,0

69,17:00-17:15,0,0,95.26,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,543.86,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,5.61,64.19,0,14.54,0,1.07,10.36,13.02,0,0,25.78,0,0,26.61,74.53,15.02,43.33,0,277.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,3.4,0,9.4,11.54,0,0,0,0,0,0

70,17:15-17:30,0,0,95.26,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,549.67,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,11.22,64.19,0,14.54,0,1.07,10.36,13.02,0,0,25.78,0,0,26.61,74.53,15.02,43.33,0,302.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,3.4,0,9.4,11.54,0,0,0,0,0,0

71,17:30-17:45,0,0,95.26,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,558.39,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,11.22,76.94,0,14.54,13.02,1.07,10.36,13.02,0,0,30.07,0,0,26.61,74.53,15.02,41.19,0,302.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,3.4,0,8.55,3.73,0,0,0,0,0,0

72,17:45-18:00,0,0,95.26,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,567.12,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,11.22,76.94,0,14.54,13.62,1.07,10.36,13.02,0,0,30.07,0,0,28.39,74.53,17.17,41.19,0,302.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,6.81,0,8.75,3.73,0,0,0,0,0,0

73,18:00-18:15,0,0,95.26,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,569.06,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,16.84,76.94,0,14.54,27.23,1.07,20.71,13.02,0,0,30.07,0,0,28.39,74.53,17.17,41.19,0,324.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,12.26,0,8.75,3.73,0,0,0,0,0,0

74,18:15-18:30,0,0,123.84,44.41,0,0,0,0,95.82,0,3.89,2.79,40.6,0,37.45,548.7,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,16.84,76.94,0,14.54,40.85,6.32,31.09,21.69,0,0,30.07,0,0,28.39,74.53,17.17,41.19,0,324.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,52.44,0,8.75,10.55,0,0,0,0,0,0

75,18:30-18:45,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,616.29,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,16.84,76.94,0,14.54,40.85,18.96,32.7,44.24,0,0,30.07,0,0,34.51,74.53,18.54,32.1,0,428.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,52.44,0,8.75,12.05,0,0,0,0,0,0

76,18:45-19:00,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,616.29,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,16.84,76.94,0,14.54,40.85,18.96,32.7,44.24,0,0,30.07,0,0,34.79,74.53,19.55,32.1,0,362.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,52.44,0,8.75,12.05,0,0,0,0,0,0

77,19:00-19:15,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,662.08,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,16.84,76.94,0,14.54,40.85,18.96,32.7,44.24,0,0,30.07,0,0,34.79,74.53,19.55,41.19,0,385.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,52.44,0,8.75,12.05,0,0,0,0,0,0

78,19:15-19:30,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,662.08,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,16.84,76.94,0,14.54,40.85,18.96,32.7,44.24,0,0,30.07,0,0,34.79,74.53,19.55,41.19,0,385.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,52.44,0,8.75,12.05,0,0,0,0,0,0

79,19:30-19:45,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,662.08,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,16.84,76.94,0,14.54,40.85,18.96,32.7,44.24,0,0,30.07,0,0,34.79,74.53,19.55,42.27,0,385.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,43.58,0,8.75,12.05,0,0,0,0,0,0

80,19:45-20:00,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,662.08,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,16.84,76.94,0,14.54,40.85,18.96,32.7,44.24,0,0,30.07,0,0,34.79,74.53,19.55,42.27,0,385.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,8.17,0,8.75,12.05,0,0,0,0,0,0

81,20:00-20:15,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,662.08,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,16.84,76.94,0,14.54,40.85,18.96,32.7,44.24,0,0,28.65,0,0,34.79,74.53,19.55,42.27,0,385.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,3.4,0,8.87,12.05,0,0,0,0,0,0

82,20:15-20:30,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,662.08,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,16.84,64.19,0,14.54,40.85,18.96,32.7,44.24,0,0,28.65,0,0,34.79,74.53,19.55,42.27,0,385.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,3.4,0,9.02,12.05,0,0,0,0,0,0

83,20:30-20:45,0,0,148.62,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,37.45,596.5,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,15.62,64.19,0,14.54,40.85,1.07,31.09,42.86,0,0,28.65,0,0,34.79,74.53,19.55,42.27,0,365.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,16.35,0,9.18,11.54,0,0,0,0,0,0

84,20:45-21:00,0,0,148.62,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,37.45,590.18,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,15.62,64.19,0,14.25,40.85,1.07,31.09,42.86,0,0,28.65,0,0,34.79,74.53,19.55,42.27,0,365.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,16.35,0,9.21,11.54,0,0,0,0,0,0

85,21:00-21:15,0,0,148.62,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,37.45,590.18,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,15.62,64.19,0,14.54,40.85,1.07,31.09,42.86,0,0,28.65,0,0,34.79,74.53,19.55,42.27,0,385.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,16.35,0,9.28,11.54,0,0,0,0,0,0

86,21:15-21:30,0,0,148.62,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,37.45,590.18,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,15.62,64.19,0,14.54,40.85,1.07,31.09,42.86,0,0,28.65,0,0,34.79,74.53,19.55,42.27,0,385.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,16.35,0,9.37,11.54,0,0,0,0,0,0

87,21:30-21:45,0,0,148.62,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,37.45,599.88,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,16.77,64.19,0,14.54,40.85,1.07,31.09,42.86,0,0,28.65,0,0,34.79,74.53,19.55,40.66,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,16.35,0,9.37,11.54,0,0,0,0,0,0

88,21:45-22:00,0,0,148.62,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,37.45,599.88,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,16.84,64.19,0,14.54,40.85,2.13,31.09,42.86,0,0,28.65,0,0,34.79,74.53,19.55,40.66,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,16.35,0,9.37,11.54,0,0,0,0,0,0

89,22:00-22:15,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,599.88,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,16.84,64.19,0,14.54,40.85,18.96,32.7,44.24,0,0,28.65,0,0,34.79,74.53,19.55,38.53,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,16.35,0,9.55,12.05,0,0,0,0,0,0

90,22:15-22:30,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,599.88,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,16.84,64.19,0,14.54,40.85,18.96,32.7,44.24,0,0,28.65,0,0,34.79,74.53,19.55,38.53,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,16.35,0,9.63,12.05,0,0,0,0,0,0

91,22:30-22:45,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,599.88,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,16.84,50.67,0,14.54,40.85,18.96,32.7,44.24,0,0,25.78,0,0,34.79,74.53,19.55,38.53,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,14.98,0,10.28,12.05,0,0,0,0,0,0

92,22:45-23:00,0,0,163.47,44.41,0,0,0,0,95.82,0,3.89,4.19,40.6,0,41.62,599.88,20.16,40.14,53.38,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,16.84,50.67,0,14.54,40.85,18.96,32.7,44.24,0,0,25.78,0,0,34.79,74.53,19.55,38.53,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,14.98,0,10.23,12.05,0,0,0,0,0,0

93,23:00-23:15,0,0,148.62,44.41,0,0,0,0,95.82,0,3.89,2.79,40.6,0,37.45,653.45,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,11.22,50.67,0,14.54,40.85,12.64,20.71,42.86,0,0,25.78,0,0,34.79,74.53,19.55,38.53,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,14.98,0,10.23,11.54,0,0,0,0,0,0

94,23:15-23:30,0,0,135.38,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,662.08,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,11.22,50.67,0,14.54,40.85,12.64,20.71,27.47,0,0,25.78,0,0,34.79,74.53,19.55,38.53,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,14.98,0,10.23,11.54,0,0,0,0,0,0

95,23:30-23:45,0,0,135.38,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,662.08,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,11.22,50.67,0,14.54,40.85,12.64,20.71,27.47,0,0,21.48,0,0,34.79,74.53,19.07,38.53,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,14.98,0,10.23,11.54,0,0,0,0,0,0

96,23:45-24:00,0,0,135.38,44.41,0,0,0,0,95.82,0,3.89,1.4,40.6,0,37.45,662.08,20.16,39.16,52.13,123.67,0,58.67,117.96,45.87,123.06,186.45,0,0,0,0,11.22,50.67,0,14.54,40.85,12.64,20.71,27.47,0,0,21.48,0,0,34.79,74.53,19.07,38.53,0,371.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,14.98,0,10.23,11.54,0,0,0,0,0,0

