Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/19022024/29022024/NVVN/OA/16907,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/16022024/29022024/HP-38,NR/01102023/06022042/L_NR_2012_07,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/23072042/L_NR_2012_04,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/16022024/29022024/HP-40,NR/16022024/29022024/HP-36,NR/01102023/05012040/L_NR_2020_02,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/30092023/26122029/SH-06,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01022024/29022024/79,NR/01102023/30042040/GNA_LT_36,NR/16022024/29022024/HP-45,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31032024/ ChanjuII,NR/20122023/29022024/IEX_LDC_231218_00502,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/30052048/L_NR_2022_10,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/02012046/L_NR_2021_17,NR/01022024/29022024/SJVN010224NR1469,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10
11,02:30-02:45,0.950000,35.130000,19.270000,6.740000,6.740000,25.930000,0.000000,110.800000,0.000000,128.130000,33.720000,5.780000,209.080000,96.350000,0.000000,38.170000,1.160000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,25.050000,0,19.88,0,19.88,0,0,0,0,0,0,7,0,22.5,6.01,0,7.5,7.5,0,0,0,0,0,0,0

12,02:45-03:00,0.950000,35.130000,19.270000,6.740000,6.740000,25.930000,0.000000,110.800000,0.000000,128.130000,33.720000,5.780000,209.080000,96.350000,0.000000,38.170000,1.160000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,25.050000,0,19.11,0,19.11,0,0,0,0,0,0,6.66,0,22.5,6.01,0,7.5,7.5,0,0,0,0,0,0,0

13,03:00-03:15,0.950000,35.130000,19.270000,6.740000,6.740000,25.930000,0.000000,110.800000,0.000000,128.130000,33.720000,5.780000,209.080000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,25.050000,0,14.78,0,14.78,0,0,0,0,0,0,5,0,21,6.01,0,7,7,0,0,0,0,0,0,0

14,03:15-03:30,0.950000,35.130000,19.270000,6.740000,6.740000,25.930000,0.000000,110.800000,0.000000,128.130000,33.720000,5.780000,209.080000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,24.090000,0,14.11,0,14.11,0,0,0,0,0,0,5,0,21,6.01,0,7,7,0,0,0,0,0,0,0

15,03:30-03:45,0.950000,35.130000,19.270000,6.740000,6.740000,25.930000,0.000000,110.800000,0.000000,128.130000,33.720000,5.780000,209.080000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,24.090000,0,13.63,0,13.63,0,0,0,0,0,0,5,0,21,6.01,0,7,7,0,0,0,0,0,0,0

16,03:45-04:00,0.950000,35.130000,19.270000,6.740000,6.740000,25.930000,0.000000,110.800000,0.000000,128.130000,33.720000,5.780000,231.240000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,24.090000,0,13.33,0,13.33,0,0,0,0,0,0,5,0,21,6.01,0,7,7,0,0,0,0,0,0,0

17,04:00-04:15,0.950000,35.130000,19.270000,6.740000,6.740000,25.930000,0.000000,139.710000,0.000000,128.130000,33.720000,5.780000,270.980000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,24.090000,0,13.33,0,13.33,0,0,0,0,0,0,5,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

18,04:15-04:30,0.950000,39.380000,19.270000,6.740000,6.740000,25.930000,0.000000,166.390000,0.000000,128.130000,52.670000,5.780000,270.980000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,24.090000,0,13.33,0,13.33,0,0,0,0,0,0,5,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

19,04:30-04:45,0.950000,43.630000,19.270000,6.740000,6.740000,25.930000,0.000000,200.760000,0.000000,128.130000,52.670000,5.780000,270.980000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,24.090000,0,13.33,0,13.33,0,0,0,0,0,0,5,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

20,04:45-05:00,0.950000,47.210000,19.270000,6.740000,6.740000,25.930000,0.000000,200.760000,0.000000,128.130000,52.670000,5.780000,270.980000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,50.100000,1.840000,11.560000,8.190000,0.000000,0.000000,24.090000,0,13.33,0,13.33,0,0,0,0,0,0,5.4,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

21,05:00-05:15,0.000000,47.210000,19.270000,6.740000,6.740000,25.930000,0.000000,260.720000,0.000000,128.130000,52.670000,5.780000,270.980000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,99.840000,1.740000,11.560000,8.190000,0.000000,0.000000,25.050000,0,13.33,0,13.33,0,0,0,0,0,0,6,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

22,05:15-05:30,0.000000,47.210000,19.270000,6.740000,6.740000,25.930000,0.000000,260.720000,0.000000,128.130000,52.670000,5.780000,270.980000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,99.840000,1.740000,11.560000,8.190000,0.000000,0.000000,25.050000,0,13.33,0,13.33,0,0,0,0,0,0,6,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

23,05:30-05:45,0.950000,47.210000,19.270000,6.740000,6.740000,25.930000,0.000000,260.720000,0.000000,128.130000,76.400000,5.780000,270.980000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,99.840000,1.740000,11.560000,8.190000,0.000000,0.000000,25.050000,0,13.33,0,13.33,0,0,0,0,0,0,6,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

24,05:45-06:00,0.950000,47.210000,19.270000,6.740000,6.740000,25.930000,0.000000,260.720000,0.000000,128.130000,76.400000,5.780000,270.980000,96.350000,0.000000,38.170000,1.110000,18.310000,25.930000,4.820000,0.000000,0.000000,16.320000,99.840000,1.740000,11.560000,8.190000,0.000000,0.000000,25.050000,0,13.33,0,13.33,0,0,0,0,0,0,6,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

25,06:00-06:15,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,86.910000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,96.350000,0.000000,0.000000,99.840000,1.740000,11.560000,8.190000,0.000000,0.000000,25.050000,0,13.33,0,13.33,0,0,0,0,0,0,6,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

26,06:15-06:30,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,86.910000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,96.350000,0.000000,0.000000,99.840000,1.740000,11.560000,8.190000,0.000000,0.000000,25.050000,0.01,13.33,0,13.33,0,0,0,0,0,0,6,0,20,6.01,0,6.66,6.67,0,0,0,0,0,0,0

27,06:30-06:45,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,86.910000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,96.350000,0.000000,0.000000,99.840000,1.740000,11.560000,8.190000,0.000000,0.000000,24.090000,0.01,13.33,0,13.33,0,0,0,0,0,0,6,0,20.2,6.01,0,6.74,6.73,0,0,0,0,0,0,0

28,06:45-07:00,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,86.910000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,96.350000,0.000000,0.000000,99.840000,1.740000,11.560000,8.190000,0.000000,0.000000,24.090000,0.01,13.33,0,13.33,0,0,0,2.66,0,0,6,1.013168,24.53,6.01,0,8.17,8.18,0,0,2,0,0,2.66,0

29,07:00-07:15,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,86.910000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,96.350000,0.000000,0.000000,99.840000,1.740000,11.560000,8.190000,0.000000,0.000000,23.120000,0.28,13.33,0,13.33,0,0,0,7.58,0.5,0,6,5.319132,20.66,6.01,0,6.88,6.89,1,0,7,0,0.05,7.58,0

30,07:15-07:30,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,86.910000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,96.350000,0.280000,0.000000,99.840000,1.740000,11.560000,8.190000,0.270000,0.270000,22.160000,1.31,13.33,0,13.33,0,0,0,16.83,1,0,6,11.066912,21.82,6.01,1,7.28,7.27,4,0,14.99,0,0.26,16.83,1

31,07:30-07:45,0.950000,57.790000,48.180000,6.740000,6.740000,16.920000,0.000000,260.720000,0.000000,0.000000,86.910000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,96.350000,0.710000,0.000000,99.840000,1.740000,11.560000,8.190000,0.700000,0.700000,21.200000,6.65,13.33,0,13.33,0,0,0,22.2,2,0.33,6,17.506374,25.09,9.01,3,8.38,8.36,11,1,22.2,0,1.33,22.2,4

32,07:45:08:00,0.950000,57.790000,48.180000,6.740000,6.740000,16.920000,0.000000,260.720000,0.000000,0.000000,86.910000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,96.350000,1.550000,0.000000,99.840000,1.740000,11.560000,8.190000,1.510000,1.510000,21.200000,26.76,13.95,0,13.95,0,0,0,23.03,5,4.98,6.15,24.89081,28.5,8.81,8,9.49,9.5,18,4,23.04,0,5.35,23.03,7

33,08:00-08:15,0.950000,57.790000,48.180000,6.740000,6.740000,16.920000,0.000000,260.720000,0.000000,0.000000,76.400000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,48.180000,2.670000,0.000000,79.010000,1.840000,11.560000,8.190000,2.610000,2.610000,0.000000,38.47,22.55,0,22.55,0,0,0,25.03,6.6,10.21,6.44,34.04829,31.62,8.41,17,10.54,10.54,28,8,25.04,0,7.69,25.03,12

34,08:15-08:30,0.950000,57.790000,48.180000,6.740000,6.740000,16.920000,0.000000,260.720000,0.000000,0.000000,76.400000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,48.180000,3.980000,0.000000,91.530000,1.840000,11.560000,8.190000,3.890000,3.890000,0.000000,60.17,23.22,0,23.22,0,0,0,26.7,11.94,19.75,6.77,44.754748,35.08,8.01,27,11.7,11.69,49,13,26.7,0,12.03,26.7,21

35,08:30-08:45,0.950000,57.790000,48.180000,6.740000,6.740000,16.920000,0.000000,260.720000,0.000000,0.000000,76.400000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,48.180000,5.530000,0.000000,88.640000,1.840000,11.560000,8.190000,5.400000,5.400000,0.000000,82.22,24.11,0,24.11,0,0,0,27.53,19,29.09,7.16,56.26005,35.12,7.81,35,11.71,11.71,67,18,27.54,0,16.44,27.53,28

36,08:45:09:00,0.950000,47.210000,48.180000,6.740000,6.740000,25.360000,0.000000,234.040000,0.000000,0.000000,57.440000,5.780000,270.980000,96.350000,39.110000,0.000000,1.110000,18.310000,30.830000,4.820000,48.180000,7.030000,0.000000,52.990000,1.840000,11.560000,8.190000,6.860000,6.860000,0.000000,107.79,25.22,0,25.22,0,0,0,28.2,23,38.29,7.54,67.716642,35.83,7.41,45,11.95,11.94,84,22,28.2,0,21.56,28.2,36

37,09:00:09:15,0.950000,47.210000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,57.440000,5.780000,270.980000,96.350000,39.110000,0.000000,1.160000,18.310000,30.830000,4.820000,48.180000,8.410000,0.000000,52.990000,1.840000,11.560000,8.190000,8.200000,8.200000,0.000000,129.18,21.39,0,21.39,0,0,0,28.2,27,46.85,8.02,74.779592,36.62,7.01,53,12.21,12.21,104,27,28.2,0,25.83,28.2,44

38,09:15-09:30,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.160000,18.310000,30.830000,4.820000,48.180000,9.720000,0.000000,52.990000,1.840000,11.560000,8.190000,9.480000,9.480000,0.000000,150.08,21.84,0,21.84,0,0,0,30.2,31,54.55,7.78,84.326752,37.62,6.61,60,12.55,12.54,121,30,30.2,0,30.01,30.2,52

39,09:30-09:45,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.160000,18.310000,30.830000,4.820000,48.180000,10.910000,0.000000,52.990000,1.840000,11.560000,8.190000,10.640000,10.640000,0.000000,171.6,22.42,0,22.42,0,0,0,30.2,34,61.74,7.53,93.201714,30.12,6.81,63,10.05,10.04,123,32,30.2,0,34.32,30.2,52

40,09:45-10:00,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.160000,18.310000,30.830000,4.820000,48.180000,12.080000,0.000000,52.990000,1.840000,11.560000,8.190000,11.780000,11.780000,0.000000,190.59,23.05,0,23.05,0,0,0,30.7,36.5,68.39,7.31,101.735706,30.23,7.01,70,10.08,10.07,137,35,30.7,0,38.12,30.7,58

41,10:00-10:15,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.160000,18.310000,30.830000,4.820000,48.180000,13.250000,0.000000,52.990000,1.840000,11.560000,8.190000,12.920000,12.920000,0.000000,207.55,23.33,0,23.33,0,0,0,30.7,38,74.45,7.6,110.678862,38.62,7.01,73,12.87,12.88,147,37,30.7,0,41.51,30.7,63

42,10:15-10:30,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.160000,18.310000,30.830000,4.820000,48.180000,14.190000,0.000000,52.990000,1.840000,11.560000,8.190000,13.840000,13.840000,0.000000,223.09,24.33,0,24.33,0,0,0,30.7,40,79.94,7.93,120.109118,39.12,7.01,78,13.05,13.04,158,39,30.7,0,44.62,30.7,67

43,10:30-10:45,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.160000,18.310000,30.830000,4.820000,48.180000,14.960000,0.000000,52.990000,1.840000,11.560000,8.190000,14.590000,14.590000,0.000000,235.63,25.33,0,25.33,0,0,0,30.7,41.58,84.62,8.23,129.071758,39.85,7.01,83,13.28,13.28,175,42,30.7,0,47.12,30.7,75

44,10:45-11:00,0.950000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.160000,18.310000,30.830000,4.820000,48.180000,15.640000,0.000000,52.990000,1.840000,11.560000,8.190000,15.260000,15.260000,0.000000,237.5,26.67,0,26.67,0,0,0,30.7,43.36,88.37,8.57,135.199476,41.62,7.01,88,13.87,13.88,182,44,30.7,0,47.5,30.7,78

45,11:00-11:15,0.000000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.200000,18.310000,30.830000,4.820000,96.350000,16.210000,0.000000,52.990000,1.840000,11.560000,8.190000,15.810000,15.810000,0.000000,237.5,20.67,0,20.67,0,0,0,30.87,44.77,91.05,7,140.031508,30,7.01,91,10,10,193,46,30.86,0,47.5,30.87,82

46,11:15-11:30,0.000000,57.790000,48.180000,6.740000,6.740000,30.830000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.200000,18.310000,30.830000,4.820000,96.350000,16.600000,0.000000,52.990000,1.840000,11.560000,8.190000,16.200000,16.200000,0.000000,237.5,21,0,21,0,0,0,30.87,45.95,91.96,7,143.528886,30,7.01,91,10,10,193,46,30.86,0,47.5,30.87,82

47,11:30-11:45,0.950000,57.790000,48.180000,6.740000,6.740000,25.930000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.200000,18.310000,25.930000,4.820000,96.350000,16.690000,0.000000,52.990000,1.840000,11.560000,8.190000,16.280000,16.280000,0.000000,237.5,15.2,0,15.2,0,0,0,31.2,45.5,92,7,146.17871,22,7.01,93,7.34,7.33,196,47,31.2,0,47.5,31.2,84

48,11:45-12:00,0.950000,57.790000,48.180000,6.740000,6.740000,25.930000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.200000,18.310000,25.930000,4.820000,96.350000,14.740000,0.000000,52.990000,1.840000,11.560000,8.190000,14.370000,14.370000,0.000000,237.5,15.94,0,15.94,0,0,0,31.2,45.5,91.99,7,149.257182,22,7.01,93,7.34,7.33,196,47,31.2,0,47.5,31.2,84

49,12:00-12:15,0.950000,57.790000,48.180000,6.740000,6.740000,25.930000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.200000,18.310000,25.930000,4.820000,96.350000,14.740000,0.000000,52.990000,1.740000,11.560000,8.190000,14.370000,14.370000,0.000000,237.5,15.18,0,15.18,0,0,0,31.2,45.5,91.97,7,151.400422,22,7.01,90,7.34,7.33,190,45,31.2,0,47.5,31.2,82

50,12:15-12:30,0.950000,47.210000,48.180000,6.740000,6.740000,25.930000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.200000,18.310000,25.930000,4.820000,96.350000,14.740000,0.000000,52.990000,1.740000,11.560000,8.190000,14.370000,14.370000,0.000000,237.5,14.71,0,14.71,0,0,0,31.2,45.5,91.97,7,118.326332,22,7.01,90,7.34,7.33,190,45,31.2,0,47.5,31.2,82

51,12:30-12:45,0.950000,33.050000,48.180000,6.740000,6.740000,25.930000,0.000000,260.720000,0.000000,0.000000,75.970000,5.780000,270.980000,96.350000,39.110000,0.000000,1.200000,18.310000,25.930000,4.820000,96.350000,16.690000,0.000000,52.990000,1.740000,11.560000,8.190000,16.280000,16.280000,0.000000,229.17,16.08,0,16.08,0,0,0,31.2,45.5,85.54,7,119.962988,22,7.21,89,7.34,7.33,186,44,31.2,0,45.83,31.2,80

