Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/6528,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/20/9333,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3733,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/8058,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/20/9046,NR/01102023/31052040/LT-31,GNA/NR/2025/01/20/5216,GNA/WR/2025/01/01/9606,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2025/01/20/4168,GNA/NR/2025/01/20/4698,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/3945,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/8625,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668
64,15:45-16:00,6.67,13.34,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,12.38,0,0,1.48,23.72,170.13,26.99,0,0,1.07,0,11.53,23.08,12.38,0,0,38.17,190.87,57,27,58,126,29,54,81.46,32.86,32.86,10.8,19,6.67,19.99,6.33,13.33,80.39

65,16:00-16:15,6.67,13.34,23.08,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,67.87,0,10.92,0,0,1.48,0,200.84,26.99,0,0,1.07,0.77,10.17,23.08,10.92,0,0,34.69,173.44,50,25,52,112,25,48,70.13,33,33,10.6,11,6.67,19.99,6.33,13.33,62.72

66,16:15-16:30,6.67,13.34,23.08,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,67.87,0,9.51,0,0,1.48,0,200.84,26.99,0,0,1.07,0.77,8.86,23.08,9.51,0,0,30.97,154.87,43,21,45,95,22,40,58.27,33,33,10.6,5,6.67,19.99,6.33,13.33,54.97

67,16:30-16:45,6.67,13.34,23.08,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,67.87,0,7.98,0,0,1.38,0,200.84,26.99,0,0,1.07,0.77,7.44,23.08,7.98,0,0,26.85,134.26,37,19,38,81,18,34,46,33,33,10.6,1,6.67,19.99,6.33,13.33,46.76

68,16:45-17:00,6.67,13.34,23.08,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,86.74,0,6.47,0,0,1.38,0,261.07,26.99,0,0,1.07,0.77,6.03,23.08,6.47,0,0,22.44,112.19,28,16,30,63,14,27,33.65,33,33,10.6,0,6.67,19.99,6.33,13.33,38.32

69,17:00-17:15,6.67,13.34,36.54,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,36.54,26.92,271.89,26.99,86.74,0,4.94,0,0,1.38,0,261.07,26.99,0,0,0.99,0,4.59,43.27,4.94,0,0,17.75,88.75,19,10,22,42,9,18,22.39,26.94,22.4,12.01,0,6.67,19.99,6.33,13.33,28.87

70,17:15-17:30,6.67,13.34,36.54,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,36.54,26.92,271.89,26.99,86.74,0,3.18,0,0,1.38,0,261.07,26.99,0,0,0.99,0,2.96,43.27,3.18,0,0,12.9,64.52,11,5,13,28,6,12,13.65,13.49,11.27,12.01,0,6.67,19.99,6.33,13.33,20.46

71,17:30-17:45,6.67,13.34,36.54,48.08,19.23,14.42,1.29,0,115.01,20.19,100.18,28.85,0,48.08,31.73,36.54,26.92,271.89,24.67,86.74,0,1.79,0,0,1.38,0,261.07,24.67,0,0,0.99,0.77,1.66,43.27,1.79,0,0,7.84,39.21,7,3,9,18,3,7,7.53,4.14,3.43,11.81,0,6.67,19.99,6.33,13.33,13.14

72,17:45-18:00,6.67,14,36.54,48.08,19.23,14.42,1.29,0,115.01,20.19,100.18,28.85,0,48.08,31.73,36.54,26.92,271.89,19.31,86.74,0,0.87,0,0,1.38,0,261.07,32,0,0,0.99,0.77,0.81,43.27,0.87,0,0,3.86,19.31,1,2,8,7,1,3,2.65,0.93,1.08,11.61,0,6.67,19.99,6.33,14,5.84

73,18:00-18:15,6.67,14,36.54,48.08,19.23,14.42,1.29,30.77,115.01,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0.53,9.62,30,1.38,0,261.07,32,5.77,7.69,0.95,0.77,0.5,43.27,0.53,50,50,1.31,6.56,1,1,5,2,0,1,0,0,0,11.21,0,6.67,19.99,6.33,14,1.46

74,18:15-18:30,6.67,14.66,36.54,48.08,19.23,14.42,1.29,30.77,115.01,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0.22,9.62,30,1.38,0,261.07,32,5.77,7.69,0.95,0.77,0.21,43.27,0.22,50,50,0.23,1.13,0,1,2,0,0,0,0,0,0,10.6,0,6.67,19.99,6.33,14.67,0

75,18:30-18:45,6.67,16.66,36.54,48.08,19.23,14.42,1.29,30.77,115.01,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0.03,9.62,30,1.38,0,261.07,32,5.77,7.69,0.95,0,0.03,43.27,0.03,50,50,0,0,0,0,0,0,0,0,0,0,0,10.2,0,6.67,19.99,6.33,16.67,0

76,18:45-19:00,6.67,19,36.54,48.08,19.23,14.42,1.29,30.77,115.01,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0,9.62,30,1.38,0,261.07,32,5.77,7.69,0.95,0,0,43.27,0,50,50,0,0,0,0,0,0,0,0,0,0,0,9.8,0,6.67,19.99,6.33,19,0

77,19:00-19:15,6.67,18,36.54,48.08,19.23,14.42,1.29,30.77,115.01,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0,9.62,30,1.34,0,261.07,32,5.77,7.69,0.95,0.77,0,43.27,0,50,50,0,0,0,0,0,0,0,0,0,0,0,9.4,0,6.67,19.99,6.33,18,0

78,19:15-19:30,6.67,18.66,36.54,48.08,19.23,14.42,1.29,30.77,115.01,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0,9.62,30,1.34,0,261.07,32,5.77,7.69,0.95,0.77,0,43.27,0,50,50,0,0,0,0,0,0,0,0,0,0,0,9,0,6.67,19.99,6.33,18.67,0

79,19:30-19:45,6.67,19,36.54,48.08,19.23,14.42,1.29,30.77,115.01,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0,9.62,30,1.34,0,261.07,32,5.77,7.69,0.95,0.77,0,43.27,0,50,50,0,0,0,0,0,0,0,0,0,0,0,9,0,6.67,19.99,6.33,19,0

80,19:45-20:00,6.67,19.34,36.54,48.08,19.23,14.42,1.29,30.77,115.01,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0,9.62,30,1.34,0,261.07,32,5.77,7.69,0.95,0.77,0,43.27,0,50,50,0,0,0,0,0,0,0,0,0,0,0,9.2,0,6.67,19.99,6.33,19.33,0

81,20:00-20:15,8,16.66,34.62,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,32,86.74,0,0,0,30,1.34,0,261.07,32,0,0,0.95,0,0,34.62,0,50,50,0,0,0,0,0,0,0,0,0,0,0,9.4,0,8,24,6.33,16.67,0

82,20:15-20:30,10,16.66,34.62,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,32,86.74,0,0,0,30,1.34,0,261.07,32,0,0,0.95,0,0,34.62,0,50,50,0,0,0,0,0,0,0,0,0,0,0,9.8,0,10,30,6.33,16.67,0

83,20:30-20:45,10.17,16.66,34.62,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,26.42,86.74,0,0,0,30,1.34,0,261.07,32,0,0,0.95,0.77,0,34.62,0,50,50,0,0,0,0,0,0,0,0,0,0,0,10.4,0,10.17,30.49,6.33,16.67,0

84,20:45-21:00,10.33,16.66,34.62,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,26.42,86.74,0,0,0,30,1.34,0,261.07,32,0,0,0.95,0.77,0,34.62,0,50,50,0,0,0,0,0,0,0,0,0,0,0,11.21,0,10.33,31.01,6.33,16.67,0

85,21:00-21:15,10.5,16.66,28.85,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,28.85,26.92,271.89,26.99,86.74,0,0,0,30,1.34,0,261.07,26.99,0,0,0.95,0.77,0,28.85,0,50,50,0,0,0,0,0,0,0,0,0,0,0,11.61,0,10.5,31.5,6.33,16.67,0

86,21:15-21:30,10.67,16.66,28.85,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,28.85,26.92,271.89,26.99,86.74,0,0,0,30,1.34,0,261.07,26.99,0,0,0.95,0.77,0,28.85,0,50,50,0,0,0,0,0,0,0,0,0,0,0,12.01,0,10.67,31.99,6.33,16.67,0

87,21:30-21:45,10.83,18.34,28.85,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,28.85,26.92,271.89,26.99,86.74,0,0,0,30,1.34,0,261.07,26.99,0,0,0.95,0,0,28.85,0,50,50,0,0,0,0,0,0,0,0,0,0,0,11.61,0,10.83,32.51,6.33,18.33,0

88,21:45-22:00,10.83,19,28.85,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,28.85,26.92,271.89,26.99,86.74,0,0,0,30,1.34,0,261.07,26.99,0,0,0.95,0,0,28.85,0,50,50,0,0,0,0,0,0,0,0,0,0,0,11.41,0,10.83,32.51,6.33,19,0

89,22:00-22:15,10.83,19.66,25.96,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,25.96,26.92,271.89,26.99,74.55,0,0,0,30,1.34,0,230.35,26.99,0,0,0.95,0.77,0,25.96,0,50,0,0,0,0,0,0,0,0,0,0,0,0,11.21,0,10.83,32.51,6.33,19.67,0

90,22:15-22:30,10.83,20.34,25.96,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,25.96,26.92,271.89,26.99,74.55,0,0,0,30,1.34,0,230.35,26.99,0,0,0.95,0.77,0,25.96,0,50,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,10.83,32.51,6.33,20.33,0

91,22:30-22:45,10.83,20.66,25.96,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,25.96,26.92,271.89,26.99,64.06,0,0,0,30,1.34,0,230.35,26.99,0,0,0.95,0.77,0,25.96,0,50,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,10.83,32.51,6.33,20.67,0

92,22:45-23:00,10.83,21.66,25.96,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,25.96,26.92,271.89,26.99,64.06,0,0,0,30,1.34,0,230.35,26.99,0,0,0.95,0.77,0,25.96,0,50,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,10.83,32.51,6.33,21.67,0

93,23:00-23:15,10.83,21.66,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,64.06,0,0,0,30,1.3,0,230.35,26.99,0,0,0.95,0,0,23.08,0,50,0,0,0,0,0,0,0,0,0,0,0,0,15.01,0,10.83,32.51,6.33,21.67,0

94,23:15-23:30,10.83,21.66,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,0,0,30,1.3,0,230.35,26.99,0,0,0.95,0,0,23.08,0,50,0,0,0,0,0,0,0,0,0,0,0,0,14.81,0,10.83,32.51,6.33,21.67,0

95,23:30-23:45,10.83,21.66,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,0,0,30,1.3,0,230.35,26.99,0,0,0.95,0.77,0,23.08,0,50,0,0,0,0,0,0,0,0,0,0,0,0,14.41,0,10.83,32.51,6.33,21.67,0

96,23:45-24:00,10.83,21.66,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,0,0,30,1.3,0,174.42,26.99,0,0,0.95,0.77,0,23.08,0,50,0,0,0,0,0,0,0,0,0,0,0,0,14.01,0,10.83,32.51,6.33,21.67,0

