Time,Block,NR/2024/18436/A/4996,NR/2024/18650/C,NR/2024/18388/A/4960,NER/2024/1922/A/5129,NER/2024/1934/A/5128,NR/2024/18445/A/5146,WR/2024/21355/A/5145,WR/2024/21351/A/5132,NR/2024/18647/C,Total
86,21:15-21:30,7.710000,0.000000,0.580000,25.000000,20.000000,132.980000,25.000000,55.000000,0,266.27

87,21:30-21:45,7.710000,0.000000,0.580000,25.000000,20.000000,132.980000,25.000000,55.000000,0,266.27

88,21:45-22:00,7.710000,0.000000,0.580000,25.000000,20.000000,132.980000,25.000000,55.000000,0,266.27

89,22:00-22:15,7.710000,0.000000,0.530000,25.000000,20.000000,0.000000,0.000000,55.000000,0,108.24

90,22:15-22:30,7.710000,0.000000,0.530000,25.000000,20.000000,0.000000,0.000000,55.000000,0,108.24

91,22:30-22:45,7.710000,0.000000,0.530000,25.000000,20.000000,0.000000,0.000000,55.000000,0,108.24

92,22:45-23:00,7.710000,0.000000,0.530000,25.000000,20.000000,0.000000,0.000000,55.000000,0,108.24

93,23:00-23:15,7.710000,0.000000,0.480000,25.000000,20.000000,0.000000,0.000000,0.000000,0,53.19

94,23:15-23:30,7.710000,0.000000,0.480000,25.000000,20.000000,0.000000,0.000000,0.000000,0,53.19

95,23:30-23:45,7.710000,0.000000,0.480000,25.000000,20.000000,0.000000,0.000000,0.000000,0,53.19

96,23:45-24:00,7.710000,0.000000,0.480000,25.000000,20.000000,0.000000,0.000000,0.000000,0,53.19

