Block,Time,URI2,KOLDAM,CHAMERA3,SINGRAULI,DULHASTI,DADRI_CRF,UNCHAHAR4,AURY_CRF,RAPPC,TANDA2,BSIUL,SINGRAULI_HYDRO,TANAKPUR,SEWA2,NAPP,RIHAND1,UNCHAHAR1,CHAMERA1,BRBCL,KHSTPP-II,TALA,KHSTPP-I,SASAN,FSTPP I & II,CHAMERA2,JHAJJAR,UNCHAHAR2,ANTA_RF,RAPPB,TEHRI,KISHANGANGA,KOTESHWR,DHAULIGNGA,RAMPUR,UNCHAHAR3,DADRT2,PARBATI3,AURY_RF,DADRI_GF,DADRI_LF,AURY_GF,RIHAND2,ANTA_GF,NJPC,SALAL,ANTA_CRF,URI,ANTA_LF,DADRI_RF,RIHAND3,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,60.772447,15.379200,0.000000,16.537213,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,60.772447,15.379200,0.000000,15.320493,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,17.019867,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,16.625756,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,14.230566,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,18.854478,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,14.230566,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,19.223982,115.083707,0.000000,27.563948,402.521724,16.686432,0.000000,234.532800,30.763494,0.000000,0.000000,14.230566,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,19.223982,141.792019,0.000000,33.222380,402.521724,16.686432,0.000000,233.571600,30.763494,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,21.846154,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,19.223982,141.792019,0.000000,33.449097,402.521724,16.686432,0.000000,233.571600,30.763494,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,44.966666,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

25,06:00-06:15,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,16.901068,0.000000,19.223982,141.792019,0.000000,33.449097,402.521724,15.479742,0.000000,292.477204,31.139992,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,19.791589,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,67.996153,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

26,06:15-06:30,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,19.344727,6.302588,19.223982,141.792019,0.000000,33.449097,402.521724,17.657244,3.203199,367.919293,34.567368,0.000000,0.000000,28.461132,0.000000,17.059378,0.000000,0.000000,21.302926,417.069636,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,89.933332,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

27,06:30-06:45,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,1.057320,0.845837,0.000000,5.073867,20.017951,88.430400,20.973384,13.496651,19.223982,141.792019,0.000000,33.449097,402.521724,19.925676,6.406398,418.540122,40.745364,0.000000,0.000000,42.691698,0.000000,25.589066,8.253344,0.000000,24.849535,528.855952,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,89.933332,6.701486,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

28,06:45-07:00,4.396221,0.000000,0.000000,133.904772,31.678945,0.000000,0.000000,0.000000,52.449800,0.000000,12.535586,0.845837,0.000000,7.687678,20.017951,88.430400,20.973384,27.008490,19.223982,141.792019,0.000000,33.449097,402.521724,19.925676,37.977127,418.540122,40.745364,0.000000,0.000000,42.691698,0.000000,37.454811,15.236942,0.000000,25.366164,598.360745,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,89.933332,53.611891,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

29,07:00-07:15,4.525522,0.000000,0.000000,133.904772,31.678945,0.000000,0.000000,0.000000,52.449800,0.000000,12.535586,0.845837,0.000000,7.687678,20.017951,88.430400,20.973384,27.008490,19.223982,141.792019,0.000000,33.449097,402.521724,19.925676,37.977127,418.540122,40.745364,0.000000,0.000000,42.691698,0.000000,37.454811,17.563116,0.000000,25.366164,652.264588,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,89.933332,53.611891,0.000000,25.467955,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

30,07:15-07:30,8.016639,0.000000,0.000000,133.904772,31.678945,0.000000,0.000000,0.000000,52.449800,0.000000,12.535586,0.845837,0.000000,7.687678,20.017951,88.430400,20.973384,27.008490,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,37.977127,418.540122,40.745364,0.000000,0.000000,42.691698,0.000000,37.454811,17.563116,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,89.933332,53.611891,0.000000,25.467955,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

31,07:30-07:45,8.016639,0.000000,0.000000,133.904772,31.678945,0.000000,0.000000,0.000000,52.449800,0.000000,12.535586,0.845837,0.246259,7.687678,20.017951,88.430400,20.973384,27.008490,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,37.977127,418.540122,40.745364,0.000000,0.000000,42.691698,0.000000,37.454811,26.344673,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,89.933332,40.208918,0.000000,3.183494,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

32,07:45:08:00,4.525522,0.000000,0.000000,133.904772,31.678945,0.000000,0.000000,0.000000,52.449800,0.000000,12.535586,0.845837,0.246259,7.687678,20.017951,88.430400,20.973384,13.504245,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,37.977127,418.540122,40.745364,0.000000,0.000000,42.691698,0.000000,37.454811,26.344673,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,89.933332,40.208918,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

33,08:00-08:15,4.525522,0.000000,0.000000,133.904772,31.678945,0.000000,0.000000,0.000000,52.449800,0.000000,12.535586,0.845837,0.246259,7.687678,32.644659,88.430400,20.973384,13.504245,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,25.881848,418.540122,40.745364,0.000000,0.000000,42.691698,0.000000,37.454811,17.563116,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,89.933332,40.208918,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,4.525522,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.246259,5.073867,32.644659,88.430400,20.973384,8.352828,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,3.203199,418.540122,40.745364,0.000000,0.000000,42.691698,0.000000,17.059378,15.236942,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,67.358974,6.701486,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,4.525522,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.246259,0.000000,32.644659,88.430400,20.973384,0.000000,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,28.461132,0.000000,8.719237,8.253344,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,67.358974,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

36,08:45:09:00,4.525522,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.246259,0.000000,32.644659,88.430400,20.973384,0.000000,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,41.871794,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

37,09:00:09:15,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.246259,0.000000,32.644659,88.430400,20.973384,0.000000,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,41.871794,1.340297,0.000000,25.467955,0.000000,0.000000,9.509392,0.000000,0,0,0,0,0

38,09:15-09:30,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.246259,0.000000,32.644659,88.430400,20.973384,0.000000,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,36.410256,1.340297,0.000000,25.467955,0.000000,0.000000,18.448220,0.000000,0,0,0,0,0

39,09:30-09:45,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.246259,0.000000,32.644659,88.430400,20.973384,0.000000,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,18.933333,1.340297,0.000000,3.183494,0.000000,0.000000,18.785597,0.000000,0,0,0,0,0

40,09:45-10:00,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.246259,0.000000,32.644659,88.430400,20.973384,0.000000,19.223982,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,22.539371,0.000000,0,0,0,0,0

41,10:00-10:15,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.246259,0.000000,32.644659,88.430400,20.973384,0.000000,17.109319,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,26.298720,0.000000,0,0,0,0,0

42,10:15-10:30,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.246259,0.000000,32.644659,88.430400,20.973384,0.000000,17.109319,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,30.052495,0.000000,0,0,0,0,0

43,10:30-10:45,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,32.644659,88.430400,20.973384,0.000000,17.109319,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,28.461132,0.000000,8.719237,0.000000,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,43.470303,0.000000,0,0,0,0,0

44,10:45-11:00,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,32.644659,88.430400,20.973384,0.000000,17.109319,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,14.230566,0.000000,8.719237,0.000000,0.000000,25.366164,652.837428,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,57.056351,0.000000,0,0,0,0,0

45,11:00-11:15,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,32.644659,88.430400,20.973384,0.000000,17.109319,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,14.230566,0.000000,8.719237,0.000000,0.000000,25.366164,597.823247,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,57.056351,0.000000,0,0,0,0,0

46,11:15-11:30,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,32.644659,88.430400,20.973384,0.000000,17.109319,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,14.230566,0.000000,8.719237,0.000000,0.000000,25.366164,582.468553,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,57.056351,0.000000,0,0,0,0,0

47,11:30-11:45,4.396221,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,32.644659,88.430400,20.973384,0.000000,17.109319,141.547177,0.000000,33.449097,402.521724,19.925676,0.000000,418.540122,40.745364,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,25.366164,512.612670,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,57.056351,0.000000,0,0,0,0,0

