Block,Time,URI2,KOLDAM,CHAMERA3,SINGRAULI,DULHASTI,DADRI_CRF,UNCHAHAR4,AURY_CRF,RAPPC,TANDA2,BSIUL,SINGRAULI_HYDRO,TANAKPUR,SEWA2,NAPP,RIHAND1,UNCHAHAR1,CHAMERA1,BRBCL,KHSTPP-II,TALA,KHSTPP-I,SASAN,FSTPP I & II,CHAMERA2,JHAJJAR,UNCHAHAR2,ANTA_RF,RAPPB,TEHRI,KISHANGANGA,KOTESHWR,DHAULIGNGA,RAMPUR,UNCHAHAR3,DADRT2,PARBATI3,AURY_RF,DADRI_GF,DADRI_LF,AURY_GF,RIHAND2,ANTA_GF,NJPC,SALAL,ANTA_CRF,URI,ANTA_LF,DADRI_RF,RIHAND3,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,18.451795,121.361977,0.000000,28.147973,402.521724,15.479742,0.000000,234.532800,31.352133,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,18.219040,121.361977,0.000000,28.147973,402.521724,15.479742,0.000000,234.532800,31.352133,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,19.223982,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,88.430400,15.379200,0.000000,18.226402,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,6.033356,0.000000,20.017951,88.430400,15.379200,0.000000,16.999194,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,4.396221,0.000000,0.000000,133.904772,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,6.033356,0.000000,20.017951,88.430400,15.379200,0.000000,14.932937,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,6.772135,0.000000,20.017951,60.772447,15.379200,0.000000,14.152986,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,6.772135,0.000000,20.017951,60.772447,15.379200,0.000000,13.478621,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,113.541750,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,6.772135,0.000000,20.017951,60.772447,15.379200,0.000000,11.915188,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,6.772135,0.000000,20.017951,60.772447,15.379200,0.000000,10.580981,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,60.772447,15.379200,0.000000,10.582812,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,60.772447,15.379200,0.000000,10.582812,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,2.122330,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,60.772447,15.379200,0.000000,11.336023,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,25.467955,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,8.016639,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,60.772447,15.379200,0.000000,15.042861,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,25.467955,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,8.016639,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,60.772447,15.379200,0.000000,13.800121,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,3.183494,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,4.396221,0.000000,0.000000,121.863147,15.839473,0.000000,0.000000,0.000000,52.449800,0.000000,0.000000,0.845837,0.000000,0.000000,20.017951,60.772447,15.379200,0.000000,14.650666,78.818400,0.000000,24.030000,402.521724,14.418000,0.000000,234.532800,25.952400,0.000000,0.000000,0.000000,0.000000,8.719237,0.000000,0.000000,17.301600,362.372400,0.000000,0.000000,0.000000,0.000000,0.000000,92.512905,0.000000,0.000000,1.340297,0.000000,1.485631,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

