Block,Time Block,CHAMERA3,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KUDGI,MAPS,NAPP,NJPC,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,TANAKPUR,TALA,TALST2,TEHRI,TANDA2,TelanganaSTPP,AURY_CRF,URI,AURY_GF,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,ANTA_GF,UNCHAHAR2,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI_HYDRO,SIMHST2,RIHAND2,SASAN,SINGRAULI,RIHAND1,SIMHST1,RSTPSU1TO6,RAPPC,KOTESHWR,KOLDAM,RAPPB,PARBATI2,RAMPUR,PARBATI3,KKNP,KKNPPU2,KISHANGANGA,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NLCEXP,KGSU1AND2,KGSU3AND4,JHAJJAR,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
18,04:15-04:30,11.21,0,210.17,13.37,19.06,6.27,19.24,15.63,0,0,0,50.39,0,0,0,0,0,0,0,0,0,0,12.72,3.94,0,0,33.45,0,0,16.64,0,0,1.75,36.6,0,22.02,0,35.5,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,374.09,142.65,44.08,0,0,0,0,0

19,04:30-04:45,11.21,0,255.7,13.37,19.06,6.27,19.24,15.63,0,0,0,50.39,0,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,33.45,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,472.03,142.65,44.08,0,0,0,0,0

20,04:45-05:00,11.21,0,258.62,13.37,19.06,6.27,19.24,15.63,0,0,0,50.39,26.58,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,33.45,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,1.05,0,0,0,5.42,0,0,0,0,0,0,0,0,486.38,142.65,44.08,0,0,0,0,0

21,05:00-05:15,11.21,0,276.56,13.37,19.06,6.27,19.24,15.63,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,33.45,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,486.38,142.65,44.08,0,0,0,0,0

22,05:15-05:30,11.21,0,310.89,13.37,19.06,6.27,19.24,15.63,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,33.45,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,486.4,142.65,44.08,0,0,0,0,0

23,05:30-05:45,0,0,331.08,13.37,19.06,6.27,19.24,15.63,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,33.45,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,493.76,142.65,44.08,0,0,0,0,0

24,05:45-06:00,0,0,331.08,13.37,19.06,6.27,19.24,15.63,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,33.45,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,493.76,142.65,44.08,0,0,0,0,0

25,06:00-06:15,0,0,331.08,13.37,38.11,6.27,19.24,0,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,38.24,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,494.32,142.65,44.08,0,0,0,0,0

26,06:15-06:30,0,0,331.08,13.37,38.11,6.27,19.24,0,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,38.24,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,27.93,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,494.32,142.65,44.08,0,0,0,0,0

27,06:30-06:45,0,0,331.08,13.37,38.11,6.27,19.24,0,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,38.24,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,68.18,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,479.23,142.65,44.08,0,0,0,0,0

28,06:45-07:00,0,0,331.08,13.37,38.11,6.27,19.24,0,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,38.24,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,68.18,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,479.23,142.65,44.08,0,0,0,0,0

29,07:00-07:15,0,0,331.08,13.37,38.11,6.27,19.24,0,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,31.86,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,68.18,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,465.48,142.65,44.08,0,0,0,0,0

30,07:15-07:30,0,0,331.08,13.37,38.11,6.27,19.24,0,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,25.43,3.94,0,0,31.86,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.05,0,68.18,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,450.48,142.65,44.08,0,0,0,0,0

31,07:30-07:45,0,0,292.52,13.37,38.11,6.27,19.24,0,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,24.36,3.94,0,0,31.86,0,0,13.38,0,0,1.75,36.6,0,18.57,0,29.28,0,68.18,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,533.4,142.65,44.08,0,0,0,0,0

32,07:45-08:00,0,0,247.86,13.37,38.11,6.27,19.24,0,0,0,0,50.39,53.15,0,0,0,0,0,0,0,0,0,12.18,3.94,0,0,31.86,0,0,13.38,0,0,1.75,36.6,0,18.15,0,28.94,0,68.18,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,438.16,142.65,44.08,0,0,0,0,0

33,08:00-08:15,0,0,219.01,10.98,38.11,6.27,19.24,0,0,0,0,50.39,53.15,0,0,0,0,0,0,1.97,0,0,12.18,3.94,0,0,31.86,0,0,13.38,0,0,1.75,36.6,0,18.15,0,28.94,0,26.83,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,2.1,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,142.65,44.08,0,0,0,0,0

34,08:15-08:30,0,0,180.53,10.98,38.11,6.27,19.24,0,0,0,0,50.39,43.04,0,0,0,0,0,0,1.97,0,0,0,3.94,0,0,38.24,0,0,11.85,0,0,1.75,36.6,0,14.64,0,23.79,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,1.69,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,142.65,44.08,0,0,0,0,0

35,08:30-08:45,0,0,180.53,10.98,19.06,6.27,19.24,0,0,0,0,50.39,43.04,0,0,0,0,0,0,1.97,0,0,0,3.94,0,0,38.24,0,0,11.85,0,0,1.75,36.6,0,14.64,0,23.79,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,1.69,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,142.65,38.66,0,0,0,0,0

36,08:45-09:00,0,0,180.53,10.27,19.06,6.27,19.24,0,0,0,0,50.39,43.04,0,0,0,0,0,0,1.97,0,0,0,3.94,0,0,38.24,0,0,11.85,0,0,1.75,36.6,0,14.64,0,23.79,0,25.71,0,124.08,0.71,0,118.36,402.81,105.48,92.29,0,0,67.28,10.01,0,0,0,1.69,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,120.05,31.87,0,0,0,0,0

37,09:00-09:15,0,0,180.76,10.27,19.06,6.27,19.24,0,0,0,0,50.39,43.04,0,0,0,0,0,0,0,0,0,0,5.26,0,0,38.24,0,0,11.85,0,0,1.75,36.6,0,16.96,0,23.79,0,38,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,1.69,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,120.05,31.87,0,0,0,0,0

38,09:15-09:30,0,0,180.76,10.27,19.06,6.27,19.24,0,0,0,0,50.39,43.04,0,0,0,0,0,0,0,0,0,0,5.26,0,0,32.93,0,0,11.85,0,0,1.75,36.6,0,16.97,0,23.79,0,38,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,1.69,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,120.05,31.87,0,0,0,0,0

39,09:30-09:45,0,0,180.76,10.27,19.06,6.27,19.24,0,0,0,0,50.39,43.04,0,0,0,0,0,0,0,0,0,0,5.26,0,0,32.93,0,0,11.85,0,0,1.75,36.6,0,16.97,0,23.79,0,38,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,1.69,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,120.05,31.87,0,0,0,0,0

40,09:45-10:00,0,0,180.76,10.27,19.06,6.27,19.24,0,0,0,0,50.39,43.04,0,0,0,0,0,0,0,0,0,0,5.26,0,0,32.93,0,0,11.85,0,0,1.75,36.6,0,16.97,0,23.79,0,38,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,1.69,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,120.05,31.87,0,0,0,0,0

41,10:00-10:15,0,0,180.76,10.27,19.06,12.54,19.24,0,0,0,0,50.39,43.04,0,0,0,0,0,0,0,0,0,0,5.26,0,0,32.93,0,0,11.85,0,0,1.75,36.6,0,16.97,0,23.79,0,38,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,1.69,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,103.05,31.87,0,0,0,0,0

42,10:15-10:30,0,0,180.76,10.27,19.06,12.54,19.24,0,0,0,0,50.39,26.58,0,0,0,0,0,0,0,0,0,0,5.26,0,0,32.93,0,0,11.85,0,0,1.75,36.6,0,16.97,0,23.79,0,38,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,1.05,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,103.05,31.87,0,0,0,0,0

43,10:30-10:45,0,0,180.76,10.27,19.06,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.49,0,0,0,5.26,0,0,32.93,0,0,12.92,0,0,1.75,36.6,0,16.97,0,23.79,0,26.27,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,103.05,31.87,0,0,0,0,0

44,10:45-11:00,0,0,180.76,10.27,19.06,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.49,0,0,0,5.26,0,0,32.93,0,0,12.92,0,0,1.75,36.6,0,16.97,0,23.79,0,26.27,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,103.05,31.87,0,0,0,0,0

45,11:00-11:15,0,0,180.76,10.27,19.06,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.49,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,1.75,36.6,0,16.97,0,28.39,0,26.27,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,103.05,31.87,0,0,0,0,0

46,11:15-11:30,0,0,180.76,10.27,19.06,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.49,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,1.75,36.6,0,16.97,0,28.39,0,26.27,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,103.05,31.87,0,0,0,0,0

47,11:30-11:45,0,0,180.76,10.27,19.06,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,1.11,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,1.75,36.6,0,16.97,0,28.39,0,26.27,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,103.05,31.87,0,0,0,0,0

48,11:45-12:00,0,0,180.76,10.27,19.06,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,1.11,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,1.75,36.6,0,16.97,0,28.39,0,26.27,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,103.05,31.87,0,0,0,0,0

49,12:00-12:15,0,0,180.76,10.27,0,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,1.11,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,1.75,36.6,0,16.97,0,28.39,0,12.85,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,99.14,30.54,0,0,0,0,0

50,12:15-12:30,0,0,180.76,10.27,0,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,1.11,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,1.75,36.6,0,16.97,0,28.39,0,12.85,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,99.2,30.54,0,0,0,0,0

51,12:30-12:45,0,0,180.76,10.27,0,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,1.75,36.6,0,16.97,0,28.39,0,12.85,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,99.26,30.54,0,0,0,0,0

52,12:45-13:00,0,0,180.76,10.27,0,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,12.85,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,99.26,30.54,0,0,0,0,0

53,13:00-13:15,0,0,180.76,10.27,0,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,12.85,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,88.76,24.55,0,0,0,0,0

54,13:15-13:30,0,0,180.76,10.27,0,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,12.85,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,88.76,24.55,0,0,0,0,0

55,13:30-13:45,0,0,180.76,10.27,0,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,12.85,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,88.76,24.55,0,0,0,0,0

56,13:45-14:00,0,0,180.76,10.27,0,12.54,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,12.85,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,88.76,24.55,0,0,0,0,0

57,14:00-14:15,0,0,180.76,10.27,0,6.27,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,2.24,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,87.88,24.55,0,0,0,0,0

58,14:15-14:30,0,0,180.76,10.27,0,6.27,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,33.98,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,2.24,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,87.88,24.55,0,0,0,0,0

