Block,Time,KOTESHWR,NLCTS2EXP,ANTA_CRF,AURY_RF,CHAMERA3,KISHANGANGA,KUDGI,SALAL,SINGRAULI,TALA,UNCHAHAR4,DHAULIGNGA,KHSTPP-II,KKNP,KOLDAM,NLCEXP,NTPL,RAMPUR,RAPPC,RIHAND3,SIMHST1,UNCHAHAR2,ANTA_GF,DADRI_CRF,DADRI_LF,CHAMERA1,SASAN,TALST2,TANAKPUR,BRBCL,KGSU3AND4,KKNPPU2,NJPC,NLCIIST2,NNTPP,PARBATI3,SEWA2,SIMHST2,TelanganaSTPP,UNCHAHAR3,VALLURNTECL,ANTA_RF,AURY_CRF,BSIUL,DADRT2,FSTPP I & II,MAPS,NLCIIST1,RIHAND1,RIHAND2,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_LF,AURY_LF,DULHASTI,JHAJJAR,KGSU1AND2,NAPP,RAPPB,RSTPSU1TO6,RSTPSU7,TANDA2,AURY_GF,DADRI_GF,CHAMERA2,KHSTPP-I,TEHRI,URI,URI2,DADRI_RF
65,16:00-16:15,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,24.05,0,2.19,23.57,0,405,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,15.56,1.11,4.31,67.18

66,16:15-16:30,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,24.05,0,2.19,23.57,0,405,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,31.12,1.11,4.31,67.18

67,16:30-16:45,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,27.42,0,2.19,23.57,0,405,0,1.15,20,0,0,23.39,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,45.49,1.11,4.31,67.18

68,16:45-17:00,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,27.42,0,2.19,23.57,0,405,0,1.15,20,0,0,46.79,0,0,0,0,0,0,26.39,0,42.94,0,0,682.79,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,45.49,1.11,4.31,67.18

69,17:00-17:15,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,31.89,0,2.19,23.57,0,416.25,0,1.15,20,0,0,70.17,0,0,0,0,0,0,26.39,0,43.26,0,1.1,682.79,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,3.33,33.69,45.49,4.41,4.31,67.18

70,17:15-17:30,8.88,0,0,71.46,9.67,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,31.89,0,2.19,23.57,12.01,416.25,0,1.15,20,0,0,92.05,0,0,0,7.9,0,0,26.39,0,43.57,0,6.52,682.79,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,13.17,33.69,45.49,4.41,4.31,67.18

71,17:30-17:45,9.86,0,0,71.46,19.38,0,0,1.4,125.96,0,0,9.14,148.3,0,0,0,0,0,53.93,124.32,0,37.48,0,2.19,23.57,28.1,416.25,0,1.15,20,0,0,113.64,0,0,0,7.9,0,0,26.39,0,44.41,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,11.04,4.31,67.18

72,17:45-18:00,9.86,0,0,71.46,19.38,0,0,1.4,125.96,0,0,17.57,148.3,0,0,0,0,0,53.93,124.32,0,37.48,0,2.19,23.57,28.1,416.25,0,1.15,20,0,0,113.64,0,0,0,7.9,0,0,26.39,0,44.41,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,11.04,4.31,67.18

73,18:00-18:15,9.86,0,0,71.46,19.38,0,0,1.4,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,28.1,416.25,0,1.15,20,0,0,113.64,0,0,0,7.9,0,0,26.39,0,44.63,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,11.04,18.83,67.18

74,18:15-18:30,9.86,0,0,71.46,19.38,0,0,1.4,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,28.1,416.25,0,1.15,20,0,0,113.64,0,0,0,7.9,0,0,26.39,0,44.83,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,4.41,18.83,67.18

75,18:30-18:45,9.86,0,0,71.46,19.38,0,0,1.4,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,12.01,416.25,0,1.15,20,0,0,113.64,0,0,0,7.9,0,0,26.39,0,44.83,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,4.41,18.83,67.18

76,18:45-19:00,8.88,0,0,71.46,9.67,0,0,1.4,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,113.64,0,0,0,0,0,0,26.39,0,44.83,0,6.52,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,4.41,18.83,67.18

77,19:00-19:15,8.88,0,0,71.46,9.67,0,0,1.4,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,93.46,0,0,3.82,0,0,0,26.39,0,45.05,0,1.1,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,46.68,26.49,18.83,67.18

78,19:15-19:30,8.88,0,0,71.46,9.67,0,0,1.4,125.96,0,0,16.37,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,70.17,0,0,16.55,0,0,0,26.39,0,45.05,0,0,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,46.68,26.49,18.83,67.18

79,19:30-19:45,8.88,0,0,71.46,9.67,0,0,1.4,125.96,0,0,7.92,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,46.79,0,0,16.55,0,0,0,26.39,0,44.41,0,0,682.78,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,31.12,26.49,18.83,67.18

80,19:45-20:00,8.88,0,0,71.46,9.67,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,23.67,0,0,16.55,0,0,0,26.39,0,44.41,0,0,682.78,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,31.12,26.49,18.83,67.18

81,20:00-20:15,8.88,0,0,71.46,9.67,0,0,9.29,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,0,0,0,16.55,0,0,0,26.39,0,44.41,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,13.07,33.69,31.12,26.49,4.31,67.18

82,20:15-20:30,8.88,0,0,71.46,9.67,0,0,41.83,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,0,0,0,16.55,0,0,0,26.39,0,44.41,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,0,33.69,15.56,26.49,4.31,67.18

83,20:30-20:45,8.88,0,0,71.46,9.67,0,0,41.83,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,0,0,0,16.55,0,0,0,26.39,0,44.41,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,26.49,4.31,67.18

84,20:45-21:00,8.88,0,0,71.46,9.67,0,0,41.83,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,0,0,0,3.56,0,0,0,26.39,0,44.41,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,4.41,4.31,67.18

85,21:00-21:15,8.88,0,0,71.46,9.67,0,0,9.29,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,44.41,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,12.15,4.31,67.18

86,21:15-21:30,8.88,0,0,71.46,9.67,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0.51,20,0,0,0,0,0,0,0,0,0,26.39,0,44.41,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,12.15,4.31,67.18

87,21:30-21:45,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0.51,20,0,0,0,0,0,0,0,0,0,26.39,0,44.41,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,12.15,4.31,67.18

88,21:45-22:00,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0.51,20,0,0,0,0,0,0,0,0,0,26.39,0,44.41,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,12.15,4.31,67.18

89,22:00-22:15,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0.51,20,0,0,0,0,0,0,0,0,0,26.39,0,44.63,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,12.15,4.31,67.18

90,22:15-22:30,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0.51,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,12.15,4.31,67.18

91,22:30-22:45,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0.51,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,12.15,4.31,67.18

92,22:45-23:00,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0.51,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,12.15,4.31,67.18

93,23:00-23:15,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0.51,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,4.41,4.31,67.18

94,23:15-23:30,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0.51,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,2.21,4.31,67.18

95,23:30-23:45,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,2.21,7.13,67.18

96,23:45-24:00,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,416.25,0,0,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,2.21,7.13,67.18

