Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1599,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/30092023/26122029/SH-06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2024/12/01/2197,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2024/12/01/6968,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/3428,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/7739,GNA/WR/2024/11/01/4200,GNA/NR/2024/12/01/1899,GNA/WR/2024/10/15/7089,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1475
21,05:00-05:15,14.81,0,95.13,93.05,0.93,0,16.33,0,49.01,1.61,36.67,0,0,0,0,0,0,36.66,0,0,11,0,16.33,0,0,25.9,63.91,150,34.98,8.63,0,93.36,0,0,31.71,0,8.63,0,2.11,1.14,52.76,0,25.9,25.9

22,05:15-05:30,14.61,0,95.13,112.24,0.93,0,16.17,0,48.49,1.61,35.67,0,0,0,0,0,0,35.66,0,0,10,0,16.17,0,0,25.9,63.91,150,34.98,8.63,0,93.36,0,0,31.71,0,8.63,0,2.11,1.14,52.76,0,25.9,25.9

23,05:30-05:45,13.01,0,95.13,134.49,0.93,0,16,0,48,1.61,41.67,0,0,0,0,0,0,41.66,0,0,11.67,0,16,0,0,25.9,63.91,150,34.98,8.63,0,93.36,0,0,31.71,0,8.63,0,2.11,1.14,52.76,0,25.9,25.9

24,05:45-06:00,12.01,0,95.13,134.49,0.93,0,15.83,0,47.51,1.61,41,0,0,0,0,0,0,41,0,0,11.67,0,15.83,0,0,25.9,63.91,150,34.98,8.63,0,93.36,0,0,31.71,0,8.63,0,2.11,1.14,52.76,0,25.9,25.9

25,06:00-06:15,11.61,0,0,134.49,0.93,0,21.33,0,64.01,1.61,43.33,0,0.91,0,0,0.01,0,43.34,0,0,11,0,21.33,0,0,25.9,76.06,150,34.98,8.63,0,112.52,0,0,0,0,8.63,0,2.11,1.14,99.94,0,25.9,25.9

26,06:15-06:30,9,0,0,134.49,0.93,0,20.83,0,62.51,1.61,42.67,0,1.46,0,0,4.11,0,42.66,0,0,10.67,0,20.83,0,0,25.9,76.06,150,34.98,8.63,0,112.52,0,0,0,0,8.63,0,2.11,1.14,99.94,0,25.9,25.9

27,06:30-06:45,8.6,0,0,134.49,0.93,1,20.33,0,61.01,1.61,53.33,0,3.01,0,0,10.73,0,53.34,0,0,10,0,20.33,0,0,28.78,76.06,150,34.98,8.63,0.14,130.22,0.14,0.15,0,0,8.63,0,2.11,1.14,99.94,0,28.78,25.9

28,06:45-07:00,8.4,0,0,134.49,0.93,5,20,0,60,1.61,52.67,0,9.63,0,0,17.87,0,52.66,0,0,9.67,0,20,0.59,0,28.78,86.53,150,34.98,8.63,0.34,130.22,0.34,0.35,0,0,8.63,0,2.11,1.14,99.94,0,28.78,25.9

29,07:00-07:15,8.2,0,0,134.49,1.01,10,19.17,0,57.49,1.61,51.67,1,19.43,0,0,27.87,1,51.66,0,0.2,8.33,0.99,19.17,6.18,2,28.78,86.53,150,39.21,8.63,0.65,130.22,0.65,0.67,0,0,8.63,0,2.11,1.14,99.94,0,28.78,25.9

30,07:15-07:30,8,0,0,134.49,1.01,16,18.67,0,55.99,1.61,51,4,32.06,1,1,32.47,2,51,1,0.91,7.67,4.56,18.67,15.32,3,28.78,86.53,150,43.44,8.63,1.09,130.22,1.09,1.12,0,0,8.63,0,2.11,1.14,99.94,0,28.78,25.9

31,07:30-07:45,7,0,0,134.49,1.01,22,12.5,0,37.5,1.61,40,7,32.73,2,3,32.73,5,40,3,2.32,6.67,11.59,12.5,23.84,6,28.78,86.53,150,47.67,8.63,1.67,130.22,1.67,1.71,0,0,8.63,0,2.11,1.14,99.94,0,28.78,33.58

32,07:45-08:00,7,0,0,134.49,1.01,28,12,0,36,1.61,39.33,11,32.1,4,4,32.1,8,39.34,4,4.13,6.67,20.66,12,33.02,8,28.78,86.53,150,51.9,8.63,2.4,130.22,2.4,2.45,0,0,8.63,0,2.11,1.14,99.94,0,28.78,34.53

33,08:00-08:15,7,0,0,134.49,1.01,32.24,11.67,0,34.99,1.56,31.67,32,32.23,6,13,32.23,13,31.66,7,6.45,6.67,32.28,11.67,44.03,12,31.66,86.53,150,56.13,8.63,3.17,130.22,3.17,3.26,0,0,8.63,0,2.11,1.14,99.94,0,31.66,38.37

34,08:15-08:30,7,0,0,134.49,1.01,32.24,11.33,0,34.01,1.56,31,46,32.23,11,19,32.23,20,31,10,10.81,6.67,54.08,11.33,56.15,19,31.66,86.53,150,57.54,8.63,3.95,130.22,3.95,4.05,0,0,8.63,0,2.11,1.14,99.94,0,31.66,43.17

35,08:30-08:45,7,0,0,134.49,1.01,32.24,10.83,0,32.51,1.56,30,60,32.23,16,25,32.23,27,30,13,15.04,6.67,75.23,10.83,68.14,29,31.66,86.53,150,57.54,8.63,4.71,130.22,4.71,4.82,0,0,8.63,0,2.11,1.14,99.94,0,31.66,43.17

36,08:45-09:00,7,0,0,134.49,1.01,32.56,10,0,30,1.56,29.33,74,32.57,20,31,32.57,37,29.34,18,18.68,6.67,93.43,10,79.12,38,31.66,86.53,150,57.54,8.63,5.7,130.22,5.7,5.84,0,0,8.63,0,2.11,1.14,99.94,0,31.66,43.17

37,09:00-09:15,7,0,0,134.49,0.77,32.56,10,0,30,1.56,20.33,91,32.57,23,39,32.57,43,20.34,21,22.17,6.67,110.84,10,88.95,47,25.9,86.53,150,32.9,8.63,7.25,130.22,7.25,7.43,0,0,8.63,0,2.11,1.14,99.94,0,25.9,25.9

38,09:15-09:30,7,0,0,134.49,0.77,32.56,10,0,30,1.56,18,105,32.57,26,45,32.57,49,18,25,25.5,6.67,127.49,10,97.83,53,25.9,76.06,150,32.9,8.63,8.12,130.22,8.12,8.32,0,0,8.63,0,2.11,1.14,99.94,0,25.9,25.9

39,09:30-09:45,7,0,0,134.49,0.77,32.56,10,0,30,1.56,16.67,119,32.57,29,51,32.57,57,16.66,28,28.67,5.33,143.36,10,105.85,63,25.9,76.06,150,32.9,8.63,9.14,130.22,9.14,9.37,0,0,8.63,0,2.11,1.22,99.94,0,25.9,25.9

40,09:45-10:00,7,0,0,134.49,0.77,32.56,10,0,30,1.56,15.33,133,32.57,31,57,32.57,63,15.34,32,31.72,5.33,158.61,10,113.01,68,25.9,76.06,150,32.9,8.63,10.46,130.22,10.46,10.72,0,0,8.63,0,2.11,1.22,99.94,0,25.9,25.9

41,10:00-10:15,7,0,0,134.49,0.77,32.56,12.5,0,37.5,1.61,14.67,147,32.57,33,63,32.57,69,14.66,35,34.43,5.33,172.14,12.5,119.12,73,25.9,74.37,150,32.9,8.63,11.37,130.22,11.37,11.66,0,0,8.63,0,2.11,1.22,99.94,0,25.9,25.9

42,10:15-10:30,7,0,0,134.49,0.77,32.56,12.5,0,37.5,1.61,14,158,32.57,35,67,32.57,75,14,37,36.83,5.33,184.14,12.5,124.11,77,25.9,74.37,150,32.9,8.63,12.13,130.22,12.13,12.43,0,0,8.63,0,2.11,1.22,99.94,0,25.9,25.9

43,10:30-10:45,7,0,0,134.49,0.77,32.56,12.5,0,37.5,1.61,13.67,165,32.57,36,70,32.57,79,13.66,40,38.93,5.33,194.67,12.5,128.3,83,25.9,63.44,150,32.9,8.63,12.81,111.07,12.81,13.12,0,0,8.63,0,2.11,1.22,99.94,0,25.9,25.9

44,10:45-11:00,7,0,0,134.49,0.77,32.56,12.33,0,37.01,1.61,13.67,172,32.57,38,73,32.57,83,13.66,41,40.82,5.33,204.11,12.33,131.74,86,25.9,63.44,150,32.9,8.63,13.38,93.36,13.38,13.71,0,0,8.63,0,2.11,1.22,84.42,0,25.9,25.9

45,11:00-11:15,7,0,0,134.49,0.93,32.56,12.17,0,36.49,1.61,12.67,179,32.57,39,76,32.57,90,12.66,45,42.33,5.33,211.67,12.17,134.43,89,25.9,63.44,150,32.9,8.63,13.77,93.36,13.77,14.11,0,0,8.63,0,2.11,1.22,80.58,0,25.9,25.9

46,11:15-11:30,7,0,0,134.49,0.93,32.56,11.83,0,35.51,1.61,12.67,186,32.57,39,79,32.57,90,12.66,45,43.52,5.33,217.63,11.83,136.5,89,25.9,63.44,150,32.9,8.63,14.17,93.36,14.17,14.53,0,0,8.63,0,2.11,1.22,90.17,0,25.9,25.9

47,11:30-11:45,7,0,0,134.49,0.93,32.56,7.5,0,22.5,1.61,14.33,186,32.57,40,79,32.57,90,14.34,45,44.42,5.33,222.12,7.5,137.89,89,25.9,63.44,150,34.98,8.63,14.19,93.36,14.19,14.54,0,0,8.63,0,2.11,1.22,84.42,0,25.9,25.9

48,11:45-12:00,7,0,0,134.49,0.93,32.56,8,0,24,1.61,14.33,186,32.57,40,79,32.57,90,14.34,45,45.12,5.33,225.63,8,138.66,89,25.9,63.44,150,34.98,8.63,14.19,93.36,14.19,14.54,0,0,8.63,0,2.11,1.22,90.17,0,25.9,25.9

49,12:00-12:15,7,0,0,112.24,0.93,32.56,8,0,24,1.66,14.33,186,32.57,41,79,32.57,90,14.34,45,45.65,5.33,228.27,8,138.73,90,25.9,57.27,150,34.98,8.63,14.19,63.31,14.19,14.54,0,0,8.63,0,2.11,1.3,80.58,0,25.9,25.9

50,12:15-12:30,7,0,0,93.05,0.93,32.56,7.83,0,23.51,1.66,14.33,186,32.57,41,79,32.57,90,14.34,45,45.86,5.33,229.29,7.83,137.86,90,25.9,57.27,150,34.98,8.63,14.19,63.31,14.19,14.54,0,0,8.63,0,2.11,1.3,80.58,0,25.9,25.9

51,12:30-12:45,7,0,0,93.05,0.93,32.56,6.67,0,19.99,1.66,14.33,186,32.57,41,79,32.57,90,14.34,45,45.86,5.33,229.32,6.67,136.35,90,25.9,57.27,150,34.98,8.63,14.19,63.31,14.19,14.54,0,0,8.63,0,2.11,1.3,80.58,0,25.9,25.9

52,12:45-13:00,7,0,0,93.05,0.93,32.56,6.67,0,19.99,1.66,14.33,186,32.57,41,79,32.57,90,14.34,45,45.65,5.33,228.27,6.67,134.02,90,25.9,57.27,150,34.98,8.63,14.19,63.31,14.19,14.54,0,0,8.63,0,2.11,1.3,80.58,0,25.9,25.9

53,13:00-13:15,7,0,0,93.05,0.93,32.56,6.67,0,19.99,1.66,14.33,182,32.57,41,78,32.57,87,14.34,43,45.17,5.33,225.86,6.67,131.06,89,25.9,57.27,150,34.98,8.63,14.17,63.31,14.17,14.53,0,0,8.63,0,2.11,1.3,60.44,0,25.9,25.9

54,13:15-13:30,7,0,0,74.6,0.93,32.56,6.67,0,19.99,1.66,14.33,175,32.57,40,75,32.57,85,14.34,43,44.31,5.33,221.55,6.67,127.37,89,25.9,57.27,150,34.98,8.63,14.09,63.31,14.09,14.44,0,0,8.63,0,2.11,1.3,60.44,0,25.9,25.9

55,13:30-13:45,7,0,0,93.05,0.93,32.56,6.67,0,19.99,1.66,14.33,182,32.57,40,78,32.57,87,14.34,43,43.32,5.33,216.6,6.67,122.88,87,25.9,57.27,150,34.98,8.63,13.83,63.31,13.83,14.17,0,0,8.63,0,2.11,1.3,65.23,0,25.9,25.9

56,13:45-14:00,7,0,0,112.24,0.93,32.56,6.67,0,19.99,1.66,14.33,175,32.57,37,75,32.57,85,14.34,42,42.09,5.33,210.44,6.67,117.69,86,25.9,57.27,150,34.98,8.63,13.68,63.31,13.68,14.02,0,0,8.63,0,2.11,1.3,65.23,0,25.9,25.9

57,14:00-14:15,7,0,0,134.49,1.08,32.56,6.83,0,20.51,1.71,14.33,168,32.57,36,72,32.57,81,14.34,40,40.34,5.33,201.72,6.83,111.64,81,25.9,57.27,150,34.98,8.63,13.21,63.31,13.21,13.54,0,0,8.63,0,2.01,1.45,73.87,21.19,25.9,25.9

58,14:15-14:30,7,0,0,134.49,1.08,32.56,7,0,21,1.71,14.33,161,32.57,33,69,32.57,78,14.34,39,38.62,5.33,193.09,7,104.76,77,25.9,57.27,150,34.98,8.63,12.48,63.31,12.48,12.8,0,0,8.63,0,2.01,1.45,78.66,21.7,25.9,25.9

59,14:30-14:45,7,0,0,134.49,1.08,32.56,7.17,0,21.49,1.71,14.33,154,32.57,31,66,32.57,73,14.34,36,36.74,5.33,183.73,7.17,97.2,71,25.9,57.27,150,34.98,8.63,11.79,63.31,11.79,12.08,0,0,8.63,0,2.01,1.45,74.83,22.21,25.9,25.9

60,14:45-15:00,7,0,0,134.49,1.08,32.56,7.33,0,22.01,1.71,14.33,144,32.57,28,61,32.57,67,14.34,33,34.48,5.33,172.42,7.33,88.81,65,25.9,57.27,150,34.98,8.63,10.76,63.31,10.76,11.03,0,0,8.63,0,2.01,1.45,88.26,23.22,25.9,25.9

61,15:00-15:15,7,0,0,134.49,1.16,32.56,7.33,0,22.01,1.76,14.33,133,32.57,25,57,32.57,63,14.34,31,31.85,5.33,159.23,7.33,79.5,62,25.9,57.27,150,34.98,8.63,9.97,63.31,9.97,10.22,0,0,8.63,0,2.11,1.53,99.94,23.71,25.9,25.9

62,15:15-15:30,7,0,0,134.49,1.16,32.56,7.5,0,22.5,1.76,14.33,119,32.57,23,51,32.57,56,14.34,28,29,5.33,144.98,7.5,69.48,58,25.9,64.87,150,34.98,8.63,8.89,93.36,8.89,9.11,0,0,8.63,0,2.11,1.53,99.94,24.22,25.9,25.9

63,15:30-15:45,7,0,0,134.49,1.16,30,7.67,0,22.99,1.76,14,105,33,21,45,33,49,14,25,25.96,5.33,129.79,7.67,58.88,52,25.9,86.53,150,32.9,8.63,7.88,130.22,7.88,8.08,0,0,8.63,0,2.11,1.53,99.94,24.73,25.9,25.9

64,15:45-16:00,7,0,0,134.49,1.16,24,7.67,0,22.99,1.76,14,91,33,19,39,33,41,14,21,22.57,5.33,112.86,7.67,47.3,45,25.9,86.53,150,32.9,8.63,6.87,130.22,6.87,7.04,0,0,8.63,0,2.11,1.53,99.94,25.23,25.9,25.9

65,16:00-16:15,7,0,0,134.49,1.16,18,7.5,0,22.5,1.71,14,76,33,14,32,33,35,14,17,19.18,5.33,95.93,7.5,35.44,38,25.9,86.53,150,32.9,8.63,5.83,130.22,5.83,5.98,0,0,8.63,0,2.11,1.53,99.94,25.74,25.9,25.9

66,16:15-16:30,7,0,0,134.49,1.16,12,7.5,0,22.5,1.71,14,60,22.4,8,25,31.51,25,14,13,15.7,5.33,78.52,7.5,24.31,29,25.9,86.53,150,32.9,8.63,4.74,130.22,4.74,4.86,0,0,8.63,0,2.11,1.53,99.94,25.74,25.9,25.9

67,16:30-16:45,7,0,0,134.49,1.16,6,7.33,0,22.01,1.71,14,46,13.03,7,19,21.12,17,14,8,12.01,5.33,60.05,7.33,15.67,22,30.7,80.58,150,32.9,8.63,3.64,130.22,3.64,3.72,0,0,8.63,0,2.11,1.53,93.81,26.24,30.7,30.7

68,16:45-17:00,7,0,0,134.49,1.16,1,7.33,0,22.01,1.71,14,32,5.85,5,13,11.94,10,14,5,7.79,5.33,38.98,7.33,10.19,14,30.7,80.58,150,57.54,8.63,2.55,130.22,2.55,2.62,0,0,8.63,0,2.11,1.53,93.81,26.24,30.7,30.7

69,17:00-17:15,7,0,0,134.49,1.16,0,7.17,0,21.49,1.71,14,18,1.44,2,7,4.61,6,14,3,3.52,6.67,17.6,7.17,6.23,10,34.53,80.58,150,57.54,8.63,1.81,130.22,1.81,1.85,0,0,8.63,0,2.11,1.6,93.81,26.75,34.53,43.17

70,17:15-17:30,7,0,0,134.49,1.16,0,7,0,21,1.71,14,7,1.66,1,3,0.78,2,14,1,1.98,6.67,9.9,7,1.82,7,34.53,80.58,150,57.54,8.63,1.23,130.22,1.23,1.26,0,0,8.63,0,2.11,1.6,93.81,27.25,34.53,43.17

71,17:30-17:45,7,0,0,134.49,1.16,0,6.83,0,20.51,1.71,14,2,0.98,0,1,0.3,1,14,0,0.88,6.67,4.4,6.83,0,3,34.53,80.58,150,57.54,8.63,0.77,130.22,0.77,0.79,0,0,8.63,0,2.11,1.6,93.81,28.26,34.53,43.17

72,17:45-18:00,7,0,0,134.49,1.16,0,6.67,0,19.99,1.71,14,0,0.64,0,0,0.03,0,14,0,0.1,6.67,0.51,6.67,0,2,34.53,80.58,150,57.54,8.63,0.43,130.22,0.43,0.44,0,0,8.63,0,2.11,1.6,93.81,28.26,34.53,43.17

73,18:00-18:15,7,0,0,134.49,1.08,0,6.67,0,19.99,1.71,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,34.53,80.58,150,57.54,8.63,0.24,130.22,0.24,0.25,0,50,8.63,150,2.11,1.53,93.81,27.75,34.53,43.17

74,18:15-18:30,7,0,0,134.49,1.08,0,6.67,0,19.99,1.71,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,34.53,80.58,150,57.54,8.63,0,130.22,0,0,0,50,8.63,150,2.11,1.53,93.81,27.25,34.53,43.17

75,18:30-18:45,7,0,0,134.49,1.08,0,6.67,0,19.99,1.71,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,34.53,80.58,150,57.54,8.63,0,130.22,0,0,0,50,8.63,150,2.11,1.53,93.81,27.25,34.53,43.17

76,18:45-19:00,7,0,0,134.49,1.08,0,6.67,0,19.99,1.71,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,34.53,80.58,150,57.54,8.63,0,130.22,0,0,0,50,8.63,150,2.11,1.53,93.81,27.25,34.53,43.17

77,19:00-19:15,7,0,0,134.49,1.08,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,34.53,80.58,150,57.54,8.63,0,130.22,0,0,0,50,8.63,150,2.11,1.45,93.81,27.25,34.53,43.17

78,19:15-19:30,7,0,0,134.49,1.08,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,34.53,80.58,150,57.54,8.63,0,130.22,0,0,0,50,8.63,150,2.11,1.45,93.81,26.75,34.53,43.17

79,19:30-19:45,7,0,0,134.49,1.08,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,80.58,150,32.9,8.63,0,130.22,0,0,0,50,8.63,150,2.11,1.45,93.81,26.75,25.9,43.17

80,19:45-20:00,7,0,0,134.49,1.08,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,80.58,150,32.9,8.63,0,130.22,0,0,0,50,8.63,150,2.11,1.45,93.81,26.75,25.9,43.17

81,20:00-20:15,7,0,0,134.49,1.01,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,80.58,150,32.9,8.63,0,130.22,0,0,0,50,8.63,250,2.11,1.37,93.81,26.75,25.9,36.92

82,20:15-20:30,7,0,0,134.49,1.01,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,80.58,150,32.9,8.63,0,130.22,0,0,0,50,8.63,250,2.11,1.37,93.81,26.75,25.9,34.76

