Block,Time,CHAMERA2,KISHANGANGA,KOTESHWR,NLCEXP,NNTPP,SINGRAULI,TEHRI,DADRI_GF,BRBCL,CHAMERA1,DULHASTI,KGSU3AND4,KKNP,KKNPPU2,KOLDAM,NAPP,PARBATI2,SIMHST2,TALST2,UNCHAHAR3,DADRT2,KGSU1AND2,KHSTPP-II,RAMPUR,TANAKPUR,TANDA2,URI,AURY_CRF,DHAULIGNGA,FSTPP I & II,NJPC,NLCIIST1,NLCTS2EXP,NTPL,RIHAND3,RSTPSU1TO6,ANTA_CRF,ANTA_GF,ANTA_LF,AURY_LF,BSIUL,KUDGI,PARBATI3,RAPPB,RIHAND1,SINGRAULI_HYDRO,UNCHAHAR4,ANTA_RF,DADRI_LF,CHAMERA3,JHAJJAR,RAPPC,RSTPSU7,SASAN,SEWA2,TEHRIPSP,URI2,DADRI_RF,MAPS,RIHAND2,TALA,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,KHSTPP-I,NLCIIST2,RAPPD,SALAL,SIMHST1,UNCHAHAR2,AURY_GF,AURY_RF,DADRI_CRF
55,13:30-13:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,32.71,0,98.32,0,3.22,48.16,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,22.34,0,21.65,0,45.53,0,24.33,69.72,0,45,0,79.22,0

56,13:45-14:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,32.71,0,98.32,0,3.22,48.16,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,22.34,0,21.65,0,45.53,0,24.33,69.72,0,45,0,79.22,0

57,14:00-14:15,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,32.71,0,98.32,0,3.22,47.53,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,23.07,0,21.65,0,45.53,0,24.33,65.07,0,45,0,79.22,0

58,14:15-14:30,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,32.71,0,98.32,0,3.22,47.53,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,23.07,0,21.65,0,45.53,0,24.33,65.07,0,45,0,79.22,0

59,14:30-14:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,37.17,0,98.32,0,3.22,47.53,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,26.32,0,21.65,0,45.53,0,24.33,38.35,0,45,0,79.22,0

60,14:45-15:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,37.17,0,98.32,0,3.22,47.53,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,26.32,0,21.65,0,45.53,0,24.33,38.35,0,45,0,79.22,0

61,15:00-15:15,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,41.62,0,98.32,0,3.22,47.53,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,21.81,0,21.65,0,45.53,0,24.33,38.35,0,45,0,79.22,0

62,15:15-15:30,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,41.62,0,98.32,0,3.22,47.53,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,21.81,0,21.65,0,45.53,0,24.33,38.35,0,45,0,79.22,0

63,15:30-15:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,3.52,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,50.55,0,98.32,0,3.22,47.53,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,21.64,0,21.65,0,45.53,0,24.33,38.35,0,45,0,79.22,0

64,15:45-16:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,7.04,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,50.55,0,98.32,0,3.22,47.53,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,21.66,0,21.65,0,45.53,0,24.33,38.35,0,45,0,79.22,0

65,16:00-16:15,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,11.25,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,50.55,0,98.32,0,3.22,46.9,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,21.52,0,21.65,0,45.53,0,24.33,38.35,0,45,0,79.22,0

66,16:15-16:30,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,11.25,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,41.62,0,98.32,0,3.22,46.9,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,21.52,0,21.65,0,45.53,0,24.33,38.35,0,45,0,79.22,0

67,16:30-16:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,11.25,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,52.03,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,21.38,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

68,16:45-17:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,11.25,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,52.03,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,21.38,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

69,17:00-17:15,47.12,3.2,10.14,0,0,113.75,16.73,0,24.99,42.15,55.38,0,0,0,8.62,24.1,11.25,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,52.03,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,20.58,0,21.65,0,45.53,0,24.33,67.39,0,45,0,79.22,0

70,17:15-17:30,47.12,3.2,10.14,0,0,113.75,33.47,0,24.99,42.15,55.38,0,0,0,8.62,24.1,11.25,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,52.03,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,20.58,0,21.65,0,45.53,0,24.33,67.39,0,45,0,79.22,0

71,17:30-17:45,47.12,3.2,10.14,0,0,113.75,50.19,0,24.99,42.15,55.38,0,0,0,8.62,24.1,11.25,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,20.58,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

72,17:45-18:00,47.12,3.2,10.14,0,0,113.75,66.92,0,24.99,42.15,55.38,0,0,0,8.62,24.1,11.25,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,20.58,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

73,18:00-18:15,47.12,6.96,10.14,0,0,113.75,68.47,0,24.99,42.15,55.38,0,0,0,8.62,24.1,25.34,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,57.98,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,20.58,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

74,18:15-18:30,47.12,6.96,10.14,0,0,113.75,68.47,0,24.99,42.15,55.38,0,0,0,8.62,24.1,25.34,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,57.98,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,337.5,18.34,0,31.17,102.75,0,125.27,20.29,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

75,18:30-18:45,47.12,6.96,10.14,0,0,113.75,68.47,0,24.99,42.15,55.38,0,0,0,8.62,24.1,25.34,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,49.13,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,57.98,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,345.38,18.34,0,31.17,102.75,0,125.27,20.29,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

76,18:45-19:00,47.12,6.96,20.29,0,0,113.75,68.47,0,24.99,42.15,55.38,0,0,0,8.62,24.1,25.34,0,0,27.69,549.38,0,98.87,5.7,9.86,5.73,49.13,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,57.98,0,98.32,0,3.22,46.27,0,33.94,667.25,65.27,0,345.38,18.34,0,31.17,102.75,0,125.27,19.9,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

77,19:00-19:15,47.12,6.96,30.43,0,0,113.75,68.47,0,24.99,42.15,55.38,0,0,0,8.62,24.1,25.34,0,0,27.69,548.45,0,98.87,5.7,9.86,5.73,49.13,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,57.98,0,98.32,0,3.22,46.53,0,33.94,474.85,65.27,0,345.38,18.34,88.59,31.17,102.75,0,125.27,19.7,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

78,19:15-19:30,49.59,7.18,43.96,0,0,113.75,69.7,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,57.98,0,98.32,0,3.22,46.53,0,35.69,474.85,65.27,0,345.38,19.49,88.59,31.17,102.75,0,125.27,19.7,0,21.65,0,45.53,0,24.33,55.77,0,45,0,79.22,0

79,19:30-19:45,49.59,7.18,43.96,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,46.9,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,102.75,0,125.27,19.7,0,21.65,0,45.53,0,24.33,51.13,0,45,0,79.22,0

80,19:45-20:00,49.59,7.18,43.96,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,46.9,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,102.75,0,125.27,19.7,0,21.65,0,45.53,0,24.33,51.13,0,45,0,79.22,0

81,20:00-20:15,49.59,7.18,43.96,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,47.53,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,105.39,0,125.27,19.7,0,21.65,0,45.53,0,24.33,51.13,0,45,0,79.22,0

82,20:15-20:30,49.59,7.18,43.96,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,47.53,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,105.39,0,125.27,19.7,0,21.65,0,45.53,0,24.33,51.13,0,45,0,79.22,0

83,20:30-20:45,49.59,7.18,43.96,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,47.53,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,105.39,0,125.27,19.7,0,21.65,0,45.53,0,24.33,51.13,0,45,0,79.22,0

84,20:45-21:00,49.59,7.18,43.96,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,47.53,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,105.39,0,125.27,19.7,0,21.65,0,45.53,0,24.33,51.13,0,45,0,79.22,0

85,21:00-21:15,49.59,7.18,43.96,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,48.16,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,105.39,0,125.27,19.7,0,21.65,0,45.53,0,24.33,51.13,0,45,0,79.22,0

86,21:15-21:30,47.12,6.97,40.57,0,0,98.76,70.01,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,548.45,0,98.87,5.7,9.86,5.73,49.13,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,48.16,0,33.94,474.85,65.27,0,345.38,18.34,177.18,31.17,105.39,0,125.27,20.13,0,21.65,0,45.53,0,24.33,51.13,0,45,0,79.22,0

87,21:30-21:45,47.12,6.97,40.57,0,0,98.76,70.01,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,548.45,0,98.87,5.7,9.86,5.73,49.13,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,48.16,0,33.94,474.85,65.27,0,345.38,18.34,177.18,31.17,105.39,0,125.27,20.13,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.22,0

88,21:45-22:00,49.59,7.18,44.64,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,48.16,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,105.39,0,125.27,20.13,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.22,0

89,22:00-22:15,49.59,7.18,44.64,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,50.06,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,105.39,0,125.27,20.13,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.22,0

90,22:15-22:30,49.59,7.18,44.64,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,50.06,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,105.39,0,125.27,20.13,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.22,0

91,22:30-22:45,49.59,7.18,44.64,0,0,98.76,70.01,0,24.99,42.27,57.67,0,0,0,8.62,24.1,28.15,0,0,27.69,548.45,0,98.87,5.84,9.86,5.73,49.13,0,44.81,19.46,177.44,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,50.06,0,35.69,474.85,65.27,0,345.38,19.49,177.18,31.17,105.39,0,125.27,20.72,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.74,0

92,22:45-23:00,47.12,3.2,40.57,0,0,98.76,67.23,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,548.45,0,98.87,5.7,9.86,5.73,49.13,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,50.06,0,33.94,474.85,65.27,0,345.38,18.34,177.18,31.17,105.39,0,125.27,20.72,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.74,0

93,23:00-23:15,47.12,3.2,40.57,0,0,98.76,67.23,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,548.45,0,98.87,5.7,9.86,5.73,49.13,0,42.46,18.35,175.79,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,51.33,0,33.94,493.65,65.27,0,345.38,18.34,177.18,31.17,105.39,0,125.27,20.87,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.74,0

94,23:15-23:30,47.12,3.2,40.57,0,0,98.76,67.23,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,548.45,0,98.87,5.7,9.86,5.73,49.13,0,42.46,18.35,175.79,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,51.33,0,33.94,667.25,65.27,0,345.38,18.34,177.18,31.17,105.39,0,125.27,20.87,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.74,0

95,23:30-23:45,47.12,3.2,40.57,0,0,98.76,67.23,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,548.45,0,98.87,5.7,9.86,5.73,49.13,0,42.46,18.35,175.79,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,51.33,0,33.94,667.25,65.27,0,345.38,18.34,177.18,31.17,105.39,0,125.27,21.31,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.74,0

96,23:45-24:00,47.12,3.2,40.57,0,0,98.76,67.23,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,548.98,0,98.87,5.7,9.86,5.73,49.13,0,42.46,18.35,175.79,0,0,0,130.84,0,0,0,0,0,0,0,0,0,98.32,0,3.22,51.33,0,33.94,667.25,65.27,0,345.38,18.34,88.59,31.17,105.39,0,125.27,21.31,0,21.65,0,45.53,0,24.33,46.48,0,45,0,79.74,0

