Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/20072024/20072024/IEX_240719_01603,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/20072024/20072024/HPX-TAMCTG-190724-01752,NR/01102023/30042040/GNA_LT_36,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/19072037/LT-05,NR/20072024/20072024/IEX_240720_01626,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/16072024/31072024/NR/16072024/31072024/717758,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20072024/20072024/IEX_240719_01602,L_NR_2019_19,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/R2,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/30092023/31122025/SH-07
52,12:45-13:00,33,33,229.17,91,45.5,0,43.01,175,88,45.83,44,75,0,0.000000,7.410000,4.240000,11.740000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,15.240000,15.080000,22.770000,230.500000,14.870000,0.000000,7.640000,52.820000,0.000000,65.870000,0.000000,15.540000,0.000000,0.000000,0.000000,27.260000,0.000000,122.519994,144.940000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,22.5,22.770000

53,13:00-13:15,33,33,229.17,85,44.5,0,43.01,175,88,45.83,40,75,0,0.000000,7.640000,4.390000,11.740000,6.66,20,20,33,10.5,10.5,12.370000,0.000000,15.240000,15.080000,22.770000,192.080000,14.870000,0.000000,8.020000,52.820000,0.000000,65.870000,0.000000,4.490000,0.000000,0.000000,0.000000,27.260000,0.000000,121.173942,144.940000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,31.5,22.770000

54,13:15-13:30,33,33,229.17,85,44.5,0,43.01,175,88,45.83,40,75,0,0.000000,7.640000,4.390000,11.740000,6.66,21.33,21.33,33,11.17,11.16,12.370000,0.000000,15.240000,15.080000,22.770000,192.080000,14.870000,0.000000,8.020000,52.820000,0.000000,65.870000,0.000000,4.490000,0.000000,0.000000,0.000000,27.260000,0.000000,119.613302,144.940000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,33.5,22.770000

55,13:30-13:45,33,33,229.17,85,42,0,43.01,172,85,45.83,40,73,0,0.000000,7.640000,4.800000,11.740000,11.66,21,21,33,12.17,12.16,12.370000,0.000000,15.240000,15.080000,22.770000,230.500000,14.870000,0.000000,8.020000,52.820000,0.000000,65.870000,0.000000,4.490000,0.000000,0.000000,0.000000,27.260000,0.000000,147.343924,144.940000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,36.5,22.770000

56,13:45-14:00,33,33,227.5,85,42,0,43.01,168,84,45.5,40,72,0,0.000000,7.640000,4.800000,11.740000,12,21.33,21.33,33,13,13,12.370000,0.000000,15.140000,15.080000,22.770000,271.550000,14.760000,0.000000,8.020000,52.820000,0.000000,65.870000,0.000000,4.490000,0.000000,0.000000,0.000000,27.260000,0.000000,140.672188,144.940000,0.000000,0.000000,0.000000,14.760000,0.000000,0.000000,39,22.770000

57,14:00-14:15,33,33,225,80,41.5,0,43.01,165,82,45,38,70,0,0.000000,7.960000,4.980000,11.740000,12.34,21.67,21.67,33,13.67,13.66,12.370000,0.000000,14.750000,15.080000,22.770000,271.550000,14.400000,0.000000,8.560000,81.630000,0.000000,65.870000,0.000000,4.490000,0.000000,0.000000,0.000000,27.260000,0.000000,131.620476,200.590000,0.000000,0.000000,0.000000,14.400000,0.000000,0.000000,41,22.770000

58,14:15-14:30,33,33,220.83,76,40.5,0,43.01,161,81,44.17,36,69,0,0.000000,7.960000,4.980000,11.740000,13,22.67,22.67,33,14.17,14.16,12.370000,0.000000,14.330000,15.080000,22.770000,271.550000,13.990000,0.000000,8.560000,100.050000,0.000000,65.870000,0.000000,4.490000,0.000000,0.000000,0.000000,27.260000,0.000000,122.383438,200.590000,0.000000,0.000000,0.000000,13.990000,0.000000,0.000000,42.5,22.770000

59,14:30-14:45,33,33,198.95,73,40.5,0,43.01,158,78,39.79,35,67,0,0.000000,8.120000,4.980000,11.740000,19.66,30.67,30.67,33,14.67,14.66,12.370000,0.000000,13.810000,15.080000,22.770000,271.550000,13.480000,0.000000,8.560000,100.050000,0.000000,65.870000,0.000000,4.490000,0.000000,0.000000,0.000000,27.260000,0.000000,116.404236,200.590000,0.000000,0.000000,0.000000,13.480000,0.000000,0.000000,44,22.770000

60,14:45-15:00,33,33,192.6,70,39.5,0,43.01,151,72,38.52,33,64,0,0.000000,8.120000,4.980000,11.740000,20.66,32.67,32.67,33,15.17,15.16,12.370000,0.000000,13.310000,15.080000,22.770000,271.550000,12.990000,0.000000,8.560000,100.050000,0.000000,65.870000,0.000000,4.490000,0.000000,0.000000,0.000000,27.260000,0.000000,109.986104,200.590000,0.000000,0.000000,0.000000,12.990000,0.000000,0.000000,45.5,22.770000

61,15:00-15:15,33,33,124.08,66,38.5,0,43.01,133,68,24.82,32,57,0,0.000000,8.500000,5.180000,11.740000,22,48.33,48.33,33,15.5,15.5,12.370000,0.000000,10.550000,15.080000,22.770000,271.550000,10.290000,0.000000,9.550000,100.050000,0.000000,65.870000,0.000000,7.110000,0.000000,0.000000,0.000000,28.260000,0.000000,93.560368,198.670000,0.000000,0.000000,0.000000,10.290000,0.000000,0.000000,46.5,22.770000

62,15:15-15:30,33,33,129.46,63,35.5,0,43.01,123,63,25.89,30,52,0,0.000000,8.500000,5.180000,11.740000,23,46.67,46.67,33,15.83,15.84,12.370000,0.000000,10.120000,15.080000,22.770000,271.550000,9.870000,0.000000,9.550000,100.050000,0.000000,65.870000,0.000000,7.110000,0.000000,0.000000,0.000000,28.260000,0.000000,88.390748,224.600000,0.000000,0.000000,0.000000,9.870000,0.000000,0.000000,47.5,22.770000

63,15:30-15:45,33,33,134.84,58,33.5,0,43.01,105,58,26.97,27,45,0,0.000000,8.500000,5.180000,11.740000,11.34,30,30,33,13.33,13.34,12.370000,0.000000,9.310000,15.080000,22.770000,271.550000,9.080000,0.000000,9.550000,100.050000,0.000000,114.810000,0.000000,7.110000,0.000000,0.000000,0.000000,28.260000,0.000000,79.816982,260.750000,0.000000,0.000000,0.000000,9.080000,0.000000,0.000000,40,22.770000

64,15:45-16:00,33,33,125.73,53,30.5,0,43.01,98,53,25.15,25,42,0,0.000000,8.500000,5.180000,11.740000,11,29.33,29.33,33,11.33,11.34,12.370000,0.000000,8.590000,15.080000,22.770000,271.550000,8.380000,0.000000,9.550000,100.050000,0.000000,114.810000,0.000000,7.110000,0.000000,0.000000,0.000000,28.260000,0.000000,71.25297,260.750000,0.000000,0.000000,0.000000,8.380000,0.000000,0.000000,34,22.770000

65,16:00-16:15,33,33,116.63,36,27.5,0,43.01,81,48,23.33,17,34,0,0.000000,10.280000,5.540000,11.740000,10.66,39.33,39.33,33,11,11,12.370000,0.000000,7.990000,15.080000,22.770000,271.550000,7.790000,0.000000,10.550000,100.050000,0.000000,84.690000,0.000000,7.110000,0.000000,0.000000,0.000000,28.760000,0.000000,62.893792,260.750000,0.000000,0.000000,0.000000,7.790000,0.000000,0.000000,33,22.770000

66,16:15-16:30,33,33,96.63,32,25.5,0,43.01,70,43,19.33,15,30,0,0.000000,10.280000,5.540000,11.740000,10.34,38.33,38.33,33,10.83,10.84,12.370000,0.000000,7.060000,15.080000,22.770000,271.550000,6.890000,0.000000,10.550000,100.050000,0.000000,84.690000,0.000000,7.110000,0.000000,0.000000,0.000000,28.760000,0.000000,54.885758,260.750000,0.000000,0.000000,0.000000,6.890000,0.000000,0.000000,32.5,22.770000

67,16:30-16:45,33,22,76.64,41,23.5,0,43.01,56,35,15.33,19,24,0,0.000000,10.280000,5.540000,11.740000,10,35,35,33,10.67,10.66,12.370000,0.000000,6.360000,15.080000,23.430000,271.550000,6.210000,0.000000,10.550000,100.050000,0.000000,65.870000,0.000000,7.110000,0.000000,0.000000,0.000000,28.760000,0.000000,50.515966,260.750000,0.000000,0.000000,0.000000,6.210000,0.000000,0.000000,32,23.430000

68,16:45-17:00,33,12,72.58,36,18.5,0,43.01,49,27,14.52,17,21,0,0.000000,10.280000,5.540000,11.740000,9.66,30,30,30.99,10.33,10.34,12.370000,0.000000,5.400000,15.080000,23.430000,271.550000,5.270000,0.000000,10.550000,100.050000,0.000000,65.870000,0.000000,7.110000,0.000000,0.000000,0.000000,28.760000,0.000000,43.922262,260.750000,0.000000,0.000000,0.000000,5.270000,0.000000,0.000000,31,23.430000

69,17:00-17:15,33,7,54.63,30,15.5,0,43.01,63,23,10.93,15,27,0,0.000000,10.280000,6.000000,12.200000,9.66,29.33,29.33,24.4,10,10,12.370000,0.000000,4.420000,15.080000,15.460000,271.550000,4.320000,0.000000,10.550000,100.050000,0.000000,65.870000,0.000000,7.110000,0.000000,0.000000,0.000000,28.760000,0.000000,37.474868,260.750000,0.000000,0.000000,0.000000,4.320000,0.000000,0.000000,30,15.460000

70,17:15-17:30,27.78,1,46.3,26,12.5,0,43.01,53,19,9.26,12,22,0,0.000000,10.280000,6.000000,12.200000,9.66,28.33,28.33,17.91,9.83,9.84,12.370000,0.000000,3.670000,15.080000,15.460000,271.550000,3.580000,0.000000,10.550000,100.050000,0.000000,65.870000,0.000000,7.110000,0.000000,0.000000,0.000000,28.760000,0.000000,31.105506,260.750000,0.000000,0.000000,0.000000,3.580000,0.000000,0.000000,29.5,15.460000

71,17:30-17:45,22.13,0,37.97,20,9,0,43.01,42,15,7.59,10,18,0,0.000000,10.280000,6.000000,12.200000,9.66,24.33,24.33,11.81,9.67,9.66,12.370000,0.000000,2.800000,15.080000,15.460000,271.550000,2.730000,0.000000,10.550000,100.050000,0.000000,65.870000,0.000000,7.110000,0.000000,0.000000,0.000000,28.760000,0.000000,24.82393,260.750000,0.000000,0.000000,0.000000,2.730000,0.000000,0.000000,29,15.460000

72,17:45-18:00,17.22,0,33.8,16,7.5,0,43.01,32,13,6.76,7,13,0,0.000000,10.280000,6.000000,12.200000,9.34,22.67,22.67,7.55,9.5,9.5,12.370000,0.000000,2.190000,15.080000,15.460000,271.550000,2.130000,0.000000,10.550000,100.050000,0.000000,65.870000,0.000000,7.110000,0.000000,0.000000,0.000000,28.760000,0.000000,18.717926,260.750000,0.000000,0.000000,0.000000,2.130000,0.000000,0.000000,28.5,15.460000

73,18:00-18:15,0,0,29.63,10,7,0,43.01,21,11,5.93,5,9,0,0.000000,10.280000,6.460000,12.650000,7.34,18.33,18.33,0,7.5,7.5,12.370000,0.000000,1.610000,15.080000,14.570000,271.550000,1.580000,0.000000,10.550000,100.050000,0.000000,114.810000,0.000000,7.550000,57.430000,48.020000,96.040000,30.280000,0.000000,16.864666,260.750000,72.030000,24.010000,96.040000,1.580000,0.000000,0.000000,22.5,14.570000

74,18:15-18:30,0,0,25.47,9,5,0,43.01,14,8,5.09,4,6,0,0.000000,10.280000,6.460000,12.650000,7.34,18.33,18.33,0,7.5,7.5,12.370000,0.000000,1.150000,15.080000,14.570000,271.550000,1.120000,0.000000,10.550000,100.050000,0.000000,114.810000,0.000000,7.550000,57.430000,48.020000,96.040000,30.280000,0.000000,10.280716,260.750000,72.030000,24.010000,96.040000,1.120000,0.000000,0.000000,22.5,14.570000

75,18:30-18:45,0,0,21.3,7,3,0,43.01,7,6,4.26,3,3,0,0.000000,10.280000,6.460000,12.650000,7.34,18.33,18.33,0,7.5,7.5,12.370000,0.000000,0.750000,15.080000,0.000000,271.550000,0.740000,0.000000,10.550000,100.050000,0.000000,115.180000,0.000000,7.550000,57.430000,48.020000,96.040000,30.280000,0.000000,3.540702,260.750000,72.030000,24.010000,96.040000,0.740000,0.000000,0.000000,22.5,30.730000

76,18:45-19:00,0,0,17.13,3,3,0,43.01,4,4,3.43,2,1,0,0.000000,10.280000,6.460000,12.650000,7.34,18.33,18.33,0,7.5,7.5,12.370000,0.000000,0.450000,15.080000,0.000000,271.550000,0.440000,0.000000,10.550000,100.050000,0.000000,115.180000,0.000000,7.550000,57.430000,48.020000,96.040000,30.280000,0.000000,0.692534,260.750000,72.030000,24.010000,96.040000,0.440000,0.000000,0.000000,22.5,30.730000

77,19:00-19:15,0,0,12.97,0,1,0,43.01,1,2,2.59,0,0,0,47.250000,10.280000,6.740000,13.110000,7.34,18.33,18.33,0,7.5,7.5,12.370000,52.440000,0.080000,15.080000,30.730000,271.550000,0.080000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,61.270000,48.020000,96.040000,30.280000,33.810000,0,260.750000,72.030000,24.010000,96.040000,0.080000,0.000000,0.000000,22.5,30.730000

78,19:15-19:30,0,0,3.06,0,0.5,0,43.01,1,1,0.61,0,0,0,46.580000,10.280000,6.740000,13.110000,7.34,18.33,18.33,0,7.5,7.5,12.370000,51.670000,0.010000,15.080000,30.730000,271.550000,0.010000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,61.270000,48.020000,96.040000,30.280000,33.610000,0,260.750000,72.030000,24.010000,96.040000,0.010000,0.000000,0.000000,22.5,30.730000

79,19:30-19:45,0,0,0.07,0,0,0,43.01,0,0,0.01,0,0,0,46.000000,10.280000,6.740000,13.110000,7.34,18.33,18.33,0,7.5,7.5,12.370000,51.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,65.120000,48.020000,96.040000,30.280000,33.420000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22.5,30.730000

80,19:45-20:00,0,0,0,0,0,0,43.01,0,0,0,0,0,0,46.100000,10.280000,6.740000,13.110000,7.34,18.33,18.33,0,7.5,7.5,12.370000,51.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,65.120000,48.020000,96.040000,30.280000,33.230000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22.5,30.730000

81,20:00-20:15,0,0,0,0,0,0,43.01,0,0,0,0,0,0,45.430000,10.280000,6.920000,13.110000,7,15,15,0,7.5,7.5,12.370000,51.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,68.960000,48.020000,96.040000,30.280000,33.040000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22.5,30.730000

82,20:15-20:30,0,0,0,0,0,0,43.01,0,0,0,0,0,0,44.750000,10.280000,6.920000,13.110000,7,15,15,0,7.5,7.5,12.370000,51.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,74.720000,48.020000,96.040000,30.280000,33.420000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22.5,30.730000

83,20:30-20:45,0,0,0,0,0,0,43.01,0,0,0,0,0,0,44.850000,10.280000,6.920000,13.110000,7,15,15,0,7.33,7.34,12.370000,51.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,86.630000,48.020000,96.040000,30.280000,33.810000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

84,20:45-21:00,0,0,0,0,0,0,43.01,0,0,0,0,0,0,44.950000,10.280000,6.920000,13.110000,7,15,15,0,7.33,7.34,12.370000,50.520000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,86.630000,48.020000,96.040000,30.280000,34.190000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

85,21:00-21:15,0,0,0,0,0,0,43.01,0,0,0,0,0,0,45.040000,10.280000,7.390000,13.110000,7,15,15,0,7.33,7.34,12.370000,50.040000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,86.630000,48.020000,96.040000,30.280000,34.570000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

86,21:15-21:30,0,0,0,0,0,0,43.01,0,0,0,0,0,0,45.230000,10.280000,7.390000,13.110000,7,15,15,0,7.33,7.34,12.370000,49.460000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,86.630000,48.020000,96.040000,30.280000,34.380000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

87,21:30-21:45,0,0,0,0,0,0,43.01,0,0,0,0,0,0,45.330000,10.280000,7.390000,13.110000,7,14.33,14.33,0,7.33,7.34,12.370000,48.980000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,86.630000,48.020000,96.040000,30.280000,34.290000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

88,21:45-22:00,0,0,0,0,0,0,43.01,0,0,0,0,0,0,45.430000,10.280000,7.390000,13.110000,7,14.33,14.33,0,7.33,7.34,12.370000,49.270000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,76.830000,7.550000,86.630000,48.020000,96.040000,30.280000,34.090000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

89,22:00-22:15,0,0,0,0,0,0,43.01,0,0,0,0,0,0,45.520000,10.280000,7.110000,13.110000,7,6.87,6.87,0,7.33,7.34,12.370000,49.650000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,115.250000,7.550000,86.630000,48.020000,96.040000,29.270000,34.000000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

90,22:15-22:30,0,0,0,0,0,0,43.01,0,0,0,0,0,0,45.620000,10.280000,7.110000,13.110000,7,6.75,6.75,0,7.33,7.34,12.370000,49.940000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,115.250000,7.550000,86.630000,48.020000,96.040000,29.270000,34.090000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

91,22:30-22:45,0,0,0,0,0,0,43.01,0,0,0,0,0,0,45.810000,10.280000,7.110000,13.110000,7,5.82,5.82,0,7.33,7.34,12.370000,50.230000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,115.250000,7.550000,86.630000,48.020000,96.040000,29.270000,34.190000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

92,22:45-23:00,0,0,0,0,0,0,43.01,0,0,0,0,0,0,45.910000,10.280000,7.110000,13.110000,7,5.11,5.11,0,7.33,7.34,12.370000,50.040000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,115.250000,7.550000,86.630000,48.020000,96.040000,28.260000,34.380000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

93,23:00-23:15,0,0,0,0,0,0,43.01,0,0,0,0,0,0,46.000000,10.280000,6.920000,13.110000,7,14.67,14.67,0,7.33,7.34,12.370000,49.750000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,144.060000,7.550000,86.630000,48.020000,96.040000,29.270000,34.480000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

94,23:15-23:30,0,0,0,0,0,0,43.01,0,0,0,0,0,0,46.100000,10.280000,6.920000,13.110000,7,14.67,14.67,0,7.33,7.34,12.370000,49.560000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,144.060000,7.550000,86.630000,48.020000,96.040000,29.270000,34.480000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

95,23:30-23:45,0,0,0,0,0,0,43.01,0,0,0,0,0,0,46.100000,10.280000,6.920000,13.110000,7,14.67,14.67,0,7.33,7.34,12.370000,49.270000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,144.060000,7.550000,86.630000,48.020000,96.040000,28.250000,34.480000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

96,23:45-24:00,0,0,0,0,0,0,43.01,0,0,0,0,0,0,46.200000,10.280000,6.920000,13.110000,7,14.67,14.67,0,7.33,7.34,12.370000,49.080000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,10.550000,100.050000,0.000000,115.180000,144.060000,7.550000,86.630000,48.020000,96.040000,28.250000,35.050000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,22,30.730000

