Block,Time,URI2,JHAJJAR,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,DULHASTI,KISHANGANGA,CHAMERA3,BSIUL,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,KOLDAM,NAPP,NJPC,RAPPB,RAPPC,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,KOTESHWR,TANAKPUR,PARBATI3,RIHAND1,RAMPUR,TEHRI,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
32,07:45:08:00,36.506751,667.076636,28.045,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,99.859939,1.095843,2.501308,9.137237,1.9215,0,95.888555,0,0,36.022,0,0,42.326875,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.49,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.95,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.020002,0,0,0,0.023622,0

33,08:00-08:15,36.506751,667.076636,28.045,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,101.445017,1.095843,2.501308,9.137237,1.9215,3.668474,95.888555,0,0,36.022,0,0,41.704421,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.4,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.8,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.020002,0,0,0,0.023438,0

34,08:15-08:30,36.506751,667.076636,13.983,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,101.445017,1.095843,2.501308,9.137237,1.9215,7.336948,95.888555,0,0,36.022,0,0,41.704421,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.4,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.8,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.020002,0,0,0,0.023438,0

35,08:30-08:45,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,101.445017,1.095843,2.501308,9.137237,1.9215,38.152132,95.888555,0,0,36.022,0,0,41.704421,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.4,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.8,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.019843,0,0,0,0.023438,0

36,08:45:09:00,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,101.445017,1.095843,2.501308,9.137237,1.9215,38.152132,95.888555,0,0,36.022,0,0,41.704421,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.4,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.8,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.019843,0,0,0,0.023438,0

37,09:00:09:15,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,103.030096,1.095843,2.501308,9.137237,1.281,38.152132,95.888555,0,0,36.022,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.4,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.8,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.019843,0,0,0,0.023438,0

38,09:15-09:30,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,103.030096,1.095843,2.501308,9.137237,1.281,38.152132,95.888555,0,0,36.022,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.4,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.8,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.019843,0,0,0,0.023438,0

39,09:30-09:45,36.506751,667.076636,0,30.855471,691.086504,0,18.910588,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,38.152132,95.888555,0,0,83.664,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.41,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.019843,0,0,0,0.023438,0

40,09:45-10:00,36.506751,667.076636,0,15.349423,691.086504,0,18.910588,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,38.152132,95.888555,0,0,83.664,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.019843,0,0,0,0.023438,0

41,10:00-10:15,37.565989,667.076636,0,15.349423,691.086504,0,18.910588,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,7.336948,95.888555,0,0,83.664,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.019685,0,0,0,0.023253,0

42,10:15-10:30,37.565989,667.076636,0,15.349423,691.086504,0,18.910588,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,3.668474,95.888555,0,0,83.664,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.019685,0,0,0,0.023253,0

43,10:30-10:45,36.506751,667.076636,0,15.349423,691.086504,0,18.910588,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,0,95.888555,0,0,83.664,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0.019685,0,0,0,0.023253,0

44,10:45-11:00,36.506751,667.076636,0,15.349423,691.086504,0,0,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,0,95.888555,0,0,83.664,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0.019685,0,0,0,0.023253,0

45,11:00-11:15,36.506751,667.076636,0,15.349423,691.086504,0,0,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,0,95.888555,0,0,83.664,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0.019685,0,0,0,0.023106,0

46,11:15-11:30,36.506751,667.076636,0,15.349423,691.086504,0,0,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,0,95.888555,0,0,36.022,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0.019685,0,0,0,0.023106,0

47,11:30-11:45,36.506751,667.076636,0,15.349423,691.086504,0,0,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,0,95.888555,0,0,36.022,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0.019685,0,0,0,0.023106,0

48,11:45-12:00,36.506751,667.076636,0,15.349423,691.086504,0,0,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,0,95.888555,0,0,36.022,0,0,41.081968,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0.019685,0,0,0,0.023106,0

49,12:00-12:15,36.506751,667.076636,0,15.349423,691.086504,0,0,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,7.9422,0,95.888555,0,0,36.022,0,0,39.837059,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023031,0

50,12:15-12:30,36.506751,667.076636,0,15.349423,691.086504,0,0,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,7.9422,0,95.888555,0,0,36.022,0,0,39.837059,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023031,0

51,12:30-12:45,36.506751,667.076636,0,15.349423,691.086504,0,0,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,7.9422,0,95.888555,0,0,36.022,0,0,39.837059,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.44,0.96,0.1,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.91,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023031,0

52,12:45-13:00,36.506751,667.076636,0,15.349423,691.086504,0,0,4.276573,10.714865,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,7.9422,0,95.888555,0,0,36.022,0,0,39.837059,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.1,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.85,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.794499,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023031,0

53,13:00-13:15,37.565989,667.076636,0,15.349423,691.086504,0,0,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,7.9422,0,95.888555,0,0,36.022,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.85,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023031,0

54,13:15-13:30,37.565989,667.076636,0,0,691.086504,0,0,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,7.9422,0,95.888555,0,0,36.022,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.85,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023031,0

55,13:30-13:45,36.506751,667.076636,0,0,691.086504,0,0,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,0,95.888555,0,0,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.85,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

56,13:45-14:00,36.506751,667.076636,0,0,691.086504,0,0,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,9.137237,1.281,0,95.888555,0,0,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.85,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

57,14:00-14:15,36.506751,667.076636,0,0,691.086504,0,0,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,1.281,0,95.888555,0,0,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.09,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.85,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

58,14:15-14:30,36.506751,667.076636,0,0,691.086504,0,0,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,1.281,0,95.888555,0,0,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.07,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.85,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

59,14:30-14:45,36.506751,667.076636,0,0,691.086504,0,18.910588,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,21.51372,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,1.281,0,95.888555,0.663309,0,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.07,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.85,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.155686,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

60,14:45-15:00,36.506751,667.076636,0,3.915669,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,43.02744,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,1.281,0,95.888555,1.326619,0,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.81,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,2.621209,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

61,15:00-15:15,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,43.02744,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,1.281,0,95.888555,1.326619,12.132755,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,7.35,20.73185,20.0018,46.39908,147.4894,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,2.086733,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0.016986,0,0,0,0.022884,0

62,15:15-15:30,36.506751,667.076636,0,30.949448,691.086504,0,54.367941,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,43.02744,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,1.281,0,95.888555,1.326619,24.41717,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,7.35,20.73185,20.0018,46.39908,147.4894,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0.016986,0,0,0,0.022884,0

63,15:30-15:45,36.506751,667.076636,0,30.949448,691.086504,0,56.92678,4.276573,22.332421,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,1.281,0,95.888555,1.634584,36.625755,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

64,15:45-16:00,36.506751,667.076636,0,30.949448,691.086504,0,56.92678,4.276573,22.332421,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,1.281,0,95.888555,1.634584,36.625755,48.804,0,6.22454,33.612518,0,0,6.486939,85.627589,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

65,16:00-16:15,37.565989,667.076636,0,30.949448,691.086504,0,56.92678,4.276573,22.332421,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,0.2562,0,95.888555,1.634584,36.625755,48.804,0,6.22454,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022811,0

