Block,Time,AURY_GF,DADRI_RF,ANTA_RF,RAPPB,KOTESHWR,UNCHAHAR4,PARBATI3,ANTA_LF,RIHAND1,TANDA2,TEHRI,DADRI_GF,ANTA_GF,TANAKPUR,RIHAND3,NAPP,DULHASTI,DHAULIGNGA,SALAL,BSIUL,SEWA2,RAPPC,UNCHAHAR1,KOLDAM,AURY_CRF,DADRI_LF,KISHANGANGA,DADRI_CRF,AURY_RF,AURY_LF,RIHAND2,CHAMERA2,CHAMERA3,SINGRAULI_HYDRO,URI,ANTA_CRF,URI2,UNCHAHAR2,NJPC,JHAJJAR,CHAMERA1,UNCHAHAR3,SINGRAULI,RAMPUR,DADRT2,TALA,KHSTPP-II,RSTPSU1TO6,KAWAS-ComGas,KAWAS-APM,SIMHST2,KAWAS-NAPM,KSTPS I&II,NTPL,SIPAT II,TALST2,GADARWARA-I,GANDHAR-NAPM,KAWAS-zLIQ,RSTPSU7,VSTPS III,NNTPP,VSTPS II,LARA-I,KSTPS7,NLCIIST1,VSTPS IV,KUDGI,VSTPS V,KHSTPP-I,NLCEXP,KAWAS-RLNG,FSTPP I & II,KKNP,GANDHAR-ComGas,KAPS,NLCTS2EXP,SIPAT I,MOUDA_II,NLCIIST2,SASAN,GANDHAR-RLNG,MAPS,GANDHAR-APM,BRBCL,KGSU1AND2,KGSU3AND4,TAPS-II,KHARGONE-I,SOLAPUR,VALLURNTECL,MOUDA,VSTPS I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,1.189604,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,30.254983,47.071458,12.642280,17.465872,62.950813,10.877054,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,76.878687,388.888908,40.651823,13.187667,141.984045,2.364833,363.547645,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.90,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.32,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.232517,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,1.189604,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,30.254983,47.071458,12.642280,17.465872,62.950813,10.877054,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,76.878687,340.877290,40.651823,13.187667,141.984045,2.364833,363.547645,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.90,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.32,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.232517,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,1.189604,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,30.254983,47.071458,12.642280,17.465872,62.950813,9.378789,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,46.851552,0.000000,36.083902,28.317431,76.878687,340.877290,40.651823,13.187667,141.984045,2.364833,363.677813,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,1.00,5.089903,3.363787,1.30,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.232517,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,1.772663,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,20.169989,47.071458,12.642280,17.465872,62.950813,8.950713,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,46.851552,0.000000,36.083902,28.317431,51.252458,340.877290,40.651823,13.187667,141.984045,1.576556,363.677813,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,1.00,5.089903,3.363787,1.30,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.232517,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.140774,1.772663,0.000000,0.000000,0.000000,0.123552,123.890121,45.811718,36.478524,10.084994,47.071458,12.642280,17.465872,62.950813,10.877054,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,35.210761,28.317431,25.626229,340.877290,27.101215,13.187667,141.984045,0.788278,363.677813,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,1.00,5.089903,3.363787,1.30,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.232517,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,1.772663,0.000000,0.000000,0.000000,0.123552,123.890121,45.811718,36.478524,0.000000,47.071458,12.642280,17.465872,62.950813,8.860958,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,35.210761,28.317431,0.000000,340.877290,13.486604,13.187667,141.984045,0.000000,363.677813,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,1.00,5.089903,3.363787,1.30,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.232517,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,3.538243,0.000000,92.484511,1.771844,0.000000,0.000000,0.000000,0.123552,123.890121,45.811718,36.478524,0.000000,47.071458,18.963420,17.465872,62.950813,9.164752,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,35.210761,22.753616,0.000000,340.877290,0.000000,13.187667,141.984045,0.000000,363.677813,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,1.02,5.089903,3.363787,1.30,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.232517,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,7.076486,0.000000,92.484511,1.771018,0.000000,0.000000,0.000000,0.123552,123.890121,45.811718,36.478524,0.000000,47.071458,18.963420,17.465872,62.950813,9.164752,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,35.210761,22.753616,0.000000,340.877290,0.000000,13.187667,141.984045,0.000000,363.677813,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,1.02,5.089903,3.363787,1.30,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.232517,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,36.797731,0.000000,92.484511,1.867364,0.000000,0.000000,0.000000,0.123552,123.890121,45.811718,36.478524,0.000000,47.071458,18.963420,17.465872,62.950813,10.901291,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,44.721936,0.000000,35.210761,10.208075,0.000000,344.624620,0.000000,13.004811,126.891074,0.000000,363.640126,0.000000,62.181411,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,0.00,1.271619,22.681565,1.69,0.000000,7.971978,1.55,0.000000,1.099695,1.02,5.089903,3.363787,1.36,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.232517,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,36.797731,0.000000,92.484511,1.867364,0.000000,0.000000,0.000000,0.123552,123.890121,45.811718,36.478524,0.000000,47.071458,18.963420,17.465872,62.950813,10.901291,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,44.721936,0.000000,35.210761,10.208075,0.000000,344.624620,0.000000,13.004811,103.958952,0.000000,363.640126,0.000000,62.181411,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,0.00,1.271619,18.118711,1.69,0.000000,7.971978,1.55,0.000000,1.099695,1.02,5.089903,3.363787,1.37,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.232517,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,36.797731,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,36.478524,0.000000,47.071458,18.963420,17.465872,62.950813,10.901291,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,44.721936,0.000000,35.210761,16.661601,0.000000,344.624620,0.000000,13.004811,103.958952,0.000000,363.654601,0.000000,62.181411,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,11.618782,1.69,0.000000,4.094627,1.55,0.000000,1.099695,1.03,5.089903,3.363787,1.37,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.263524,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,36.797731,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,36.478524,0.000000,47.071458,18.963420,17.465872,62.950813,10.901291,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,44.721936,0.000000,35.210761,16.661601,0.000000,344.624620,0.000000,13.004811,103.958952,0.000000,363.654601,0.000000,62.181411,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,1.37,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.263524,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,36.797731,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,36.478524,0.000000,34.743219,12.642280,17.465872,62.950813,10.901291,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,46.851552,0.000000,35.210761,16.661601,0.000000,344.624620,0.000000,13.004811,103.958952,0.000000,363.654601,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.513433,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,1.37,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,36.797731,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,10.901291,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,46.851552,0.000000,35.210761,16.661601,0.000000,344.624620,0.000000,13.004811,103.958952,0.000000,363.654601,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.90,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,1.39,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,7.076486,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,11.626912,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,46.851552,0.000000,36.083902,17.897182,0.000000,344.624620,0.000000,12.842557,103.958952,0.000000,363.945733,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.90,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,1.39,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,3.538243,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,11.626912,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.617624,1.077265,51.110784,0.000000,36.083902,17.897182,0.000000,344.624620,0.000000,12.842557,103.958952,0.000000,363.945733,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.93,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,1.43,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,11.626912,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,51.110784,0.000000,35.210761,17.897182,0.000000,344.624620,0.000000,12.842557,103.958952,0.000000,363.945733,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.93,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,1.43,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,11.626912,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,46.851552,0.000000,35.210761,17.897182,0.000000,344.624620,0.000000,12.842557,103.958952,0.000000,363.945733,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.93,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,1.43,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,11.638716,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,46.851552,0.000000,35.210761,10.208075,0.000000,340.877290,0.000000,13.660841,103.958952,0.000000,364.362825,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.93,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,1.24,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,11.638716,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,46.851552,0.000000,35.210761,10.208075,0.000000,338.734908,0.000000,13.660841,103.958952,0.000000,364.362825,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.93,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,1.24,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,1.482629,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,10.541273,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,46.851552,0.000000,35.210761,10.208075,0.000000,338.734908,0.000000,13.602742,103.958952,0.000000,364.362825,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.92,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,0.96,309.242812,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

48,11:45-12:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,1.482629,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,10.541273,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,46.851552,0.000000,35.210761,10.208075,0.000000,338.734908,0.000000,13.602742,103.958952,0.000000,364.362825,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.92,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,1.04,5.089903,3.363787,0.96,287.541562,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

49,12:00-12:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,6.424727,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,10.485881,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,46.851552,0.000000,35.210761,10.208075,0.000000,338.734908,0.000000,13.523890,103.958952,0.000000,364.362825,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.92,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.96,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

50,12:15-12:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,6.424727,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,10.485881,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,46.851552,0.000000,35.210761,10.208075,0.000000,338.734908,0.000000,13.523890,103.958952,0.000000,364.362825,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.92,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.96,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

51,12:30-12:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,6.424727,123.890121,45.811718,0.000000,0.000000,34.743219,12.642280,17.465872,62.950813,10.485881,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,46.851552,0.000000,35.210761,10.208075,0.000000,338.734908,0.000000,13.523890,103.958952,0.000000,364.362825,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.85,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.87,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

52,12:45-13:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,6.424727,123.890121,45.811718,0.000000,0.000000,34.743219,12.642280,17.465872,62.950813,10.485881,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,51.110784,0.000000,35.210761,10.208075,0.000000,338.734908,0.000000,13.523890,103.958952,0.000000,364.354940,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.80,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.83,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

53,13:00-13:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,6.424727,123.890121,45.811718,0.000000,0.000000,34.743219,12.642280,17.465872,62.950813,11.018140,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,51.110784,0.000000,36.083902,10.044110,0.000000,338.734908,0.000000,13.240149,103.958952,0.000000,363.711085,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.80,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.83,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

54,13:15-13:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,6.424727,123.890121,45.811718,0.000000,0.000000,34.743219,12.642280,17.465872,62.950813,11.018140,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,36.083902,10.044110,0.000000,338.734908,6.552813,13.240149,103.958952,0.000000,363.711085,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.80,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.83,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

