Block,Time,ANTA_RF,ANTA_GF,TANAKPUR,UNCHAHAR2,SALAL,BSIUL,RAPPB,ANTA_CRF,SINGRAULI,RIHAND2,UNCHAHAR3,SEWA2,TEHRI,TANDA2,NAPP,DADRT2,SINGRAULI_HYDRO,DULHASTI,ANTA_LF,RAMPUR,DADRI_LF,DADRI_CRF,DHAULIGNGA,CHAMERA3,DADRI_GF,KISHANGANGA,CHAMERA1,KOTESHWR,UNCHAHAR4,RIHAND3,PARBATI3,URI,JHAJJAR,UNCHAHAR1,URI2,AURY_CRF,RAPPC,AURY_RF,NJPC,CHAMERA2,KOLDAM,TALA,KHSTPP-I,KUDGI,DADRI_RF,AURY_LF,BRBCL,AURY_GF,FSTPP I & II,SASAN,KHSTPP-II,RIHAND1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,3.088811,22.923368,1.681124,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,174.826977,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,6.388848,113.811000,7.716000,23.872995,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,43.614690,63.66,0.000000,0.000000,19.290037,0.000000,13.859865,403.903665,52.102290,88.734000,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,3.088811,22.923368,1.681124,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,177.468000,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,6.388848,113.811000,7.716000,23.872995,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,43.614690,63.66,0.000000,0.000000,18.052239,0.000000,13.859865,403.903665,52.102290,88.734000,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,11.499027,22.923368,1.681124,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,177.468000,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,6.388848,113.811000,7.716000,23.872995,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,43.614690,59.80,0.000000,0.000000,17.441509,0.000000,13.859865,403.903665,55.880815,88.734000,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,11.499027,22.923368,1.681124,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,177.468000,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,6.388848,113.811000,7.716000,23.872995,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,43.614690,59.80,0.000000,0.000000,16.094897,0.000000,13.859865,403.903665,55.880815,88.734000,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,11.499027,17.361000,1.681124,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,177.468000,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,47.916360,113.811000,7.716000,23.872995,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,35.056199,58.83,0.000000,0.000000,17.375857,0.000000,8.781387,403.903665,54.363367,88.734000,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,11.499027,17.361000,1.681124,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,177.468000,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,47.916360,113.811000,7.716000,23.872995,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,35.056199,57.87,0.000000,0.000000,16.189189,0.000000,8.781387,403.903665,54.363367,88.734000,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,3.088811,17.361000,1.681124,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,178.432500,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,6.388848,113.811000,7.716000,9.730840,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,35.056199,56.91,0.000000,0.000000,15.673255,0.000000,2.893500,403.903665,54.363367,88.734000,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,3.088811,17.361000,1.681124,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,178.432500,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,6.388848,113.811000,7.716000,9.082118,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,35.056199,56.91,0.000000,0.000000,16.027531,0.000000,2.893500,403.903665,54.363367,88.734000,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,3.088811,17.361000,1.681124,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,178.432500,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,6.388848,113.811000,7.716000,9.082118,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,35.056199,56.91,0.000000,0.000000,14.363655,0.000000,2.893500,403.903665,54.363367,88.734000,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,3.088811,17.361000,8.965992,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,178.432500,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,6.388848,113.811000,7.716000,9.082118,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,35.056199,55.94,0.000000,0.000000,13.126866,0.000000,2.893500,403.903665,54.363367,88.734000,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,3.088811,17.361000,76.558364,0.000000,0.000000,0.000000,132.015938,113.931562,11.574000,0.000000,0.000000,0.000000,0.000000,178.432500,0.553527,15.893853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.558973,0.000000,119.275495,0.000000,8.518464,113.811000,7.716000,9.082118,0.000000,51.650711,0.000000,0.000000,0.000000,0.000000,0.000000,24.581151,54.01,0.000000,0.000000,12.451897,0.000000,2.893500,403.903665,54.363367,88.734000,0,0,0,0,0

