Block,Time,RIHAND1,URI,AURY_CRF,DADRI_CRF,SEWA2,ANTA_RF,RAMPUR,KOLDAM,UNCHAHAR2,KOTESHWR,DULHASTI,NAPP,JHAJJAR,KISHANGANGA,RAPPC,UNCHAHAR4,PARBATI3,ANTA_CRF,AURY_RF,SALAL,RIHAND3,TEHRI,SINGRAULI,NJPC,CHAMERA2,DADRI_RF,SINGRAULI_HYDRO,AURY_GF,TANAKPUR,ANTA_LF,RAPPB,DHAULIGNGA,DADRI_LF,DADRI_GF,TANDA2,CHAMERA3,BSIUL,UNCHAHAR1,SASAN,KHSTPP-II,KHSTPP-I,RIHAND2,UNCHAHAR3,FSTPP I & II,KUDGI,ANTA_GF,AURY_LF,TALA,CHAMERA1,BRBCL,DADRT2,URI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,88.927200,46.953562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,472.570540,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,25.460321,0.000000,0.832098,0.000000,12.877432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,32.86,0.000000,0.000000,17.619185,0.000000,16.452382,625.145457,10.402163,0,0,0,0,0

12,02:45-03:00,88.927200,46.953562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,466.312005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,25.460321,0.000000,0.832098,0.000000,12.877432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,31.90,0.000000,0.000000,17.619185,0.000000,15.675848,625.145457,10.402163,0,0,0,0,0

13,03:00-03:15,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,439.469620,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,25.460321,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,17.682594,20.037618,30.93,0.000000,0.000000,17.619185,0.000000,16.874698,663.841506,10.402163,0,0,0,0,0

14,03:15-03:30,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,369.652005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,25.460321,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,29.96,0.000000,0.000000,17.619185,0.000000,16.992838,652.210257,10.402163,0,0,0,0,0

15,03:30-03:45,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,29.34,0.000000,0.000000,17.619185,0.000000,16.870158,652.210257,10.402163,0,0,0,0,0

16,03:45-04:00,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,27.06,0.000000,0.000000,17.619185,0.000000,16.992838,647.948614,10.402163,0,0,0,0,0

17,04:00-04:15,88.927200,46.953562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,27.06,0.000000,0.000000,17.619185,0.000000,16.992838,647.948614,10.402163,0,0,0,0,0

18,04:15-04:30,88.927200,46.953562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,26.10,0.000000,0.000000,17.619185,0.000000,16.992838,647.948614,10.402163,0,0,0,0,0

19,04:30-04:45,88.927200,16.006896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,26.10,0.000000,0.000000,17.619185,0.000000,16.992838,647.948614,10.402163,0,0,0,0,0

20,04:45-05:00,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,26.10,0.000000,0.000000,17.050824,0.000000,16.992838,647.948614,10.402163,0,0,0,0,0

21,05:00-05:15,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,29.71,0.000000,0.000000,17.050824,0.000000,16.992838,577.386814,10.402163,0,0,0,0,0

22,05:15-05:30,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,30.93,0.000000,0.000000,17.050824,0.000000,16.992838,647.948614,10.402163,0,0,0,0,0

23,05:30-05:45,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,1.063260,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,29.96,0.000000,0.000000,17.050824,0.000000,16.992838,647.948614,10.402163,0,0,0,0,0

24,05:45-06:00,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,341.330112,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,14.614992,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,2.126520,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,29.96,0.000000,0.000000,17.050824,8.628838,16.992838,647.948614,10.402163,0,0,0,0,0

25,06:00-06:15,88.927200,46.953562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,379.540420,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,23.586973,119.535193,30.082525,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,3.189780,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,30.93,0.000000,0.000000,17.050824,13.515968,16.992838,659.579905,14.302974,0,0,0,0,0

26,06:15-06:30,88.927200,46.953562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,379.540420,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,23.586973,119.535193,30.082525,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,19.004709,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,32.86,0.000000,0.000000,17.050824,27.108297,16.992838,659.579905,14.302974,0,0,0,0,0

27,06:30-06:45,88.927200,16.006896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,379.540420,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,23.586973,119.535193,30.082525,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,19.004709,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,38.66,0.000000,0.000000,17.050824,27.108297,16.992838,659.579905,10.402163,0,0,0,0,0

28,06:45-07:00,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,379.540420,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,23.586973,119.535193,30.082525,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,19.004709,13.394273,266.419125,142.588603,41.657560,56.024039,17.682594,20.037618,45.43,0.000000,0.000000,17.050824,27.108297,16.992838,659.579905,10.402163,0,0,0,0,0

29,07:00-07:15,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,379.540420,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,23.586973,119.535193,15.041263,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,19.004709,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,38.66,0.000000,0.000000,17.050824,27.108297,16.992838,659.579905,10.402163,0,0,0,0,0

30,07:15-07:30,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,379.540420,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,23.586973,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,43.50,0.000000,0.000000,17.050824,27.108297,16.992838,659.579905,10.402163,0,0,0,0,0

31,07:30-07:45,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,340.246054,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,23.586973,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,20.037618,43.50,0.000000,0.000000,17.050824,27.108297,16.992838,659.579905,10.402163,0,0,0,0,0

32,07:45:08:00,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,338.385025,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,23.586973,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,20.037618,48.33,0.000000,0.000000,17.050824,27.108297,16.992838,659.579905,10.402163,0,0,0,0,0

33,08:00-08:15,88.927200,46.953562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,338.385025,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,83.116001,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,16.105855,48.33,0.000000,0.000000,17.050824,27.108297,16.992838,580.286614,31.206488,0,0,0,0,0

34,08:15-08:30,88.927200,46.953562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,338.385025,0.000000,49.064616,0.000000,3.076204,0.000000,0.000000,83.116001,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,13.890042,58.00,0.000000,0.000000,17.050824,13.515968,16.992838,580.286614,31.206488,0,0,0,0,0

35,08:30-08:45,88.927200,16.006896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,338.385025,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,83.116001,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,13.890042,60.90,0.000000,0.000000,17.050824,13.515968,16.992838,580.286614,31.206488,0,0,0,0,0

36,08:45:09:00,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,338.385025,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,83.116001,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,13.890042,64.76,0.000000,0.000000,17.050824,11.454210,16.992838,580.286614,31.206488,0,0,0,0,0

37,09:00:09:15,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,338.385025,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,13.890042,47.36,0.000000,0.000000,17.050824,10.690596,16.992838,580.286614,31.206488,0,0,0,0,0

38,09:15-09:30,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,338.385025,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,13.890042,53.16,0.000000,0.000000,17.050824,9.239729,16.992838,580.286614,31.206488,0,0,0,0,0

39,09:30-09:45,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.403348,8.577608,47.785375,38.196166,338.385025,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,13.890042,58.96,0.000000,0.000000,17.050824,0.000000,16.992838,580.286614,11.702433,0,0,0,0,0

40,09:45-10:00,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,411.771600,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,20.037618,64.76,0.000000,0.000000,17.050824,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

41,10:00-10:15,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,411.771600,0.000000,49.064616,0.000000,3.076204,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,0.000000,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

42,10:15-10:30,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,460.101600,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.108426,0.000000,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

43,10:30-10:45,88.927200,12.805517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,460.101600,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.385211,0.000000,5.799600,266.419125,142.588603,41.657560,56.024039,6.766200,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

44,10:45-11:00,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,466.312005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,33.695676,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.363883,266.419125,142.588603,41.657560,56.024039,11.299207,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

45,11:00-11:15,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,495.310005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

46,11:15-11:30,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,495.310005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

