Column1,Time,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/2563,GNA/SR/2025/03/01/7500,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/1906,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/9482,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/8036,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/6891,GNA/WR/2025/01/01/9606,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/4651
35,08:30-08:45,68.43,32.67,7.4,32.67,23.51,7,32.66,7.83,22,7.83,22,40,20,40.57,33,21,116.41,77,34,23.28,8.64,74.41,32,3.58,271.38,6.71,0,0,99.99,24.17,0,6.71,39.35,1.15,28.79,1.24,24.17,6.71,1.26,0,0,0,65.86,32,259.72,26.24,0

36,08:45-09:00,77.62,32.67,7.2,32.67,21.49,7,32.66,7.17,20.67,7.17,20.66,47,23,50.12,39,25,137.22,91,40,27.45,8.64,74.41,32,3.58,271.38,8.21,0,0,99.99,24.17,0,8.21,39.35,1.15,28.79,1.24,24.17,8.21,1.26,0,0,0,70,32,259.72,26.24,0

37,09:00-09:15,86.85,32.67,7,32.67,21.49,7,32.66,7.17,15,7.17,15,52,26,58.48,46,27,146.62,109,47,29.33,8.64,63.94,32,3.49,271.38,9.7,0,0,99.99,16.54,0,9.7,25.91,1.15,28.79,1.24,16.54,9.7,1.26,0,0,0,70,32,195.06,26.24,0

38,09:15-09:30,94.99,32.67,7,32.67,21.49,7,32.66,7.17,14,7.17,14,59,30,66.88,52,30,164.71,123,57,32.94,8.64,63.94,32,3.49,271.38,10.96,0,0,99.99,16.54,0,10.96,25.91,1.15,28.79,1.24,16.54,10.96,1.26,0,0,0,70,32,195.06,25.73,0

39,09:30-09:45,102.89,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,65,33,70.46,58,34,181.34,137,66,36.27,8.64,63.94,32,3.49,271.38,12.17,0,0,99.99,16.54,0,12.17,28.79,1.15,28.79,1.24,16.54,12.17,1.26,0,0,0,70,32,195.06,25.73,0

40,09:45-10:00,110.73,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,72,36,77.13,64,36,197.06,148,72,39.41,8.64,63.94,32,3.49,271.38,13.19,0,0,99.99,16.54,0,13.19,31.67,1.15,28.79,1.24,16.54,13.19,1.26,0,0,0,70,32,195.06,26.24,0

41,10:00-10:15,117.62,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,77,38,84.14,67,39,218.8,158,77,43.76,8.64,46.07,32,3.49,271.38,14.3,0,0,99.99,16.54,0,14.3,34.55,1.23,28.79,1.24,16.54,14.3,0,0,0,0,70,32,195.06,26.24,0

42,10:15-10:30,120.57,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,81,41,89.05,72,41,225.47,168,82,45.09,8.64,46.07,32,3.49,271.38,15.12,0,0,99.99,16.54,0,15.12,37.43,1.23,28.79,1.24,16.54,15.12,0,0,0,0,70,32,195.06,26.24,0

43,10:30-10:45,104.31,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,85,43,91.67,76,43,227.97,179,91,45.59,8.64,46.07,32,3.49,271.38,15.85,0,0,99.99,16.54,0,15.85,39.35,1.23,28.79,1.24,16.54,15.85,0,0,0,0,70,25.31,195.06,26.24,0

44,10:45-11:00,110.4,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,88,44,93.33,79,45,228.8,186,92,45.76,8.64,46.07,32,3.49,271.38,16.52,0,0,99.99,16.54,0,16.52,40.31,1.23,28.79,1.24,16.54,16.52,1.44,0,0,0,70,25.31,195.06,26.24,0

45,11:00-11:15,116.12,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,89,44,95,79,47,220.83,186,93,44.17,8.64,46.07,32,3.49,271.38,17.13,0,0,99.99,16.54,0,17.13,40.31,1.23,28.79,1.24,16.54,17.13,1.44,0,0,0,70,25.31,164.13,25.73,0

46,11:15-11:30,121.63,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,90,45,95,79,47,222.5,186,93,44.5,8.64,46.07,32,3.49,271.38,17.66,0,0,99.99,16.54,0,17.66,40.31,1.23,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,25.73,0

47,11:30-11:45,126.14,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,90,45,95,81,47,230,189,93,46,8.64,46.07,32,3.49,271.38,17.66,0,0,99.99,16.54,0,17.66,40.31,1.23,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,25.73,0

48,11:45-12:00,133.25,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,90,45,95,81,48,230.83,189,93,46.17,8.64,46.07,32,3.49,271.38,17.66,0,0,99.99,16.54,0,17.66,40.31,1.23,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,25.73,0

49,12:00-12:15,128.08,32.67,6.4,32.67,21.49,7,32.66,7.17,13.33,7.17,13.34,90,45,95,81,48,231.67,189,93,46.33,8.64,46.07,32,3.49,249.55,17.66,0,0,75.82,16.54,0,17.66,40.31,1.31,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,0,0

50,12:15-12:30,130.46,32.07,6.4,32.07,21.49,7,32.06,7.17,13.33,7.17,13.34,90,45,95,81,48,232.5,189,93,46.5,8.64,46.07,32,3.49,230.35,17.66,0,0,52.79,16.54,0,17.66,40.31,1.31,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,0,0

51,12:30-12:45,132.53,31.9,7.6,31.9,21.49,7,31.9,7.17,13.33,7.17,13.34,90,45,95,72,48,237.5,168,92,47.5,8.64,46.07,32,3.49,211.16,17.66,0,0,52.79,16.54,0,17.66,40.31,1.31,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,0,0

52,12:45-13:00,133.87,31.57,7.6,31.57,21.49,7,31.56,7.17,13.33,7.17,13.34,90,45,95,72,48,237.5,168,92,47.5,8.64,46.07,32,3.49,172.76,17.66,0,0,52.79,16.54,0,17.66,40.31,1.31,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,0,0

53,13:00-13:15,134.82,31.57,10,31.57,21.49,7,31.56,7.17,13.33,7.17,13.34,87,43,95,76,47,237.5,179,91,47.5,8.64,46.07,32,3.49,149.26,17.66,0,0,52.79,16.54,0,17.66,40.31,1.31,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,0,0

54,13:15-13:30,139,31.57,10,31.57,21.49,7,31.56,7.17,13.33,7.17,13.34,87,43,95,76,47,237.5,179,91,47.5,8.64,46.07,32,3.49,149.26,17.66,0,0,52.79,16.54,0,17.66,40.31,1.31,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,0,0

55,13:30-13:45,137.99,31.57,10,31.57,21.49,7,31.56,7.17,13.33,7.17,13.34,87,43,95,78,46,235.83,182,86,47.17,8.64,46.07,32,3.49,149.26,17.66,0,0,52.79,16.54,0,17.66,40.31,1.31,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,0,0

56,13:45-14:00,136.09,31.57,10,31.57,21.49,7,31.56,7.17,13.33,7.17,13.34,87,43,95,75,45,233.33,175,86,46.67,8.64,46.07,32,3.49,149.26,17.66,0,0,52.79,16.54,0,17.66,40.31,1.31,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,0,0

57,14:00-14:15,133.44,31.57,9.8,31.57,21.49,7,31.56,7.17,13.33,7.17,13.34,87,43,95,75,44,233.33,175,86,46.67,8.64,46.07,32,3.49,149.26,17.66,0,0,52.79,16.54,0,17.66,40.31,1.31,28.79,1.24,16.54,17.66,1.44,0,0,0,70,25.31,139.17,0,0

58,14:15-14:30,129.23,31.57,10,31.57,21.49,7,31.56,7.17,13.33,7.17,13.34,87,43,95,75,43,233.33,175,85,46.67,8.64,46.07,32,3.49,149.26,17.22,0,0,52.79,16.54,0,17.22,40.31,1.31,28.79,1.24,16.54,17.22,1.44,0,0,0,70,25.31,139.17,0,0

59,14:30-14:45,123.71,31.57,10,31.57,21.49,7,31.56,7.17,13.33,7.17,13.34,87,43,95,75,42,231.67,175,85,46.33,8.64,46.07,32,3.49,191.96,16.53,0,0,81.58,16.54,0,16.53,40.31,1.31,28.79,1.24,16.54,16.53,1.44,0,0,0,70,25.31,139.17,0,0

60,14:45-15:00,117.77,31.57,10,31.57,21.49,7,31.56,7.17,13.33,7.17,13.34,85,43,93.33,75,40,230,175,83,46,8.64,46.07,32,3.49,230.35,15.94,0,0,99.99,16.54,0,15.94,40.31,1.31,28.79,1.24,16.54,15.94,1.44,0,0,0,70,25.31,139.17,0,0

61,15:00-15:15,117.76,32.07,10,32.07,21.49,7,32.06,7.17,20,7.17,20,81,41,91.67,72,38,227.62,168,81,45.53,8.64,46.07,32,3.49,271.38,15.28,0,0,99.99,16.54,0,15.28,40.31,1.38,28.79,1.24,16.54,15.28,1.44,0,0,0,70,25.31,139.17,0,0

62,15:15-15:30,109.79,32.07,10.2,32.07,21.49,7,32.06,7.17,20.33,7.17,20.34,78,39,90,67,36,218.47,158,76,43.69,8.64,46.07,32,3.49,271.38,14.46,0,0,99.99,16.54,0,14.46,40.31,1.38,28.79,1.24,16.54,14.46,1.44,0,0,0,70,25.31,139.17,0,0

63,15:30-15:45,100.93,32.07,10,32.07,21.49,0.34,32.06,7.17,16.67,7.17,16.66,73,37,86.67,64,33,203.5,151,71,40.7,8.64,46.07,32,3.49,271.38,13.55,0,0,99.99,16.54,0,13.55,40.31,1.38,28.79,1.24,16.54,13.55,1.44,0,0,0,65.86,25.31,139.17,0,0

64,15:45-16:00,91.31,32.07,9.6,32.07,21.49,0.34,32.06,7.17,16.67,7.17,16.66,67,33,82.67,60,30,189.57,140,66,37.91,8.64,46.07,32,3.49,271.38,12.5,0,0,99.99,16.54,0,12.5,40.31,1.38,28.79,1.24,16.54,12.5,1.44,0,0,0,65.86,25.31,164.13,0,0

65,16:00-16:15,81.07,32.07,9,32.07,21.49,0.34,32.06,7.17,16.67,7.17,16.66,59,29,73.44,54,27,165.42,126,57,33.09,8.64,56.54,32,3.58,271.38,11.42,0,0,99.99,16.54,0,11.42,40.31,1.38,28.79,1.24,16.54,11.42,1.35,0,0,0,65.86,25.31,229.31,0,0

66,16:15-16:30,70.45,32.07,9,32.07,21.49,0.34,32.06,7.17,16.67,7.17,16.66,53,27,67.2,48,24,148.07,112,50,29.62,8.64,86.57,32,3.58,271.38,10.17,0,0,99.99,16.54,0,10.17,40.31,1.38,28.79,1.24,16.54,10.17,1.35,0,0,0,65.86,25.31,259.72,0,0

67,16:30-16:45,59.32,32.67,8.6,32.67,21.49,0.34,32.66,7.17,17.67,7.17,17.66,42,21,56.69,42,19,130.1,98,42,26.02,8.64,86.57,32,3.58,271.38,6.93,0,0,99.99,16.54,0,6.93,40.31,1.38,28.79,1.24,16.54,6.93,1.35,0,0,0,65.86,25.31,259.72,0,0

68,16:45-17:00,47.72,32.67,8.4,32.67,21.49,0.34,32.66,7.17,18.67,7.17,18.66,37,18,49.79,37,15,111.97,88,35,22.39,8.64,86.57,32,3.58,271.38,5.87,0,0,99.99,16.54,0,5.87,40.31,1.38,28.79,1.24,16.54,5.87,1.35,0,0,0,65.86,25.31,259.72,0,0

69,17:00-17:15,36.26,32.67,8,32.67,22.5,0.34,32.66,7.5,21.67,7.5,21.66,29,15,40.12,30,10,92.55,70,27,18.51,8.64,86.57,32,3.58,271.38,4.73,0,100,99.99,25.4,0,4.73,43.19,1.45,28.79,1.24,25.4,4.73,1.35,0,0,0,65.86,25.31,259.72,0,0

70,17:15-17:30,25.71,29.59,7.6,29.26,28.01,0.34,18,9.33,25.67,9.33,25.66,22,11,33.71,22,8,73.74,53,20,14.75,8.64,86.57,32,3.58,271.38,3.54,0,100,99.99,25.4,0,3.54,43.19,1.45,28.79,1.24,25.4,3.54,1.35,0,0,0,65.86,25.31,259.72,0,0

71,17:30-17:45,16.56,17.53,7,16.76,33.49,0.34,8,11.17,26,11.17,26,17,8,23.84,15,6,55.22,35,15,11.05,8.64,86.57,32,3.58,271.38,2.45,0,100,99.99,25.4,0,2.45,43.19,1.45,28.79,1.24,25.4,2.45,1.35,0,0,0,65.86,25.31,259.72,0,0

72,17:45-18:00,9.6,8.79,7,7.18,39.49,0.34,1,13.17,30.33,13.17,30.34,10,5,18.99,7,4,37.17,18,12,7.44,8.64,86.57,32,3.58,271.38,1.43,0,100,99.99,25.4,0,1.43,43.19,1.45,28.79,1.24,25.4,1.43,1.35,0,0,0,65.86,25.31,259.72,0,0

73,18:00-18:15,5.29,0,7,0,27.49,0.34,0,9.17,25,9.17,25,5,3,12.65,3,3,26.22,7,8,5.25,8.64,86.57,32,3.68,271.38,0.71,0,100,99.99,22.96,0,0.71,43.19,1.38,28.79,1.24,22.96,0.71,1.39,0,0,50,65.86,32,259.72,31.29,0

74,18:15-18:30,1.98,0,7,0,26.51,0.34,0,8.83,27.67,8.83,27.66,3,1,0.39,1,1,16.98,4,5,3.4,8.64,86.57,32,3.68,271.38,0.21,0,100,99.99,22.96,0,0.21,43.19,1.38,28.79,1.24,22.96,0.21,1.39,0,0,50,114.79,32,259.72,31.29,0

75,18:30-18:45,0,0,7,0,25.99,0.34,0,8.67,28.33,8.67,28.34,1,0,0.39,0,0,8.64,1,2,1.73,12.48,86.57,31,3.68,271.38,0.05,0,100,99.99,22.96,50,0.05,43.19,1.38,28.79,1.24,22.96,0.05,1.39,0,0,50,114.79,31,259.72,31.29,12.48

76,18:45-19:00,0,0,7,0,25.01,0.34,0,8.33,28.67,8.33,28.66,0,0,0.39,0,0,1.37,0,1,0.28,12.48,86.57,31,3.68,271.38,0.04,0,100,99.99,22.96,50,0.04,43.19,1.38,28.79,1.24,22.96,0.04,1.39,0,0,50,114.79,31,259.72,31.29,12.48

