Block,Time Block,CHAMERA2,CHAMERA1,BSIUL,CHAMERA3,DADRT2,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,TANDA2,UNCHAHAR4,URI2,TALST2,UNCHAHAR3,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,SINGRAULI,TEHRI,URI,UNCHAHAR1,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_RF,ANTA_LF,AURY_GF,AURY_LF,ANTA_GF,AURY_CRF,BRBCL,NAPP,KOTESHWR,KKNP,KKNPPU2,KUDGI,KOLDAM,NLCEXP,KISHANGANGA,MAPS,NJPC,NLCIIST2,NLCTS2EXP,NLCIIST1,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SIMHST1,SIMHST2,NNTPP,RSTPSU1TO6,RAPPC,NTPL,RSTPSU7,PARBATI3,SALAL,SEWA2,RIHAND3,DHAULIGNGA,FSTPP I & II,DULHASTI,KHSTPP-I,JHAJJAR,KHSTPP-II,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,0,479.08,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,0,1.07,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,357.33,142.66,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,488.7,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,14.97,1.07,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,445.83,142.66,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,527.18,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,29.94,1.07,19.78,0,0,0,0,0,0,0,0,0,16.33,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,65.69,0,17.51,0,43.5,527.6,142.66,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,579.08,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,44.91,1.07,19.78,0,0,0,0,0,0,0,0,0,16.91,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,74.57,0,17.51,0,43.5,600.25,142.66,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,657.18,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,44.91,1.07,19.78,0,0,0,0,0,0,0,0,0,17.56,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,83.45,0,17.51,0,43.5,627.47,142.66,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,656.89,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,59.87,1.07,19.78,0,0,0,0,0,0,0,0,0,17.56,42.02,8.54,0,0,0,0,0,0,0,22.5,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,92.33,0,17.51,0,43.5,629.44,142.66,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,656.89,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,45.01,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,94.54,0,17.51,15.85,43.5,629.44,142.66,0,0,0,0,0,0,0

70,17:15-17:30,3.2,11.7,0,0,656.89,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,59.87,4.24,19.78,0,0,0,0,0,0,0,0,0,15.39,42.02,17.08,0,0,0,0,0,0,0,67.5,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,94.54,0,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

71,17:30-17:45,7.7,13.52,0,6.13,656.89,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,19.24,42.02,25.62,0,0,0,0,0,0,0,90,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,94.54,7.75,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

72,17:45-18:00,38.01,26.98,0,27.97,656.89,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,19.24,42.02,38.32,0,0,0,0,0,0,0,112.52,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,10.13,94.54,15.37,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

73,18:00-18:15,38.01,26.98,0,27.97,656.89,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,16.35,42.02,38.32,0,0,0,0,0,0,0,112.52,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,8.94,10.13,102.91,30.88,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

74,18:15-18:30,38.01,26.98,0,27.97,656.89,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,6.38,19.78,0,0,0,0,0,0,0,0,0,16.35,42.02,38.32,0,0,0,0,0,0,0,112.52,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,40.24,10.13,115.25,32.16,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

75,18:30-18:45,38.01,26.98,0,27.97,656.89,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,4.24,19.78,0,0,0,0,0,0,0,0,0,15.39,42.02,38.32,0,0,0,0,0,0,0,112.52,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,40.24,10.13,119.6,32.16,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

76,18:45-19:00,38.01,26.98,0,27.97,656.89,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,4.24,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,38.32,0,0,0,0,0,0,0,112.52,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,40.24,10.13,119.6,32.16,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

77,19:00-19:15,38.01,23.56,0,27.97,652.99,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,4.24,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,38.32,0,0,0,0,0,0,0,91.1,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,40.24,10.13,119.6,15.37,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

78,19:15-19:30,3.2,11.55,0,1.84,652.99,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,4.24,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,25.62,0,0,0,0,0,0,0,90,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,40.24,0,119.6,15.37,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

79,19:30-19:45,0,11.55,0,0,595.63,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,4.24,19.78,0,0,0,0,0,0,0,0,0,15.39,42.02,25.62,0,0,0,0,0,0,0,67.5,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,40.24,0,94.54,7.62,17.51,15.85,43.5,629.44,142.66,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,595.63,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,4.24,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,25.62,0,0,0,0,0,0,0,45.01,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,8.94,0,94.54,0,17.51,15.85,43.5,629.44,142.66,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,553.15,0,0,0,0,0,0,10.35,0,25.39,0,0,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,15.39,42.02,17.08,0,0,0,0,0,0,0,18.77,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,94.54,0,17.51,15.85,43.5,549.1,142.66,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,553.15,0,0,0,0,0,0,10.35,0,25.39,0,0,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,17.08,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,94.54,0,17.51,15.85,43.5,460.6,142.66,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,533.91,0,0,0,0,0,0,10.35,0,25.39,0,0,0,0,40.78,121.17,44.91,25.48,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,94.54,0,17.51,15.85,43.5,379.79,142.66,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,524.29,0,0,0,0,0,0,10.35,0,25.39,0,0,0,0,40.78,121.17,44.91,21.24,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,94.54,0,17.51,15.85,43.5,379.79,142.66,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,524.29,0,0,0,0,0,0,10.35,0,25.39,0,0,0,0,40.78,121.17,44.91,11.69,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,94.54,0,17.51,15.85,43.5,379.79,142.66,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,524.29,0,0,0,0,0,0,10.35,0,25.39,0,0,0,0,40.78,121.17,29.94,10.62,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,94.54,0,17.51,15.85,43.5,379.79,142.66,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,456.95,0,0,0,0,0,0,4.27,0,25.39,0,0,0,0,40.78,121.17,29.94,10.62,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,109.39,0,17.51,15.85,43.5,379.79,142.66,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,379.99,0,0,0,0,0,0,4.27,0,25.39,0,0,0,0,40.78,121.17,29.94,10.62,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,109.39,0,17.51,15.85,43.5,379.79,142.66,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,301.93,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,15.57,8.07,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,119.6,0,15.74,15.85,43.5,350.59,142.66,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,294.37,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,14.97,7.97,15.42,0,0,0,0,0,0,0,0,0,15.39,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,119.6,0,14.06,15.85,43.5,350.59,142.66,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,294.37,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,14.97,4.24,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,119.6,0,14.06,15.85,43.5,350.59,142.66,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,294.37,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,0,4.24,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,119.6,0,14.06,15.85,43.5,350.59,142.66,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,294.37,0,0,0,0,0,0,4.27,0,13.96,0,0,0,0,22.42,121.17,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,119.6,0,14.06,15.85,43.5,346.42,142.66,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,294.37,0,0,0,0,0,0,4.27,0,13.96,0,0,0,0,22.42,121.17,0,1.28,11.55,0,0,0,0,0,0,0,0,0,15.39,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,119.6,0,14.06,15.85,43.5,333.91,142.66,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,294.37,0,0,0,0,0,0,4.27,0,13.96,0,0.24,0,0,22.42,121.17,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,119.6,0,14.06,15.85,43.5,333.91,142.66,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,294.37,0,0,0,0,0,0,4.27,0,13.96,0,0.24,0,0,22.42,121.17,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,119.6,0,14.06,15.85,43.5,333.91,142.66,0,0,0,0,0,0,0

