Block,Time,NR/01032024/22032024/HP-56,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/05032024/05032024/DD20240305NR23133,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01012024/31032024/ ChanjuII,NR/01032024/31032024/NVVN/OA/16997,NR/01032024/15032024/HP-62,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01032024/22032024/HP-59,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,SR/01032024/15032024/BYPL-APPCPL-KSEB,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/01102023/L_NR_2022_09,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023
22,05:15-05:30,76.530000,200.600000,47.170000,0.000000,23.370000,0.970000,52.950000,0.000000,1.160000,0.950000,0.000000,250.300000,0.000000,0.000000,4.320000,48.140000,98.210000,51.670000,25.030000,32.760000,23.370000,0,0,31.5,96.27,144.405000,0,0,0,23.77,63.11,0,94.5,31.49,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,63.11,48.14

23,05:30-05:45,76.530000,260.510000,47.170000,0.000000,23.370000,0.970000,52.950000,0.000000,1.160000,0.950000,0.000000,270.760000,0.000000,0.000000,4.320000,48.140000,98.210000,75.370000,25.030000,32.760000,23.370000,0,0,31.21,96.27,144.405000,0,0,0,23.2,62.79,0,93.64,31.22,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,62.79,48.14

24,05:45-06:00,76.530000,224.220000,33.020000,0.000000,23.370000,0.970000,52.950000,0.000000,1.160000,0.950000,0.000000,270.760000,0.000000,0.000000,4.320000,48.140000,98.210000,56.430000,25.030000,32.760000,23.370000,0,0,30.92,96.27,144.405000,0,0,0,22.42,62.74,0,92.77,30.92,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,62.74,48.14

25,06:00-06:15,0.000000,224.220000,33.020000,0.000000,18.670000,0.930000,52.950000,0.000000,1.250000,0.950000,0.000000,270.760000,0.000000,0.000000,4.230000,48.140000,0.000000,56.430000,25.030000,0.000000,30.810000,0,0,31.79,96.27,144.405000,0,0,0,21.66,68.37,0,95.38,31.8,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,68.37,48.14

26,06:15-06:30,0.000000,204.970000,33.020000,0.000000,18.670000,0.930000,52.950000,0.000000,1.250000,0.950000,0.000000,250.300000,0.000000,0.000000,4.230000,48.140000,0.000000,56.430000,25.030000,0.000000,30.810000,0,0,31.5,96.27,144.405000,0,0,0,21,67.54,0,94.5,31.49,0,0,0,2.04,0,7.01,0,0,96.27,0,0.01,0,0,67.54,48.14

27,06:30-06:45,0.000000,224.220000,41.500000,0.000000,25.140000,0.930000,81.830000,0.000000,1.250000,1.030000,0.000000,231.050000,0.000000,0.000000,4.230000,48.140000,0.000000,56.430000,24.070000,0.000000,30.810000,0,0,31.21,96.27,144.405000,0.272468,0,0,20,66.44,0,93.64,31.22,1.55,0,0,5.85,0,7.01,0,0,96.27,0,0.01,0,0,66.44,48.14

28,06:45-07:00,0.000000,260.510000,57.740000,0.000000,18.670000,0.930000,99.750000,0.000000,1.250000,1.030000,0.000000,250.300000,0.000000,0.000000,4.230000,48.140000,0.000000,75.370000,23.100000,0.000000,30.810000,2,0,30.92,96.27,144.405000,3.473967,0,0,18.66,65.44,0,92.77,30.92,4.55,1,0,13.04,0,7.01,0,0,96.27,0,0.01,1,0,65.44,48.14

29,07:00-07:15,0.000000,260.510000,57.740000,0.050000,18.670000,0.930000,99.750000,144.400000,1.250000,1.030000,0.000000,270.760000,0.050000,0.050000,4.230000,48.140000,0.000000,86.840000,22.140000,0.000000,30.810000,7,0.05,26.53,96.27,144.405000,9.750462,0.75,0,14.34,63.21,2,79.58,26.53,10.48,4,0,22.31,1,7.01,1,0,96.27,0,0.26,1,0,63.21,48.14

30,07:15-07:30,0.000000,260.510000,57.740000,0.460000,18.670000,0.930000,99.750000,144.400000,1.250000,1.030000,0.000000,270.760000,0.450000,0.450000,4.230000,48.140000,0.000000,86.840000,22.140000,0.000000,30.810000,15,0.33,25.99,96.27,144.405000,16.727589,3.44,0,13.66,60.87,6,77.96,25.99,21.59,11,0,32.29,2,7.01,3,0,96.27,0,1.66,4,0,60.87,48.14

31,07:30-07:45,0.000000,260.510000,47.170000,1.580000,18.670000,0.930000,99.750000,144.400000,1.250000,1.030000,0.000000,270.760000,1.540000,1.540000,4.230000,48.140000,0.000000,86.840000,21.180000,0.000000,30.810000,25,3.08,25.26,96.27,144.405000,24.804319,8.54,0,12.66,58.58,11,75.79,25.26,32.52,14,0,32.52,5,7.01,6,0,96.27,0,15.38,6,0,58.58,48.14

32,07:45:08:00,0.000000,260.510000,57.740000,2.900000,18.670000,0.930000,99.750000,144.400000,1.250000,1.030000,0.000000,270.760000,2.840000,2.840000,4.230000,48.140000,0.000000,86.840000,21.180000,0.000000,30.810000,30.71,8.03,24.52,96.27,144.405000,35.158103,15.14,0,11.66,56.16,16,73.57,24.52,30.72,32,0,30.72,7.5,7.01,8,0,96.27,0,40.14,13,0,56.16,48.14

33,08:00-08:15,0.000000,260.510000,57.740000,4.410000,25.140000,1.010000,99.750000,144.400000,1.250000,1.030000,0.000000,270.760000,4.310000,4.310000,4.140000,48.140000,0.000000,86.840000,20.220000,0.000000,30.810000,30.71,12.56,18,96.27,144.405000,47.477549,21.74,0,9.08,31.69,25,54,18,30.72,42,0,30.72,11.7,7.01,13,0,96.27,0,62.78,18,0,31.69,48.14

34,08:15-08:30,0.000000,260.510000,57.740000,6.140000,25.140000,1.010000,99.750000,144.400000,1.250000,1.030000,0.000000,270.760000,6.000000,6.000000,4.140000,48.140000,0.000000,75.370000,20.220000,0.000000,30.810000,30.71,17.49,16.83,96.27,144.405000,60.750633,25.64,0,8.94,30.25,33,50.5,16.84,30.72,60,0,30.72,16.5,7.01,17,0,96.27,0,87.48,25,0,30.25,48.14

35,08:30-08:45,0.000000,260.510000,57.740000,7.690000,25.140000,1.010000,99.750000,144.400000,1.250000,1.030000,0.000000,270.760000,7.510000,7.510000,4.140000,48.140000,0.000000,75.370000,20.220000,0.000000,30.810000,31.71,21.29,16.6,96.27,144.405000,73.984793,31.57,0,8.21,28.91,43,49.82,16.61,31.72,79,0,31.72,22.1,7.01,21,0,96.27,0,106.48,34,0,28.91,48.14

36,08:45:09:00,0.000000,260.510000,47.170000,9.190000,25.140000,1.010000,99.750000,144.400000,1.250000,1.030000,0.000000,270.760000,8.970000,8.970000,4.140000,48.140000,0.000000,75.370000,20.220000,0.000000,30.810000,31.71,25.52,14.88,96.27,144.405000,86.635093,40.87,0,7.55,27.84,51,44.65,14.9,31.72,98,0,31.72,26.1,7.01,26,0,96.27,0,127.58,42,0,27.84,48.14

37,09:00:09:15,0.000000,260.510000,57.740000,10.740000,25.140000,1.010000,99.750000,0.000000,1.250000,1.030000,0.000000,270.760000,10.490000,10.490000,4.040000,48.140000,0.000000,75.370000,20.220000,0.000000,30.810000,31.71,29.61,19.67,96.27,144.405000,92.843471,48.49,0,6.66,33,60,59,19.66,31.72,112,0,31.72,29.4,7.01,30,0,96.27,17.33,148.03,48,0,33,48.14

38,09:15-09:30,0.000000,260.510000,57.740000,12.110000,25.140000,1.010000,70.870000,0.000000,1.250000,1.030000,0.000000,270.760000,11.810000,11.810000,4.040000,48.140000,0.000000,75.370000,20.220000,0.000000,30.810000,31.71,33.47,19.17,96.27,144.405000,102.555009,56.46,0,6.66,31.67,67,57.5,19.16,31.72,130,0,31.72,32.5,7.01,34,0,96.27,17.33,167.33,55,0,31.67,48.14

39,09:30-09:45,0.000000,260.510000,57.740000,13.260000,25.980000,1.010000,52.950000,0.000000,1.250000,1.030000,0.000000,270.760000,12.940000,12.940000,4.040000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,31.71,35.29,13.83,96.27,144.405000,111.186406,69.01,0,6.66,21.48,72,41.5,13.84,31.72,137,0,31.72,35.5,7.01,36,0,96.27,17.33,176.48,58,0,21.48,48.14

40,09:45-10:00,0.000000,260.510000,57.740000,14.410000,25.980000,1.010000,52.950000,0.000000,1.250000,1.030000,0.000000,270.760000,14.060000,14.060000,4.040000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,39.01,13.33,96.27,144.405000,118.893358,76.45,0,6.66,20.81,78,40,13.34,32.05,151,0,32.05,38.5,7.01,39,0,96.27,17.33,195.04,64,0,20.81,48.14

41,10:00-10:15,0.000000,260.510000,57.740000,15.390000,25.980000,1.010000,50.970000,0.000000,1.300000,1.030000,0.000000,270.760000,15.020000,15.020000,4.040000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,41.96,13.33,96.27,144.405000,125.62721,83.22,0,6.66,20.75,85,40,13.34,32.05,168,18.1,32.05,39.6,6.01,43,0,96.27,17.33,209.81,72,11.55,20.75,48.14

42,10:15-10:30,0.000000,240.600000,57.740000,16.240000,25.980000,1.010000,50.970000,0.000000,1.300000,1.030000,0.000000,270.760000,15.850000,15.850000,4.040000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,44.91,13.33,96.27,144.405000,131.699354,89.36,0,6.66,20.84,89,40,13.34,32.05,179,18.1,32.05,41.7,6.01,44,0,96.27,17.33,224.58,76,11.55,20.84,48.14

43,10:30-10:45,0.000000,225.190000,57.740000,16.950000,25.980000,1.010000,50.970000,0.000000,1.300000,1.030000,0.000000,270.760000,16.540000,16.540000,4.040000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,49.17,10,96.27,144.405000,145.313023,89.93,0,6.66,19.63,93,30,10,32.05,196,18.1,32.05,43.3,6.01,47,0,96.27,17.33,245.83,84,11.55,19.63,48.14

44,10:45-11:00,0.000000,225.190000,57.740000,17.580000,25.980000,1.010000,50.970000,0.000000,1.300000,1.030000,0.000000,270.760000,17.150000,17.150000,4.040000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,49.17,9.83,96.27,144.405000,149.419505,89.74,0,6.66,20.09,93,29.5,9.84,32.05,196,18.1,32.05,45,6.01,47,0,96.27,17.33,245.83,84,11.55,20.09,48.14

45,11:00-11:15,0.000000,225.190000,57.740000,18.100000,25.980000,0.930000,50.970000,0.000000,1.300000,1.030000,0.000000,270.760000,17.650000,17.650000,3.960000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,49.17,9.67,96.27,144.405000,153.467601,89.7,0,6.66,21.67,93,29,9.66,32.05,200,0,32.05,45.8,6.01,47,0,96.27,17.33,245.83,85,0,21.67,48.14

46,11:15-11:30,0.000000,225.190000,57.740000,17.670000,25.980000,0.930000,50.970000,0.000000,1.300000,1.030000,0.000000,270.760000,17.240000,17.240000,3.960000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,49.17,9.5,96.27,144.405000,156.47448,89.82,0,6.66,21.33,93,28.5,9.5,32.05,200,0,32.05,46.5,6.01,47,0,96.27,17.33,245.83,85,0,21.33,48.14

47,11:30-11:45,0.000000,225.190000,57.740000,17.670000,25.980000,1.160000,50.970000,0.000000,1.300000,1.030000,0.000000,270.760000,17.240000,17.240000,3.960000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,49.17,9.33,96.27,144.405000,158.683417,89.93,0,6.66,21,90,28,9.34,32.05,193,0,32.05,46.6,6.01,45,0,96.27,17.33,245.83,82,0,21,48.14

48,11:45-12:00,0.000000,225.190000,57.740000,17.670000,25.980000,1.160000,50.970000,0.000000,1.300000,1.030000,0.000000,270.760000,17.240000,17.240000,3.960000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,49.17,9.67,96.27,144.405000,160.016564,89.75,0,6.66,20.67,90,29,9.66,32.05,193,0,32.05,46.7,6.01,45,0,96.27,17.33,245.83,82,0,20.67,48.14

49,12:00-12:15,0.000000,225.190000,57.740000,17.670000,25.980000,1.160000,50.970000,0.000000,1.300000,1.070000,0.000000,270.760000,17.240000,17.240000,3.960000,48.140000,0.000000,74.980000,20.220000,0.000000,25.980000,32.05,49.17,10,96.27,144.405000,162.60501,90.03,0,10.34,28,90,30,10,32.05,189,0,32.05,46.7,6.01,45,0,96.27,17.33,245.83,81,0,28,48.14

50,12:15-12:30,0.000000,225.190000,57.740000,17.670000,25.980000,1.160000,50.970000,0.000000,1.300000,1.070000,0.000000,270.760000,17.240000,17.240000,3.960000,48.140000,0.000000,51.270000,20.220000,0.000000,25.980000,32.05,49.17,10.33,96.27,144.405000,162.449314,89.93,0,10,27.33,90,31,10.34,32.05,189,0,32.05,46.7,6.01,45,0,96.27,17.33,245.83,81,0,27.33,48.14

51,12:30-12:45,0.000000,225.190000,57.740000,17.670000,25.980000,1.160000,50.970000,0.000000,1.300000,1.070000,0.000000,270.760000,17.240000,17.240000,3.960000,48.140000,0.000000,51.270000,20.220000,0.000000,25.980000,32.05,49.17,10.67,96.27,144.405000,162.030881,89.93,0,9.66,33.33,90,32,10.66,32.05,189,18.97,32.05,46.7,6.01,45,0,96.27,17.33,245.83,81,11.55,33.33,48.14

52,12:45-13:00,0.000000,177.060000,47.170000,17.670000,25.980000,1.160000,50.970000,0.000000,1.300000,1.070000,0.000000,270.760000,17.240000,17.240000,3.960000,48.140000,0.000000,51.270000,19.250000,0.000000,25.980000,32.05,49.17,11,96.27,144.405000,161.398366,89.6,0,9.1,32.67,90,33,11,32.05,189,18.97,32.05,46.7,6.01,45,0,96.27,17.33,245.83,81,11.55,32.67,48.14

53,13:00-13:15,0.000000,128.920000,42.930000,17.670000,25.980000,1.160000,50.970000,0.000000,1.340000,1.070000,0.000000,250.300000,17.240000,17.240000,3.860000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,49.17,13,96.27,144.405000,159.705172,89.82,0,8.88,32,90,39,13,32.05,193,18.87,32.05,46.7,6.01,45,0,96.27,17.33,245.83,82,11.55,32,48.14

54,13:15-13:30,0.000000,114.560000,38.680000,17.670000,25.980000,1.160000,50.970000,0.000000,1.340000,1.070000,0.000000,231.050000,17.240000,17.240000,3.860000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,49.17,12.83,96.27,144.405000,157.068071,89.92,0,8.64,31.67,90,38.5,12.84,32.05,193,18.87,32.05,46.7,6.01,45,0,96.27,17.33,245.83,82,11.55,31.67,48.14

55,13:30-13:45,0.000000,114.560000,34.440000,17.670000,25.980000,1.160000,50.970000,0.000000,1.340000,1.070000,0.000000,192.540000,17.240000,17.240000,3.860000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,49.17,16.67,96.27,144.405000,148.825914,82.83,0,11.66,31,90,50,16.66,32.05,193,0,32.05,46.5,6.01,45,0,96.27,17.33,245.83,82,0,31,48.14

56,13:45-14:00,0.000000,114.560000,33.020000,17.670000,25.980000,1.160000,50.970000,0.000000,1.340000,1.070000,0.000000,231.050000,17.240000,17.240000,3.860000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,49.17,16.33,96.27,144.405000,145.556298,82.47,0,11.34,30,90,49,16.34,32.05,193,0,32.05,46.5,6.01,45,0,96.27,17.33,245.83,82,0,30,48.14

57,14:00-14:15,0.000000,138.630000,33.020000,17.670000,25.980000,0.930000,50.970000,0.000000,1.390000,1.070000,0.000000,231.050000,17.240000,17.240000,3.760000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,49.17,16.17,96.27,144.405000,141.167617,89,0,16,29.33,87,48.5,16.16,32.05,182,0,32.05,45.7,6.01,43,0,96.27,17.33,245.83,78,0,29.33,48.14

58,14:15-14:30,0.000000,138.630000,33.020000,17.670000,25.980000,0.930000,50.970000,0.000000,1.390000,1.070000,0.000000,270.760000,17.240000,17.240000,3.760000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,49.17,16,96.27,144.405000,135.990725,88.89,0,15.66,28,87,48,16,32.05,182,0,32.05,44.4,6.41,43,0,96.27,17.33,245.83,78,0,28,48.14

