Block,Time,DHAULIGNGA,SINGRAULI,RAPPC,ANTA_GF,CHAMERA3,SINGRAULI_HYDRO,CHAMERA2,TANAKPUR,AURY_RF,SEWA2,AURY_CRF,UNCHAHAR3,UNCHAHAR4,RIHAND1,DADRI_GF,DADRI_LF,RIHAND3,SALAL,NJPC,ANTA_LF,JHAJJAR,TANDA2,KOTESHWR,KISHANGANGA,DADRI_RF,DADRI_CRF,CHAMERA1,RIHAND2,AURY_GF,NAPP,PARBATI3,DULHASTI,RAPPB,UNCHAHAR1,BSIUL,RAMPUR,TEHRI,URI2,UNCHAHAR2,AURY_LF,ANTA_CRF,URI,KOLDAM,ANTA_RF,DADRT2,TALA,KHSTPP-I,FSTPP I & II,SASAN,KHSTPP-II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,5.795526,0.000000,15.212977,0.000000,21.941119,0.000000,87.687280,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,378.932399,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,10.501966,12.553844,0.000000,0.000000,30.704420,40.338027,0.000000,0.000000,38.257574,0.000000,0.000000,280.098542,0.000000,44.663754,18.063189,371.443275,141.753342,14.438987,0,0,0,0,0

2,00:15-00:30,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,5.795526,0.000000,15.212977,0.000000,21.941119,0.000000,88.559200,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,378.932399,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,10.501966,12.553844,0.000000,0.000000,30.704420,40.804710,0.000000,0.000000,38.257574,0.000000,0.000000,262.442689,0.000000,44.663754,18.063189,371.443275,141.753342,14.438987,0,0,0,0,0

3,00:30-00:45,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,5.795526,0.000000,15.212977,0.000000,21.941119,0.000000,88.559200,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,378.932399,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,10.501966,12.553844,0.000000,0.000000,30.704420,40.804710,0.000000,0.000000,32.944022,0.000000,0.000000,244.528783,0.000000,44.663754,18.063189,371.443275,141.753342,14.438987,0,0,0,0,0

4,00:45-01:00,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,5.795526,0.000000,15.212977,0.000000,21.941119,0.000000,88.559200,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,378.932399,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,10.501966,12.553844,0.000000,0.000000,30.704420,40.804710,0.000000,0.000000,32.944022,0.000000,0.000000,226.870904,0.000000,44.663754,18.063189,371.443275,141.753342,14.438987,0,0,0,0,0

5,01:00-01:15,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,17.522304,0.000000,88.559200,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,370.601000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,9.506591,12.553844,0.000000,0.000000,30.704420,36.734495,0.000000,0.000000,32.944022,0.000000,0.000000,208.354157,0.000000,44.663754,16.634498,371.443275,141.753342,14.438987,0,0,0,0,0

6,01:15-01:30,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,17.522304,0.000000,88.559200,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,356.162000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.777276,12.553844,0.000000,0.000000,30.704420,35.216528,0.000000,0.000000,32.944022,0.000000,0.000000,190.311777,0.000000,44.663754,16.634498,371.443275,141.753342,14.438987,0,0,0,0,0

7,01:30-01:45,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,17.522304,0.000000,83.746200,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,351.349000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.777276,6.276922,0.000000,0.000000,30.704420,26.921130,0.000000,0.000000,38.257574,0.000000,0.000000,180.968800,0.000000,44.663754,16.634498,371.443275,141.753342,14.438987,0,0,0,0,0

8,01:45-02:00,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,17.522304,0.000000,83.746200,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,351.349000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.777276,6.276922,0.000000,0.000000,30.704420,26.921130,0.000000,0.000000,38.257574,0.000000,0.000000,180.968800,0.000000,44.663754,16.634498,371.443275,141.753342,14.438987,0,0,0,0,0

9,02:00-02:15,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,14.920300,0.000000,83.746200,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,351.349000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.035015,6.276922,0.000000,0.000000,30.704420,23.102400,0.000000,0.000000,32.944022,0.000000,0.000000,180.968800,0.000000,44.663754,16.634498,371.443275,141.753342,14.438987,0,0,0,0,0

10,02:15-02:30,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,14.920300,0.000000,83.746200,0.000000,0.000000,119.040531,24.607906,0.000000,0.000000,351.349000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.035015,6.276922,0.000000,0.000000,30.704420,23.102400,0.000000,0.000000,32.944022,0.000000,0.000000,180.968800,0.000000,44.663754,16.634498,371.443275,141.753342,14.438987,0,0,0,0,0

11,02:30-02:45,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,14.920300,0.000000,83.746200,0.000000,0.000000,119.040531,12.303953,0.000000,0.000000,351.349000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.035015,6.276922,0.000000,0.000000,30.704420,26.921130,0.000000,0.000000,32.944022,0.000000,0.000000,180.968800,0.000000,44.663754,16.634498,371.443275,141.753342,14.438987,0,0,0,0,0

12,02:45-03:00,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,14.920300,0.000000,83.746200,0.000000,0.000000,119.040531,12.303953,0.000000,0.000000,351.349000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.035015,6.276922,0.000000,0.000000,30.704420,26.921130,0.000000,0.000000,32.944022,0.000000,0.000000,180.968800,0.000000,44.663754,16.634498,371.443275,141.753342,14.438987,0,0,0,0,0

13,03:00-03:15,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,14.920300,0.000000,83.746200,0.000000,0.000000,119.040531,12.303953,0.000000,0.000000,346.536000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.035015,0.000000,0.000000,0.000000,30.704420,26.921130,0.000000,0.000000,38.257574,0.000000,0.000000,180.968800,0.000000,44.663754,15.893874,371.443275,141.753342,14.438987,0,0,0,0,0

14,03:15-03:30,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,14.920300,0.000000,83.746200,0.000000,0.000000,119.040531,12.303953,0.000000,0.000000,346.536000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.035015,0.000000,0.000000,0.000000,30.704420,26.921130,0.000000,0.000000,38.257574,0.000000,0.000000,180.968800,0.000000,44.663754,15.893874,371.443275,141.753342,14.438987,0,0,0,0,0

15,03:30-03:45,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,14.920300,0.000000,87.687280,0.000000,0.000000,119.040531,12.303953,0.000000,0.000000,346.536000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.035015,0.000000,0.000000,0.000000,30.704420,35.216528,0.000000,0.000000,32.944022,0.000000,0.000000,180.968800,0.000000,44.663754,15.893874,371.443275,141.753342,14.438987,0,0,0,0,0

16,03:45-04:00,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,14.920300,0.000000,88.559200,0.000000,0.000000,119.040531,12.303953,18.231644,0.000000,346.536000,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,8.035015,0.000000,0.000000,0.000000,30.704420,35.216528,0.000000,0.000000,32.944022,0.000000,0.000000,180.968800,0.000000,44.663754,15.893874,371.443275,141.753342,14.438987,0,0,0,0,0

17,04:00-04:15,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,21.941119,0.000000,88.559200,0.000000,0.000000,119.040531,12.303953,21.877973,0.000000,375.635494,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,10.501966,0.000000,0.000000,0.000000,28.487569,35.216528,0.000000,0.000000,32.944022,0.000000,0.000000,180.968800,0.000000,44.663754,15.893874,371.443275,141.753342,14.438987,0,0,0,0,0

18,04:15-04:30,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,21.941119,0.000000,88.559200,0.000000,0.000000,119.040531,12.303953,21.877973,0.000000,378.932399,0.000000,8.067551,0.000000,0.000000,0.000000,0.000000,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,10.501966,0.000000,0.000000,0.000000,28.487569,35.216528,0.000000,0.000000,32.944022,0.000000,0.000000,190.594800,0.000000,44.663754,15.893874,371.443275,141.753342,14.438987,0,0,0,0,0

19,04:30-04:45,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,21.941119,0.000000,88.559200,0.000000,0.000000,119.040531,12.303953,21.877973,0.000000,378.932399,0.000000,8.067551,0.000000,0.000000,0.000000,13.523914,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,10.501966,0.000000,0.000000,0.000000,28.487569,35.216528,0.000000,0.000000,38.257574,0.000000,0.000000,209.846800,0.000000,44.663754,15.893874,371.443275,141.753342,14.438987,0,0,0,0,0

20,04:45-05:00,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,21.941119,0.000000,88.559200,0.000000,0.000000,119.040531,12.303953,21.877973,0.000000,378.932399,0.000000,8.067551,0.000000,0.000000,0.000000,13.523914,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,10.501966,0.000000,0.000000,0.000000,28.487569,35.216528,0.000000,0.000000,38.257574,0.000000,0.000000,229.098800,0.000000,44.663754,15.893874,371.443275,141.753342,14.438987,0,0,0,0,0

21,05:00-05:15,0.000000,134.099806,51.426809,0.000000,0.000000,0.644509,0.000000,0.000000,0.000000,15.212977,0.000000,21.941119,0.000000,88.559200,0.000000,0.000000,119.040531,24.607906,36.463288,0.000000,428.024999,0.000000,8.067551,0.000000,0.000000,0.000000,13.523914,113.707125,0.000000,41.430689,0.000000,15.862543,0.000000,10.501966,6.276922,0.000000,0.000000,28.487569,35.216528,0.000000,0.000000,32.944022,0.000000,0.000000,248.350800,0.000000,44.663754,15.893874,371.443275,141.753342,14.438987,0,0,0,0,0

