Block,Time,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01122023/07122023/HP-18,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/30042040/GNA_LT_35,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01122023/15122023/HP-15,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/31102037/L_NR_2019_11,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,L_NR_2019_19,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01
17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,7.33,123.290000,0,0.000000,48.20,22,0,149.130000,71.730000,18.88,7,2.000000,26.020000,57.410000,0.000000,32.780000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,10.33,7.34,118.580000,18.88,0.000000,46.280000

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,7.33,123.290000,0,0.000000,48.20,22,0,149.130000,71.730000,19.06,7,2.000000,26.020000,57.410000,0.000000,32.780000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,10.21,7.34,118.580000,19.06,0.000000,46.280000

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,7.33,123.290000,0,0.000000,48.20,22,0,149.130000,71.730000,19.53,7,2.000000,26.020000,57.410000,0.000000,31.820000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,10.06,7.34,118.580000,19.53,0.000000,46.280000

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,7.33,123.290000,0,0.000000,48.20,22,0,149.130000,71.730000,20,7,2.000000,26.020000,57.410000,0.000000,31.820000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,9.91,7.34,128.230000,20,0.000000,46.280000

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,12.56,123.290000,0,0.000000,48.20,37.69,0,149.130000,71.730000,20.71,7,2.000000,26.020000,57.410000,0.000000,31.820000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,9.52,12.56,178.580000,20.71,0.000000,46.280000

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,12.19,123.290000,0,0.000000,48.20,36.58,0,192.820000,71.730000,21.25,7,2.000000,26.020000,57.410000,0.000000,55.550000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,9.09,12.21,178.580000,21.25,0.000000,46.280000

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,11.83,123.290000,0,0.000000,48.20,35.49,0,231.380000,71.730000,21.27,7,2.000000,26.020000,57.410000,0.000000,55.550000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,8.65,11.82,178.580000,21.27,0.000000,46.280000

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,11.46,123.290000,0,0.000000,48.20,34.38,0,271.150000,67.490000,21.68,7,2.000000,26.020000,57.410000,0.000000,55.550000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,8.3,11.47,210.090000,21.68,0.000000,46.280000

25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,11.28,253.220000,0,0.000000,48.20,33.83,0,271.150000,67.490000,22.08,7,1.950000,26.020000,0.000000,0.000000,55.550000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,8.3,11.28,234.190000,22.08,0.000000,46.280000

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,10.91,253.220000,1.12,0.000000,48.20,32.74,0,271.150000,67.490000,22.31,7,1.950000,26.020000,0.000000,0.000000,55.550000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,8.29,10.91,260.890000,22.31,0.000000,46.280000

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,10.55,253.220000,4.55,0.000000,48.20,31.64,1.22,271.150000,67.490000,15,7,1.950000,26.020000,0.000000,0.000000,86.960000,24.100000,2,1.530000,96.410000,0,26.020000,1.320000,0.000000,8.3,10.53,260.890000,15,0.000000,65.560000

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,10.18,253.220000,15,0.000000,48.20,30.53,4.58,271.150000,96.410000,15,7,1.950000,26.020000,0.000000,0.000000,86.960000,24.100000,7,1.530000,96.410000,0.243075,26.020000,1.320000,0.000000,8.3,10.18,260.890000,15,0.000000,94.480000

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0.02,9.81,253.220000,26.02,0.040000,48.20,29.43,19,271.150000,117.620000,15,7,1.950000,26.020000,0.000000,0.040000,86.960000,24.100000,14,1.530000,96.410000,1.390389,26.020000,1.320000,0.000000,8.17,9.82,260.890000,15,0.040000,100.980000

30,07:15-07:30,0,0.33,1,1,0,0,0.59,1.4,0.6,2.97,9.44,253.220000,27.98,0.240000,48.20,28.33,32.48,271.150000,117.620000,14.67,7,1.950000,26.020000,0.000000,0.240000,86.960000,24.100000,25,1.530000,96.410000,2.868285,26.020000,1.320000,0.000000,8.05,9.44,260.890000,14.67,0.240000,100.980000

31,07:30-07:45,0,1.67,3,2,0,2,1.77,4.9,2.1,8.87,9.17,253.220000,30.25,0.530000,48.20,27.5,30,271.150000,117.620000,14.67,7,1.950000,30.850000,0.000000,0.530000,86.960000,23.140000,30.25,1.530000,96.410000,4.783716,25.470000,1.320000,0.000000,7.95,9.16,260.890000,14.67,0.540000,100.980000

32,07:45:08:00,0,8.32,8,5,0,4,4.12,11.2,4.8,20.61,9.17,253.220000,30.17,0.950000,48.20,27.5,30.16,271.150000,117.620000,14,7,1.950000,30.850000,0.000000,0.950000,86.960000,23.140000,30.17,1.530000,96.410000,7.224189,25.470000,1.320000,0.000000,7.85,9.16,260.890000,14,0.960000,100.980000

33,08:00-08:15,0,14.42,13,4.93,0,6,5.89,18,7,29.46,9.17,253.220000,30.33,1.480000,48.20,27.5,30.34,271.150000,117.620000,11.3,7,1.950000,30.850000,0.000000,1.480000,86.960000,23.140000,30.33,1.460000,96.410000,9.868845,25.470000,1.320000,0.000000,7.89,9.16,260.890000,11.3,1.520000,100.980000

34,08:15-08:30,0,21.35,18,7.95,0,9,9.09,25,10,45.46,9.17,253.220000,30.33,2.130000,48.20,27.5,30.34,271.150000,117.620000,11.34,7,1.950000,30.850000,0.000000,2.130000,86.960000,23.140000,30.33,1.460000,96.410000,12.357933,25.470000,1.320000,0.000000,7.93,9.16,260.890000,11.34,2.180000,100.980000

35,08:30-08:45,0,28.28,17,11.45,0,9,12.49,29,13,62.43,9.17,253.220000,32,2.890000,48.20,27.5,32,271.150000,117.620000,13.33,7,1.950000,30.850000,0.000000,2.890000,86.960000,23.140000,32,1.530000,96.410000,14.788683,25.470000,1.320000,0.000000,7.99,9.16,260.890000,13.33,2.970000,100.980000

36,08:45:09:00,0,34.54,23,14.53,0,11,16.6,37,16,83,9.59,253.220000,32,4.040000,48.20,28.76,32,271.150000,117.620000,13.33,7,1.950000,30.850000,0.000000,4.040000,86.960000,23.140000,32,1.530000,96.410000,17.20971,23.300000,1.320000,0.000000,8.03,9.59,260.890000,13.33,4.140000,100.980000

37,09:00:09:15,0,40.95,25,10,0,12,20.59,49,21,102.96,9.17,253.220000,32,5.110000,48.20,27.5,32,271.150000,117.620000,13.33,7.34,2.040000,30.850000,0.000000,5.110000,86.960000,23.140000,32,1.530000,96.410000,19.54323,23.300000,1.320000,0.000000,8.33,9.16,260.890000,13.33,5.230000,100.980000

38,09:15-09:30,0,46.33,29,12,0,15,24.2,56,24,121,9.17,253.220000,32,6.160000,48.20,27.5,32,271.150000,117.620000,13.33,7.34,2.040000,30.850000,0.000000,6.160000,86.960000,23.140000,32,1.530000,96.410000,22.897665,23.300000,1.320000,0.000000,8.52,9.16,260.890000,13.33,6.320000,100.980000

39,09:30-09:45,0,51.11,31,14,0,16,25.08,64,27,125.38,9.17,253.220000,32,7.320000,48.20,27.5,32,271.150000,117.620000,18.84,8.8,2.040000,30.850000,0.000000,7.320000,86.960000,23.140000,32,1.530000,96.410000,26.242377,23.300000,1.320000,0.000000,8.26,9.16,260.890000,18.84,7.500000,100.980000

40,09:45-10:00,0,56.04,35,16,0,18,27.87,73,31,139.33,9.17,253.220000,32.5,8.260000,48.20,27.5,32.5,271.150000,117.620000,20.83,9.18,2.040000,30.850000,0.000000,8.260000,86.960000,23.140000,32.5,1.530000,96.410000,29.421798,23.300000,1.320000,0.000000,8.06,9.16,260.890000,20.83,8.470000,100.980000

41,10:00-10:15,0,60.25,36,25.1,0,18,34.28,70,30,171.4,13.61,253.220000,32.5,9.530000,48.20,40.83,32.5,271.150000,117.620000,28.84,9.44,2.040000,30.850000,0.000000,9.530000,86.960000,24.100000,32.5,1.460000,96.410000,32.562327,23.300000,1.400000,0.000000,6.61,13.6,260.890000,28.84,9.770000,100.980000

42,10:15-10:30,0,63.88,38,27.23,0,19,36.48,78,34,182.38,13.94,253.220000,32.5,10.260000,48.20,41.83,32.5,271.150000,117.620000,29.94,9.73,2.040000,30.850000,0.000000,10.260000,86.960000,24.100000,32.5,1.460000,96.410000,35.809809,23.300000,1.400000,0.000000,6.61,13.94,260.890000,29.94,10.510000,100.980000

43,10:30-10:45,0,67.1,41,29,0,21,38.89,85,37,194.47,11.94,253.220000,32.5,10.940000,48.20,35.81,32.5,271.150000,109.330000,21.33,8.2,2.040000,30.850000,0.000000,10.940000,86.960000,24.100000,32.5,1.460000,96.410000,28.906479,23.300000,1.400000,0.000000,6.61,11.93,260.890000,21.33,11.220000,100.980000

44,10:45-11:00,0,69.68,45,32,0,23,40.87,94,40,204.35,12.21,253.220000,32.5,11.610000,48.20,36.63,32.5,271.150000,109.330000,21.67,8.12,2.040000,30.850000,0.000000,11.610000,86.960000,24.100000,32.5,1.460000,96.410000,31.765041,23.300000,1.400000,0.000000,6.61,12.21,260.890000,21.67,11.900000,100.980000

45,11:00-11:15,0,71.92,51,36.59,0,26,41.46,107,46,207.31,12.74,253.220000,32.5,12.150000,48.20,38.22,32.5,271.150000,109.330000,22.67,12.49,2.040000,30.850000,0.000000,12.150000,86.960000,25.070000,32.5,1.530000,96.410000,33.884655,23.300000,1.400000,0.000000,9.11,12.75,260.890000,22.67,12.450000,100.980000

46,11:15-11:30,0,73.96,57,37.57,0,28,42.16,118,50,210.82,13.16,253.220000,32.5,12.500000,48.20,39.49,32.5,271.150000,109.330000,24,12.66,2.040000,30.850000,0.000000,12.500000,86.960000,25.070000,32.5,1.530000,96.410000,35.284767,23.300000,1.400000,0.000000,9.03,13.16,260.890000,24,12.820000,100.980000

47,11:30-11:45,0,75.38,73,39.21,0,36,42.98,151,65,214.89,13.75,253.220000,32.5,12.800000,48.20,41.26,32.5,271.150000,109.330000,26,12.87,2.040000,24.600000,0.000000,12.800000,86.960000,25.070000,32.5,1.530000,96.410000,37.073799,24.600000,1.400000,0.000000,8.96,13.75,260.890000,26,13.110000,100.980000

48,11:45-12:00,0,76.24,75,40,0,37,43.91,158,67,219.57,14.28,253.220000,32.5,12.870000,48.20,42.83,32.5,271.150000,109.330000,28.33,12.99,2.040000,24.600000,0.000000,12.870000,86.960000,25.070000,32.5,1.530000,96.410000,39.397596,24.600000,1.400000,0.000000,8.9,14.26,260.890000,28.33,13.190000,100.980000

49,12:00-12:15,0,76.97,80,40,0,40,43.77,168,72,218.82,14.6,253.220000,32.5,12.550000,48.20,43.81,32.5,271.150000,109.330000,25.87,13.07,2.040000,24.600000,0.000000,12.550000,86.960000,24.100000,32.5,1.610000,96.410000,52.494477,24.600000,1.400000,0.000000,8.81,14.61,260.890000,25.87,12.860000,100.980000

50,12:15-12:30,0,77.64,80,40,0,40,43.75,168,72,218.78,14.97,253.220000,32.5,12.630000,48.20,44.92,32.5,271.150000,109.330000,27.47,13.27,2.040000,24.600000,0.000000,12.630000,86.960000,24.100000,32.5,1.610000,96.410000,55.654452,24.600000,1.400000,0.000000,8.74,14.99,260.890000,27.47,12.940000,100.980000

51,12:30-12:45,0,77.72,80,41,0,40,43.88,168,72,219.42,15.8,253.220000,32.5,12.970000,48.20,47.4,32.5,271.150000,109.330000,29.33,15.21,2.040000,24.600000,0.000000,12.970000,86.960000,24.100000,32.5,1.610000,96.410000,57.735174,24.600000,1.400000,0.000000,8.66,15.81,260.890000,29.33,13.290000,100.980000

52,12:45-13:00,0,77.36,80,41,0,40,44.15,168,72,220.76,16.77,253.220000,32.5,12.720000,48.20,50.3,32.5,271.150000,109.330000,30.76,15.29,2.040000,24.600000,0.000000,12.720000,86.960000,24.100000,32.5,1.610000,96.410000,58.43523,24.600000,1.400000,0.000000,8.59,16.76,260.890000,30.76,13.040000,77.130000

53,13:00-13:15,0,76.3,75,38.75,0,38,43.36,158,67,216.83,30.01,253.220000,32.5,12.510000,48.20,90.02,32.5,271.150000,109.330000,43.44,31.95,2.040000,26.020000,0.000000,12.510000,63.230000,24.100000,32.5,1.610000,96.410000,59.300577,26.020000,1.480000,0.000000,8.54,30,260.890000,43.44,12.830000,48.200000

54,13:15-13:30,0,74.92,72,38,0,36,42.7,151,64,213.51,30.67,253.220000,32.5,12.270000,48.20,92,32.5,271.150000,67.490000,43.98,31.93,2.040000,26.020000,0.000000,12.270000,63.230000,24.100000,32.5,1.610000,96.410000,60.253431,26.020000,1.480000,0.000000,8.5,30.65,260.890000,43.98,12.580000,46.470000

55,13:30-13:45,0,72.86,69,37.28,0,34,45,144,61,225,31.25,253.220000,32.5,11.760000,48.20,93.76,32.5,271.150000,96.410000,44.8,31.94,2.040000,26.020000,0.000000,11.760000,50.780000,24.100000,32.5,1.610000,96.410000,50.85129,26.020000,1.480000,0.000000,8.46,31.26,260.890000,44.8,12.050000,46.470000

56,13:45-14:00,0,71.16,65,34.5,0,33,45,137,58,225,31.89,253.220000,32.5,11.180000,48.20,95.68,32.5,271.150000,104.510000,45.55,31.86,2.040000,26.020000,0.000000,11.180000,50.780000,24.100000,32.5,1.610000,96.410000,45.620316,26.020000,1.480000,0.000000,8.42,31.9,260.890000,45.55,11.460000,46.470000

57,14:00-14:15,0,67.91,63,32.5,0,31,43.9,132,56,219.51,32.1,253.220000,32.5,10.330000,48.20,96.31,32.5,271.150000,104.510000,47.04,31.51,2.080000,26.020000,0.000000,10.330000,50.780000,24.100000,32.5,1.690000,96.410000,36.879339,26.020000,1.550000,0.000000,8.56,32.11,260.890000,47.04,10.590000,46.470000

58,14:15-14:30,0,64.49,59,30.07,0,29,42.13,123,53,210.67,31.96,253.220000,32.5,9.730000,48.20,95.88,32.5,271.150000,104.510000,47.96,31.49,2.080000,26.020000,0.000000,9.730000,50.780000,24.100000,32.5,1.690000,96.410000,32.96097,26.020000,1.550000,0.000000,8.25,31.95,260.890000,47.96,9.970000,46.470000

59,14:30-14:45,0,61.31,55,28.87,0,27,39.18,116,49,195.93,31.8,253.220000,32.5,9.050000,48.20,95.39,32.5,271.150000,104.510000,49.13,30.67,2.080000,26.020000,0.000000,9.050000,49.820000,24.100000,32.5,1.690000,96.410000,29.55792,26.020000,1.550000,0.000000,8.06,31.8,212.680000,49.13,9.270000,46.470000

60,14:45-15:00,0,56.97,51,27.83,0,25,36.46,105,45,182.3,31.42,253.220000,32.5,8.170000,48.20,94.26,32.5,271.150000,104.510000,50.43,29.73,2.080000,26.020000,0.000000,8.170000,49.820000,24.100000,32.5,1.690000,96.410000,26.660466,26.020000,1.550000,0.000000,8.06,31.42,200.890000,50.43,8.380000,55.770000

61,15:00-15:15,0,52.3,45,23.2,0,23,33.37,95,40,166.84,31.36,253.220000,32.5,7.130000,48.20,94.07,32.5,271.150000,104.510000,51.89,29.21,2.080000,26.020000,0.000000,7.130000,49.820000,25.070000,32.5,1.690000,96.410000,27.90501,26.020000,1.550000,0.000000,7.91,31.35,224.990000,51.89,7.310000,55.770000

62,15:15-15:30,0,46.89,41,20.44,0,20,29.84,84,36,149.19,30.82,253.220000,32.5,6.070000,48.20,92.46,32.5,271.150000,104.510000,52.45,28.64,2.080000,26.020000,0.000000,6.070000,49.820000,25.070000,32.5,1.690000,96.410000,25.590936,26.020000,1.550000,0.000000,7.78,30.81,231.740000,52.45,6.220000,55.770000

63,15:30-15:45,0,40.95,35,18.5,0,17,23.25,74,31,116.28,30.63,253.220000,32.5,5.000000,48.20,91.88,32.5,271.150000,104.510000,55.54,27.91,2.080000,26.020000,0.000000,5.000000,49.820000,25.070000,32.5,1.690000,96.410000,25.717335,26.020000,1.550000,0.000000,7.65,30.62,260.890000,55.54,5.130000,60.420000

64,15:45-16:00,0,35.64,30,16.5,0,15,17.96,63,27,89.83,31.07,253.220000,32.55,4.880000,48.20,93.22,32.4,271.150000,104.510000,55.9,27.7,2.080000,26.020000,0.000000,4.880000,74.520000,25.070000,32.55,1.690000,96.410000,23.208801,26.020000,1.550000,0.000000,7.51,31.08,260.890000,55.9,5.000000,79.010000

65,16:00-16:15,0,29.38,25,12.5,0,12,16.71,53,22,83.56,29.94,253.220000,33,2.730000,48.20,89.83,33,271.150000,109.330000,61.44,26.66,2.130000,25.670000,0.000000,2.730000,74.520000,26.030000,26,1.690000,96.410000,17.715306,25.670000,1.550000,0.000000,10.38,29.95,260.890000,61.44,2.810000,88.300000

66,16:15-16:30,0,23.08,18,11,0,9,13.83,39,16,69.17,28.9,253.220000,33,2.010000,48.20,86.7,29.67,271.150000,109.330000,60.78,25.57,2.130000,25.670000,0.000000,2.010000,74.520000,26.030000,12,1.690000,96.410000,12.007905,25.670000,1.550000,0.000000,10.14,28.89,260.890000,60.78,2.060000,88.300000

67,16:30-16:45,0,15.89,13,8,0,7,8.51,28,12,42.56,29.72,253.220000,16.06,1.390000,48.20,89.15,11.07,271.150000,109.330000,61.11,27.88,2.130000,30.850000,0.000000,1.390000,74.520000,26.030000,4,1.690000,96.410000,8.488179,19.660000,1.550000,0.000000,9.98,29.71,260.890000,61.11,1.430000,88.300000

68,16:45-17:00,0,8.77,10,5,0,5,5.01,21,9,25.08,29.57,253.220000,7.45,0.900000,48.20,88.69,5.7,271.150000,109.330000,61.3,27.5,2.130000,30.850000,0.000000,0.900000,74.520000,26.030000,1,1.690000,96.410000,4.579533,19.660000,1.550000,0.000000,9.6,29.56,260.890000,61.3,0.920000,97.350000

69,17:00-17:15,0,1.5,7,3,0,3,3.21,11,4,16.05,27.67,253.220000,5,0.510000,48.20,83,2.85,271.150000,109.330000,54.65,26.3,2.130000,30.850000,0.000000,0.510000,86.960000,26.030000,0,1.760000,96.410000,2.255736,16.200000,1.550000,0.000000,9.4,27.66,260.890000,54.65,0.520000,97.350000

70,17:15-17:30,0,0.3,3,1,0,2,1.8,4,1,9.03,27.67,253.220000,1,0.220000,48.20,83,0.95,271.150000,109.330000,54.82,25.34,2.130000,30.850000,0.000000,0.220000,86.960000,26.030000,0,1.760000,96.410000,0.534765,16.200000,1.550000,0.000000,9.2,27.66,260.890000,54.82,0.230000,97.350000

71,17:30-17:45,0,0,1,0,0,0,0.8,1,0,4.01,27.67,253.220000,0,0.060000,48.20,83,0.1,271.150000,115.690000,55.21,24.96,2.130000,30.850000,0.000000,0.060000,86.960000,26.030000,0,1.760000,96.410000,0,16.200000,1.550000,0.000000,8.8,27.66,260.890000,55.21,0.060000,97.350000

72,17:45-18:00,0,0,0,0,0,0,0.2,0,0,1,27.67,253.220000,0,0.000000,48.20,83,0,271.150000,115.690000,55.55,24.62,2.130000,30.850000,0.000000,0.000000,86.960000,26.030000,0,1.760000,96.410000,0,16.200000,1.550000,0.000000,8.7,27.66,260.890000,55.55,0.000000,97.350000

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,27.94,123.290000,0,0.000000,48.20,83.83,0,271.150000,118.010000,61.11,24.4,2.080000,30.850000,0.000000,0.000000,86.960000,26.030000,0,1.760000,96.410000,0,16.200000,1.480000,0.000000,7.01,27.95,260.890000,61.11,0.000000,97.350000

