Block,Time,SH-06,L_NR_2012_04,L_NR_2019_11,L_NR_2012_07,SH-07,LT-59,LT-05,LT-35,LT_MEJA_Delhi,LT-31,L_NR_2020_02,L_NR_2019_19,L_NR_2012_01,LT-36,L_NR_2012_02,L_NR_2019_06,L_NR_2020_07,L_NR_2021_15,L_NR_2018_61,L_NR_2021_12,L_NR_2022_09,L_NR_2020_06,L_NR_2022_08,L_NR_2021_17,L_NR_2019_05,L_NR_2021_13,L_NR_2019_07,L_NR_2021_14,L_NR_2022_10,L_NR_2021_16,L_NR_2020_05
17,04:00-04:15,26.030000,271.270000,3.530000,41.520000,26.030000,3.410000,66.220000,0.000000,11.440000,0.000000,3.250000,0.000000,101.030000,0.000000,90.850000,0,12.72,0,6.92,0,26.77,12.73,7.88,0,0,0,0,0,26.77,0,38.19

18,04:15-04:30,26.030000,271.270000,3.530000,41.520000,26.030000,3.410000,66.220000,0.000000,11.440000,0.000000,3.250000,0.000000,101.030000,0.000000,90.850000,0,12.76,0,6.93,0,26.56,12.78,4.39,0,0,0,0,0,26.56,0,38.33

19,04:30-04:45,26.030000,271.270000,3.530000,41.520000,26.030000,3.410000,66.220000,0.000000,11.440000,0.000000,3.250000,0.000000,101.030000,0.000000,90.850000,0,12.87,0,6.89,0,26.36,12.85,4.4,0,0,0,0,0,26.36,0,38.56

20,04:45-05:00,26.030000,271.270000,3.530000,41.520000,26.030000,3.410000,66.220000,0.000000,11.440000,0.000000,3.250000,0.000000,101.030000,0.000000,90.850000,0,12.88,0,6.93,0,26.14,12.89,4.42,0,0,0,0,0,26.14,0,38.66

21,05:00-05:15,26.030000,271.270000,3.530000,41.520000,26.030000,3.410000,66.220000,0.000000,11.440000,0.000000,3.150000,0.000000,101.030000,0.000000,90.850000,0,12.9,0,6.9,0,20.15,12.91,4.42,0,0,0,0,0,20.15,0,38.72

22,05:15-05:30,26.030000,271.270000,3.530000,57.160000,26.030000,3.410000,115.800000,0.000000,11.440000,0.000000,3.150000,0.000000,101.030000,0.000000,90.850000,0,13,0,6.93,0,19.82,13.01,4.38,0,0,0,0,0,19.82,0,39.02

23,05:30-05:45,26.030000,271.270000,3.530000,57.160000,26.030000,3.410000,115.800000,0.000000,11.440000,0.000000,3.150000,0.000000,101.030000,0.000000,90.850000,0,12.92,0,6.89,0,19.48,12.91,4.39,0,0,0,0,0,19.48,0,38.74

24,05:45-06:00,26.030000,271.270000,3.530000,57.160000,26.030000,3.410000,115.800000,0.000000,11.440000,0.000000,3.150000,0.670000,101.030000,0.000000,90.850000,0,12.69,0,6.93,0,19.15,12.68,4.39,0,0,0,0,0,19.15,0,38.04

25,06:00-06:15,26.030000,271.270000,3.530000,41.520000,26.030000,3.340000,66.220000,0.000000,11.440000,0.000000,3.150000,5.080000,101.030000,0.000000,90.850000,5.76,11.72,0,6.9,0,18.55,11.72,4.09,0.17,0,0,1.45,0.03,18.55,0.33,35.17

26,06:15-06:30,26.030000,271.270000,3.530000,41.520000,26.030000,3.340000,66.220000,0.120000,11.440000,0.120000,3.150000,10.510000,101.030000,0.120000,90.850000,12.23,11.76,0.63,6.91,2.46,17.88,11.75,4.05,0.95,2.48,0.49,4.02,0.03,17.88,1.9,35.26

27,06:30-06:45,26.030000,271.270000,3.530000,57.160000,26.030000,3.340000,66.220000,0.480000,11.440000,0.450000,3.150000,16.380000,101.030000,0.270000,90.850000,20.15,11.83,1.73,6.92,7.65,17.22,11.81,4.06,2.42,8.89,1.53,11.64,1.32,17.22,4.83,35.44

28,06:45-07:00,26.030000,271.270000,3.530000,57.160000,26.030000,3.340000,66.220000,1.090000,11.440000,1.070000,3.150000,23.300000,101.030000,0.760000,90.850000,32.34,11.61,3.61,6.93,14.66,16.99,11.6,4.05,4.52,20.48,2.93,18,3.89,16.99,9.05,34.81

29,07:00-07:15,26.030000,271.270000,3.530000,57.160000,26.030000,3.340000,66.220000,1.920000,7.310000,1.920000,3.150000,31.640000,101.030000,1.460000,90.850000,33,10.9,6.12,6.89,24.58,16.51,10.89,4.07,7.32,33,4.91,27,7.61,16.51,14.64,32.68

30,07:15-07:30,26.030000,271.270000,3.530000,57.160000,26.030000,3.340000,70.390000,2.860000,7.310000,2.800000,3.150000,40.980000,101.030000,2.310000,90.850000,31,7.47,9.15,6.93,39.55,12.48,7.46,4.08,10.86,31,7.91,31,11.41,12.48,21.72,22.39

31,07:30-07:45,26.030000,271.270000,3.530000,57.160000,26.030000,3.340000,70.390000,4.030000,7.310000,3.910000,3.150000,50.430000,101.030000,3.440000,90.850000,31,7.4,12.28,6.9,58.11,12.49,7.41,4.09,21.33,31,11.62,31,17.06,12.49,42.67,22.23

32,07:45:08:00,26.030000,271.270000,3.530000,57.160000,26.030000,3.340000,70.390000,5.200000,7.310000,5.140000,3.150000,60.180000,101.030000,4.630000,90.850000,31,7.44,15.48,6.91,78.86,12.49,7.44,4.05,26.66,31,15.77,31,23.48,12.49,53.34,22.33

33,08:00-08:15,26.030000,231.480000,3.450000,41.520000,26.030000,3.570000,70.390000,6.380000,7.310000,6.290000,3.060000,69.240000,101.030000,5.820000,62.060000,31.33,7.47,25.09,6.92,87.58,12.5,7.46,4.06,30.66,31.34,17.52,31.33,30.6,12.5,61.34,22.39

34,08:15-08:30,26.030000,212.190000,3.450000,41.520000,26.030000,3.570000,70.390000,7.530000,7.310000,7.450000,3.060000,78.030000,101.030000,7.000000,62.060000,31.33,7.47,29.35,6.93,108.45,12.47,7.47,4.05,34.66,31.34,21.69,31.33,38.37,12.47,69.34,22.41

35,08:30-08:45,26.030000,250.770000,3.450000,41.520000,26.030000,3.570000,66.220000,8.500000,7.310000,8.500000,3.060000,87.110000,101.030000,8.720000,62.060000,31.33,7.43,33.43,6.89,128.56,12.48,7.43,4.07,39.33,31.34,25.71,31.33,48.94,12.48,78.67,22.29

36,08:45:09:00,26.030000,212.190000,3.450000,41.520000,26.030000,3.570000,66.220000,9.560000,7.310000,9.560000,3.060000,96.120000,101.030000,9.790000,62.060000,31.33,7.44,36.87,6.93,147.23,12.49,7.44,4.08,41,31.34,29.45,31.33,56.51,12.49,82,22.33

37,09:00:09:15,26.030000,212.190000,3.450000,41.520000,26.030000,3.570000,66.220000,10.570000,7.310000,10.570000,3.060000,104.760000,101.030000,10.830000,62.060000,31.33,7.47,39.3,6.9,165.05,12.49,7.46,4.09,42.33,31.34,33.01,31.33,62.63,12.49,84.67,22.39

38,09:15-09:30,26.030000,231.480000,3.450000,41.520000,26.030000,3.570000,66.220000,11.460000,7.310000,11.460000,3.060000,112.770000,101.030000,11.750000,62.060000,31.33,6.71,41.14,6.89,193.97,12.5,6.69,4.05,44.33,31.34,38.79,31.33,69.11,12.5,88.67,20.08

39,09:30-09:45,26.030000,231.480000,3.450000,41.520000,26.030000,3.570000,66.220000,12.230000,7.310000,12.230000,3.060000,119.580000,101.030000,12.530000,62.060000,31.33,6.69,42.87,6.2,208.85,12.47,6.7,4.06,46.33,31.34,41.77,31.33,74.87,12.47,92.67,20.1

40,09:45-10:00,26.030000,231.480000,3.450000,41.520000,26.030000,3.570000,66.220000,13.000000,7.310000,13.000000,3.060000,125.450000,101.030000,13.320000,62.060000,31.33,6.76,45.57,6.17,223.71,12.48,6.76,4.05,48.33,31.34,44.74,31.33,79.88,12.48,96.67,20.27

41,10:00-10:15,26.030000,250.770000,3.450000,41.520000,26.030000,3.570000,70.390000,13.740000,7.310000,13.740000,3.060000,130.710000,101.030000,14.080000,62.060000,31.33,6.71,48,6.08,238.13,12.49,6.71,4.07,50,31.34,47.63,31.33,84.73,12.49,100,20.13

42,10:15-10:30,26.030000,250.770000,3.450000,41.520000,26.030000,3.570000,70.390000,14.300000,7.310000,14.300000,3.060000,135.040000,101.030000,14.650000,62.060000,31.33,6.73,49.73,6.18,250,12.49,6.74,4.08,48.66,31.34,50,31.33,89.26,12.49,97.34,20.21

43,10:30-10:45,26.030000,250.770000,3.450000,41.520000,26.030000,3.570000,70.390000,14.670000,7.310000,14.670000,3.060000,138.580000,101.030000,15.040000,62.060000,31.33,6.71,50,6.07,250,12.5,6.72,4.09,47.33,31.34,50,31.33,92.35,12.5,94.67,20.15

44,10:45-11:00,26.030000,250.770000,3.450000,41.520000,26.030000,3.570000,70.390000,15.160000,7.310000,15.160000,3.060000,140.830000,101.030000,15.540000,62.060000,31.33,6.7,50,6,233.33,12.47,6.7,4.09,44.66,31.34,46.67,31.33,93.87,12.47,89.34,20.1

45,11:00-11:15,26.030000,271.270000,3.450000,32.210000,26.030000,3.490000,70.390000,15.460000,7.310000,15.460000,2.970000,142.150000,50.150000,15.850000,62.060000,31.33,6.72,50,6.04,233.33,12.48,6.72,4.05,44.33,31.34,46.67,31.33,94.95,12.48,88.67,20.16

46,11:15-11:30,26.030000,271.270000,3.450000,32.210000,26.030000,3.490000,70.390000,15.830000,7.310000,15.830000,2.970000,142.350000,50.150000,16.230000,62.060000,31.33,6.74,50,6.1,233.33,12.49,6.72,4.06,43.66,31.34,46.67,31.33,95.51,12.49,87.34,20.17

47,11:30-11:45,26.030000,271.270000,3.450000,32.210000,26.030000,3.490000,70.390000,16.090000,7.310000,16.090000,2.970000,141.200000,50.150000,16.490000,62.060000,31.33,6.68,50,6.14,233.33,12.49,6.67,4.05,43.33,31.34,46.67,31.33,95.58,12.49,86.67,20.01

48,11:45-12:00,26.030000,271.270000,3.530000,32.210000,26.030000,3.490000,70.390000,16.080000,7.310000,16.080000,2.970000,140.150000,50.150000,16.480000,62.060000,31.33,6.8,50,6.08,233.33,12.5,6.8,4.07,43,31.34,46.67,31.33,95.56,12.5,86,20.4

49,12:00-12:15,26.030000,271.270000,3.530000,32.210000,26.030000,3.490000,70.390000,16.280000,7.310000,16.280000,3.060000,139.980000,50.150000,16.690000,62.060000,31.33,6.79,50,6.18,233.33,12.47,6.81,4.08,43,31.34,46.67,31.33,95.55,12.47,86,20.42

50,12:15-12:30,26.030000,271.270000,3.530000,32.210000,26.030000,3.490000,70.390000,16.330000,7.310000,16.330000,3.060000,139.490000,50.150000,16.730000,62.060000,31.33,6.78,50,6.04,233.33,12.48,6.79,4.09,42.66,31.34,46.67,31.33,95.58,12.48,85.34,20.35

51,12:30-12:45,26.030000,271.270000,3.530000,32.210000,26.030000,3.260000,70.390000,16.400000,7.310000,16.400000,3.340000,138.850000,50.150000,16.820000,62.060000,31.33,6.77,50,6.18,233.33,12.49,6.76,4.05,42.66,31.34,46.67,31.33,95.56,12.49,85.34,20.28

52,12:45-13:00,26.030000,271.270000,3.530000,32.210000,26.030000,3.260000,70.390000,16.450000,7.310000,16.450000,3.340000,137.930000,50.150000,16.850000,62.060000,31.33,6.67,50,6.05,233.33,12.48,6.68,4.06,42.66,31.34,46.67,31.33,95.53,12.48,85.34,20.03

53,13:00-13:15,26.030000,231.480000,3.530000,32.210000,26.030000,3.260000,70.390000,16.310000,7.310000,16.310000,3.250000,136.850000,50.150000,16.710000,44.020000,31.33,6.81,50,6.18,233.33,12.49,6.82,4.05,42.66,31.34,46.67,31.33,95.43,12.49,85.34,20.45

54,13:15-13:30,26.030000,192.900000,3.530000,32.210000,26.030000,3.260000,70.390000,16.170000,7.310000,16.170000,3.250000,135.370000,50.150000,16.580000,44.020000,31.33,6.79,50,6.11,233.33,12.49,6.79,4.07,43,31.34,46.67,31.33,95.38,12.49,86,20.38

55,13:30-13:45,26.030000,192.900000,3.530000,32.210000,26.030000,3.260000,70.390000,15.990000,7.310000,15.990000,3.250000,132.860000,50.150000,16.390000,44.020000,31.33,6.77,50,6.05,233.33,12.5,6.78,4.08,43.33,31.34,46.67,31.33,95.42,12.5,86.67,20.33

56,13:45-14:00,26.030000,231.480000,3.530000,32.210000,26.030000,3.410000,70.390000,15.570000,7.310000,15.570000,3.250000,129.240000,50.150000,15.950000,44.020000,31.33,6.77,50,6.06,233.33,12.47,6.76,4.09,43.66,31.34,46.67,31.33,95.18,12.47,87.34,20.3

57,14:00-14:15,26.110000,271.270000,3.530000,32.210000,26.110000,3.410000,70.390000,16.880000,7.310000,16.880000,3.430000,124.860000,50.150000,17.300000,62.060000,31.33,6.78,50,9.05,233.33,12.48,6.77,4.05,44,31.34,46.67,31.33,94.23,12.48,88,20.32

58,14:15-14:30,26.110000,271.270000,3.530000,32.210000,26.110000,3.410000,70.390000,16.500000,7.310000,16.500000,3.430000,119.050000,50.150000,16.910000,90.850000,31.33,6.74,48.52,8.85,233.33,12.49,6.72,4.06,44.33,31.34,46.67,31.33,93.65,12.49,88.67,20.17

59,14:30-14:45,26.110000,271.270000,3.530000,32.210000,26.110000,3.410000,70.390000,15.890000,7.310000,15.890000,3.430000,111.790000,50.150000,16.300000,90.850000,31.33,6.68,48,8.45,233.33,12.49,6.69,4.05,40.66,31.34,46.67,31.33,92.52,12.49,81.34,20.07

60,14:45-15:00,26.110000,271.270000,3.530000,47.850000,26.110000,3.410000,70.390000,15.330000,7.310000,15.330000,3.430000,103.840000,50.150000,15.720000,90.850000,31.33,6.69,47,8.41,233.33,12.5,6.67,4.07,40,31.34,46.67,31.33,90.64,12.5,80,20.02

61,15:00-15:15,26.110000,271.270000,3.530000,47.850000,26.110000,3.410000,70.390000,14.610000,11.600000,14.610000,3.520000,100.740000,50.310000,14.980000,90.850000,31.33,7.09,45.35,13.01,233.33,12.47,7.08,4.42,39,31.34,46.67,31.33,86.34,12.47,78,21.25

62,15:15-15:30,26.110000,271.270000,3.530000,47.850000,26.110000,3.410000,85.150000,13.690000,11.600000,13.690000,3.520000,93.300000,50.310000,14.030000,90.850000,31.33,7.38,43.34,12.31,233.33,12.88,7.39,4.42,37.33,31.34,46.67,31.33,81.39,12.88,74.67,22.16

63,15:30-15:45,26.110000,271.270000,3.530000,47.850000,26.110000,3.410000,94.610000,12.910000,11.600000,12.910000,3.520000,85.250000,90.280000,13.230000,90.850000,31.33,7.61,44.86,11.69,229.09,13.33,7.61,4.09,35.66,31.34,45.82,31.33,76.8,13.33,71.34,22.82

64,15:45-16:00,26.110000,271.270000,3.530000,47.850000,26.110000,3.410000,115.800000,12.060000,11.600000,12.060000,3.520000,76.870000,90.280000,12.370000,90.850000,31.33,7.72,42,11.07,211.59,13.88,7.72,4.05,34,31.34,42.32,31.33,70.84,13.88,68,23.16

65,16:00-16:15,26.110000,271.270000,3.680000,47.850000,26.110000,3.570000,115.800000,10.910000,11.600000,10.910000,3.710000,68.170000,90.280000,11.190000,90.850000,31.33,7.61,38.4,10.65,195.58,14.66,7.61,4.06,32.33,31.34,39.11,31.33,64.85,14.66,64.67,22.82

66,16:15-16:30,26.110000,271.270000,3.680000,47.850000,26.110000,3.570000,115.800000,9.910000,11.600000,9.910000,3.710000,58.850000,90.280000,10.160000,130.500000,31.33,7.72,34.09,10.39,163.18,16.33,7.72,4.05,31,31.34,32.64,31.33,58.83,16.33,62,23.16

67,16:30-16:45,26.110000,271.270000,3.680000,47.850000,26.110000,3.570000,115.800000,8.790000,11.600000,8.790000,3.710000,49.080000,90.280000,9.010000,130.500000,31.33,8.17,29.72,9.37,145.51,17.88,8.16,4.09,28.33,31.34,29.1,31.33,52.2,17.88,56.67,24.49

68,16:45-17:00,26.110000,271.270000,3.680000,66.810000,26.110000,3.570000,115.800000,7.530000,11.600000,7.530000,3.710000,38.540000,90.280000,7.720000,130.500000,31.33,9.32,25.44,6.85,126.36,19.27,9.34,4.05,25,31.34,25.27,31.33,45.05,19.27,50,28.01

69,17:00-17:15,26.110000,271.270000,3.990000,76.120000,26.110000,3.570000,115.800000,6.320000,11.600000,6.320000,3.710000,29.030000,101.030000,6.470000,130.500000,33,16.94,21.98,6.81,106.32,43.42,16.94,9.58,22,33,21.26,25,37.57,43.42,44,50.83

70,17:15-17:30,26.110000,271.270000,3.990000,76.120000,26.110000,3.570000,115.800000,5.070000,11.600000,5.070000,3.710000,21.060000,101.030000,5.190000,130.500000,32.34,17.44,17.94,6.8,83.98,44.08,17.44,10.21,18,20.18,16.79,15,30.43,44.08,36,52.33

71,17:30-17:45,26.110000,271.270000,3.990000,76.120000,26.110000,3.570000,115.800000,3.880000,11.600000,3.880000,3.710000,14.420000,101.030000,3.970000,130.500000,17.9,18.07,13.85,6.85,62.71,44.75,18.07,10.85,11.67,8.89,12.54,8.74,23.19,44.75,23.33,54.21

72,17:45-18:00,26.110000,271.270000,3.990000,76.120000,26.110000,3.570000,115.800000,2.820000,11.600000,2.820000,3.710000,8.900000,101.030000,2.890000,130.500000,11.35,33.44,9.92,6.84,43.23,70.95,33.43,22.06,8.33,4.45,8.65,2.7,16.32,70.95,16.67,100.31

73,18:00-18:15,25.290000,271.270000,4.210000,76.120000,25.290000,3.570000,115.800000,1.840000,11.600000,1.840000,3.990000,4.600000,101.030000,1.890000,130.500000,0,33.7,6.46,6.85,25.2,70.84,33.69,22.22,5,0,5.04,0,10.47,70.84,10,101.07

74,18:15-18:30,25.290000,271.270000,4.210000,76.120000,25.290000,3.570000,94.610000,1.140000,11.600000,1.140000,3.990000,2.080000,101.030000,1.160000,130.500000,0,34.09,3.86,6.85,13.23,70.43,34.09,22.46,3.33,0,2.64,0,6.05,70.43,6.67,102.28

75,18:30-18:45,29.420000,271.270000,4.210000,76.120000,24.630000,3.570000,66.220000,0.600000,11.600000,0.600000,3.990000,0.780000,101.030000,0.620000,130.500000,0,34.34,1.53,6.85,7.44,70.16,34.34,22.61,1.67,0,1.49,0,3.01,70.16,3.33,103.01

76,18:45-19:00,29.420000,271.270000,4.210000,76.120000,24.630000,3.570000,115.800000,0.000000,11.600000,0.000000,3.990000,0.000000,101.030000,0.000000,130.500000,0,34.26,0.27,6.81,3.31,70.13,34.26,22.57,0.67,0,0.66,0,0.93,70.13,1.33,102.78

77,19:00-19:15,29.420000,271.270000,4.210000,76.120000,16.650000,3.570000,115.800000,0.000000,11.600000,0.000000,3.990000,0.000000,101.030000,0.000000,130.500000,0,34.44,0,6.8,0.83,69.73,34.43,22.67,0.01,0,0.16,0,0.03,69.73,0.03,103.29

78,19:15-19:30,29.420000,271.270000,4.210000,76.120000,29.420000,3.570000,115.800000,0.000000,11.600000,0.000000,3.990000,0.000000,101.030000,0.000000,130.500000,0,27.06,0,6.64,0,69.51,27.05,16.99,0,0,0,0,0.03,69.51,0,81.16

79,19:30-19:45,29.420000,271.270000,4.210000,76.120000,29.420000,3.570000,115.800000,0.000000,11.600000,0.000000,3.990000,0.000000,101.030000,0.000000,130.500000,0,27.21,0,6.61,0,69.28,27.22,16.97,0,0,0,0,0.03,69.28,0,81.65

80,19:45-20:00,29.420000,271.270000,4.210000,76.120000,29.420000,3.570000,115.800000,0.000000,11.600000,0.000000,3.990000,0.000000,101.030000,0.000000,130.500000,0,27.51,0,6.64,0,59.1,27.52,16.71,0,0,0,0,0,59.1,0,82.55

81,20:00-20:15,29.900000,271.270000,3.990000,76.120000,15.030000,3.570000,115.800000,0.000000,11.600000,0.000000,3.990000,0.000000,101.030000,0.000000,130.500000,0,27.04,0,6.79,0,59.18,27.04,16.41,0,0,0,0,0,59.18,0,81.11

82,20:15-20:30,29.900000,271.270000,3.990000,76.120000,15.030000,3.570000,115.800000,0.000000,11.600000,0.000000,3.990000,0.000000,101.030000,0.000000,130.500000,0,26.74,0,6.79,0,59.4,26.73,15.88,0,0,0,0,0,59.4,0,80.19

83,20:30-20:45,29.900000,271.270000,3.990000,76.120000,15.030000,3.570000,115.800000,0.000000,11.600000,0.000000,3.990000,0.000000,101.030000,0.000000,130.500000,0,26.6,0,6.79,0,59.63,26.58,15.53,0,0,0,0,0,59.63,0,79.75

84,20:45-21:00,29.900000,271.270000,3.990000,76.120000,15.030000,3.570000,115.800000,0.000000,11.600000,0.000000,3.990000,0.000000,101.030000,0.000000,130.500000,0,26.6,0,6.64,0,59.86,26.58,15.2,0,0,0,0,0,59.86,0,79.75

85,21:00-21:15,29.900000,271.270000,3.990000,76.120000,29.900000,3.570000,115.800000,0.000000,11.600000,0.000000,3.850000,0.000000,101.030000,0.000000,130.500000,0,26.23,0,6.72,0,60.3,26.21,14.92,0,0,0,0,0,60.3,0,78.64

86,21:15-21:30,29.900000,271.270000,3.990000,76.120000,29.900000,3.570000,115.800000,0.000000,11.600000,0.000000,3.850000,0.000000,101.030000,0.000000,130.500000,0,25.71,0,6.78,0,60.71,25.71,14.68,0,0,0,0,0,60.71,0,77.13

87,21:30-21:45,29.900000,271.270000,3.990000,76.120000,29.900000,3.570000,115.800000,0.000000,11.600000,0.000000,3.850000,0.000000,101.030000,0.000000,130.500000,0,25.08,0,6.63,0,55.76,25.07,12.79,0,0,0,0,0,55.76,0,75.21

88,21:45-22:00,29.900000,271.270000,3.990000,76.120000,29.900000,3.570000,115.800000,0.000000,11.600000,0.000000,3.850000,0.000000,101.030000,0.000000,130.500000,0,24.35,0,6.72,0,55.16,24.36,12.68,0,0,0,0,0,55.16,0,73.07

89,22:00-22:15,22.900000,271.270000,3.840000,76.120000,22.900000,3.570000,115.800000,0.000000,11.600000,0.000000,3.710000,0.000000,101.030000,0.000000,130.500000,0,23.72,0,6.75,0,54.35,23.72,12.55,0,0,0,0,0,54.35,0,71.15

90,22:15-22:30,22.900000,271.270000,3.840000,76.120000,22.900000,3.570000,115.800000,0.000000,11.600000,0.000000,3.710000,0.000000,101.030000,0.000000,130.500000,0,23.62,0,6.64,0,53.53,23.61,12.36,0,0,0,0,0,53.53,0,70.83

91,22:30-22:45,22.900000,271.270000,3.840000,76.120000,22.900000,3.570000,115.800000,0.000000,11.600000,0.000000,3.710000,0.000000,101.030000,0.000000,130.500000,0,27.55,0,6.63,0,52.59,27.56,12.08,0,0,0,0,0,52.59,0,82.68

92,22:45-23:00,22.900000,271.270000,3.840000,76.120000,22.900000,3.570000,115.800000,0.000000,11.600000,0.000000,3.710000,0.000000,101.030000,0.000000,130.500000,0,27.66,0,6.61,0,52.04,27.65,15.97,0,0,0,0,0,52.04,0,82.96

93,23:00-23:15,25.260000,271.270000,3.840000,56.190000,25.260000,3.570000,115.800000,0.000000,11.490000,0.000000,3.570000,0.000000,101.030000,0.000000,130.500000,0,27.54,0,6.75,0,50.78,27.54,16.03,0,0,0,0,0,50.78,0,82.62

94,23:15-23:30,25.260000,271.270000,3.840000,56.190000,25.260000,3.570000,115.800000,0.000000,11.490000,0.000000,3.570000,0.000000,101.030000,0.000000,130.500000,0,27.04,0,6.66,0,49.37,27.06,16.18,0,0,0,0,0,49.37,0,81.17

95,23:30-23:45,25.260000,271.270000,3.840000,56.190000,25.260000,3.570000,115.800000,0.000000,11.490000,0.000000,3.570000,0.000000,101.030000,0.000000,130.500000,0,27.02,0,6.79,0,49.53,27.02,16.03,0,0,0,0,0,49.53,0,81.07

