Block,Time Block,TALA,SASAN,TANDA2,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,TALST2,SEWA2,SINGRAULI,SALAL,TANAKPUR,RIHAND3,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_RF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_LF,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KGSU1AND2,KHSTPP-I,KGSU3AND4,KUDGI,MAPS,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,PARBATI3,RAPPB,RIHAND2,NLCEXP,NLCIIST1,RIHAND1,NLCIIST2,NJPC,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NAPP,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,11.69,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,49.23,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.61,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

59,14:30-14:45,11.69,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,61.55,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.61,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

60,14:45-15:00,11.69,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,73.84,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.61,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

61,15:00-15:15,10.39,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,73.84,2.47,67.58,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.61,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

62,15:15-15:30,10.39,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,73.84,2.47,67.58,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.61,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

63,15:30-15:45,8.63,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,73.84,4.94,67.58,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.4,0,23.15,35.61,16.09,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,16.91,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

64,15:45-16:00,8.63,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,73.84,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.4,0,23.15,35.61,32.19,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,16.91,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

65,16:00-16:15,8.63,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,73.84,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.4,0,23.15,35.61,48.28,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,96.77,18.6,0,0,2.77,5.15,16.91,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

66,16:15-16:30,8.63,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,73.84,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.4,0,23.15,35.61,65.21,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,96.77,18.6,0,0,2.77,5.15,16.91,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

67,16:30-16:45,8.95,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,73.84,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.4,0,23.15,35.61,65.21,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,96.77,18.6,0,0,2.77,5.15,16.91,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

68,16:45-17:00,8.95,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,73.84,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.4,0,23.15,35.61,65.21,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,96.77,18.6,0,0,2.77,5.15,16.91,0,80.3,0,0,57.32,0,24.61,0.52,0,58.14,0,43.66,0,0,0,0,0,0

69,17:00-17:15,3.53,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,74.96,11.34,98.18,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.4,0,23.15,35.61,65.21,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,96.77,18.6,0,0,2.77,5.15,16.91,0,102.6,0,0,57.32,0,49.21,1.05,0,58.14,0,43.66,0,0,0,0,0,0

70,17:15-17:30,3.53,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,74.96,11.34,98.18,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.4,0,23.15,35.61,65.21,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,96.77,18.6,0,0,2.77,5.15,16.91,0,102.6,0,0,57.32,0,73.83,1.57,0,58.14,0,43.66,0,0,0,0,0,0

71,17:30-17:45,3.4,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,74.96,11.34,98.18,0,0,0,0,0,0,0,0,0,0,0,0,27.03,14.4,0,23.15,35.61,65.21,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,96.77,18.6,0,0,2.77,5.15,16.91,0,102.6,0,0,57.32,0,98.44,2.11,0,58.14,0,43.66,0,0,0,0,0,0

72,17:45-18:00,3.4,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,74.96,9.38,98.18,0,0,0,0,0,0,0,0,0,0,0,0,27.03,14.4,0,23.15,35.61,65.21,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,96.77,18.6,0,0,2.77,5.15,16.91,0,102.6,0,0,57.32,0,123.04,2.68,0,58.14,0,43.66,0,0,0,0,0,0

73,18:00-18:15,2.97,296.8265,0,0,0.49,0,0,0,0,16.73,75.45,74.96,9.38,67.58,0,0,0,0,0,0,0,0,0,0,0,0,27.03,14.33,0,23.15,35.61,65.21,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.58,34.89,363.34,0,15.34,0,0,0,78.54,18.6,0,0,4.16,5.15,8.12,0,79.33,0,0,57.32,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

74,18:15-18:30,2.7,296.8265,0,0,0.49,0,0,0,0,16.73,75.45,74.96,9.38,67.58,0,0,0,0,0,0,0,0,0,0,0,0,27.03,14.33,0,23.15,35.61,66.86,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.58,34.89,363.34,0,15.34,0,0,0,78.54,27.9,0,0,4.16,5.15,35.18,0,79.33,0,0,57.32,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

75,18:30-18:45,2.55,309.5065,0,0,0.49,0,0,0,0,16.73,75.45,72.72,9.38,67.58,0,0,0,0,0,0,0,0,0,0,0,0,27.03,14.4,0,23.15,35.61,67.69,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,15.34,0,0,0,78.54,37.21,0,0,4.16,5.15,35.18,0,79.33,0,0,57.32,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

76,18:45-19:00,2.4,361.9821,0,0,0.49,0,0,0,0,16.73,75.45,72.72,10.49,81.15,0,0,0,0,0,0,0,0,0,0,0,0,27.03,14.4,0,23.15,35.61,67.69,11.79,0,0,27.06,110.83,0,30.89,14.44,43.96,39.88,6.65,52.51,363.34,0,15.34,0,0,0,78.54,40.93,0,0,4.16,5.15,35.18,0,79.33,0,0,57.32,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

77,19:00-19:15,2.4,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,72.72,10.49,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,18.54,0,28.88,35.61,68.24,14.16,0,1.56,27.06,182.43,0,30.89,14.44,43.96,39.88,9.72,52.51,370,0,19.86,0,0,0,100.73,40.93,0,0,4.16,5.15,35.18,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

78,19:15-19:30,2.4,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,72.72,10.49,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,18.54,0,28.88,35.61,68.24,14.16,0,1.56,27.06,278.72,0,30.89,14.44,43.96,39.88,9.72,52.51,370,0,22.67,0,0,0,114.75,40.93,0,0,4.16,5.15,35.18,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

79,19:30-19:45,7.92,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,72.72,10.24,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,21.46,0,33.524,35.61,68.24,18.04,0,1.56,27.06,366.04,0,30.89,14.44,43.96,39.88,12.5,52.51,370,0,30.98,0,0,0,142.8,40.93,0,0,4.16,5.15,35.18,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

80,19:45-20:00,7.92,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,72.72,10.24,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,23.44,0,36.454,35.61,68.24,18.04,0,1.56,27.06,366.04,0,30.89,14.44,43.96,39.88,12.87,52.51,370,0,30.98,0,0,0,142.8,40.93,0,0,4.16,5.15,29.77,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

81,20:00-20:15,8.06,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,69.38,10.24,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,26.05,0,40.892,35.61,68.24,20.01,0,1.56,27.06,366.04,0,30.89,14.44,43.96,39.88,12.87,52.51,416.22,0,30.98,0,0,0,142.8,40.93,0,0,4.16,5.15,29.77,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

82,20:15-20:30,8.18,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,69.38,10.24,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,366.04,0,30.89,14.44,43.96,39.88,12.87,52.51,464.37,0,30.98,0,0,0,142.8,40.93,0,0,4.16,5.15,29.77,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

83,20:30-20:45,8.26,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,69.38,10.24,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,366.04,0,30.89,14.44,43.96,39.88,12.87,52.51,483.63,0,30.98,0,0,0,142.8,40.93,0,0,4.16,5.15,33.84,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

84,20:45-21:00,8.36,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,69.38,9.38,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,366.04,0,30.89,14.44,42.58,38.9,12.87,52.51,483.63,0,30.98,0,0,0,142.8,37.21,0,0,4.16,5.15,33.84,0,117.19,0,0,84.21,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

85,21:00-21:15,8.41,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,69.38,9.38,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,394.42,0,30.89,14.44,42.58,38.9,12.87,52.51,550.68,0,30.98,0,0,0,142.8,37.21,0,0,4.16,5.15,33.84,0,117.19,0,0,84.21,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

86,21:15-21:30,8.51,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,69.38,9.38,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,394.42,0,30.89,14.44,42.58,38.9,12.87,52.51,554.98,0,30.98,0,0,0,142.8,37.21,0,0,4.16,5.15,33.84,0,117.19,0,0,84.21,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

87,21:30-21:45,8.69,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,69.38,9.38,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,394.42,0,30.89,14.44,42.58,38.9,12.87,52.51,554.98,0,30.98,0,0,0,142.8,37.21,0,0,4.16,5.15,33.84,0,117.19,0,0,84.21,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

88,21:45-22:00,8.81,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,69.38,9.74,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,394.42,0,30.89,14.44,43.96,39.88,12.87,52.51,554.98,0,30.98,0,0,0,142.8,40.93,0,0,4.16,5.15,33.84,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

89,22:00-22:15,8.93,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,67.13,9.38,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,394.42,0,30.89,14.44,43.96,39.88,12.87,52.51,554.98,0,30.98,0,0,0,142.8,40.93,0,0,4.16,5.15,29.77,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

90,22:15-22:30,8.96,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,67.13,9.38,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,394.42,0,30.89,14.44,43.96,39.88,12.87,52.51,554.98,0,30.98,0,0,0,142.8,40.93,0,0,4.16,5.15,29.77,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

91,22:30-22:45,9.12,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,67.13,9.38,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,366.04,0,30.89,14.44,43.96,39.88,12.87,52.51,487.92,0,30.98,0,0,0,142.8,40.93,0,0,4.16,5.15,20.3,0,117.19,0,0,84.21,0,162.4,3.49,0,58.14,0,43.66,0,0,0,0,0,0

92,22:45-23:00,9.22,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,67.13,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,366.04,0,30.89,14.44,42.58,38.9,12.87,52.51,483.63,0,30.98,0,0,0,142.8,37.21,0,0,4.16,5.15,20.3,0,117.19,0,0,84.21,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

93,23:00-23:15,9.03,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,67.13,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,298.38,0,30.89,14.44,42.58,38.9,12.87,52.51,483.63,0,30.98,0,0,0,142.8,37.21,0,0,4.16,5.15,20.3,0,117.19,0,0,84.21,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

94,23:15-23:30,9.18,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,67.13,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,26.05,0,40.892,35.61,68.24,20.18,0,1.56,27.06,248.23,0,30.89,14.44,42.58,38.9,12.87,52.51,483.63,0,30.98,0,0,0,142.8,37.21,0,0,4.16,5.15,20.3,0,117.19,0,0,84.21,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

95,23:30-23:45,9.22,369.0021,2.44,0,0.49,0,0,0,0,16.73,90.01,67.13,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,23.44,0,36.454,35.61,68.24,18.04,0,1.56,27.06,248.23,0,30.89,14.44,42.58,38.9,12.87,52.51,483.63,0,30.98,0,0,0,142.8,37.21,0,0,4.16,5.15,20.3,0,117.19,0,0,84.21,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

96,23:45-24:00,9.26,369.0021,2.44,0,0.49,0,0,0,0,16.73,98.85,67.13,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,27.03,23.44,0,36.454,35.61,68.24,18.04,0,1.56,27.06,248.23,0,30.89,14.44,42.58,38.9,12.87,52.51,483.63,0,30.98,0,0,0,142.8,37.21,0,0,4.16,5.15,20.3,0,117.19,0,0,84.21,0,160.9,3.41,0,58.14,0,43.66,0,0,0,0,0,0

