Block,Time Block,SINGRAULI_HYDRO,TALA,SINGRAULI,DADRT2,KHSTPP-II,KISHANGANGA,JHAJJAR,KHSTPP-I,KKNP,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,KGSU3AND4,RAPPD,SASAN,SIMHST2,SIMHST1,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,RIHAND1,RAPPB,RIHAND2,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAMPUR,NLCEXP,KUDGI,NAPP,MAPS,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,KOTESHWR,KOLDAM,KKNPPU2,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,ANTA_CRF,URI2,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TALST2,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0.87,27.3,143.31,55.13,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,12.54,45.3,20.05,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,21.84,35.28,33.97,16.54,2.43,0,0,11.45,0,0,0,0,0

56,13:45-14:00,0.87,27.3,143.31,103.2,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.97,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,21.84,35.28,33.97,16.54,2.43,0,0,11.45,0,0,0,0,0

57,14:00-14:15,0.87,27.3,143.31,152.58,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.72,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,22.09,35.8,33.97,16.69,3.1,0,0,11.45,0,0,0,0,0

58,14:15-14:30,0.87,27.3,143.31,200.65,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,22.9,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,22.09,35.8,33.97,16.69,3.1,0,0,11.45,0,0,0,0,0

59,14:30-14:45,0.87,27.3,143.31,200.65,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.34,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,22.09,35.8,38.22,16.69,3.1,0,0,11.45,0,0,0,0,0

60,14:45-15:00,0.87,27.3,143.31,200.65,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,12.54,45.3,20.02,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,22.09,35.8,38.22,16.69,3.1,0,0,11.45,0,0,0,0,0

61,15:00-15:15,0.87,26.28,143.31,200.65,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,12.54,45.3,19.52,0,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,0,0,5.34,0,29.97,22.09,35.8,38.22,16.69,3.1,0,0,11.45,0,0,0,0,0

62,15:15-15:30,0.87,26.28,143.31,200.65,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,13.5,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,22.12,0,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,0,0,5.34,0,29.97,22.09,35.8,38.22,16.69,3.1,0,0,11.45,0,0,0,0,0

63,15:30-15:45,0.87,26.28,143.31,200.65,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,13.5,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,22.03,0,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,28.61,0,5.34,0,29.97,22.09,35.8,38.22,16.69,3.1,0,0,11.45,0,0,0,0,0

64,15:45-16:00,0.87,26.28,143.31,200.65,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,13.5,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,21.76,0,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,28.61,0,5.34,0,29.97,22.09,35.8,38.22,16.69,3.1,0,0,11.45,0,0,0,0,0

65,16:00-16:15,0.87,26.28,143.31,135.76,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,13.5,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,6.27,45.3,17.43,0,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,42.92,0,5.34,0,29.97,22.09,35.8,38.22,16.69,3.1,0,0,11.45,0,0,0,0,0

66,16:15-16:30,0.87,26.28,143.31,152.61,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,15.3,329.88,0,0,0,62.89,0,65.91,4.39,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,6.27,45.3,19.99,13.51,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,29.97,22.09,35.8,38.22,16.69,3.1,0,0,11.45,0,0,0,0,0

67,16:30-16:45,0.87,26.26,143.31,104.54,95.05,6.78,242.34,43.98,0,40.82,20,53.24,0,0,15.3,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,6.27,45.3,21.06,27.02,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,26.98,26.62,43.26,38.22,20.81,3.1,0,0,11.45,0,0,0,0,0

68,16:45-17:00,0.87,26.26,143.31,56.47,95.05,6.78,242.34,43.98,0,40.82,20,53.24,0,0,15.3,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,6.27,45.3,20.34,27.02,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,26.98,26.62,43.26,38.22,20.81,3.1,0,0,11.45,0,0,0,0,0

69,17:00-17:15,0.87,26.26,143.31,32.14,95.05,6.78,242.34,43.98,0,40.82,20,53.24,0,0,15.3,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,6.27,45.3,23.05,40.52,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,26.98,26.62,43.26,33.97,20.81,3.1,0,0,11.45,0,0,0,0,0

70,17:15-17:30,0.87,26.17,143.31,51.37,95.05,6.78,242.34,43.98,0,40.82,20,53.24,0,0,16.2,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,12.54,45.3,21.83,40.52,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,26.98,26.62,43.26,33.97,20.81,3.1,0,0,11.45,0,0,0,0,0

71,17:30-17:45,0.87,25.76,143.31,89.82,95.05,6.78,266.38,43.98,0,40.82,20,53.24,0,0,16.2,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,34.3,0,5.48,0,0,23.67,0,32.63,12.54,45.3,20.92,40.52,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,23.98,26.62,43.26,33.97,20.81,3.1,0,0,11.45,0,0,0,0,0

72,17:45-18:00,0.87,25.64,143.31,109.05,95.05,6.78,285.73,43.98,0,40.82,20,53.24,0,0,16.2,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,34.3,0,5.48,0,0,23.67,0,32.63,12.54,45.3,21.34,40.52,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,23.98,26.62,43.26,33.97,20.81,3.1,0,0,11.45,0,0,0,0,0

73,18:00-18:15,0.87,25.5,143.31,189.83,95.05,6.78,285.73,43.98,0,40.82,20,53.24,0,0,16.2,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,6.27,45.3,18.67,40.52,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,26.98,26.62,43.26,33.97,20.81,3.1,0,0,11.45,0,0,0,0,0

74,18:15-18:30,0.87,25.38,143.31,282.1,95.05,6.78,285.73,43.98,0,40.82,20,53.24,0,0,17.09,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,6.27,45.3,17.14,40.52,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,26.98,26.62,43.26,33.97,20.81,3.1,0,0,11.45,0,0,0,0,0

75,18:30-18:45,0.87,24.67,143.31,366.57,95.05,6.78,285.73,43.98,0,40.82,20,53.24,0,0,17.09,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,6.27,45.3,19.39,40.52,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,26.98,26.62,43.26,33.97,20.81,3.1,0,0,11.45,0,0,0,0,0

76,18:45-19:00,0.87,24.59,143.31,437.86,95.05,6.78,343.41,43.98,0,40.82,20,53.24,0,0,17.09,329.88,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,6.27,45.3,16.39,40.52,0,0,0,0,0,0,0,0,0,0,0,19.51,8.29,0,0,57.22,0,5.34,0,26.98,26.62,43.26,33.97,20.81,3.1,0,0,11.45,0,0,0,0,0

77,19:00-19:15,0.87,24.59,143.31,437.86,95.05,6.78,401.1,43.98,0,40.82,20,53.24,0,0,17.09,334.53,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.53,40.52,0,0,0,0,0,0,0,0,0,0,0,29.26,8.29,0,77.97,57.22,0,5.34,0,31.48,26.62,43.26,50.34,19.67,3.1,0,0,11.45,0,0,0,0,0

78,19:15-19:30,0.87,24.65,143.31,437.86,95.05,6.9,452.05,43.98,0,42.86,20,55.44,0,0,18.89,335.51,0,0,0,62.89,0,64.24,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,47.17,0,5.61,0,0,23.67,0,34.31,19.67,47.68,18.61,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,31.48,26.62,43.26,50.34,19.67,3.1,0,0,11.45,0,0,0,0,0

79,19:30-19:45,0.87,24.87,143.31,485.93,95.05,6.9,452.05,43.98,0,42.86,20,55.44,0,0,18.89,335.51,0,0,0,62.89,0,64.24,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,47.17,0,5.61,0,0,23.67,0,34.31,19.67,47.68,20.34,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,31.48,26.62,43.26,50.34,19.67,3.1,0,0,11.45,0,0,0,0,0

80,19:45-20:00,0.87,25.01,143.31,528.17,95.05,6.9,452.05,43.98,0,42.86,20,55.44,0,0,18.89,335.51,0,0,0,62.89,0,64.24,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,47.17,0,5.61,0,0,23.67,0,34.31,19.67,47.68,19.85,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,29.97,26.62,43.26,36.08,19.67,3.1,0,0,11.45,0,0,0,0,0

81,20:00-20:15,0.87,25.07,143.31,528.17,95.05,6.9,452.05,43.98,0,42.86,20,55.44,0,0,18.89,335.51,0,0,0,62.89,0,64.24,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,47.17,0,5.61,0,0,23.67,0,34.31,19.67,47.68,24.03,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,29.97,26.62,43.26,36.08,18.81,3.1,0,0,11.45,0,0,0,0,0

82,20:15-20:30,0.87,25.19,143.31,528.17,95.05,6.9,452.05,43.98,0,42.86,20,55.44,0,0,19.8,335.51,0,0,0,62.89,0,64.24,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,37.16,0,5.61,0,0,23.67,0,34.31,19.67,47.68,24.03,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,29.97,26.62,43.26,38.22,18.81,3.1,0,0,11.45,0,0,0,0,0

83,20:30-20:45,0.87,25.21,143.31,528.17,95.05,6.9,452.05,43.98,0,42.86,19.25,55.44,0,0,19.8,335.51,0,0,0,62.89,0,64.24,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,37.16,0,5.61,0,0,23.67,0,34.31,19.67,47.68,23.43,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,29.97,26.62,43.26,38.22,18.81,3.1,0,0,11.45,0,0,0,0,0

84,20:45-21:00,0.87,25.32,143.31,528.17,95.05,6.9,452.05,43.98,0,42.86,19.25,55.44,0,0,19.8,335.51,0,0,0,62.89,0,64.24,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,50.02,0,5.61,0,0,23.67,0,34.31,19.67,47.68,23.26,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,29.97,26.62,43.26,38.22,18.81,3.1,0,0,11.45,0,0,0,0,0

85,21:00-21:15,0.87,20.82,143.31,528.17,95.05,6.9,452.05,43.98,0,42.86,19.25,55.44,0,0,19.8,335.51,0,0,0,62.89,0,64.24,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,54.31,0,5.61,0,0,23.67,0,34.31,19.67,47.68,22.31,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,31.48,26.62,43.26,42.46,18.81,3.1,0,0,11.45,0,0,0,0,0

86,21:15-21:30,0.87,20.92,143.31,528.17,95.05,6.78,452.05,43.98,0,40.82,19.25,53.24,0,0,21.59,335.51,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,18.8,45.3,22.83,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,155.95,57.82,0,5.34,0,31.48,26.62,43.26,42.46,18.81,3.1,0,0,11.45,0,0,0,0,0

87,21:30-21:45,0.87,21.05,143.31,528.17,95.05,6.78,452.05,43.98,0,40.82,19.25,53.24,0,0,21.59,335.51,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,51.46,0,5.48,0,0,23.67,0,32.63,18.8,45.3,21.42,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,155.95,57.82,0,5.34,0,32.98,26.62,43.26,42.46,18.81,3.1,0,0,11.45,0,0,0,0,0

88,21:45-22:00,0.87,21.2,143.31,528.17,95.05,6.9,452.05,43.98,0,42.86,19.25,55.44,0,0,21.59,335.51,0,0,0,62.89,0,64.24,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,64.32,0,5.61,0,0,23.67,0,34.31,19.67,47.68,18.94,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,32.98,26.62,43.26,42.46,18.81,3.1,0,0,11.45,0,0,0,0,0

89,22:00-22:15,0.87,21.34,141.75,528.17,95.05,6.9,452.05,43.98,0,42.86,19.25,55.44,0,0,21.59,335.51,0,0,0,62.89,0,62.56,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,64.32,0,5.61,0,0,23.67,0,34.31,19.67,47.68,19.2,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,32.98,26.62,43.26,44.58,18.81,3.1,0,0,11.45,0,0,0,0,0

90,22:15-22:30,0.87,21.48,141.75,528.17,95.05,6.9,452.05,43.98,0,42.86,19.25,55.44,0,0,22.49,335.51,0,0,0,62.89,0,62.56,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,64.32,0,5.61,0,0,23.67,0,34.31,19.67,47.68,16.85,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,32.98,26.62,43.26,44.58,18.81,3.1,0,0,11.45,0,0,0,0,0

91,22:30-22:45,0.87,21.62,141.75,528.17,95.05,6.9,452.05,43.98,0,42.86,19.25,55.44,0,0,0,335.51,0,0,0,62.89,0,62.56,12.49,125.79,45.21,0,120.43,0,170.59,0,0,0,0,64.32,0,5.61,0,0,23.67,0,34.31,19.67,47.68,16.7,40.64,0,0,0,0,0,0,0,0,0,0,0,42.92,8.29,0,155.95,57.82,0,5.34,0,32.98,26.62,43.26,44.58,18.81,3.1,0,0,11.45,0,0,0,0,0

92,22:45-23:00,0.87,21.71,141.75,528.17,95.05,6.78,452.05,43.98,0,40.82,19.25,53.24,0,0,0,335.51,0,0,0,62.89,0,62.56,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,18.8,45.3,17.23,40.52,0,0,0,0,0,0,0,0,0,0,0,39.23,8.29,0,77.97,57.22,0,5.34,0,32.98,26.62,43.26,44.58,18.81,3.1,0,0,11.45,0,0,0,0,0

93,23:00-23:15,0.87,18.94,140.31,528.17,95.05,6.78,452.05,43.98,0,40.82,19.25,53.24,0,0,0,335.51,0,0,0,62.89,0,62.56,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,40.01,0,5.48,0,0,23.67,0,32.63,18.8,45.3,20.6,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,77.97,57.22,0,5.34,0,32.98,26.62,43.26,42.46,18.81,3.1,0,0,11.45,0,0,0,0,0

94,23:15-23:30,0.87,19,140.31,528.17,95.05,6.78,452.05,43.98,0,40.82,19.25,53.24,0,0,0,335.51,0,0,0,62.89,0,62.56,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,40.01,0,5.48,0,0,23.67,0,32.63,18.8,45.3,20.9,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,77.97,57.22,0,5.34,0,32.98,26.62,43.26,42.46,18.81,3.1,0,0,11.45,0,0,0,0,0

95,23:30-23:45,0.87,19.08,140.31,528.17,95.05,6.78,452.05,43.98,0,40.82,19.25,53.24,0,0,0,335.51,0,0,0,62.89,0,62.56,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,40.01,0,5.48,0,0,23.67,0,32.63,18.8,45.3,17.89,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,77.97,57.22,0,5.34,0,32.98,26.62,43.26,42.46,18.81,3.1,0,0,11.45,0,0,0,0,0

96,23:45-24:00,0.87,19.22,140.31,528.17,95.05,6.78,452.05,43.98,0,40.82,19.25,53.24,0,0,0,335.51,0,0,0,62.89,0,62.56,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,40.01,0,5.48,0,0,23.67,0,32.63,18.8,45.3,16.38,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,77.97,57.22,0,5.34,0,32.98,26.62,43.26,42.46,18.81,3.1,0,0,11.45,0,0,0,0,0

