Block,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/19072037/LT-05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59
7,01:30-01:45,15,7.54,22.63,2.920000,0,0,7.54,0,0,7,0,0.000000,16.520000,0,15,0,0,0,118.300000,0,0.000000,16.520000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.960000

8,01:45-02:00,15,7.51,22.51,2.920000,0,0,7.5,0,0,7,0,0.000000,16.520000,0,15,0,0,0,118.300000,0,0.000000,16.520000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.960000

9,02:00-02:15,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.880000

10,02:15-02:30,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.880000

11,02:30-02:45,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.880000

12,02:45-03:00,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.880000

13,03:00-03:15,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.880000

14,03:15-03:30,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.880000

15,03:30-03:45,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.880000

16,03:45-04:00,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.260000,74.110000,2.880000

17,04:00-04:15,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.880000

18,04:15-04:30,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.880000

19,04:30-04:45,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.880000

20,04:45-05:00,15,7.34,22,2.760000,0,0,7.33,0,0,7,0,0.000000,22.610000,0,15,0,0,0,118.300000,0,0.000000,22.610000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.880000

21,05:00-05:15,13.39,7.34,22,2.690000,0,0,7.33,0,0,7,0,0.000000,16.520000,0,13.39,0,0,0,118.300000,0,0.000000,16.520000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.880000

22,05:15-05:30,13.39,7.34,22,2.690000,0,0,7.33,0,0,7,0,0.000000,16.520000,0,13.39,0,0,0,118.300000,0,0.000000,16.520000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.880000

23,05:30-05:45,13.39,7.34,22,2.690000,0,0,7.33,0,0,7,0,0.000000,16.520000,0,13.39,0,0,0,118.300000,0,0.000000,16.520000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.880000

24,05:45-06:00,13.39,7.34,22,2.690000,0,0,7.33,0,0,7,0,0.000000,16.520000,0,13.39,0,0,0,118.300000,0,0.000000,16.520000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.880000

25,06:00-06:15,13.39,7.34,22,2.690000,0,0,7.33,0.5,0,7,0,0.000000,2.110000,0,13.39,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.800000

26,06:15-06:30,13.39,7.34,22,2.690000,0,0.944198,7.33,3,0,7,0,0.000000,2.110000,0,13.39,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,27.060000,101.230000,208.760000,3.210000,74.110000,2.800000

27,06:30-06:45,13.39,7.34,22,2.690000,3,8.634058,7.33,8,1,7,0,0.010000,2.110000,0,13.39,0,0.32,1.48,118.300000,0,0.010000,30.930000,132.600000,0.64,0,7.21,0.000000,0.010000,27.060000,101.230000,208.760000,3.210000,74.110000,2.800000

28,06:45-07:00,13.39,7.34,22,2.690000,15,18.913162,7.33,15,7.64,7,1,0.140000,14.280000,2,13.39,0.81,1.08,5.47,118.300000,0.33,0.130000,30.930000,132.600000,2.34,0.16,7.21,0.000000,0.130000,27.060000,101.230000,208.760000,3.210000,74.110000,2.800000

29,07:00-07:15,13.39,7.34,22,2.690000,32.55,28.37461,7.33,22,20,7,2.67,0.640000,14.280000,5.33,13.39,7.83,2.55,12.29,118.300000,2.33,0.620000,30.930000,132.600000,5.27,1.57,7.21,0.000000,0.620000,27.060000,101.230000,208.760000,3.210000,74.110000,2.800000

30,07:15-07:30,13.39,7.34,22,2.690000,28.52,38.176748,7.33,28.52,28.51,7,5,1.480000,14.280000,10,13.39,19.58,4.69,21,118.300000,5,1.440000,30.930000,132.600000,9,3.91,7.21,0.000000,1.440000,27.060000,101.230000,208.760000,3.210000,74.110000,2.800000

31,07:30-07:45,13.39,7.34,22,2.690000,30.03,49.273508,7.33,30.03,30.04,7,7.67,2.590000,22.610000,15.33,13.39,34.78,7.47,38.5,118.300000,10.08,2.530000,22.610000,132.600000,16.5,6.95,7.21,0.000000,2.530000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

32,07:45:08:00,13.39,7.34,22,2.690000,30.53,61.061382,7.33,30.53,30.54,7,11.33,3.780000,22.610000,22.67,13.39,52.68,11.72,52.5,118.300000,16.58,3.690000,22.610000,132.600000,22.5,10.54,7.21,0.000000,3.690000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

33,08:00-08:15,13.39,7.34,22,2.610000,31.53,72.206812,7.33,31.53,31.54,7,14.67,5.050000,22.610000,29.33,13.39,71.16,15.27,66.5,118.300000,23.66,4.930000,22.610000,132.600000,28.5,14.23,7.21,0.000000,4.930000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

34,08:15-08:30,13.39,7.34,22,2.610000,31.87,82.408044,7.33,31.87,31.86,7,16,6.330000,22.610000,33,13.39,90.29,18.99,80.5,118.300000,31.07,6.180000,22.610000,132.600000,34.5,18.06,7.21,0.000000,6.180000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

35,08:30-08:45,13.39,7.34,22,2.610000,31.87,91.733216,7.33,31.87,31.86,7,19,7.650000,22.610000,37,13.39,108.48,22.66,94.5,118.300000,38.7,7.460000,22.610000,132.600000,40.5,21.7,7.21,0.000000,7.460000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

36,08:45:09:00,13.39,7.34,22,2.610000,31.87,100.221264,7.33,31.87,31.86,7,22,8.810000,22.610000,44,13.39,126.95,26.01,112,118.300000,46.21,8.600000,22.610000,132.600000,48,25.39,7.21,0.000000,8.600000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

37,09:00:09:15,13.39,7.34,22,2.610000,32.03,95.315328,7.33,32.03,32.04,5.47,26,9.900000,22.610000,52,13.39,145.74,29.02,126,118.300000,53.12,9.660000,22.610000,132.600000,54,29.15,6.61,0.000000,9.660000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

38,09:15-09:30,13.39,7.34,22,2.610000,32.03,102.898114,7.33,32.03,32.04,5.47,28,10.970000,22.610000,56,13.39,163.14,32.75,137.2,118.300000,59.5,10.710000,22.610000,132.600000,58.8,32.63,6.61,0.000000,10.710000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

39,09:30-09:45,13.39,7.34,22,2.610000,32.03,109.89686,7.33,32.03,32.04,5.47,31,11.940000,22.610000,63,13.39,179.5,35.19,147,118.300000,65.62,11.650000,22.610000,132.600000,63,35.9,6.61,0.000000,11.650000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

40,09:45-10:00,13.39,7.34,22,2.610000,32.03,116.778798,7.33,32.03,32.04,5.47,33,12.740000,22.610000,67,13.39,193.81,37.33,164.5,118.300000,70.95,12.420000,22.610000,132.600000,70.5,38.76,6.61,0.000000,12.420000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

41,10:00-10:15,13.45,7.34,22,2.610000,32.03,122.950154,7.33,32.03,32.04,5.66,35,13.420000,22.610000,69,13.45,206.33,39.19,171.5,118.300000,75.88,13.080000,22.610000,132.600000,73.5,41.26,6.61,0.000000,13.080000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

42,10:15-10:30,13.45,7.34,22,2.610000,32.03,128.29412,7.33,32.03,32.04,5.66,37,13.970000,22.610000,74,13.45,218.13,41.3,182,118.300000,78.88,13.630000,22.610000,132.600000,78,43.62,6.61,0.000000,13.630000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

43,10:30-10:45,13.45,7.34,22,2.610000,32.03,133.385002,7.33,32.03,32.04,5.66,39,14.430000,22.610000,78,13.45,233.07,42.5,189,118.300000,81.96,14.080000,22.610000,132.600000,81,46.61,6.61,0.000000,14.080000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

44,10:45-11:00,13.45,7.34,22,2.610000,32.03,137.142326,7.33,32.03,32.04,5.66,39,14.780000,22.610000,79,13.45,233.33,44.5,189,118.300000,84.56,14.420000,22.610000,132.600000,81,46.67,6.61,0.000000,14.420000,26.100000,101.230000,208.760000,3.210000,74.110000,2.800000

45,11:00-11:15,13.45,7.34,22,2.690000,32.03,140.529758,7.33,32.03,32.04,5.66,40,15.070000,22.610000,79,13.45,233.33,46,189,118.300000,86.72,14.710000,22.610000,132.600000,81,46.67,6.61,0.000000,14.710000,26.100000,101.230000,208.760000,3.260000,74.110000,2.800000

46,11:15-11:30,13.45,7.34,22,2.690000,32.03,143.13847,7.33,32.03,32.04,5.66,40,15.290000,22.610000,80,13.45,233.33,47,189,118.300000,88.62,14.920000,22.610000,132.600000,81,46.67,6.61,0.000000,14.920000,24.160000,101.230000,208.760000,3.260000,74.110000,2.800000

47,11:30-11:45,13.45,7.34,22,2.690000,32.03,144.997664,7.33,32.03,32.04,5.66,40,15.470000,22.610000,80,13.45,233.33,47,189,118.300000,89.69,15.090000,22.610000,132.600000,81,46.67,6.61,0.000000,15.090000,24.160000,101.230000,208.760000,3.260000,74.110000,2.800000

48,11:45-12:00,13.45,7.34,22,2.690000,32.03,145.971064,7.33,32.03,32.04,5.66,40,15.530000,22.610000,80,13.45,233.33,47,189,118.300000,90.27,15.150000,22.610000,132.600000,81,46.67,6.61,0.000000,15.150000,24.160000,101.230000,208.760000,3.260000,74.110000,2.800000

49,12:00-12:15,13.45,7.34,22,2.840000,32.03,150.020408,7.33,32.03,32.04,5.66,40,15.580000,22.610000,80,13.45,233.33,47,189,118.300000,90.67,15.200000,22.610000,132.600000,81,46.67,6.01,0.000000,15.200000,25.130000,101.230000,208.760000,3.260000,74.110000,2.880000

50,12:15-12:30,13.45,7.34,22,2.840000,32.03,148.823126,7.33,32.03,32.04,5.66,40,15.570000,22.610000,80,13.45,233.33,47,189,118.300000,90.34,15.180000,22.610000,132.600000,81,46.67,6.01,0.000000,15.180000,26.100000,101.230000,208.760000,3.260000,74.110000,2.880000

51,12:30-12:45,13.45,7.34,22,3.000000,32.03,146.584306,7.33,32.03,32.04,5.66,40,15.550000,22.610000,81,13.45,233.33,47,189,118.300000,90.55,15.170000,22.610000,132.600000,81,46.67,6.01,0.000000,15.170000,26.100000,101.230000,208.760000,3.260000,56.060000,2.880000

52,12:45-13:00,13.45,7.34,22,3.000000,32.03,143.518096,7.33,32.03,32.04,5.66,40,15.480000,22.610000,81,13.45,233.33,47,189,96.650000,89.89,15.100000,22.610000,132.600000,81,46.67,6.01,0.000000,15.100000,26.100000,101.230000,208.760000,3.260000,56.060000,2.880000

53,13:00-13:15,5.36,2.5,7.5,3.000000,32.03,139.303274,2.5,32.03,32.04,5.66,41,15.380000,22.610000,81,5.36,233.33,46,189,71.910000,88.86,15.000000,22.610000,132.600000,81,46.67,6.01,0.000000,15.000000,26.100000,101.230000,208.760000,3.260000,56.060000,3.030000

54,13:15-13:30,5.39,2.5,7.5,3.000000,32.03,134.124786,2.5,32.03,32.04,5.66,41,15.200000,22.610000,83,5.39,233.33,46,189,71.910000,87.34,14.830000,22.610000,132.600000,81,46.67,6.01,0.000000,14.830000,26.100000,101.230000,208.760000,3.260000,56.060000,3.030000

55,13:30-13:45,5.43,2.5,7.5,3.000000,32.03,121.353778,2.5,32.03,32.04,5.66,42,14.960000,22.610000,83,5.43,233.33,45,189,96.650000,85.31,14.590000,22.610000,132.600000,81,46.67,6.01,0.000000,14.590000,26.100000,101.230000,208.760000,3.260000,56.060000,3.030000

56,13:45-14:00,5.46,2.5,7.5,3.000000,32.03,115.211624,2.5,32.03,32.04,5.66,39,14.580000,22.610000,79,5.46,233.33,44,189,105.350000,83.97,14.230000,22.610000,132.600000,81,46.67,6.01,0.000000,14.230000,26.100000,101.230000,208.760000,3.260000,56.060000,3.030000

57,14:00-14:15,5.5,2.5,7.5,3.070000,32.03,108.514632,2.5,32.03,32.04,5.66,38,14.180000,22.610000,77,5.5,232.78,43,182,114.050000,81.85,13.840000,22.610000,132.600000,78,46.55,6.01,0.000000,13.840000,26.100000,101.230000,208.760000,3.300000,56.060000,3.110000

58,14:15-14:30,0,2.5,7.5,3.070000,32.03,101.350408,2.5,32.03,32.04,5.66,37,13.620000,22.610000,74,0,226.54,41,175,118.300000,79,13.280000,22.610000,132.600000,75,45.31,7.21,0.000000,13.280000,26.100000,101.230000,208.760000,3.300000,74.110000,3.110000

59,14:30-14:45,0,2.5,7.5,3.070000,32.03,93.378262,2.5,32.03,32.04,5.66,33,13.030000,22.610000,65,0,215.6,39.61,168,118.300000,75.45,12.710000,22.610000,132.600000,72,43.12,7.21,0.000000,12.710000,26.100000,101.230000,208.760000,3.300000,74.110000,3.110000

60,14:45-15:00,0,2.5,7.5,3.070000,32.03,85.230904,2.5,32.03,32.04,5.66,32,12.420000,22.610000,63,0,201.85,37.71,161,118.300000,71.68,12.130000,22.610000,132.600000,69,40.37,7.21,0.000000,12.130000,26.100000,101.230000,208.760000,3.300000,74.110000,3.110000

61,15:00-15:15,0,2.5,7.5,3.310000,32.2,83.673464,2.5,32.2,32.2,5.66,29,11.620000,22.610000,58,0,188.57,34.79,154,118.300000,66.68,11.340000,30.930000,132.600000,66,37.71,7.21,0.000000,11.340000,27.060000,101.230000,208.760000,3.300000,74.110000,3.270000

62,15:15-15:30,0,2.5,7.5,3.310000,32.5,74.338558,2.5,32.5,32.5,5.66,27,10.530000,22.610000,54,0,173.8,32.61,143.5,118.300000,61.33,10.280000,30.930000,132.600000,61.5,34.76,11.18,0.000000,10.280000,27.060000,101.230000,208.760000,3.300000,74.110000,3.270000

63,15:30-15:45,0,2.5,7.5,3.310000,32.5,64.63376,2.5,32.5,32.5,5.66,24,9.500000,22.610000,49,0,157.42,30.22,133,118.300000,55.49,9.270000,30.930000,132.600000,57,31.48,11.04,0.000000,9.270000,28.030000,101.230000,208.760000,3.300000,74.110000,3.270000

64,15:45-16:00,0,2.5,7.5,3.310000,32.5,54.598006,2.5,32.5,32.5,5.66,21,8.390000,22.610000,42,0,138.23,26.64,115.5,118.300000,49.19,8.190000,30.930000,132.600000,49.5,27.65,10.88,0.000000,8.190000,28.030000,101.230000,208.760000,3.300000,74.110000,3.270000

65,16:00-16:15,0,2.5,7.5,3.310000,32.5,43.861404,2.5,32.5,32.5,5.66,18,7.200000,30.930000,37,0,120.14,23.79,98,118.300000,42.4,7.030000,30.930000,132.600000,42,24.03,10.65,0.000000,7.030000,28.030000,101.230000,208.760000,3.340000,74.110000,3.420000

66,16:15-16:30,0,2.5,7.5,3.310000,32.5,34.11767,2.5,32.5,32.5,5.66,14,6.000000,30.930000,29,0,101.79,21.62,77,118.300000,35.56,5.840000,30.930000,132.600000,33,20.36,9.91,0.000000,5.840000,28.030000,101.230000,208.760000,3.340000,74.110000,3.420000

67,16:30-16:45,0,2.5,7.5,3.310000,24.41,22.8749,2.5,33,30.27,5.66,11,4.720000,30.930000,21,0,83.02,18.18,70,118.300000,28.33,4.600000,30.930000,132.600000,30,16.6,9.53,0.000000,4.600000,29.000000,101.230000,208.760000,3.340000,74.110000,3.420000

68,16:45-17:00,0,2.5,7.5,3.310000,12.88,13.783344,2.5,25,14.06,5.66,7,3.570000,30.930000,15,0,64.2,14.44,56,118.300000,21.59,3.490000,30.930000,132.600000,24,12.84,9.18,0.000000,3.490000,29.000000,101.230000,208.760000,3.340000,74.110000,3.420000

69,17:00-17:15,0,2.5,7.5,3.380000,0.6,7.93321,2.5,17,4.85,5.66,4,2.440000,30.930000,9,0,46.65,10.58,46.2,118.300000,14.48,2.380000,30.930000,132.600000,19.8,9.33,9.1,0.000000,2.380000,29.960000,101.230000,208.760000,3.260000,74.110000,3.500000

70,17:15-17:30,0,2.5,7.5,3.380000,1,3.426368,2.5,10,1,5.66,2,1.480000,30.930000,5,0,30.73,8.82,45.5,118.300000,8.03,1.440000,30.930000,132.600000,19.5,6.14,8.96,0.000000,1.440000,29.960000,101.230000,208.760000,3.260000,74.110000,3.500000

71,17:30-17:45,0,2.5,7.5,3.380000,0,0.817656,2.5,5,0.1,5.66,1,0.720000,30.930000,2,0,17.72,5.46,31.5,118.300000,2.73,0.700000,30.930000,132.600000,13.5,3.54,8.81,0.000000,0.700000,29.960000,101.230000,208.760000,3.260000,74.110000,3.500000

72,17:45-18:00,0,2.5,7.5,3.380000,0,0,2.5,0,0,5.66,0,0.200000,30.930000,1,0,8.21,2.79,21,118.300000,1,0.200000,30.930000,132.600000,9,1.64,7.21,0.000000,0.200000,29.960000,101.230000,208.760000,3.260000,74.110000,3.500000

73,18:00-18:15,0,2.5,7.5,3.310000,0,0,2.5,0,0,7,0,0.000000,30.930000,0,0,2.03,1,10.5,118.300000,0.33,0.000000,30.930000,132.600000,4.5,0.41,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.500000

74,18:15-18:30,0,2.5,7.5,3.310000,0,0,2.5,0,0,7,0,0.000000,30.930000,0,0,0.95,0,3.5,118.300000,0,0.000000,30.930000,132.600000,1.5,0.19,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.500000

75,18:30-18:45,0,2.5,7.5,3.310000,0,0,2.5,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.500000

76,18:45-19:00,0,2.5,7.5,3.310000,0,0,2.5,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.500000

77,19:00-19:15,0,3,9,3.230000,0,0,3,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.340000

78,19:15-19:30,0,4.16,12.5,3.230000,0,0,4.17,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.340000

79,19:30-19:45,0,6.34,19,3.000000,0,0,6.33,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.340000

80,19:45-20:00,0,6.66,20,3.000000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.340000

81,20:00-20:15,0,6.66,20,2.920000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,2.330000

82,20:15-20:30,0,6.66,20,2.920000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,2.330000

83,20:30-20:45,0,6.66,20,2.920000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.030000

84,20:45-21:00,0,6.66,20,2.920000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.030000

85,21:00-21:15,0,6.66,20,2.920000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.030000

86,21:15-21:30,0,6.66,20,2.920000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.030000

87,21:30-21:45,0,6.66,20,2.920000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.030000

88,21:45-22:00,0,6.66,20,2.920000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,0,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.960000,101.230000,208.760000,3.260000,74.110000,3.030000

