Block,Time,KISHANGANGA,MAPS,NLCIIST1,NLCIIST2,RAPPD,SINGRAULI,TALA,UNCHAHAR4,AURY_LF,DADRI_GF,FSTPP I & II,JHAJJAR,KGSU3AND4,RAPPB,RSTPSU1TO6,RSTPSU7,SIMHST1,UNCHAHAR3,VALLURNTECL,DADRI_RF,DADRT2,DULHASTI,KHSTPP-I,KOLDAM,NLCEXP,PARBATI3,RIHAND3,SIMHST2,ANTA_CRF,DADRI_LF,KKNPPU2,NLCTS2EXP,RAPPC,TANAKPUR,TANDA2,TEHRI,URI,AURY_GF,BRBCL,CHAMERA3,NTPL,RIHAND1,SEWA2,TEHRIPSP,TelanganaSTPP,AURY_CRF,AURY_RF,KGSU1AND2,KOTESHWR,KUDGI,NJPC,TALST2,UNCHAHAR1,ANTA_GF,ANTA_LF,DADRI_CRF,BSIUL,CHAMERA1,DHAULIGNGA,NAPP,NNTPP,PARBATI2,RIHAND2,SALAL,SASAN,UNCHAHAR2,URI2,CHAMERA2,KHSTPP-II,KKNP,RAMPUR,SINGRAULI_HYDRO,ANTA_RF
57,14:00-14:15,6.96,0,0,0,24.33,98.76,20.05,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,3.72,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,49.06

58,14:15-14:30,6.96,0,0,0,24.33,98.76,20.05,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,18.58,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,49.06

59,14:30-14:45,6.96,0,0,0,24.33,98.76,20.13,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,37.17,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,49.06

60,14:45-15:00,6.96,0,0,0,24.33,98.76,20.05,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,49.06

61,15:00-15:15,6.96,0,0,0,24.33,98.76,19.76,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,3.85,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,48.55

62,15:15-15:30,6.96,0,0,0,24.33,98.76,19.76,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,3.85,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,48.55

63,15:30-15:45,6.96,0,0,0,24.33,98.76,19.66,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,3.85,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,48.55

64,15:45-16:00,6.96,0,0,0,24.33,98.76,19.66,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,48.55

65,16:00-16:15,6.96,0,0,0,24.33,98.76,19.69,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,48.04

66,16:15-16:30,6.96,0,0,0,24.33,98.76,19.69,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,48.04

67,16:30-16:45,6.96,0,0,0,24.33,98.76,19.22,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,48.04

68,16:45-17:00,6.96,0,0,0,24.33,98.76,19.22,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,48.04

69,17:00-17:15,6.96,0,0,0,24.33,98.76,19.08,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,17.12,46.37,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,47.53

70,17:15-17:30,6.96,0,0,0,24.33,98.76,18.93,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,34.23,46.37,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,47.53

71,17:30-17:45,6.96,0,0,0,24.33,98.76,18.79,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,34.23,46.37,0,24.99,11.31,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,47.53

72,17:45-18:00,6.96,0,0,0,24.33,98.76,18.67,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,51.35,46.37,0,24.99,11.31,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,47.53

73,18:00-18:15,6.96,0,0,0,24.33,98.76,18.52,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,46.37,0,24.99,22.6,0,98.32,18.34,0,0,0,79.48,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,47.53

74,18:15-18:30,6.96,0,0,0,24.33,98.76,18.52,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,46.37,0,24.99,22.6,0,98.32,18.34,0,0,0,79.48,0,30.43,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,47.53

75,18:30-18:45,6.96,0,0,0,24.33,98.76,18.23,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,637.52,55.38,45.53,8.62,0,56.49,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,46.37,0,24.99,33.94,0,98.32,18.34,88.59,0,0,79.48,0,40.57,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,15.7,98.87,0,5.7,0,47.28

76,18:45-19:00,7.18,0,0,0,24.33,98.76,18.09,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,637.52,57.67,45.53,8.62,0,57.98,130.84,0,0,0,0,0,65.42,11.91,5.73,71.24,46.37,0,24.99,35.69,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,49.59,98.87,0,5.84,0,47.28

77,19:00-19:15,7.18,0,0,0,24.33,98.76,18.09,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,102.75,637.52,57.67,45.53,8.62,0,57.98,130.84,0,0,0,0,0,65.42,11.91,5.73,71.24,48.57,0,24.99,35.69,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,49.59,98.87,0,5.84,0,47.28

78,19:15-19:30,7.18,0,0,0,24.33,98.76,18.23,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,102.75,637.52,57.67,45.53,8.62,0,57.98,130.84,0,0,0,0,0,65.42,11.91,5.73,71.24,48.57,0,24.99,35.69,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,49.59,98.87,0,5.84,0,47.28

79,19:30-19:45,7.18,0,0,0,24.33,98.76,18.23,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,102.75,637.52,57.67,45.53,8.62,0,57.98,130.84,0,0,0,0,0,65.42,11.91,5.73,71.24,46.37,0,24.99,35.69,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,0,98.87,0,5.84,0,47.79

80,19:45-20:00,7.18,0,0,0,24.33,98.76,18.37,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,102.75,637.52,57.67,45.53,8.62,0,57.98,130.84,0,0,0,0,0,65.42,11.91,5.73,71.24,46.37,0,24.99,35.69,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,0,98.87,0,5.84,0,47.79

81,20:00-20:15,7.18,0,0,0,24.33,98.76,18.52,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,57.67,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,71.24,46.37,0,24.99,35.69,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,0,98.87,0,5.84,0,48.55

82,20:15-20:30,7.18,0,0,0,24.33,98.76,18.52,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,57.67,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,71.24,46.37,0,24.99,35.69,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,0,98.87,0,5.84,0,48.55

83,20:30-20:45,7.18,0,0,0,24.33,98.76,18.67,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,57.67,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,71.24,46.37,0,24.99,35.69,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,0,98.87,0,5.84,0,48.55

84,20:45-21:00,6.96,0,0,0,24.33,98.76,18.82,3.22,0,0,16.68,485.05,0,0,0,0,0,27.69,0,105.39,637.52,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,69.4,46.37,0,24.99,33.94,0,98.32,18.34,177.18,0,0,79.87,0,40.57,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,48.55

85,21:00-21:15,6.96,0,0,0,24.33,98.76,18.96,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,69.4,46.37,0,24.99,33.94,0,98.32,18.34,177.18,0,0,79.87,0,40.57,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,49.31

86,21:15-21:30,6.96,0,0,0,24.33,98.76,18.96,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,69.4,46.37,0,24.99,33.94,0,98.32,18.34,177.18,0,0,79.87,0,40.57,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,49.31

87,21:30-21:45,7.18,0,0,0,24.33,98.76,19.11,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,57.67,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,72.17,46.37,0,24.99,11.31,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,0,98.87,0,5.84,0,50.06

88,21:45-22:00,7.18,0,0,0,24.33,98.76,19.26,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,57.67,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,72.17,46.37,0,24.99,0,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,0,98.87,0,5.84,0,50.06

89,22:00-22:15,7.18,0,0,0,24.33,98.76,19.4,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,57.67,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,72.17,46.37,0,24.99,0,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,0,98.87,0,5.84,0,50.57

90,22:15-22:30,7.18,0,0,0,24.33,98.76,19.55,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,57.67,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,72.17,46.37,0,24.99,0,0,98.32,19.49,177.18,0,0,79.87,0,44.64,0,177.44,0,21.65,0,0,0,0,42.35,44.81,24.62,0,28.15,125.27,0,418.77,45,32.74,0,98.87,0,5.84,0,50.57

91,22:30-22:45,6.96,0,0,0,24.33,98.76,19.76,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,46.37,0,24.99,0,0,98.32,18.34,177.18,0,0,80.26,0,40.8,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,50.82

92,22:45-23:00,6.96,0,0,0,24.33,98.76,19.76,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,46.37,0,24.99,0,0,98.32,18.34,177.18,0,0,80.26,0,40.57,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,50.82

93,23:00-23:15,6.96,0,0,0,24.33,98.76,19.76,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,46.37,0,24.99,0,0,98.32,18.34,177.18,0,0,80.26,0,40.57,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,51.59

94,23:15-23:30,6.96,0,0,0,24.33,98.76,19.76,3.22,0,0,16.68,485.04,0,0,0,0,0,27.69,0,105.39,637.52,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,46.37,0,24.99,0,0,98.32,18.34,177.18,0,0,80.26,0,40.57,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,51.59

95,23:30-23:45,6.96,0,0,0,24.33,98.76,19.76,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,637.52,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,46.37,0,24.99,0,0,98.32,18.34,177.18,0,0,80.26,0,40.57,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,51.84

96,23:45-24:00,6.96,0,0,0,24.33,98.76,19.76,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,682.49,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,46.37,0,24.99,0,0,98.32,18.34,177.18,0,0,80.26,0,40.57,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,51.84

