Block,Time Block,KOLDAM,NAPP,SALAL,SASAN,SIMHST2,BSIUL,BRBCL,CHAMERA1,CHAMERA3,CHAMERA2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KHSTPP-I,KGSU3AND4,KISHANGANGA,KHSTPP-II,KKNP,KKNPPU2,KOTESHWR,KUDGI,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,NTPL,PARBATI3,RAPPB,RIHAND1,RAPPC,RSTPSU1TO6,RSTPSU7,RIHAND3,RIHAND2,SEWA2,SIMHST1,SINGRAULI_HYDRO,SINGRAULI,TANDA2,TALST2,TANAKPUR,TALA,TelanganaSTPP,TEHRI,UNCHAHAR4,UNCHAHAR2,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,URI2,URI,ANTA_GF,ANTA_CRF,ANTA_RF,ANTA_LF,AURY_CRF,AURY_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
66,16:15-16:30,0,39.32,37.06,337.25,0,0,14.5,0,9.35,10.95,287.4,17.62,20.1,47.77,158.39,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,41.19,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,0,0,0,133.36,0,0,11.14,9.87,0,15.04,0,40.98,17.12,0,0,9.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,39.32,37.06,337.25,0,6.3,14.5,0,9.35,10.95,287.4,17.62,20.1,47.77,158.39,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,41.19,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,0,0,0,133.36,0,0,11.14,9.87,0,28.87,0,40.98,17.12,0,0,9.1,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,39.32,37.06,337.25,0,6.3,14.5,0,9.35,10.95,287.4,17.62,20.1,47.77,168.06,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,41.19,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,0,0,0,133.36,0,0,11.14,9.87,0,28.87,0,40.98,17.12,0,0,9.1,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,39.32,37.06,337.25,0,6.3,14.5,0,9.35,10.95,287.4,17.62,20.1,47.77,177.72,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,41.19,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,0,0,0,133.36,0,0,11.14,9.15,0,45.12,0,40.98,17.12,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,39.32,37.06,337.25,0,6.3,14.5,0,9.35,10.95,322.67,17.62,20.1,47.77,235.7,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,60.4,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,0,0,0,133.36,0,0,11.14,8.86,0,45.12,0,40.98,17.12,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,39.32,37.06,337.25,0,6.3,14.5,0,9.35,10.95,328.06,17.62,20.1,47.77,311.34,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,113.02,0,0,0,0,0,3.44,0,44.45,50.04,0,0,120.14,114.77,0,0,0,133.36,0,0,11.14,8.29,0,45.12,0,35.32,17.12,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,39.32,37.06,337.25,0,6.3,14.5,13.58,18.71,10.95,328.06,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,17.15,0,0,0,0,135.62,0,0,0,0,0,3.44,0,44.45,50.04,0,0,120.14,114.77,0,0,0,133.36,0,0,11.14,8.01,0,60.15,0,40.7,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,39.32,37.06,337.25,0,6.3,14.5,27.16,28.08,25.45,328.06,35.32,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,25.73,0,0,0,0,135.62,0,0,0,0,0,14.77,0,44.45,50.04,0,0,120.14,114.77,2.58,0,0,133.36,0,0,11.14,7.73,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,39.32,37.06,337.25,0,18.9,14.5,40.73,29.53,39.42,328.06,36.38,20.1,48.25,409.66,0,43.41,0,0,95.55,0,0,36.21,0,0,0,0,135.62,0,0,0,0,0,47.36,0,44.45,50.04,0,0,120.14,114.77,7.73,0,0,133.36,0,0,12.25,7.53,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,39.32,37.06,337.25,0,18.9,14.5,40.73,29.53,39.42,328.06,36.38,20.1,48.25,409.66,0,43.41,0,0,95.55,0,0,36.21,0,0,0,0,135.62,0,0,0,0,0,47.36,0,44.45,50.04,0,0,120.14,114.77,12.88,0,0,133.36,0,0,12.25,7.53,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,39.32,49.41,337.25,0,18.9,14.5,40.73,29.53,39.42,328.06,36.38,20.1,48.25,409.66,0,43.41,0,0,95.55,0,0,36.21,0,0,0,0,135.62,0,0,0,0,0,47.36,0,44.45,50.04,0,0,120.14,114.77,12.88,0,0,133.36,0,0,12.25,7.53,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,39.32,76.71,337.25,0,18.9,14.5,40.73,29.53,39.42,330.09,36.38,20.1,48.25,409.66,0,43.41,0,0,95.55,0,0,36.21,0,0,0,0,135.62,0,0,0,0,0,47.36,0,44.45,50.04,0,0,120.14,114.77,12.88,0,0,133.36,0,0,12.25,7.63,0,60.15,0,40.98,19.87,0,0,9.1,49.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,39.32,76.71,337.25,0,18.9,14.5,40.73,29.53,39.42,330.09,36.38,20.1,48.25,409.66,0,43.41,0,0,95.55,0,0,36.21,0,0,0,0,135.62,0,0,0,0,0,47.36,0,44.45,50.04,0,0,120.14,114.77,12.88,0,0,133.36,0,0,12.25,7.82,0,60.15,0,40.98,19.87,0,0,9.1,49.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,39.32,76.71,337.25,0,18.9,14.5,40.73,29.53,39.42,330.09,36.38,20.1,48.25,409.66,0,43.41,0,0,95.55,0,0,36.21,0,0,0,0,135.62,0,0,0,0,0,47.36,0,44.45,50.04,0,0,120.14,114.77,12.88,0,0,133.36,0,0,12.25,7.93,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,39.32,76.71,337.25,0,18.9,14.5,40.73,29.53,39.42,330.09,36.38,20.1,48.25,409.66,0,43.41,0,0,95.55,0,0,36.21,0,0,0,0,135.62,0,0,0,0,0,15.99,0,44.45,50.04,0,0,120.14,114.77,12.88,0,0,133.36,0,0,12.25,8.01,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,39.32,49.41,337.25,0,18.9,14.5,40.73,29.53,39.42,330.09,36.38,20.1,48.25,409.66,0,43.41,0,0,95.55,0,0,36.21,0,0,0,0,135.62,0,0,0,0,0,13.53,0,44.45,50.04,0,0,120.14,114.77,12.88,0,0,133.36,0,0,12.25,8.52,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,39.32,49.41,337.25,0,6.3,14.5,27.16,18.71,38.18,330.09,35.32,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,19.06,0,0,0,0,109.82,0,0,0,0,0,13.53,0,44.45,50.04,0,0,120.14,114.77,12.88,0,0,133.36,0,0,11.14,8.52,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,39.32,49.41,337.25,0,6.3,14.5,27.16,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,13.53,0,44.45,50.04,0,0,120.14,114.77,9.02,0,0,133.36,0,0,11.14,8.66,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,39.32,49.41,337.25,0,6.3,14.5,27.16,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,13.53,0,44.45,50.04,0,0,120.14,114.77,4.64,0,0,133.36,0,0,11.14,8.8,0,60.15,0,40.98,19.87,0,0,9.1,49.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,39.32,49.41,337.25,0,6.3,14.5,27.16,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,13.53,0,44.45,50.04,0,0,120.14,114.77,4.64,0,0,133.36,0,0,11.14,8.8,0,60.15,0,40.98,19.87,0,0,10.4,49.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,39.32,49.41,337.25,0,6.3,14.5,27.16,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,13.53,0,44.45,50.04,0,0,120.14,114.77,4.64,0,0,133.36,0,0,11.14,8.96,0,60.15,0,40.98,19.87,0,0,10.4,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,39.32,49.41,337.25,0,6.3,14.5,27.16,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,13.53,0,44.45,50.04,0,0,120.14,114.77,4.5,0,0,133.36,0,0,11.14,8.96,0,60.15,0,40.98,19.87,0,0,10.4,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,39.32,49.41,337.25,0,6.3,14.5,27.16,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,13.53,0,44.45,50.04,0,0,120.14,114.77,9.02,0,0,133.36,0,0,11.14,9.09,0,60.15,0,40.98,19.87,0,0,10.4,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,39.32,49.41,337.25,0,6.3,14.5,40.73,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,3.44,0,44.45,50.04,0,0,120.14,114.77,11.6,0,0,133.36,0,0,11.14,9.52,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,39.32,49.41,337.25,0,6.3,14.5,40.73,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,3.44,0,44.45,50.04,0,0,120.14,114.77,11.6,0,0,133.36,0,0,11.14,9.52,0,60.15,0,40.98,19.87,0,0,9.1,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,39.32,49.41,337.25,0,6.3,14.5,40.73,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,11.6,0,0,133.36,0,0,11.14,9.66,0,60.15,0,40.98,19.87,0,0,11.7,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,39.32,49.41,337.25,0,6.3,14.5,27.16,18.71,24.48,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,109.82,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,11.6,0,0,133.36,0,0,11.14,9.66,0,60.15,0,40.98,19.87,0,0,11.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,39.32,49.41,337.25,0,6.3,14.5,13.58,18.71,21.9,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,82.37,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,8.37,0,0,133.36,0,0,11.14,4.83,0,60.15,0,40.98,19.87,0,0,9.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,39.32,49.41,337.25,0,6.3,14.5,13.58,18.71,21.9,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,82.37,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,2.58,0,0,133.36,0,0,11.14,4.83,0,60.15,0,40.98,19.87,0,0,9.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,39.32,49.41,337.25,0,6.3,14.5,13.58,18.71,21.9,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,82.37,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,0,0,0,133.36,0,0,11.14,4.83,0,60.15,0,40.98,19.87,0,0,9.1,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,39.32,49.41,337.25,0,6.3,14.5,13.58,18.71,21.9,330.09,26.56,20.1,47.77,409.66,0,43.41,0,0,95.55,0,0,8.57,0,0,0,0,82.37,0,0,0,0,0,0,0,44.45,50.04,0,0,120.14,114.77,0,0,0,133.36,0,0,11.14,4.83,0,60.15,0,40.98,19.87,0,0,9.1,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

