Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
10,02:15-02:30,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,6.5208,68.558,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,41.883,98.34375,10.29,20.0018,11.954,342

11,02:30-02:45,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,6.5208,68.558,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,41.883,98.34375,10.29,20.0018,11.954,342

12,02:45-03:00,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,6.5208,68.558,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,41.883,98.34375,10.29,20.0018,11.954,342

13,03:00-03:15,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,6.5208,66.815,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,41.883,98.34375,10.29,20.0018,11.954,342

14,03:15-03:30,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,6.5208,66.815,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,41.883,98.34375,10.29,20.0018,11.954,342

15,03:30-03:45,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,6.5208,63.91,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,41.883,98.34375,8.82,20.0018,11.954,342

16,03:45-04:00,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,6.5208,63.91,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,41.883,98.34375,8.82,20.0018,11.954,342

17,04:00-04:15,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,6.5208,63.91,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

18,04:15-04:30,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,6.5208,63.91,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

19,04:30-04:45,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,15.804048,123.665625,0.78433,37.536,0,0,0,63.91,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

20,04:45-05:00,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,15.804048,123.665625,0.78433,37.536,0,0,0,63.91,8.7108,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

21,05:00-05:15,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,0,63.91,7.9422,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

22,05:15-05:30,0,25.1775,19.985,0,15.561,9.4164,26.39091,683.129127,32.957704,0,42.615,26.1414,1.321,40.584,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,15.804048,123.665625,0.78433,8.832,0,0,0,63.91,7.9422,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

23,05:30-05:45,0,25.1775,19.985,0,31.122,9.4164,26.39091,683.129127,32.957704,0,66.29,26.1414,9.1149,40.584,9.67784,0,653.1525,8.874,58.59,13.0634,3.1825,0,92,103.5,15.804048,123.665625,0.78433,11.04,8.69,0,0,63.91,7.9422,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

24,05:45-06:00,0,25.1775,19.985,0,46.683,9.4164,26.39091,683.129127,32.957704,0,89.965,26.1414,18.2298,40.584,19.35568,0,653.1525,8.874,58.59,13.0634,6.365,0,92,103.5,15.804048,123.665625,0.78433,11.04,8.69,0,0,63.91,7.9422,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

25,06:00-06:15,0,25.1775,19.985,0,62.244,9.4164,26.39091,683.129127,49.436556,0,113.64,26.1414,27.3447,40.584,19.35568,0,653.1525,8.874,58.59,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,37.536,28.045,0,3.3,53.452,7.0455,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

26,06:15-06:30,0,25.1775,19.985,0,62.244,9.4164,26.39091,683.129127,49.436556,0,140.3454,26.1414,36.544144,40.584,29.062808,0,653.1525,26.622,58.59,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,37.536,42.107,0,19.5624,53.452,7.0455,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

27,06:30-06:45,0,25.1775,19.985,0,62.244,9.4164,26.39091,683.129127,49.436556,0,140.3454,26.1414,36.544144,40.584,29.062808,0,653.1525,26.622,58.59,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,13.248,42.107,0,19.5624,53.452,7.0455,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

28,06:45-07:00,0,25.1775,19.985,0,62.244,9.4164,26.39091,683.129127,49.436556,0,140.3454,26.1414,36.544144,40.584,29.062808,0,653.1525,26.622,58.59,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,11.04,42.107,0,19.5624,53.452,7.0455,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

29,07:00-07:15,0,25.1775,19.985,0,62.244,12.1068,26.39091,683.129127,49.436556,0,140.3454,26.1414,36.544144,40.584,29.062808,0,653.1525,26.622,58.59,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,11.04,42.107,0,19.5624,53.452,7.0455,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

30,07:15-07:30,0,25.1775,19.985,0,46.683,31.897382,26.39091,683.129127,49.436556,0,113.64,26.1414,18.2298,40.584,19.35568,0,653.1525,8.874,58.59,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,11.04,20.54,0,6.5208,53.452,7.0455,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

31,07:30-07:45,0,25.1775,19.985,0,31.122,31.897382,26.39091,683.129127,32.957704,0,93.5636,26.1414,9.1149,40.584,19.35568,0,653.1525,8.874,58.59,26.2601,3.819,0,92,103.5,15.804048,123.665625,0.78433,37.536,8.69,0,6.5208,53.452,7.0455,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

32,07:45:08:00,0,25.1775,19.985,0,16.569,31.897382,26.39091,683.129127,32.957704,0,62.3126,26.1414,9.1149,40.584,9.67784,0,653.1525,8.874,58.59,26.2601,0,0,92,103.5,15.804048,123.665625,0.78433,37.536,0,0,6.5208,53.452,7.0455,0,37.8,0,0,0,32.88,31.784,14.796,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

33,08:00-08:15,0,25.1775,19.985,0,0,31.897382,26.39091,683.129127,32.957704,0,42.615,26.1414,9.1149,40.584,9.67784,0,653.1525,8.874,58.59,26.2601,0,0,92,103.5,15.804048,123.665625,0.78433,14.352,0,0,6.5208,53.452,7.9422,0,36.75,0,0,0,32.88,31.784,14.796,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

34,08:15-08:30,0,25.1775,19.985,0,0,31.897382,26.39091,683.129127,32.957704,0,21.781,26.1414,9.1149,40.584,9.67784,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,12.144,0,0,6.5208,53.452,7.9422,0,36.75,0,0,0,32.88,31.784,14.796,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

35,08:30-08:45,0,25.1775,19.985,0,0,12.1068,26.39091,683.129127,32.957704,0,21.781,26.1414,9.1149,40.584,9.67784,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,17.664,0,0,0,53.452,7.9422,0,36.75,0,0,0,32.88,31.784,14.796,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

36,08:45:09:00,0,25.1775,19.985,0,0,9.4164,26.39091,683.129127,32.957704,0,21.781,26.1414,9.1149,40.584,9.67784,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,17.664,0,0,0,53.452,7.9422,0,36.75,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

37,09:00:09:15,0,25.1775,19.985,0,0,13.452,26.39091,683.129127,32.957704,0,21.781,26.1414,9.1149,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,37.536,0,0,6.5208,53.452,7.9422,0,36.75,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

38,09:15-09:30,0,25.1775,19.985,0,0,13.452,26.39091,683.129127,32.957704,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,37.536,0,0,6.5208,53.452,7.9422,0,36.75,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

39,09:30-09:45,0,25.1775,19.985,0,0,13.452,26.39091,683.129127,32.957704,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,17.664,0,0,6.5208,40.089,7.9422,0,36.75,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

40,09:45-10:00,0,25.1775,19.985,0,0,13.452,26.39091,683.129127,32.957704,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,15.456,0,0,6.5208,40.089,7.9422,0,36.75,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

41,10:00-10:15,0,25.1775,19.985,0,0,13.452,26.39091,683.129127,32.957704,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,15.456,0,0,6.5208,40.089,8.7108,0,35.7,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

42,10:15-10:30,0,25.1775,19.985,0,0,13.452,26.39091,683.129127,32.957704,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,15.456,0,0,6.5208,40.089,8.7108,0,35.7,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

43,10:30-10:45,0,25.1775,19.985,0,0,24.75168,26.39091,683.129127,32.957704,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,37.536,0,0,6.5208,40.089,8.7108,0,35.7,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

44,10:45-11:00,0,25.1775,19.985,0,0,24.75168,26.39091,683.129127,32.957704,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,37.536,0,0,6.5208,40.089,8.7108,0,35.7,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

45,11:00-11:15,0,25.1775,19.985,0,0,13.452,26.39091,683.129127,32.957704,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,15.456,0,0,0,40.089,8.7108,0,35.7,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

46,11:15-11:30,0,25.1775,19.985,0,0,13.452,26.39091,683.129127,32.957704,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,15.456,0,0,0,40.089,8.7108,0,35.7,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

47,11:30-11:45,0,25.1775,19.985,0,0,13.72104,26.39091,683.129127,16.679,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,15.456,0,0,0,40.089,8.7108,0,35.7,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

48,11:45-12:00,0,25.1775,19.985,0,0,13.72104,26.39091,683.129127,16.679,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,15.456,0,0,0,40.089,8.7108,0,35.7,0,0,0,32.88,31.784,14.796,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

49,12:00-12:15,0,25.1775,19.985,0,0,14.7972,26.39091,683.129127,16.679,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,17.664,0,0,0,40.089,8.7108,0,34.65,0,0,0,32.88,31.784,14.248,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

50,12:15-12:30,0,25.1775,19.985,0,0,14.7972,26.39091,683.129127,16.679,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,17.664,0,0,0,40.089,8.7108,0,34.65,0,0,0,32.88,31.784,14.248,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

51,12:30-12:45,0,25.1775,19.985,0,0,14.7972,26.39091,683.129127,16.679,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,35.328,0,0,0,40.089,8.7108,0,34.65,0,0,0,32.88,31.784,14.248,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

52,12:45-13:00,0,25.1775,19.985,0,0,14.7972,26.39091,683.129127,16.679,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,35.328,0,0,0,40.089,8.7108,0,34.65,0,0,0,32.88,31.784,14.248,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

53,13:00-13:15,0,25.1775,19.985,0,0,14.7972,26.39091,683.129127,16.679,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,13.248,0,0,0,40.089,8.7108,0,34.65,0,0,0,32.88,31.784,14.248,0,21.72,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

54,13:15-13:30,0,25.1775,19.985,0,0,14.7972,26.39091,683.129127,16.679,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,11.04,0,0,0,40.089,8.7108,0,34.65,0,0,0,32.88,31.784,14.248,0,21.72,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

55,13:30-13:45,0,25.1775,19.985,0,0,14.1246,26.39091,683.129127,16.679,0,21.781,26.1414,0,40.584,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,15.804048,123.665625,0.78433,11.04,0,0,0,40.089,8.7108,0,34.65,0,0,0,32.88,31.236,14.248,0,21.72,34.209,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,30.35,98.34375,8.82,20.0018,11.954,342

