Block,Time Block,CHAMERA2,CHAMERA3,BSIUL,CHAMERA1,KUDGI,KKNPPU2,KISHANGANGA,KHSTPP-I,KOLDAM,KHSTPP-II,KKNP,KOTESHWR,BRBCL,JHAJJAR,KGSU1AND2,KGSU3AND4,RAMPUR,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,TANDA2,SIMHST1,TelanganaSTPP,SIMHST2,SINGRAULI_HYDRO,TALST2,SEWA2,TALA,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR2,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR1,UNCHAHAR3,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,MAPS,SALAL,RIHAND3,RIHAND2,SASAN,RSTPSU1TO6,RSTPSU7,RIHAND1,RAPPC,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
23,05:30-05:45,0,0,0,0,0,0,0,18.39,0,71.3,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.47,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,22.47,0.85,0,0,4.14,5.76,14.25,0,361.36,15.83,10.99,0,1.34,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,24.48,0,91.12,0,8.53,19.21,347.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.47,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,14.95,28.46,0.85,0,0,4.14,6.89,17.63,0,409.39,15.83,15.03,0,1.34,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,467.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,14.95,37.07,0.85,0,0,4.14,8.86,25.35,0,457.43,15.83,19.98,0,1.34,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

26,06:15-06:30,3.2,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,555.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.41,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,28.69,40.72,0.85,0,0,4.14,9.87,25.35,0,554.44,15.83,19.98,0,1.34,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

27,06:30-06:45,12.65,9.29,2.11,11.54,0,0,0,32.37,0,47.49,0,8.53,19.21,628.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.88,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,44.85,40.72,0.85,0,0,4.14,9.87,25.35,7.61,627.84,31.66,19.98,0,1.34,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

28,06:45-07:00,25.3,18.62,12.53,11.77,0,0,0,32.37,0,47.49,0,9.47,19.21,609.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.36,0,0,41.67,0,0,0,0,0,0,0,0,7.59,0,121.01,0,59.79,40.72,0.85,0,0,4.14,9.87,25.35,26.33,655.96,31.66,19.98,0,1.34,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

29,07:00-07:15,25.3,18.62,12.53,27,0,0,0,32.37,0,47.49,0,9.47,19.21,570.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.36,0,0,41.67,0,0,0,0,0,0,0,0,7.59,0,121.01,5.53,59.79,40.72,1.28,0,0,4.14,9.87,25.35,26.33,655.96,31.66,19.98,0,8.92,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

30,07:15-07:30,25.3,18.62,12.53,27,0,0,0,32.37,0,47.49,0,9.47,19.21,570.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.36,0,0,41.67,0,0,0,0,0,0,0,0,7.59,0,121.01,5.53,59.79,40.72,1.28,0,0,4.14,9.87,25.35,26.33,655.96,31.66,19.98,0,40.19,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

31,07:30-07:45,25.3,18.62,12.53,27,0,0,0,32.37,0,47.49,0,9.47,19.21,570.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.36,0,0,41.67,0,0,0,0,0,0,0,0,7.87,0,121.01,5.53,59.79,40.72,1.28,0,0,4.14,9.87,25.35,26.33,655.96,31.66,19.98,0,40.19,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

32,07:45-08:00,25.3,18.62,12.53,27,0,0,0,32.37,0,47.49,0,9.47,19.21,570.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.36,0,0,41.67,0,0,0,0,0,0,0,0,7.87,0,121.01,5.53,59.79,40.72,25.45,0,0,10.34,9.87,25.35,26.33,655.96,31.66,19.98,0,40.19,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

33,08:00-08:15,25.3,18.62,12.53,27,0,0,0,32.37,0,47.49,0,9.47,19.21,532.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.88,0,0,41.67,0,0,0,0,0,0,0,0,7.87,0,121.01,5.53,59.79,40.72,25.45,0,0,10.34,9.87,25.35,26.33,655.96,31.66,19.98,0,40.19,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

34,08:15-08:30,25.3,18.62,12.53,27,0,0,0,32.37,0,47.49,0,9.47,19.21,532.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.88,0,0,41.67,0,0,0,0,0,0,0,0,7.87,0,121.01,5.53,59.79,40.72,25.45,0,0,10.34,9.87,25.35,15.35,655.96,31.66,19.98,0,40.19,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

35,08:30-08:45,12.65,9.29,2.11,11.54,0,0,0,32.37,0,47.49,0,8.53,19.21,532.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.41,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,59.79,40.72,2.12,0,0,4.14,9.87,25.35,7.61,655.96,15.83,19.98,0,40.19,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,532.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.41,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,44.31,40.72,1.07,0,0,4.14,9.87,25.35,0,655.96,15.83,19.98,0,8.92,119.43,114.08,399.89,0,0,88.38,51.21,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,503.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,43.03,40.72,4.24,0,0,4.14,9.87,25.35,0,655.96,15.83,19.98,0,1.34,119.43,114.08,380.44,0,0,88.38,51.21,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,503.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,29.9,40.72,25.45,0,0,10.34,9.87,25.35,0,655.96,15.83,19.98,0,1.34,119.43,114.08,360.98,0,0,88.38,51.21,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,503.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,29.9,40.72,25.45,0,0,10.34,9.87,25.35,0,655.96,0,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,503.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,14.34,40.72,25.45,0,0,10.34,9.87,25.35,0,655.96,0,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,445.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.47,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,40.72,25.45,0,0,4.14,9.87,25.35,0,566.95,0,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,445.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,40.72,1.28,0,0,4.14,9.87,25.35,0,487.21,0,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,600.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,40.72,1.28,0,0,4.14,9.87,25.35,0,418.04,0,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,32.37,0,47.49,0,8.53,19.21,513.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,40.72,1.28,0,0,4.14,9.87,25.35,0,358.49,0,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,28.95,0,47.49,0,8.53,19.21,388.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,28.09,1.28,0,0,4.14,6.94,17.75,0,358.49,0,18.04,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,28.95,0,47.49,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,28.09,1.28,0,0,4.14,6.94,17.75,0,358.49,0,17.79,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,32.37,0,63.51,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,28.09,1.28,0,0,4.14,6.94,17.75,0,358.49,0,17.79,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,28.95,0,70.65,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,28.09,1.28,0,0,4.14,6.94,17.75,0,358.49,0,13.43,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,28.95,0,68.91,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,28.09,1.28,0,0,4.14,6.94,17.75,0,310.44,0,13.43,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,28.75,0,54.34,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,28.09,1.28,0,0,4.14,6.94,17.75,0,262.42,0,13.43,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,22.37,0,48.51,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,28.09,8.48,0,0,4.14,6.94,17.75,0,262.42,0,13.43,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,22.56,0,49.44,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,28.09,8.48,0,0,4.14,6.94,17.75,0,262.42,0,13.43,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,19.13,0,39,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0,0,22.47,0.63,0,0,4.14,5.76,14.25,0,262.42,0,10.99,0,1.34,119.43,114.08,335.27,0,0,60.82,51.21,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,18.39,0,32.99,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0,0,22.47,0.63,0,0,4.14,5.76,14.25,0,262.42,0,10.99,0,1.34,119.43,114.08,335.27,0,0,60.82,51.21,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,18.39,0,32.99,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0,0,22.47,0.63,0,0,4.14,5.76,14.25,0,262.42,0,10.99,0,1.34,119.43,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,18.39,0,32.99,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0,0,22.47,0.63,0,0,4.14,5.76,14.25,0,262.42,0,10.99,0,1.34,119.43,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,22.56,0,51.29,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0.49,0,22.47,0.63,0,0,4.14,5.76,14.25,0,262.42,0,10.99,0,1.34,87.59,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,22.56,0,52.21,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0.49,0,22.47,0.63,0,0,4.14,5.76,14.25,0,262.42,0,10.99,0,1.34,87.59,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,22.56,0,52.21,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0.86,0,22.47,0.63,0,0,4.14,5.76,14.25,0,262.42,0,13.43,0,1.34,87.59,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,22.56,0,54.12,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0.86,0,22.47,0.63,0,0,4.14,5.76,14.25,0,329.66,0,13.43,0,1.34,87.59,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,22.56,0,54.12,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0.86,0,28.09,0.63,0,0,4.14,6.94,17.75,0,358.49,0,13.43,0,1.34,87.59,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,22.56,0,54.12,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0.86,0,28.09,0.63,0,0,4.14,6.94,17.75,0,358.49,0,13.43,0,1.34,87.59,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

