Block,Time,NR/01012024/31012024/HP-26,NR/01012024/31012024/HP-28,NR/06012024/06012024/DD20240106NR22102,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/06012024/06012024/HPX-TAMCTG-050124-05646,NR/01012024/31012024/52,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HP-27,NR/01102023/05012040/L_NR_2020_02,NR/06012024/06012024/HPX-TAMCTG-050124-05647,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01012024/31032024/ ChanjuII,NR/01012024/15012024/IEX_231227_05966,NR/01102023/06022042/L_NR_2012_07,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/06012024/31012024/NVVN/OA/16855,NR/01102023/23072042/L_NR_2012_04,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/15012024/IEX_231227_05965,NR/01102023/30042040/GNA_LT_35,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/05012024/31012024/SJVN050124NR1341,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16
1,00:00-00:15,152.770000,24.570000,0.000000,0.000000,139.820000,0.850000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,26.030000,1.560000,48.200000,36.630000,8.190000,6.750000,23.140000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,57.840000,26.030000,0,21.7,9.24,11.12,21.7,11.12,33.36,0,0,0,0,9.12,0,0,0,0,0,0,0,0,0,0,0

2,00:15-00:30,152.770000,24.570000,0.000000,0.000000,139.820000,0.850000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,26.030000,1.560000,48.200000,36.630000,8.190000,6.750000,23.140000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,57.840000,26.030000,0,22.47,8.88,10.95,22.47,10.96,32.88,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0

3,00:30-00:45,152.770000,24.570000,0.000000,0.000000,145.260000,0.850000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,26.030000,1.560000,48.200000,36.630000,8.190000,6.750000,23.140000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,48.200000,26.030000,0,22.04,8.86,10.57,22.04,10.56,31.68,0,0,0,0,8.77,0,0,0,0,0,0,0,0,0,0,0

4,00:45-01:00,152.770000,24.570000,0.000000,0.000000,128.210000,0.850000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,26.030000,1.560000,48.200000,36.630000,8.190000,6.750000,23.140000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,48.200000,26.030000,0,22.22,8.53,10.25,22.22,10.27,30.8,0,0,0,0,8.54,0,0,0,0,0,0,0,0,0,0,0

5,01:00-01:15,152.770000,24.570000,0.000000,0.000000,117.610000,0.850000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,24.2,8.36,10.18,24.2,10.18,30.55,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

6,01:15-01:30,152.770000,24.570000,0.000000,0.000000,117.610000,0.850000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,39.22,11.24,18.26,39.22,18.28,54.83,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,152.770000,24.570000,0.000000,0.000000,117.610000,0.850000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,38.88,11.12,18.23,38.88,18.24,54.71,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,152.770000,24.570000,0.000000,0.000000,117.610000,0.850000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,38.14,10.94,17.95,38.14,17.94,53.83,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,152.770000,24.570000,0.000000,0.000000,117.610000,0.770000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,38.01,10.64,17.29,38.01,17.29,51.86,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,38.24,10.51,16.61,38.24,16.59,49.78,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,38.48,10.29,22.3,38.48,22.3,66.9,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.990000,57.410000,1.530000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,39.26,9.8,21.93,39.26,21.94,65.81,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,31.98,9.38,21.57,31.98,21.57,64.71,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,32.2,9.25,21.21,32.2,21.2,63.61,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,32.03,8.93,20.21,32.03,20.23,60.68,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.660000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,70.280000,48.200000,25.930000,0,31.41,8.5,19.92,31.41,19.92,59.76,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.560000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,48.200000,25.930000,0,30.68,8.47,19.73,30.68,19.74,59.21,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.560000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,48.200000,25.930000,0,30.63,8.06,19.34,30.63,19.34,58.03,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,152.770000,24.570000,0.000000,0.000000,121.460000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.560000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,48.200000,25.930000,0,21.88,8.06,18.27,21.88,18.27,54.81,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,152.770000,24.570000,0.000000,0.000000,134.960000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.560000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,48.200000,25.930000,0,21.55,8.06,18.08,21.55,18.09,54.26,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,152.770000,24.570000,0.000000,0.000000,125.320000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.560000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,48.200000,25.930000,0,20.77,8.06,15.32,20.77,15.32,45.96,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

