Block,Time,NR/01012024/31012024/HP-26,NR/01012024/31012024/HP-28,NR/06012024/06012024/DD20240106NR22102,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/06012024/06012024/HPX-TAMCTG-050124-05646,NR/01012024/31012024/52,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HP-27,NR/01102023/05012040/L_NR_2020_02,NR/06012024/06012024/HPX-TAMCTG-050124-05647,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01012024/31032024/ ChanjuII,NR/01012024/15012024/IEX_231227_05966,NR/01102023/06022042/L_NR_2012_07,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/06012024/31012024/NVVN/OA/16855,NR/01102023/23072042/L_NR_2012_04,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/15012024/IEX_231227_05965,NR/01102023/30042040/GNA_LT_35,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/05012024/31012024/SJVN050124NR1341,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16
22,05:15-05:30,152.770000,24.570000,0.000000,0.000000,125.320000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.560000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,149.110000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,48.200000,25.930000,0,20.55,8.06,14.42,20.55,14.43,43.28,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,152.770000,24.570000,0.000000,0.000000,145.260000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.560000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,192.800000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,48.200000,25.930000,0,20,8.06,14,20,13.99,41.98,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,152.770000,24.570000,0.000000,0.000000,145.260000,0.770000,0.000000,0.000000,5.780000,0.950000,57.410000,1.480000,0.000000,0.000000,25.930000,1.560000,48.200000,36.630000,8.190000,6.750000,0.000000,0.000000,48.200000,231.360000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,66.120000,79.050000,25.930000,0,20,8.06,13.49,20,13.47,40.42,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,77.750000,0.000000,0.000000,0.000000,260.860000,0.770000,0.000000,96.400000,5.780000,0.950000,0.000000,1.480000,0.000000,0.000000,25.070000,1.660000,48.200000,74.510000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,83.110000,100.970000,30.850000,0,25.14,8.06,12.94,25.14,12.93,38.8,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,77.750000,0.000000,0.000000,0.000000,260.860000,0.770000,0.000000,96.400000,5.780000,0.950000,0.000000,1.480000,0.000000,0.000000,14.250000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,115.620000,100.970000,30.850000,0,24.24,8.06,12.52,24.24,12.5,37.51,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,77.750000,0.000000,0.000000,0.000000,260.860000,0.770000,0.000000,96.400000,5.780000,0.950000,0.000000,1.480000,0.000000,0.000000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,115.620000,100.970000,30.850000,0,23.56,8.06,11.85,23.56,11.86,35.58,0,0,0,0,7.23,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,77.750000,0.000000,0.000000,0.000000,260.860000,0.770000,0.000000,96.400000,5.780000,0.950000,0.000000,1.480000,0.000000,0.000000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,115.620000,100.970000,30.850000,0,22.94,8.06,11.72,22.94,11.74,35.21,0,4.8,0,0,7.56,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,77.750000,0.000000,38.560000,0.000000,260.860000,0.770000,0.000000,96.400000,5.780000,0.950000,0.000000,1.480000,0.000000,0.000000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,0.000000,11.570000,48.200000,115.620000,100.970000,30.850000,0,28.55,8.06,11.28,28.55,11.28,33.83,0.136164,9.8,0.95,0.95,8.15,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,77.750000,0.000000,38.560000,0.030000,260.860000,0.770000,0.000000,96.400000,5.780000,0.950000,0.000000,1.480000,0.000000,0.030000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,0.030000,11.570000,48.200000,115.620000,100.970000,30.850000,0,28.2,8.06,10.69,28.2,10.69,32.08,1.157394,16.6,2.85,2.85,8.75,0,0,0,0,0,0,0,0,0,0,1

31,07:30-07:45,77.750000,0.000000,38.560000,0.210000,260.860000,0.770000,0.000000,96.400000,5.780000,0.950000,0.000000,1.480000,0.000000,0.220000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,0.210000,11.570000,48.200000,115.620000,100.970000,30.850000,0,27.22,8.06,9.93,27.22,9.93,29.78,2.77191,24.5,6.16,6.16,8.74,5,1,0.01,0,0.08,0,0.33,2,1,0,3

32,07:45:08:00,77.750000,0.000000,38.560000,0.570000,260.860000,0.770000,0.000000,96.400000,5.780000,0.950000,0.000000,1.480000,0.000000,0.580000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,0.570000,11.570000,48.200000,115.620000,100.970000,30.850000,0,26.53,8.06,9.59,26.53,9.59,28.76,4.415604,33,20.67,20.67,8.73,5,3,0.48,0,2.42,0,1,7,3,0,5

33,08:00-08:15,77.750000,0.000000,38.560000,1.200000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,0.000000,1.230000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,1.200000,11.570000,48.200000,115.620000,100.970000,30.850000,0,25.7,8.06,9.35,25.7,9.34,28.03,6.389982,29.57,28.99,28.99,8.66,5,3,2.61,0,13.05,0,1.67,16,7,0,6

34,08:15-08:30,77.750000,0.000000,38.560000,2.050000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,0.000000,2.100000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,2.050000,11.570000,48.200000,115.620000,100.970000,30.850000,0,25.45,8.06,8.38,25.45,8.37,25.12,8.928468,29.18,29.18,29.19,8.53,5,4,6.09,0,30.48,0,3,20,8,0,9

35,08:30-08:45,77.750000,0.000000,38.560000,2.840000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,0.000000,2.910000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,2.840000,11.570000,48.200000,115.620000,100.970000,30.850000,0,24.72,8.06,7.68,24.72,7.69,23.07,11.885172,29.68,29.68,29.69,8.42,7.55,6,10.54,0,52.71,0,22.85,26,11,0,11

36,08:45:09:00,77.750000,0.000000,38.560000,3.730000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,32.780000,3.830000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,0.000000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,3.730000,11.570000,48.200000,115.620000,100.970000,30.850000,0,23.2,8.06,7.12,23.2,7.11,21.33,15.0753,29.68,29.68,29.69,8.31,11.28,7,15.31,0,76.55,0,29.72,28,12,0,13

37,09:00:09:15,230.520000,0.000000,38.560000,4.920000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,177.380000,5.040000,30.850000,1.560000,48.200000,86.950000,8.190000,6.750000,23.140000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,4.920000,11.570000,48.200000,115.620000,100.970000,30.850000,0,20.52,8.06,6.83,20.52,6.83,20.49,18.012552,29.68,29.68,29.69,8.1,7.5,7,19.93,0,99.65,0,37.17,30,13,0,15

38,09:15-09:30,230.520000,0.000000,38.560000,6.080000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,177.380000,6.240000,30.850000,1.560000,48.200000,86.950000,8.190000,6.750000,24.100000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,6.080000,11.570000,48.200000,115.620000,100.970000,30.850000,0,20.49,8.06,6.66,20.49,6.67,20,21.027612,29.68,29.68,29.69,7.97,7.5,9,24.55,0,122.77,0,45.36,32,14,0,18

39,09:30-09:45,230.520000,0.000000,38.560000,7.080000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,177.380000,7.260000,30.850000,1.560000,48.200000,86.950000,8.190000,6.750000,24.100000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,7.080000,11.570000,48.200000,115.620000,100.970000,30.850000,0,18.86,8.06,6.66,18.86,6.67,20,24.013494,30.87,30.87,30.86,7.72,7.5,10,28.35,0,141.74,0,52.56,34,14,0,20

40,09:45-10:00,230.520000,0.000000,38.560000,9.460000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,177.380000,9.700000,30.850000,1.560000,48.200000,86.950000,8.190000,6.750000,25.060000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,9.460000,11.570000,48.200000,115.620000,100.970000,30.850000,0,16.98,8.06,6.66,16.98,6.67,20,26.950746,30.87,30.87,30.86,7.39,7.5,11,32.03,0,160.18,0,58.43,36,16,0,21

41,10:00-10:15,230.520000,0.000000,38.560000,11.270000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,177.380000,11.550000,30.850000,1.560000,48.200000,86.950000,8.190000,6.750000,25.060000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,11.270000,11.570000,48.200000,115.620000,100.970000,30.850000,0,25.51,8.06,6.66,25.51,6.67,20,29.012658,30.87,30.87,30.86,7.18,30.45,12,35.52,0,177.58,0,64.11,42,18,0,23

42,10:15-10:30,230.520000,0.000000,38.560000,12.360000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,177.380000,12.670000,30.850000,1.560000,48.200000,86.950000,8.190000,6.750000,25.060000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,12.360000,11.570000,48.200000,115.620000,100.970000,30.850000,0,25.44,8.06,6.66,25.44,6.67,20,30.170052,30.87,30.87,30.86,7.02,32.84,13,38.48,0,192.43,0,69.2,48,20,0,25

43,10:30-10:45,230.520000,0.000000,38.560000,13.230000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,177.380000,13.560000,30.850000,1.560000,48.200000,86.950000,8.190000,6.750000,25.060000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,13.230000,11.570000,48.200000,115.620000,100.970000,30.850000,0,24.84,8.06,6.66,24.84,6.67,20,25.997598,30.87,30.87,30.86,7.01,34.96,14,41.21,0,206.04,0,74.09,53,23,0,28

44,10:45-11:00,230.520000,0.000000,38.560000,13.870000,260.860000,0.690000,96.400000,48.200000,5.780000,0.950000,0.000000,1.480000,177.380000,14.210000,30.850000,1.560000,48.200000,86.950000,8.190000,6.750000,25.060000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,13.870000,11.570000,48.200000,115.620000,100.970000,30.850000,0,24.51,8.06,6.66,24.51,6.67,20,27.592662,30.83,30.83,30.84,7.01,36.89,17,43.51,0,217.58,0,78.34,60,25,0,33

45,11:00-11:15,230.520000,0.000000,0.000000,14.410000,260.860000,0.690000,0.000000,96.400000,5.780000,0.990000,0.000000,1.480000,0.000000,14.770000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,23.140000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,14.410000,11.570000,48.200000,115.620000,100.970000,30.850000,0,17.22,7.34,6.66,17.22,6.67,20,29.284986,30.83,30.83,30.84,7.01,40.67,17,45.06,0,225.3,0,81.64,59,29,0,35

46,11:15-11:30,230.520000,0.000000,0.000000,14.860000,260.860000,0.690000,0.000000,96.400000,5.780000,0.990000,0.000000,1.480000,0.000000,15.230000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,23.140000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,14.860000,11.570000,48.200000,115.620000,100.970000,30.850000,0,16.26,7.34,6.68,16.26,6.68,20.05,31.249638,30.83,30.83,30.84,7.1,42.46,19,46.67,0,233.33,0,84.54,67,33,0,38

47,11:30-11:45,230.520000,0.000000,0.000000,15.210000,260.860000,0.690000,0.000000,96.400000,5.780000,0.990000,0.000000,1.480000,0.000000,15.600000,30.850000,1.660000,48.200000,86.950000,8.190000,6.750000,23.140000,0.000000,48.200000,271.120000,48.200000,18.320000,96.400000,15.210000,11.570000,48.200000,115.620000,100.970000,30.850000,23.14,15.06,7.34,6.78,15.06,6.77,20.32,33.321276,30.83,30.83,30.84,7.17,44.11,21,46.67,20.24,233.33,0,86.31,76,38,0,41

