Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/6528,NR/30092023/31122025/SH-07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/7459,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/8058,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3925,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/3514,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2025/01/01/9606,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/01/15/4189,GNARE/NR/2024/12/20/3668,GNA/NR/2025/01/01/8738,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/02/1250,GNA/WR/2025/01/01/8625
7,01:30-01:45,23.33,19.5,27.01,0,0,0,0,0,63.34,52.69,59.23,25.23,14.37,0,58.5,0,19.5,0,0,0,63.33,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,1.03,28.74,47.9,0

8,01:45-02:00,22.33,18.83,26.81,0,0,0,0,0,63.34,52.69,59.23,25.23,14.37,0,56.51,0,18.83,0,0,0,63.33,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,1.03,28.74,47.9,0

9,02:00-02:15,22,18,29.01,0,0,0,0,0,63.34,52.69,59.23,25.23,8.62,0,54,0,18,0,0,0,63.33,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

10,02:15-02:30,21.33,17.67,28.41,0,0,0,0,0,63.66,52.69,59.23,24.73,8.62,0,52.99,0,17.67,0,0,0,63.67,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

11,02:30-02:45,21,17.5,28.21,0,0,0,0,0,63.34,52.69,59.23,24.73,8.62,0,52.5,0,17.5,0,0,0,63.33,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

12,02:45-03:00,20.67,17.17,28.01,0,0,0,0,0,62.34,52.69,59.23,24.73,8.62,0,51.49,0,17.17,0,0,0,62.33,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

13,03:00-03:15,18,17.17,27.61,0,0,0,0,0,60.66,52.69,59.23,24.73,8.62,0,51.49,0,17.17,0,0,0,60.67,0,0,0,1.37,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

14,03:15-03:30,17.33,17.17,27.21,0,0,0,0,0,59,52.69,59.23,24.73,8.62,0,51.49,0,17.17,0,0,0,59,0,0,0,1.37,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

15,03:30-03:45,16.67,17,26.01,0,0,0,0,0,57,52.69,59.23,24.73,8.62,0,51,0,17,0,0,0,57,0,0,0,1.37,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

16,03:45-04:00,16.67,17,26.01,0,0,0,0,0,55.66,52.69,59.23,24.73,8.62,0,51,0,17,0,0,0,55.67,0,0,0,1.37,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

17,04:00-04:15,13.33,17,18.01,0,0,0,0,0,50,52.69,59.23,24.73,8.62,0,51,0,17,0,0,0,50,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

18,04:15-04:30,13.33,17.17,18.01,0,0,0,0,0,49.66,52.69,59.23,24.73,8.62,0,51.49,0,17.17,0,0,0,49.67,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

19,04:30-04:45,13.33,15.83,15.01,0,0,0,0,0,35,52.69,59.23,24.73,8.62,0,47.51,0,15.83,0,0,0,35,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

20,04:45-05:00,13.33,15.83,15.01,0,0,0,0,0,35,52.69,59.23,24.73,8.62,0,47.51,0,15.83,0,0,0,35,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

21,05:00-05:15,11.67,11.67,13.01,0,0,0,0,0,28.34,52.69,59.23,24.73,8.62,0,34.99,0,11.67,0,0,0,28.33,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

22,05:15-05:30,11.33,11.67,13.01,0,0,0,0,0,28.34,52.69,59.23,24.73,8.62,0,34.99,0,11.67,0,0,0,28.33,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,171.77,0,0,0,0,47.9,0.99,28.74,47.9,0

23,05:30-05:45,8.33,11.67,10,0,0,0,0,0,21.66,52.69,59.23,24.73,8.62,0,34.99,0,11.67,0,0,0,21.67,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,191.6,0,0,0,0,47.9,0.99,28.74,47.9,0

24,05:45-06:00,8.33,11.33,10,0,0,0,0,0,21.66,81.43,59.23,24.22,8.62,0,34.01,0,11.33,0,0,0,21.67,0,0,0,1.47,25.87,25.87,65.14,1.43,0,69.87,0,26.82,0,31,20.12,47.9,0,25.87,19.16,210.76,0,0,0,0,47.9,0.99,28.74,47.9,0

25,06:00-06:15,8.33,11.17,9,0,0,0,0.22,0,21.66,99.8,75.96,24.22,8.62,0,33.49,0,11.17,0,0,0.53,21.67,0,0,0,1.37,43.11,25.87,130.05,1.38,0,65.74,0,26.82,0,31,20.12,47.9,0,25.87,19.16,229.92,0,0,0,0,47.9,0.99,28.74,47.9,0

26,06:15-06:30,8.33,11,9,0,0,0,1.23,0,21.66,99.8,75.96,24.22,8.62,0,33,0,11,0,0,1.2,21.67,0,0,0,1.37,43.11,25.87,130.05,1.38,0,65.74,0,26.82,0,31,20.12,47.9,0,25.87,19.16,239.5,0,0,0,0.08,47.9,0.99,28.74,47.9,0

27,06:30-06:45,8.33,10.83,9,0,0,0,3.57,0,21.66,99.8,75.96,24.22,8.62,0,32.51,0,10.83,0,0,2.36,21.67,0,0,0,1.37,43.11,33.53,130.05,1.38,0,65.74,0,26.82,0,31,20.12,47.9,0,33.53,19.16,239.5,0,0,0,0.18,47.9,0.99,28.74,47.9,0

28,06:45-07:00,8.33,10.67,9,0,0,0,7.77,0,21.66,99.8,86.41,24.22,8.62,0,31.99,1,10.67,0,0,4.69,21.67,0,0,0.01,1.37,43.11,33.53,130.05,1.38,0,65.74,0.01,26.82,0,31,20.12,47.9,0.01,33.53,19.16,239.5,0,0,0,0.27,47.9,0.99,28.74,47.9,0

29,07:00-07:15,10,10.5,9.2,0,0,0,15.85,0,21.66,99.8,86.41,24.22,14.37,0,31.5,3,10.5,0,1,9.16,21.67,0.46,2,0.23,1.47,43.11,36.4,130.05,1.38,0,74.19,0.22,26.82,0,32,20.12,47.9,0.22,36.4,19.16,239.5,0,0,0,0.83,47.9,0.99,28.74,47.9,50

30,07:15-07:30,9.67,10.33,9.4,1,0,0,25.85,0,21.66,99.8,86.41,24.22,14.37,0,31.01,7,10.33,0,2,15.83,21.67,4.39,3,0.47,1.47,43.11,36.4,130.05,1.38,0,114.58,0.46,26.82,0,32,20.12,47.9,0.46,36.4,19.16,239.5,0,1,0,8.67,47.9,0.99,28.74,47.9,50

31,07:30-07:45,9.33,13.33,12.01,4,1,1,32.9,0.42,25,99.8,86.41,24.22,14.37,0,40.01,10,13.33,2.08,3,26.5,25,11.35,5,0.86,1.47,43.11,36.4,130.05,1.38,0,114.58,0.84,26.82,0,31,20.12,47.9,0.84,36.4,19.16,239.5,0,2,0,9.33,47.9,0.99,28.74,47.9,50

32,07:45-08:00,9,13,12.21,7,3,2,29.09,4.75,24.34,99.8,86.41,24.22,14.37,0,39,18,13,23.75,5,29.1,24.33,18.32,7,1.43,1.47,43.11,36.4,130.05,1.38,0,114.58,1.4,26.82,0,31,20.12,47.9,1.4,36.4,19.16,239.5,0,2,0,10,47.9,0.99,28.74,47.9,50

33,08:00-08:15,8.33,12.5,12.41,11,4,3,32.35,5,30,99.8,86.41,24.22,14.37,0,37.5,25,12.5,25,7,31.35,30,26.44,11,2.3,1.47,43.11,36.4,130.05,1.38,0,114.58,2.25,26.82,0,31,20.12,47.9,2.25,36.4,19.16,239.5,0,3,159.03,11,47.9,0.99,28.74,47.9,50

34,08:15-08:30,7.33,12,12.81,14,6,4,29.9,7.06,26.66,99.8,86.41,24.22,14.37,0,36,29.9,12,35.3,9,29.9,26.67,36.48,13,3.22,1.47,43.11,36.4,130.05,1.38,0,114.58,3.14,26.82,0,31,20.12,47.9,3.14,36.4,19.16,239.5,0,5,160.94,16.46,47.9,0.99,28.74,47.9,50

35,08:30-08:45,6.67,11.33,16.01,18,7,8,30.4,11.87,23.34,99.8,86.41,24.22,14.37,0,34.01,30.4,11.33,59.34,11,30.4,23.33,26.81,18,4.06,1.47,43.11,36.4,130.05,1.38,0,114.58,3.96,26.82,0,31,20.12,47.9,3.96,36.4,19.16,239.5,0,5,161.9,21.91,47.9,0.99,28.74,47.9,50

36,08:45-09:00,6.67,10.83,16.21,21,9,16,30.8,16.37,20,99.8,86.41,24.22,14.37,0,32.51,30.8,10.83,81.86,12,30.8,20,31.19,27,5.24,1.47,43.11,36.4,130.05,1.38,0,114.58,5.12,26.82,0,31,20.12,47.9,5.12,36.4,19.16,239.5,0,6,167.65,27.38,47.9,0.99,28.74,47.9,50

37,09:00-09:15,9.67,10,18.61,21,9,20,30.8,20.62,31.66,99.8,86.41,24.22,14.37,0,30,30.8,10,103.1,17,30.8,31.67,35.09,41,6.69,1.37,43.11,36.4,130.05,1.38,0,114.58,6.52,26.82,0,31,20.12,47.9,6.52,36.4,19.16,239.5,0,8,154.24,33.67,47.9,0.99,28.74,47.9,0

38,09:15-09:30,9.33,9.5,19.41,25,10,23,30.8,24.4,28.66,99.8,86.41,24.73,14.37,0,28.5,30.8,9.5,121.99,18,30.8,28.67,43.86,47,8.07,1.37,43.11,36.4,130.05,1.38,0,114.58,7.88,26.82,0,31,20.12,47.9,7.88,36.4,19.16,239.5,0,9,158.07,42.69,47.9,0.99,28.74,47.9,0

39,09:30-09:45,8.67,8.67,20.41,63,27,27,30.8,28.18,26,99.8,86.41,24.73,14.37,0,25.99,30.8,8.67,140.89,27,30.8,26,53.6,58,9.32,1.37,43.11,36.4,130.05,1.38,0,114.58,9.09,26.82,0,31,20.12,47.9,9.09,36.4,19.16,239.5,0,13,93.88,53.52,47.9,0.99,28.74,47.9,0

40,09:45-10:00,8,8.17,22.21,77,33,30,30.8,31.78,23.34,99.8,86.41,24.73,14.37,0,24.49,30.8,8.17,158.92,30,30.8,23.33,63.35,67,10.6,1.37,43.11,36.4,130.05,1.38,0,114.58,10.34,26.82,0,31,20.12,47.9,10.34,36.4,19.16,239.5,0,15,98.67,62.43,47.9,0.99,28.74,47.9,0

41,10:00-10:15,7.67,12,24.61,98,42,34,30.8,34.89,22,99.8,86.41,24.73,14.37,0,36,30.8,12,174.48,40,30.8,22,45.03,69,11.78,1.47,43.11,36.4,130.05,1.38,0,114.58,12.64,26.82,0,31,20.12,47.9,12.64,36.4,19.16,247.16,0,20,0,69.15,47.9,0.99,28.74,47.9,0

42,10:15-10:30,7.67,11.67,25.41,126,54,36,30.8,37.91,21,99.8,86.41,24.22,14.37,0,34.99,30.8,11.67,189.55,50,30.8,21,50.17,75,12.83,1.47,43.11,36.4,130.05,1.38,0,114.58,13.77,26.82,0,31,20.12,47.9,13.77,36.4,19.16,250.04,0,25,0,76.35,47.9,0.99,28.74,47.9,0

43,10:30-10:45,7.67,11.17,26.01,147,63,39,30.8,40.77,20,99.8,86.41,0,14.37,0,33.49,30.8,11.17,203.84,63,30.8,20,51.65,82,13.69,1.47,43.11,36.4,130.05,1.38,0,65.74,14.7,26.82,0,31,20.12,47.9,14.7,36.4,19.16,250.04,0,32,0,80.95,47.9,0.99,28.74,47.9,0

44,10:45-11:00,7.67,11,26.41,168,72,40,30.8,43.73,19.66,99.8,86.41,0,14.37,0,33,30.8,11,218.64,70,30.8,19.67,56.53,85,14.48,1.47,43.11,36.4,130.05,1.38,0,65.74,15.54,26.82,0,31,20.12,47.9,15.54,36.4,19.16,250.04,0,35,0,85.71,47.9,0.99,28.74,47.9,0

45,11:00-11:15,8,11,26.81,140,60,41,30.8,45.69,19.34,99.8,86.41,0,14.37,0,33,30.8,11,228.48,68,30.8,19.33,61.4,85,15.18,1.37,43.11,36.4,130.05,1.43,0,65.74,16.29,26.82,0,31,20.12,47.9,16.29,36.4,19.16,250.04,0,32,0,85.71,47.9,1.03,28.74,47.9,0

46,11:15-11:30,8.67,11.67,26.81,154,66,43,30.8,46.67,19.34,99.8,86.41,0,14.37,0,34.99,30.8,11.67,233.33,74,30.8,19.33,63.35,85,15.66,1.37,43.11,36.4,130.05,1.43,0,65.74,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,250.04,0,36,0,85.71,47.9,1.03,28.74,47.9,0

47,11:30-11:45,9.33,11.33,26.41,168,72,44,30.8,46.67,19.34,99.8,72.41,0,14.37,0,34.01,30.8,11.33,233.33,85,30.8,19.33,68.77,85,15.66,1.37,43.11,36.4,100.04,1.43,0,65.74,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,250.04,0,40,0,85.71,47.9,1.03,28.74,47.9,0

48,11:45-12:00,10,12.5,26.01,179,76,44,30.8,46.67,19.34,99.8,72.41,0,14.37,0,37.5,30.8,12.5,233.33,91,30.8,19.33,67.7,85,15.66,1.37,43.11,36.4,100.04,1.43,0,69.87,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,250.04,0,44,0,85.71,47.9,1.03,28.74,47.9,0

49,12:00-12:15,11.33,12.83,25.41,182,78,44,30.46,46.67,19.34,99.8,59.23,0,12.45,0,38.51,30.47,12.83,233.33,91,30.47,19.33,39.78,85,15.66,1.37,43.11,36.4,81.87,1.43,0,69.87,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,250.04,0,44,0,85.71,47.9,1.03,28.74,47.9,0

50,12:15-12:30,13,13,24.81,193,82,44,30.46,46.67,20.34,99.8,59.23,0,12.45,0,39,30.47,13,233.33,91,30.47,20.33,40.78,85,15.66,1.37,43.11,36.4,81.87,1.43,0,69.87,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,250.04,0,44,0,85.71,47.9,1.03,28.74,47.9,0

51,12:30-12:45,14,13.17,22.41,193,82,43,30.46,46.67,21.34,99.8,59.23,0,14.37,0,39.49,30.47,13.17,233.33,97,30.47,21.33,40.33,88,15.66,1.37,43.11,36.4,81.87,1.43,0,69.87,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,250.04,0,48,0,85.71,47.9,1.03,28.74,47.9,0

52,12:45-13:00,15,13.33,22.21,193,82,43,30.46,46.67,21.66,99.8,59.23,0,14.37,0,40.01,30.47,13.33,233.33,97,30.47,21.67,40.66,88,15.66,1.37,43.11,36.4,81.87,1.43,0,69.87,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,250.04,0,48,0,85.71,47.9,1.03,28.74,47.9,0

53,13:00-13:15,15,13.33,23.01,193,82,43,30.46,46.67,22.34,99.8,59.23,0,14.37,0,40.01,30.47,13.33,233.33,97,30.47,22.33,39.69,89,15.66,1.37,43.11,36.4,65.14,1.48,0,69.87,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,229.92,0,48,0,85.71,47.9,1.06,28.74,47.9,0

54,13:15-13:30,15,13.17,23.41,193,82,42,30.46,46.67,23.66,99.8,59.23,0,14.37,0,39.49,30.47,13.17,233.33,93,30.47,23.67,44.56,88,15.66,1.37,43.11,36.4,65.14,1.48,0,69.87,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,209.8,0,47,0,85.71,47.9,1.06,28.74,47.9,0

55,13:30-13:45,21.67,17,23.41,193,82,41,30.46,46.67,26,52.69,59.23,0,14.37,0,51,30.47,17,233.33,92,30.47,26,63.35,88,15.66,1.37,43.11,36.4,65.14,1.48,0,69.87,16.81,26.82,0,31,20.12,47.9,16.81,36.4,19.16,188.73,0,46,0,85.71,47.9,1.06,28.74,47.9,0

56,13:45-14:00,22,17.33,23.41,189,81,40,30.46,46.67,28,52.69,59.23,0,14.37,0,52.01,30.47,17.33,233.33,89,30.47,28,63.35,88,15.47,1.37,43.11,36.4,65.14,1.48,0,69.87,16.6,26.82,0,31,20.12,47.9,16.6,36.4,19.16,131.25,0,45,0,85.71,47.9,1.06,28.74,47.9,0

57,14:00-14:15,22.33,23.33,23.41,186,79,39,30.46,46.67,29.66,52.69,59.23,0,14.37,0,70.01,30.47,23.33,233.33,88,30.47,29.67,62.27,87,15.29,1.37,43.11,36.4,65.14,1.48,0,69.87,16.41,26.82,0,31,20.12,47.9,16.41,36.4,19.16,131.25,0,44,0,85.71,47.9,1.06,28.74,47.9,0

58,14:15-14:30,22.67,23.5,23.41,179,76,37,30.46,45.8,31,52.69,59.23,0,14.37,0,70.5,30.47,23.5,228.98,85,30.47,31,60.39,83,14.8,1.37,43.11,36.4,65.14,1.48,0,69.87,15.88,26.82,0,31,20.12,47.9,15.88,36.4,19.16,131.25,0,43,0,85.71,47.9,1.06,28.74,47.9,0

59,14:30-14:45,23,19.33,23.01,168,72,35,30.46,43.57,39.66,52.69,59.23,0,14.37,0,58.01,30.47,19.33,217.84,80,30.47,39.67,57.46,82,14.11,1.47,43.11,36.4,65.14,1.48,0,69.87,15.14,26.82,0,31,20.12,47.9,15.14,36.4,19.16,131.25,0,40,0,85.71,47.9,1.06,28.74,47.9,0

60,14:45-15:00,23.33,19.17,23.01,161,69,33,30.46,41.13,39.34,52.69,59.23,0,14.37,0,57.49,30.47,19.17,205.64,75,30.47,39.33,95.94,78,13.23,1.47,43.11,36.4,65.14,1.48,0,69.87,14.19,26.82,0,31,20.12,47.9,14.19,36.4,19.16,131.25,0,38,0,85.71,47.9,1.06,28.74,47.9,0

61,15:00-15:15,23.67,19.17,18.01,147,63,31,31.3,38.21,42.66,52.69,59.23,0,14.37,0,57.49,31.3,19.17,191.04,70,31.3,42.67,88.3,67,12.32,1.47,43.11,36.4,65.14,1.52,0,69.87,13.23,26.82,0,31,20.12,47.9,13.23,36.4,19.16,131.25,0,35,0,82.22,47.9,1.14,28.74,47.9,0

62,15:15-15:30,25.33,19.17,18.41,133,57,28,31.3,35.8,43.34,52.69,59.23,0,14.37,0,57.49,31.3,19.17,179.01,63,31.3,43.33,79.28,63,11.26,1.47,43.11,36.4,65.14,1.52,0,69.87,12.08,26.82,0,31,20.12,47.9,12.08,36.4,19.16,131.25,0,32,0,75.95,47.9,1.14,28.74,47.9,0

63,15:30-15:45,26.33,19.17,19.41,119,51,25,32.88,32.63,47,52.69,59.23,0,14.37,0,57.49,27,19.17,163.14,55,32.88,47,72.07,58,10.13,1.37,43.11,36.4,65.14,1.52,0,69.87,10.88,26.82,0,31,20.12,47.9,10.88,36.4,19.16,131.25,0,27,0,69.54,47.9,1.14,28.74,47.9,0

64,15:45-16:00,27.67,19.17,21.01,109,46,22,32.91,29.17,47.34,52.69,59.23,0,14.37,0,57.49,19,19.17,145.86,47,32.92,47.33,34.93,52,9,1.37,43.11,36.4,65.14,1.52,0,69.87,9.66,26.82,0,31,20.12,47.9,9.66,36.4,19.16,131.25,0,23,0,62.63,47.9,1.14,28.74,47.9,0

65,16:00-16:15,19.33,18.67,21.41,95,40,21,33,25.87,41,99.8,61.95,0,14.37,0,55.99,11,18.67,129.34,40,33,41,28.97,45,7.76,1.37,43.11,36.4,90.02,1.52,0,65.74,8.33,26.82,0,31,20.12,47.9,8.33,36.4,19.16,131.25,0,20,0,54.06,47.9,1.14,28.74,47.9,0

66,16:15-16:30,19,18,22.01,77,33,17,33,22.18,39.66,99.8,86.41,0,14.37,0,54,5,18,110.93,32,33,39.67,23.42,38,6.52,1.37,43.11,36.4,130.05,1.52,0,65.74,7,26.82,0,31,20.12,47.9,7,36.4,19.16,131.25,0,16,0,43.54,47.9,1.14,28.74,47.9,0

67,16:30-16:45,18.67,17.17,11.21,60,25,11,33,17.52,38,99.8,86.41,0,14.37,0,51.49,1,17.17,87.61,23,29.54,38,16.87,27,5.24,1.47,43.11,36.4,130.05,1.52,0,65.74,5.62,26.82,0,32,20.12,47.9,5.62,36.4,19.16,131.25,0,12,0,35.31,47.9,1.14,28.74,47.9,0

68,16:45-17:00,18.33,16.5,11.41,42,18,8,32.23,13.76,37,99.8,86.41,0,14.37,0,49.5,0,16.5,68.81,17,18.96,37,11.25,20,3.79,1.47,43.11,36.4,130.05,1.52,0,65.74,4.07,26.82,0,32,20.12,47.9,4.07,36.4,19.16,131.25,0,8,0,27.31,47.9,1.14,28.74,47.9,0

69,17:00-17:15,17.67,15.5,11.61,28,12,4,17.29,9.76,35.34,99.8,86.41,0,14.37,0,46.5,0,15.5,48.81,9,11.31,35.33,7.65,12,2.79,1.47,43.11,36.4,130.05,1.52,0,82.63,3,26.82,0,32,20.12,47.9,3,36.4,19.16,131.25,0,5,0,20.87,47.9,1.22,28.74,47.9,0

