Block,Time,KGSU1AND2,KKNPPU2,RAPPB,SIMHST2,VALLURNTECL,ANTA_RF,DADRI_CRF,DADRI_RF,CHAMERA3,DULHASTI,KGSU3AND4,KOLDAM,KOTESHWR,NLCTS2EXP,SEWA2,SINGRAULI_HYDRO,TALST2,TelanganaSTPP,DHAULIGNGA,KHSTPP-I,NAPP,NJPC,RIHAND1,TANDA2,UNCHAHAR2,ANTA_CRF,CHAMERA2,KISHANGANGA,NLCIIST1,PARBATI3,SIMHST1,TANAKPUR,UNCHAHAR4,NLCIIST2,NTPL,RSTPSU1TO6,RSTPSU7,SALAL,SINGRAULI,UNCHAHAR1,DADRI_GF,CHAMERA1,DADRT2,FSTPP I & II,KUDGI,NLCEXP,RAMPUR,RAPPC,SASAN,UNCHAHAR3,URI2,BRBCL,BSIUL,JHAJJAR,KKNP,RIHAND3,TALA,URI,AURY_GF,DADRI_LF,KHSTPP-II,MAPS,NNTPP,RIHAND2,TEHRI,ANTA_GF,ANTA_LF,AURY_CRF,AURY_LF,AURY_RF
57,14:00-14:15,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,5.12,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,3.51,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,14.05,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,4.26,35.33,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

58,14:15-14:30,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,5.12,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,3.51,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,14.05,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,4.26,35.33,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

59,14:30-14:45,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,10.26,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,15.46,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,22.16,20.01,6.52,413.81,0,127.6,9.11,35.33,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

60,14:45-15:00,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,10.26,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,15.46,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,22.16,20.01,6.52,413.81,0,127.6,9.11,35.33,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

61,15:00-15:15,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,10.99,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,15.46,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,22.16,20.01,6.52,413.81,0,127.6,9.11,45.27,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

62,15:15-15:30,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,15.46,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,22.16,20.01,6.52,413.81,0,127.6,9.11,45.27,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

63,15:30-15:45,0,0,0,0,0,46.37,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,15.46,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,9.11,35.33,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

64,15:45-16:00,0,0,0,0,0,46.37,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,15.46,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,8.96,35.33,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

65,16:00-16:15,0,0,0,0,0,45.18,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,15.46,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,405,27.05,29.56,20.01,6.52,413.81,0,127.6,8.96,35.33,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

66,16:15-16:30,0,0,0,0,0,45.18,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,15.46,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,29.56,20.01,6.52,413.81,0,127.6,8.96,35.33,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

67,16:30-16:45,0,0,0,0,0,45.18,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,29.56,20.01,6.52,413.81,0,127.6,8.82,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

68,16:45-17:00,0,0,0,0,0,45.18,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,29.56,20.01,6.52,413.81,0,127.6,8.81,30.91,0,0,98.87,0,0,121.71,17,0,0,0,0,77.21

69,17:00-17:15,0,0,0,0,0,45.18,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,21.08,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,31.03,20.01,6.52,413.81,0,127.6,8.68,35.33,0,0,98.87,0,0,121.71,17,0,0,0,0,77.21

70,17:15-17:30,0,0,0,0,0,45.18,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,21.08,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,31.03,20.01,6.52,413.81,0,127.6,8.56,35.33,0,0,98.87,0,0,121.71,17,0,0,0,0,77.21

71,17:30-17:45,0,0,0,0,0,45.18,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,21.08,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,31.03,20.01,13.04,413.81,0,127.6,8.44,46.37,0,0,98.87,0,0,121.71,17,0,0,0,0,77.21

72,17:45-18:00,0,0,0,0,0,45.18,0,93.64,21.37,53.79,0,5.35,9.66,0,11.58,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,21.08,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,31.03,20.01,13.04,413.81,0,127.6,8.26,46.37,0,0,98.87,0,0,121.71,17,0,0,0,0,77.21

73,18:00-18:15,0,0,0,0,0,45.77,0,92.08,16.87,53.79,0,5.35,9.66,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,22.49,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,26.6,20.01,6.52,413.81,0,127.6,7.84,46.37,0,0,98.87,0,0,121.71,34.01,0,0,0,0,77.08

74,18:15-18:30,0,0,0,0,0,45.77,0,92.08,16.87,53.79,0,5.35,19.32,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,54.81,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,26.6,20.01,6.52,413.81,0,127.6,7.71,35.33,0,0,98.87,0,0,121.71,51.01,0,0,0,0,77.08

75,18:30-18:45,0,0,0,0,0,45.77,0,92.08,16.87,53.79,0,5.35,28.98,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,43.71,0,31.33,2.88,0,54.81,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,26.6,20.01,13.04,413.81,0,127.6,7.6,35.33,0,0,98.87,0,0,121.71,51.01,0,0,0,0,77.08

76,18:45-19:00,0,0,0,0,0,46.13,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,43.71,0,45.65,4.32,0,54.81,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.62,60.68,405,27.05,26.6,20.01,20.21,413.81,0,127.6,7.68,35.33,0,0,98.87,0,0,121.71,68.29,0,0,0,0,77.08

77,19:00-19:15,0,0,0,0,0,46.37,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,43.71,0,45.65,4.32,0,53.4,0,8.33,1.62,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.62,60.68,405,27.05,29.56,20.01,20.21,413.81,0,127.6,7.84,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

78,19:15-19:30,0,0,0,0,0,46.37,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,42.4,0,45.65,4.32,0,53.4,0,8.33,0,0,0,0,0,79.6,127.75,20.96,0,42.15,686.07,20.8,0,0,3.62,60.68,405,27.05,29.56,20.01,20.21,413.81,0,127.6,7.91,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

79,19:30-19:45,0,0,0,0,0,46.37,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,42.4,0,45.65,4.32,0,53.4,0,8.33,0,0,0,0,0,79.6,127.75,20.57,0,42.15,686.07,20.8,0,0,3.62,60.68,405,26.42,29.56,20.01,20.21,413.81,0,127.6,7.96,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

80,19:45-20:00,0,0,0,0,0,46.37,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,42.4,0,45.65,4.32,0,7.03,0,8.33,0,0,0,0,0,79.6,127.75,20.57,0,42.15,682.83,20.8,0,0,3.62,60.68,405,26.42,29.56,20.01,20.21,406.41,0,127.6,8.17,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

81,20:00-20:15,0,0,0,0,0,46.37,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,42.4,0,45.65,4.32,0,7.03,0,8.33,0,0,0,0,0,79.6,127.75,20.57,0,42.15,686.07,20.8,0,0,3.62,60.68,405,26.42,29.56,20.01,20.21,413.81,0,127.6,8.25,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

82,20:15-20:30,0,0,0,0,0,46.37,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,42.4,0,45.65,4.32,0,7.03,0,8.33,0,0,0,0,0,79.6,127.75,20.57,0,42.15,682.83,20.8,0,0,3.62,60.68,405,26.42,29.56,20.01,20.21,406.41,0,127.6,8.35,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

83,20:30-20:45,0,0,0,0,0,46.37,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,42.4,0,45.65,4.32,0,17.56,0,8.33,0,0,0,0,0,79.6,127.75,20.57,0,42.15,682.83,20.8,0,0,3.62,60.68,405,26.42,32.51,20.01,20.21,413.81,0,127.6,8.48,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

84,20:45-21:00,0,0,0,0,0,46.37,0,92.08,32.08,53.79,0,5.35,28.98,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,42.4,0,44.22,4.32,0,17.56,0,8.33,0,0,0,0,0,79.6,127.75,20.57,0,42.15,682.83,20.8,0,0,3.54,60.68,405,26.42,32.51,20.01,6.52,406.41,0,127.6,8.62,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

85,21:00-21:15,0,0,0,0,0,46.37,0,92.08,32.08,53.79,0,5.35,28.98,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,42.4,0,44.22,4.32,0,17.56,0,8.33,0,0,0,0,0,79.6,127.75,20.57,0,42.15,682.83,20.8,0,0,3.54,60.68,405,26.42,32.51,20.01,3.3,406.41,0,127.6,8.74,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

86,21:15-21:30,0,0,0,0,0,46.37,0,92.08,32.08,53.79,0,5.35,28.98,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,42.4,0,44.22,4.32,0,17.56,0,8.33,0,0,0,0,0,79.6,127.75,20.57,0,42.15,682.83,20.8,0,0,3.54,60.68,405,26.42,32.51,20.01,3.3,406.41,0,127.6,8.92,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

87,21:30-21:45,0,0,0,0,0,46.37,0,92.08,32.08,53.79,0,5.35,28.98,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,42.4,0,44.22,4.32,0,17.56,0,8.33,0,0,0,0,0,79.01,127.75,20.57,0,42.15,682.83,20.8,0,0,3.54,60.68,405,26.42,32.51,20.01,3.3,406.41,0,127.6,9.26,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

88,21:45-22:00,0,0,0,0,0,46.37,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,42.4,0,45.65,4.32,0,17.56,0,8.33,0,0,0,0,0,79.01,127.75,20.57,0,42.15,686.07,20.8,0,0,3.62,60.68,405,26.42,32.51,20.01,20.21,413.81,0,127.6,9.47,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

89,22:00-22:15,0,0,0,0,0,46.96,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,43.71,0,45.65,4.32,0,17.56,0,8.33,1.62,0,0,0,0,79.01,127.75,20.96,0,42.15,686.07,20.8,0,0,3.62,60.68,405,27.05,32.51,20.01,20.21,413.81,0,127.6,9.48,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

90,22:15-22:30,0,0,0,0,0,46.96,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,43.71,0,45.65,4.32,0,17.56,0,8.33,1.62,0,0,0,0,79.01,127.75,20.96,0,42.15,686.07,20.8,0,0,3.62,60.68,405,27.05,32.51,20.01,20.21,413.81,0,127.6,9.52,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

91,22:30-22:45,0,0,0,0,0,46.96,0,92.08,33.74,54.53,0,5.35,38.64,0,17.37,0,0,0,41.42,21.85,45.1,168.66,92.59,2.89,43.71,0,45.65,4.32,0,17.56,0,8.33,1.62,0,0,0,0,79.01,127.75,20.96,0,42.15,686.07,20.8,0,0,3.62,60.68,405,27.05,29.56,20.01,20.21,413.81,0,127.6,9.49,35.33,0,0,98.87,0,0,121.71,70.87,0,0,0,0,77.08

92,22:45-23:00,0,0,0,0,0,46.96,0,92.08,32.08,53.79,0,5.35,19.32,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,43.71,0,44.22,4.32,0,17.56,0,8.33,1.62,0,0,0,0,79.01,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,29.56,20.01,13.04,413.81,0,127.6,9.48,35.33,0,0,98.87,0,0,121.71,70.09,0,0,0,0,77.08

93,23:00-23:15,0,0,0,0,0,48.13,0,92.08,32.08,53.79,0,5.35,9.66,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,43.71,0,28.34,4.32,0,17.56,0,8.33,1.62,0,0,0,0,79.01,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,31.03,20.01,13.04,413.81,0,127.6,9.39,35.33,0,0,98.87,0,0,121.71,51.01,0,0,0,0,77.08

94,23:15-23:30,0,0,0,0,0,48.13,0,92.08,32.08,53.79,0,5.35,9.66,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,43.71,0,28.34,4.32,0,17.56,0,8.33,1.62,0,0,0,0,79.01,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,31.03,20.01,13.04,413.81,0,127.6,9.41,35.33,0,0,98.87,0,0,121.71,51.01,0,0,0,0,77.08

95,23:30-23:45,0,0,0,0,0,48.13,0,92.08,32.08,53.79,0,5.35,9.66,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,43.71,0,44.22,4.32,0,17.56,0,8.33,1.62,0,0,0,0,79.01,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,31.03,20.01,13.04,413.81,0,127.6,9.47,35.33,0,0,98.87,0,0,121.71,51.01,0,0,0,0,77.08

96,23:45-24:00,0,0,0,0,0,48.13,0,92.08,32.08,53.79,0,5.35,9.66,0,17.37,0,0,0,40.4,21.85,45.1,167.1,92.59,2.89,43.71,0,44.22,4.32,0,17.56,0,8.33,1.62,0,0,0,0,79.01,127.75,20.96,0,42.15,686.07,20.8,0,0,3.54,60.68,405,27.05,31.03,20.01,13.04,413.81,0,127.6,9.47,35.33,0,0,98.87,0,0,121.71,51.01,0,0,0,0,77.08

