Block,Time,CHAMERA2,MAPS,NLCIIST2,RIHAND1,RIHAND3,TALST2,URI2,ANTA_GF,AURY_CRF,AURY_GF,DADRI_CRF,DHAULIGNGA,KKNP,KKNPPU2,KUDGI,NLCTS2EXP,RAPPB,RIHAND2,RSTPSU7,SIMHST1,TALA,URI,KISHANGANGA,KOTESHWR,NAPP,UNCHAHAR1,ANTA_CRF,CHAMERA3,NLCIIST1,TEHRI,UNCHAHAR4,VALLURNTECL,CHAMERA1,JHAJJAR,KHSTPP-I,PARBATI3,RSTPSU1TO6,SEWA2,TANDA2,BRBCL,KGSU3AND4,NLCEXP,SINGRAULI,UNCHAHAR2,AURY_RF,KGSU1AND2,KHSTPP-II,KOLDAM,NTPL,RAPPC,SALAL,SIMHST2,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR3,ANTA_LF,ANTA_RF,AURY_LF,DADRI_RF,BSIUL,DADRT2,DULHASTI,FSTPP I & II,NJPC,NNTPP,RAMPUR,SASAN,TANAKPUR,DADRI_GF,DADRI_LF
64,15:45-16:00,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,15.56,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,18.2,0,0,0,418.77,3.2,0,23.57

65,16:00-16:15,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,31.12,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,18.2,0,0,0,418.77,3.2,0,23.57

66,16:15-16:30,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,46.68,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,18.2,0,0,0,418.77,3.2,0,23.57

67,16:30-16:45,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,46.68,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,18.2,0,0,0,418.77,3.2,0,23.57

68,16:45-17:00,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,62.24,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,18.2,23.39,0,0,418.77,3.2,0,23.57

69,17:00-17:15,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.16,0,0,62.24,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,46.79,0,0,418.77,1.15,0,23.57

70,17:15-17:30,3.33,0,0,92,60.02,0,4.44,0,70.59,0,64.12,7.92,0,0,0,0,0,118.75,0,0,0,1.33,0,17.75,43.46,20.56,43.36,0,0,62.24,0,0,12.16,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,32.95,18.2,70.17,0,0,418.77,1.15,0,23.57

71,17:30-17:45,8,0,0,92,60.02,0,4.44,0,70.59,0,64.12,8.06,0,0,0,0,0,118.75,0,0,0,1.33,0,26.63,43.46,20.56,43.57,6.37,0,62.24,0,0,14.05,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,32.95,18.2,93.56,0,0,418.77,1.15,0,23.57

72,17:45-18:00,39.51,0,0,92,60.02,0,4.44,0,70.59,0,64.12,15.98,0,0,0,0,0,118.75,0,0,0,1.33,0,39.83,43.46,20.56,43.68,29.07,0,62.24,0,0,28.05,654.3,45.22,0,0,10.53,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,32.95,18.2,116.96,0,0,418.77,1.15,0,23.57

73,18:00-18:15,39.51,0,0,92,60.02,0,4.44,0,70.59,0,64.12,32.1,0,0,0,0,0,118.75,0,0,0,26.49,0,39.83,43.46,20.56,43.89,29.07,0,62.24,0,0,28.05,654.3,45.22,0,0,10.53,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,32.95,18.2,140.35,0,0,418.77,1.15,0,23.57

74,18:15-18:30,39.51,0,0,92,60.02,0,10.76,0,70.59,0,64.12,33.43,0,0,0,0,0,118.75,0,0,0,26.49,0,39.83,43.46,20.56,43.89,29.07,0,62.24,0,0,28.05,654.3,45.22,0,0,10.53,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,32.95,18.2,140.35,0,0,418.77,1.15,0,23.57

75,18:30-18:45,39.51,0,0,92,60.02,0,10.76,0,70.59,0,64.12,33.43,0,0,0,0,0,118.75,0,0,0,3.31,0,39.83,43.46,20.56,44.1,29.07,0,62.24,0,0,28.05,654.3,45.22,0,0,10.53,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,32.95,18.2,116.96,0,0,418.77,1.15,0,23.57

76,18:45-19:00,39.51,0,0,92,60.02,0,10.76,0,70.59,0,64.12,33.43,0,0,0,0,0,118.75,0,0,0,3.31,0,39.83,43.46,20.56,44.1,29.07,0,62.24,0,0,28.05,654.3,45.22,0,0,10.53,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,32.95,18.2,116.96,0,0,418.77,0.51,0,23.57

77,19:00-19:15,39.51,0,0,92,60.02,0,10.76,0,70.59,0,64.12,15.98,0,0,0,0,0,118.75,0,0,0,3.31,0,39.83,43.46,20.56,44.31,29.07,0,62.24,0,0,24.49,654.3,45.22,3.82,0,10.53,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,32.95,18.2,94.7,0,0,418.77,0,0,23.57

78,19:15-19:30,3.33,0,0,92,60.02,0,4.31,0,70.59,0,64.12,15.98,0,0,0,0,0,118.75,0,0,0,3.31,0,26.63,43.46,20.56,44.31,1.91,0,62.24,0,0,12.01,654.3,45.22,16.55,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,12.78,0,0,0,21.4,0,0,0,5.48,0,683.14,32.95,18.2,93.56,0,0,418.77,0,0,23.57

79,19:30-19:45,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,7.92,0,0,0,0,0,118.75,0,0,0,26.49,0,26.63,43.46,20.56,44.31,0,0,62.24,0,0,12.01,654.3,45.22,16.55,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,55.77,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,70.17,0,0,418.77,0,0,23.57

80,19:45-20:00,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,26.49,0,26.63,43.46,20.56,44.31,0,0,62.24,0,0,0,654.3,45.22,16.55,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,55.77,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,46.79,0,0,418.77,0,0,23.57

81,20:00-20:15,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,16.56,0,17.75,43.46,20.56,44.31,0,0,62.24,0,0,0,654.3,45.22,16.55,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,55.77,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,23.39,0,0,418.77,0,0,23.57

82,20:15-20:30,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,16.56,0,17.75,43.46,20.56,44.52,0,0,62.24,0,0,0,654.3,45.22,16.55,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,12.78,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,0,0,23.57

83,20:30-20:45,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,16.56,0,8.88,43.46,20.56,44.52,0,0,46.68,0,0,0,654.3,45.22,16.55,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,0,0,23.57

84,20:45-21:00,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,16.56,0,8.88,43.46,20.56,44.52,0,0,46.68,0,0,0,654.3,45.22,3.56,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,0,0,23.57

85,21:00-21:15,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,16.56,0,8.88,43.46,20.56,44.63,0,0,46.68,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,0,0,23.57

86,21:15-21:30,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,16.56,0,8.88,43.46,20.56,44.63,0,0,31.12,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,0,0,23.57

87,21:30-21:45,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,44.63,0,0,31.12,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,0.25,0,23.57

88,21:45-22:00,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,44.63,0,0,31.12,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,0.25,0,23.57

89,22:00-22:15,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,44.83,0,0,16.19,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,2.31,0,23.57

90,22:15-22:30,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,45.05,0,0,15.56,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,2.31,0,23.57

91,22:30-22:45,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,45.05,0,0,15.56,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,2.31,0,23.57

92,22:45-23:00,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,45.05,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,2.31,0,23.57

93,23:00-23:15,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,45.05,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,2.31,0,23.57

94,23:15-23:30,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,45.25,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,2.31,0,23.57

95,23:30-23:45,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,45.25,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,2.31,0,23.57

96,23:45-24:00,0,0,0,92,60.02,0,4.31,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,11.04,0,8.88,43.46,20.56,45.25,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,18.2,0,0,0,418.77,2.31,0,23.57

