Time,Block,NR/2023/11956/F,NR/2023/11961/F,NR/2023/12133/C,NR/2023/11476/A,NR/2023/10236/A,NR/2023/11957/F,NR/2023/12132/C,NR/2023/12134/C,NR/2023/11960/F,NR/2023/11941/F,NR/2023/12131/C,NR/2023/11947/F,NR/2023/11962/F,NR/2023/11958/F,NR/2023/12122/D,NR/2023/11963/F,NR/2023/11952/F,NR/2023/11959/F,NR/2023/12125/C,NR/2023/10613/A,NR/2023/10344/A,NR/2023/11955/F,NR/2023/11342/A,NR/2023/11862/F,NR/2023/10229/A,NR/2023/10487/A,NER/2023/786/C,NR/2023/12121/D,NR/2023/12120/D,NR/2023/12119/D,Total
77,19:00-19:15,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.570000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,825.09

78,19:15-19:30,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.570000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,825.09

79,19:30-19:45,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.570000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,825.09

80,19:45-20:00,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.570000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,825.09

81,20:00-20:15,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.490000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,873.51

82,20:15-20:30,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.490000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,873.51

83,20:30-20:45,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.490000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,873.51

84,20:45-21:00,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.490000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,873.51

85,21:00-21:15,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.300000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,134.150000,0.420000,36.470000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,814.17

86,21:15-21:30,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.300000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,134.150000,0.420000,36.470000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,814.17

87,21:30-21:45,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.300000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,747.1

88,21:45-22:00,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.300000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,747.1

89,22:00-22:15,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.210000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,759.67

90,22:15-22:30,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.210000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,759.67

91,22:30-22:45,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.210000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,759.67

92,22:45-23:00,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,14.210000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,759.67

93,23:00-23:15,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,14.120000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,711.08

94,23:15-23:30,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,14.120000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,711.08

95,23:30-23:45,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,14.120000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,711.08

96,23:45-24:00,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,14.120000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,711.08

