Block,Time,ANTA_LF,JHAJJAR,RIHAND2,BSIUL,KOTESHWR,ANTA_RF,DADRI_GF,AURY_RF,RAMPUR,AURY_CRF,ANTA_GF,RAPPC,KISHANGANGA,NJPC,DADRT2,SINGRAULI_HYDRO,RIHAND1,BRBCL,SEWA2,KOLDAM,KHSTPP-I,SINGRAULI,KHSTPP-II,FSTPP I & II,TALA,SASAN,SALAL,CHAMERA3,ANTA_CRF,RAPPB,DADRI_CRF,URI2,UNCHAHAR1,DADRI_RF,UNCHAHAR4,DHAULIGNGA,CHAMERA1,DADRI_LF,TANDA2,UNCHAHAR3,CHAMERA2,AURY_LF,PARBATI3,UNCHAHAR2,TEHRI,RIHAND3,DULHASTI,NAPP,URI,AURY_GF,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,337.884800,0.679427,88.310800,14.390884,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,8.005796,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,0.000000,337.884800,43.311456,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,85.689368,14.398548,0.000000,0.000000,14.398500,103.398994,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,0.000000,337.884800,43.311456,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,55.890753,14.398548,0.000000,0.000000,14.398500,101.927653,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,0.000000,337.884800,43.311456,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,55.890753,14.398548,0.000000,0.000000,14.398500,101.927653,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,86.758834,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,0.000000,337.884800,43.311456,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,55.890753,14.398548,0.000000,0.000000,14.398500,101.927653,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,86.758834,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,337.884800,43.311456,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,55.890753,14.398548,0.000000,0.000000,14.398500,101.927653,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,86.758834,0.000000,20.503464,2.119459,0.000000,6.762975,0,0,0,0,0

12,02:45-03:00,0.000000,337.884800,43.311456,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,55.890753,13.977410,0.000000,0.000000,14.398500,101.927653,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,86.758834,0.000000,20.503464,2.119459,0.000000,6.762975,0,0,0,0,0

13,03:00-03:15,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,13.251412,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,118.706633,0.000000,20.503464,2.119459,0.000000,6.762975,0,0,0,0,0

14,03:15-03:30,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.042154,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,118.706633,0.000000,20.503464,2.119459,0.000000,6.762975,0,0,0,0,0

15,03:30-03:45,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.398548,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,118.706633,0.000000,20.503464,2.119459,0.000000,6.762975,0,0,0,0,0

16,03:45-04:00,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.101755,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,118.706633,0.000000,20.503464,2.119459,0.000000,6.762975,0,0,0,0,0

17,04:00-04:15,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.398548,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.398548,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,2.230808,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,0.000000,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.398548,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,14.513688,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.398548,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,14.513688,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.398548,0.000000,0.000000,14.398500,112.668262,46.075200,5.759400,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,14.816056,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.398548,0.000000,0.000000,14.398500,112.668262,64.764549,5.759400,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,19.956321,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,337.884800,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,347.483800,0.679427,88.310800,14.398548,0.000000,0.000000,20.911997,112.668262,64.764549,5.759400,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,18.238100,37.493694,118.706633,0.000000,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,359.002600,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,18.180506,347.483800,0.679427,88.310800,14.398548,0.000000,0.000000,29.777154,112.668262,121.012522,9.468638,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,7.679200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.558900,0.000000,0.000000,0.000000,24.962487,44.811012,118.706633,15.818050,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

25,06:00-06:15,0.000000,441.961958,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,35.451987,405.077800,0.679427,88.310800,14.398548,0.000000,0.000000,33.023612,112.668262,112.558738,10.659306,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,9.251516,0.000000,0.000000,0.000000,7.962370,0.000000,0.000000,17.209674,0.000000,0.000000,0.000000,28.430030,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

26,06:15-06:30,0.000000,551.611430,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,54.541518,496.268300,0.679427,88.310800,14.398548,5.067005,0.000000,33.403858,112.668262,112.558738,15.713563,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,9.906360,0.000000,0.000000,0.000000,13.485981,0.000000,0.000000,21.399627,12.641921,0.000000,0.000000,33.965870,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

27,06:30-06:45,0.000000,625.801303,56.691694,1.055890,17.036305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,81.812277,635.014005,0.679427,88.310800,14.398548,10.113537,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,9.954433,0.000000,0.000000,6.340140,26.541235,0.000000,0.000000,25.331857,12.641921,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

28,06:45-07:00,0.000000,626.958781,56.691694,12.518632,25.554458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,134.717549,655.447679,0.679427,88.310800,14.398548,14.075014,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,53.539382,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,16.484363,26.541235,0.000000,0.000000,25.331857,25.283843,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

29,07:00-07:15,0.000000,626.958781,56.691694,12.518632,25.554458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,134.717549,655.447679,0.679427,88.310800,14.398548,14.075014,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,53.539382,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,17.539362,26.541235,0.000000,0.000000,25.331857,25.283843,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

30,07:15-07:30,0.000000,626.958781,56.691694,12.518632,25.554458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,134.717549,655.447679,0.679427,88.310800,14.398548,14.458878,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,53.539382,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,17.539362,26.541235,0.000000,0.000000,25.331857,25.283843,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

31,07:30-07:45,0.000000,626.958781,56.691694,12.518632,25.554458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,134.717549,655.447679,0.679427,88.310800,14.398548,15.170306,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,53.539382,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,26.309043,13.485981,0.000000,0.000000,25.331857,25.283843,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,626.958781,56.691694,12.518632,25.554458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,134.717549,655.447679,0.679427,88.310800,14.398548,15.170306,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,53.539382,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,26.309043,13.485981,0.000000,0.000000,25.331857,25.283843,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,626.958781,56.691694,12.518632,25.554458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,134.717549,655.447679,0.679427,88.310800,14.398548,15.170306,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,53.539382,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,17.539362,8.341531,0.000000,0.000000,25.331857,25.283843,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,626.958781,56.691694,0.000000,9.464614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,81.812277,655.447679,0.679427,88.310800,14.398548,10.113537,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,12.269442,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,17.539362,0.000000,0.000000,0.000000,25.331857,25.283843,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,49.814586,655.447679,0.679427,88.310800,14.398548,5.067005,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,6.340140,0.000000,0.000000,0.000000,25.331857,12.641921,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,1.229632,0,0,0,0,0

36,08:45:09:00,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,32.724911,655.447679,0.679427,88.310800,14.398548,0.000000,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,44.811012,118.706633,31.636100,20.503464,2.119459,0.000000,1.229632,0,0,0,0,0

37,09:00:09:15,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,16.362455,327.579855,0.679427,88.310800,14.398548,0.000000,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,44.811012,118.706633,15.818050,20.503464,2.119459,0.000000,0.614816,0,0,0,0,0

38,09:15-09:30,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.679427,88.310800,14.398548,0.000000,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,29.874008,118.706633,15.818050,20.503464,3.179189,0.000000,0.614816,0,0,0,0,0

39,09:30-09:45,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.679427,88.310800,14.398548,0.000000,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,14.937004,118.706633,15.818050,20.503464,34.971077,0.000000,0.614816,0,0,0,0,0

40,09:45-10:00,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.679427,88.310800,14.398548,0.000000,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,14.937004,118.706633,15.818050,20.503464,34.971077,0.000000,0.614816,0,0,0,0,0

41,10:00-10:15,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.679427,88.310800,14.398548,0.000000,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,16.011593,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,14.937004,118.706633,15.818050,20.503464,4.238918,0.000000,0.614816,0,0,0,0,0

42,10:15-10:30,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.679427,88.310800,14.398548,0.000000,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,16.011593,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,14.937004,118.706633,15.818050,20.503464,3.179189,0.000000,0.614816,0,0,0,0,0

43,10:30-10:45,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.697790,88.310800,14.398548,0.000000,0.000000,33.403858,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,16.011593,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,12.518056,118.706633,0.000000,20.503464,3.179189,0.000000,1.229632,0,0,0,0,0

44,10:45-11:00,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.697790,88.310800,14.398548,0.000000,0.000000,34.720839,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,16.011593,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,0.000000,118.706633,0.000000,20.503464,3.179189,0.000000,1.229632,0,0,0,0,0

45,11:00-11:15,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.697790,88.310800,14.398548,0.000000,0.000000,34.959558,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,0.000000,118.706633,0.000000,20.503464,3.179189,0.000000,1.229632,0,0,0,0,0

46,11:15-11:30,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.697790,88.310800,14.398548,0.000000,0.000000,35.990932,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,0.000000,118.706633,0.000000,20.503464,3.179189,0.000000,1.229632,0,0,0,0,0

47,11:30-11:45,0.000000,626.958781,56.691694,0.000000,8.518153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.378863,0.000000,0.000000,327.579855,0.697790,88.310800,14.398548,0.000000,0.000000,36.124877,112.668262,141.355738,19.898727,0.000000,401.977323,1.673106,0.000000,0.000000,0.000000,0.000000,4.519401,10.136544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.331857,0.000000,0.000000,0.000000,40.690257,0.000000,118.706633,0.000000,20.503464,3.179189,0.000000,1.229632,0,0,0,0,0

