Block,Time,NR/23122023/31122023/HP-21,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/30092023/26122029/SH-06,NR/20122023/29022024/IEX_LDC_231218_00502,NR/26122023/26122023/HPX-TAMCTG-251223-05509,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/26122023/26122023/IEX_231225_05938,NR/23122023/31122023/HP-17,NR/25122023/27122023/IEX_231223_05926,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/23122023/31122023/SJVN231223NR1309,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,NR/23122023/31122023/SJVN231223NR1310,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07
58,14:15-14:30,251.460000,57.420000,11.900000,12.200000,5.780000,30.820000,11.560000,0.000000,30.820000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.220000,270.870000,55.860000,260.610000,14.450000,67.420000,1.710000,11.900000,1.090000,75,0,32.5,0,37,5.83,32.55,17.5,109.175061,24.08,42.74,13.33,213.73,28.13,5.34,28.89,69.71,32.5,48.16,5.84,13.33,66,32.5,154

59,14:30-14:45,251.460000,76.360000,11.140000,11.410000,5.780000,30.820000,11.560000,0.000000,25.450000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.220000,270.870000,65.490000,260.610000,14.450000,67.420000,1.710000,11.140000,1.090000,71,0,32.5,0,36,5.83,33.27,17.5,101.651452,24.08,40.55,13.33,202.78,25.74,5.34,28.89,65.32,32.5,48.16,5.84,13.33,64,32.5,151

60,14:45-15:00,251.460000,76.360000,10.290000,10.550000,5.780000,30.820000,11.560000,0.000000,25.450000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.220000,270.870000,67.420000,260.610000,14.450000,67.420000,1.710000,10.290000,1.090000,65,0,32.5,0,32,5.83,31.55,17.5,93.018281,24.08,38.03,13.33,190.15,25.68,5.34,28.89,60.55,32.5,48.16,5.84,13.33,60,32.5,140

61,15:00-15:15,251.460000,76.360000,9.360000,9.600000,5.780000,30.820000,11.560000,0.000000,25.450000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,78.970000,260.610000,14.450000,67.420000,1.710000,9.360000,1.090000,58,0,32.5,0,29,5.83,29.34,17.5,84.521372,0,35.41,13.33,177.07,22.58,6.66,0,56.14,32.5,48.16,5.84,13.33,54,32.5,126

62,15:15-15:30,251.460000,76.360000,8.350000,8.560000,5.780000,30.820000,11.560000,0.000000,25.450000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,84.750000,260.610000,14.450000,67.420000,1.710000,8.350000,1.090000,51,0,32.5,0,26,5.83,27.02,17.5,74.340654,0,32.54,13.33,162.68,22.54,6.66,0,51.32,32.5,48.16,5.84,13.33,48,32.5,112

63,15:30-15:45,251.460000,76.360000,6.030000,6.180000,5.780000,30.820000,11.560000,0.000000,25.450000,22.150000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,88.610000,260.610000,14.450000,82.830000,1.710000,6.030000,1.090000,45,0,32.5,0,23,5.83,24.31,17.5,63.683019,0,26.69,13.33,133.45,22.16,6.66,0,45.8,32.5,48.16,5.84,13.33,42,32.5,98

64,15:45-16:00,251.460000,76.360000,5.330000,5.460000,5.780000,30.820000,11.560000,0.000000,30.820000,22.150000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,88.610000,260.610000,14.450000,82.830000,1.710000,5.330000,1.090000,39,0,32.5,0,19,5.83,21.04,17.5,51.983953,0,23.21,13.33,116.08,22.21,6.66,0,39.37,32.5,48.16,5.84,13.33,36,32.5,84

65,16:00-16:15,251.460000,86.870000,4.380000,4.500000,5.780000,30.820000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,4.380000,1.090000,31,0,33,0,16,5.83,17,17.5,40.158358,0,19.97,13.33,99.85,22.04,6.66,0,32.33,25.95,48.16,5.84,13.33,30,26,70

66,16:15-16:30,251.460000,86.870000,3.330000,3.420000,5.780000,30.820000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,3.330000,1.090000,25,0,24.58,0,12,5.83,13.08,17.5,28.556622,0,16.52,13.33,82.62,21.91,6.66,0,24.9,13.51,48.16,5.84,13.33,24,12.7,56

67,16:30-16:45,251.460000,86.870000,2.290000,2.350000,5.780000,30.340000,11.560000,0.000000,30.340000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,2.290000,1.090000,18,0,10,0,9,5.83,11,17.5,18.414836,0,13.16,13.33,65.78,23.39,6.66,0,16.96,2.05,48.16,5.84,13.33,18,4.3,42

68,16:45-17:00,251.460000,86.870000,1.380000,1.410000,5.780000,30.340000,11.560000,0.000000,30.340000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,1.380000,1.090000,11,0,1,0,6,5.83,7,17.5,10.482441,0,10.09,13.33,50.47,23.3,6.66,0,9.01,1,48.16,5.84,13.33,10,0.7,25

69,17:00-17:15,251.460000,86.870000,0.720000,0.740000,5.780000,30.340000,11.560000,33.710000,30.340000,23.110000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.380000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,0.720000,1.090000,8,0,0,0,4,5.83,4,17.5,5.499145,0,6.61,13.33,33.04,23.56,6.66,0,1.63,0,48.16,5.84,13.33,7,0,18

70,17:15-17:30,251.460000,86.870000,0.300000,0.310000,5.780000,30.340000,11.560000,33.710000,30.340000,24.080000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.380000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,0.300000,1.090000,5,0,0,0,2,5.83,2,17.5,1.878469,0,3.59,13.33,17.95,23.82,6.66,0,0.31,0,48.16,5.84,13.33,3,0,7

71,17:30-17:45,251.460000,86.870000,0.090000,0.100000,5.780000,30.340000,11.560000,33.710000,30.340000,24.080000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.380000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,0.090000,1.090000,1,0,0,0,1,5.83,1,17.5,0.165461,0,1.38,13.33,6.92,23.99,6.66,0,0,0,48.16,5.84,13.33,1,0,1

72,17:45-18:00,251.460000,86.870000,0.010000,0.010000,5.780000,30.340000,11.560000,33.710000,30.340000,24.080000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.380000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,0.010000,1.090000,0,0,0,0,0,5.83,0,17.5,0,0,0.26,13.33,1.32,24.16,6.66,0,0,0,48.16,5.84,13.33,0,0,0

73,18:00-18:15,147.720000,86.870000,0.000000,0.000000,5.780000,30.340000,11.560000,14.450000,30.340000,25.040000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.450000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,0.000000,1.090000,0,0,0,0,0,6.67,0,20,0,0,0,13.33,0,24.14,6.66,0,0,0,48.16,6.66,13.33,0,0,0

74,18:15-18:30,147.720000,86.870000,0.000000,0.000000,5.780000,30.340000,11.560000,14.450000,30.340000,25.040000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.450000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,0.000000,1.090000,0,0,0,0,0,6.67,0,20,0,0,0,13.63,0,24.18,6.66,0,0,0,48.16,6.66,13.63,0,0,0

75,18:30-18:45,147.720000,86.870000,0.000000,0.000000,5.780000,30.340000,11.560000,14.450000,30.340000,25.040000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.450000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,0.000000,1.010000,0,0,0,0,0,6.67,0,20,0,0,0,13.94,0,20.88,6.66,0,0,0,48.16,6.66,13.94,0,0,0

76,18:45-19:00,147.720000,86.870000,0.000000,0.000000,5.780000,30.340000,11.560000,14.450000,30.340000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.450000,270.870000,100.880000,260.610000,14.450000,82.830000,1.710000,0.000000,1.010000,0,0,0,0,0,6.67,0,20,0,0,0,14.21,0,20.91,6.66,0,0,0,48.16,6.66,14.21,0,0,0

77,19:00-19:15,147.720000,86.870000,0.000000,0.000000,5.780000,30.340000,11.560000,0.000000,30.340000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.380000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,0.000000,1.010000,0,0,0,0,0,7,0,21.01,0,0,0,14.62,0,21.17,6.66,0,0,0,48.16,7.01,14.62,0,0,0

78,19:15-19:30,147.720000,86.870000,0.000000,0.000000,5.780000,30.340000,11.560000,0.000000,30.340000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.380000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,0.000000,1.010000,0,0,0,0,0,7.25,0,21.76,0,0,0,14.92,0,21.13,6.66,0,0,0,48.16,7.26,14.92,0,0,0

79,19:30-19:45,147.720000,86.870000,0.000000,0.000000,5.780000,30.340000,11.560000,0.000000,30.340000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.380000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,0.000000,1.010000,0,0,0,0,0,7.34,0,22.01,0,0,0,15.67,0,21.3,6.66,0,0,0,48.16,7.33,15.67,0,0,0

80,19:45-20:00,147.720000,86.870000,0.000000,0.000000,5.780000,30.340000,11.560000,0.000000,30.340000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.380000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,0.000000,1.010000,0,0,0,0,0,7.37,0,22.12,0,0,0,16.01,0,21.5,6.66,0,0,0,48.16,7.39,16.01,0,0,0

81,20:00-20:15,147.720000,86.870000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,30.820000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,0.000000,1.010000,0,0,0,0,0,7.34,0,22.01,0,0,0,16.34,0,18.12,6.66,0,0,0,48.16,7.33,16.34,0,0,0

82,20:15-20:30,147.720000,86.870000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,30.820000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.51,0,0,0,16.67,0,17.81,6.66,0,0,0,48.16,7.51,16.67,0,0,0

83,20:30-20:45,147.720000,86.870000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,30.820000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,84.750000,1.670000,0.000000,1.010000,0,0,0,0,0,7.64,0,22.92,0,0,0,16.67,0,21.64,6.66,0,0,0,48.16,7.65,16.67,0,0,0

84,20:45-21:00,147.720000,86.870000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,30.820000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,84.750000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.51,0,0,0,16.67,0,21.78,6.66,0,0,0,48.16,7.51,16.67,0,0,0

85,21:00-21:15,147.720000,86.870000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,30.820000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,84.750000,1.670000,0.000000,1.010000,0,0,0,0,0,7.59,0,22.76,0,0,0,15.67,0,21.74,6.66,0,0,0,48.16,7.58,15.67,0,0,0

86,21:15-21:30,147.720000,86.870000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,30.820000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,270.870000,100.880000,260.610000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.67,0,23.01,0,0,0,15.67,0,21.77,6.66,0,0,0,48.16,7.67,15.67,0,0,0

87,21:30-21:45,147.720000,67.050000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,30.820000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,231.140000,72.230000,260.610000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.75,0,23.26,0,0,0,15.67,0,21.86,6.66,0,0,0,48.16,7.76,15.67,0,0,0

88,21:45-22:00,147.720000,67.050000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,30.820000,24.080000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.300000,211.880000,67.420000,260.610000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.82,0,23.48,0,0,0,15.67,0,22.01,6.66,0,0,0,48.16,7.83,15.67,0,0,0

89,22:00-22:15,147.720000,67.050000,0.000000,0.000000,5.780000,25.450000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.220000,192.620000,67.420000,260.610000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.5,0,0,0,15.67,0,22.26,6.66,0,0,0,48.16,7.5,15.67,0,0,0

90,22:15-22:30,147.720000,67.050000,0.000000,0.000000,5.780000,25.450000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.220000,192.620000,52.970000,260.610000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.5,0,0,0,15.67,0,22.31,6.66,0,0,0,48.16,7.5,15.67,0,0,0

91,22:30-22:45,147.720000,56.460000,0.000000,0.000000,5.780000,25.450000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.220000,192.620000,48.160000,260.610000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.5,0,0,0,15.67,0,21.81,6.66,0,0,0,48.16,7.5,15.67,0,0,0

92,22:45-23:00,147.720000,56.460000,0.000000,0.000000,5.780000,25.450000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.220000,192.620000,48.160000,260.610000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.5,0,0,0,15.67,0,21.19,6.66,0,0,0,48.16,7.5,15.67,0,0,0

93,23:00-23:15,147.720000,56.460000,0.000000,0.000000,5.780000,25.450000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.220000,192.620000,48.160000,260.610000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.5,0,0,0,15.67,0,20.86,6.66,0,0,0,48.16,7.5,15.67,0,0,0

94,23:15-23:30,147.720000,56.460000,0.000000,0.000000,5.780000,25.450000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.220000,148.970000,48.160000,212.460000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.5,0,0,0,15.67,0,20.5,6.66,0,0,0,48.16,7.5,15.67,0,0,0

95,23:30-23:45,147.720000,56.460000,0.000000,0.000000,5.780000,25.450000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.220000,148.970000,48.160000,175.510000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.5,0,0,0,15.67,0,20.11,6.66,0,0,0,48.16,7.5,15.67,0,0,0

96,23:45-24:00,147.720000,56.460000,0.000000,0.000000,5.780000,25.450000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.220000,148.970000,48.160000,175.510000,14.450000,67.420000,1.670000,0.000000,1.010000,0,0,0,0,0,7.5,0,22.5,0,0,0,15.67,0,19.77,6.66,0,0,0,48.16,7.5,15.67,0,0,0

