Block,Time,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NAPP,RAMPUR,BSIUL,CHAMERA3,KISHANGANGA,RAPPB,NJPC,PARBATI3,RIHAND1,RIHAND3,SALAL,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,URI2,RAPPC,RIHAND2,TANDA2,UNCHAHAR3,SEWA2,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
31,07:30-07:45,28.09872,29.001777,689.353782,9.915136,53.860584,661.459879,0.85977,8.712864,45.567181,0.487611,19.6614,10.55926,2.551476,0,25.287275,0,94.319983,126.520837,48.804,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,37.904278,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.78,0.83,0,20.016,20.0018,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.017738

32,07:45:08:00,28.09872,29.001777,689.353782,9.915136,53.860584,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,48.804,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,37.904278,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.78,0.83,0,20.016,20.0018,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.017738

33,08:00-08:15,28.09872,14.427279,689.353782,9.915136,53.860584,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,48.804,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,36.737993,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.78,0.83,0,20.016,20.0018,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

34,08:15-08:30,28.09872,14.427279,689.353782,9.915136,53.860584,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,48.804,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,36.737993,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.78,0.83,0,20.016,20.0018,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

35,08:30-08:45,28.09872,14.427279,689.353782,9.915136,53.860584,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,48.804,143.057536,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,36.737993,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.78,0.83,0,20.016,20.0018,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

36,08:45:09:00,28.09872,14.427279,689.353782,9.915136,53.860584,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,48.804,143.057536,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,36.737993,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.78,0.83,0,20.016,20.0018,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

37,09:00:09:15,28.09872,11.777372,689.353782,0,49.663655,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,48.804,143.057536,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,36.737993,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.78,0.83,0,20.016,20.0018,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

38,09:15-09:30,28.09872,11.777372,689.353782,0,35.813791,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,48.804,143.057536,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,36.737993,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.78,0.83,0,20.016,20.0018,46.39908,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

39,09:30-09:45,28.09872,11.777372,689.353782,0,17.906896,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,36.737993,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.19,1.99,2.18,1.62,0,1.85,7.12,1.94,0,9.33,0.25,1.78,0.83,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

40,09:45-10:00,14.04936,11.777372,689.353782,0,17.906896,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,36.737993,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.19,1.99,2.18,1.62,0,1.85,7.12,1.94,0,9.33,0.25,1.78,0.86,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

41,10:00-10:15,14.04936,11.777372,689.353782,0,17.906896,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,35.571708,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.86,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

42,10:15-10:30,14.04936,11.777372,689.353782,0,17.906896,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,35.571708,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.844233,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

43,10:30-10:45,14.04936,11.777372,689.353782,0,17.906896,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,35.571708,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

44,10:45-11:00,14.04936,11.777372,689.353782,0,13.290274,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.1529,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,35.571708,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

45,11:00-11:15,14.04936,11.777372,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017418

46,11:15-11:30,14.04936,11.777372,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.17,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017418

47,11:30-11:45,14.04936,11.777372,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017418

48,11:45-12:00,28.045,11.777372,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,0,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017418

49,12:00-12:15,42.14808,14.427279,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,0,22.193776,43.545976,1.492324,44.16,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

50,12:15-12:30,42.14808,14.427279,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,0,22.193776,43.545976,1.492324,44.16,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

51,12:30-12:45,42.14808,14.427279,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,11.022091,22.193776,43.545976,1.492324,48.576,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.38,1.89,0.44,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.91,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

52,12:45-13:00,42.14808,14.427279,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,22.044182,22.193776,43.545976,1.492324,48.576,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.85,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

53,13:00-13:15,42.14808,14.427279,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,47.472,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,32.072852,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.85,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.02133,0,0,0.002557,0,0.017259

54,13:15-13:30,42.14808,14.427279,689.353782,0,0,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,47.472,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,32.072852,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.85,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.02133,0,0,0.002557,0,0.017259

55,13:30-13:45,42.14808,14.427279,689.353782,9.340345,0,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,47.472,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,32.072852,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.85,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

56,13:45-14:00,42.14808,14.427279,689.353782,9.340345,0,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,47.472,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,32.072852,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.85,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.768183,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

57,14:00-14:15,42.14808,14.427279,689.353782,9.340345,0,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.85,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

58,14:15-14:30,42.14808,14.427279,689.353782,9.340345,0,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,144.026761,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.83,0.85,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

59,14:30-14:45,42.14808,14.427279,689.353782,9.340345,12.590786,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,143.057536,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.43,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.75,0.85,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

60,14:45-15:00,42.14808,14.427279,689.353782,9.340345,17.906896,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,143.057536,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.75,0.81,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

61,15:00-15:15,42.14808,14.427279,689.353782,9.340345,35.813791,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,143.057536,1.075357,0,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.75,0.8,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

62,15:15-15:30,42.14808,14.427279,689.353782,9.340345,51.482324,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,143.057536,1.075357,0,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.75,0.8,0,20.016,20.0018,46.39908,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

63,15:30-15:45,42.14808,14.427279,689.353782,9.340345,51.482324,661.459879,0,8.712864,45.567181,0,19.6614,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,143.057536,1.075357,0,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.75,0.8,0,20.016,20.0018,38.91477,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

