Block,Time,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/20102023/20102023/HPX-TAMCTG-201023-05032,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/20102023/20102023/IEX_231020_05621,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07
6,01:15-01:30,14.280000,118.300000,3.210000,2.840000,0.000000,101.230000,28.030000,208.760000,0.000000,74.110000,0.000000,132.600000,2.880000,0.000000,30.930000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

7,01:30-01:45,14.280000,118.300000,3.210000,2.840000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.880000,0.000000,30.930000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

8,01:45-02:00,14.280000,118.300000,3.210000,2.840000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.880000,0.000000,30.930000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

9,02:00-02:15,14.280000,118.300000,3.210000,2.760000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.800000,0.000000,30.930000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

10,02:15-02:30,14.280000,118.300000,3.210000,2.760000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.800000,0.000000,30.930000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

11,02:30-02:45,14.280000,118.300000,3.210000,2.760000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.800000,0.000000,22.610000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

12,02:45-03:00,14.280000,118.300000,3.210000,2.760000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.800000,0.000000,22.610000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

13,03:00-03:15,22.610000,118.300000,3.210000,2.760000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.800000,0.000000,22.610000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

14,03:15-03:30,22.610000,118.300000,3.210000,2.760000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.800000,0.000000,22.610000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

15,03:30-03:45,22.610000,118.300000,3.210000,2.760000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,22.610000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

16,03:45-04:00,22.610000,118.300000,3.210000,2.760000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,22.610000,0.000000,0.000000,7.34,7.21,0,0,7.33,0,0,0,0,0,0,22,0,7,0,0,0,0,0

17,04:00-04:15,16.520000,118.300000,3.210000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,16.520000,0.000000,0.000000,10.3,7.21,0,0,10.31,0,0,0,0,0,0,30.93,0,7,0,0,0,0,0

18,04:15-04:30,16.520000,118.300000,3.210000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,16.520000,0.000000,0.000000,10.08,7.21,0,0,10.1,0,0,0,0,0,0,30.29,0,7,0,0,0,0,0

19,04:30-04:45,16.520000,118.300000,3.210000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,16.520000,0.000000,0.000000,9.68,7.21,0,0,9.68,0,0,0,0,0,0,29.05,0,7,0,0,0,0,0

20,04:45-05:00,16.520000,118.300000,3.210000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,16.520000,0.000000,0.000000,9.24,7.21,0,0,9.24,0,0,0,0,0,0,27.72,0,7,0,0,0,0,0

21,05:00-05:15,16.520000,118.300000,3.210000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,16.520000,0.000000,0.000000,8.94,7.21,0,0,8.95,0,0,0,0,0,0,26.85,0,7,0,0,0,0,0

22,05:15-05:30,16.520000,118.300000,3.210000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,16.520000,0.000000,0.000000,8.55,7.21,0,0,8.54,0,0,0,0,0,0,25.63,0,7,0,0,0,0,0

23,05:30-05:45,16.520000,118.300000,3.210000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,16.520000,0.000000,0.000000,8.28,7.21,0,0,8.29,0,0,0,0,0,0,24.86,0,7,0,0,0,0,0

24,05:45-06:00,16.520000,118.300000,3.210000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,16.520000,0.000000,0.000000,8.01,7.21,0,0,8,0,0,0,0,0,0,24.01,0,7,0,0,0,0,0

25,06:00-06:15,2.110000,118.300000,3.160000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,30.930000,0.000000,0.000000,7.92,6.61,0,0,7.92,0,0,0,0,0.5,0,23.76,0,7,0,0,0,0,0

26,06:15-06:30,2.110000,118.300000,3.160000,2.690000,0.000000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.000000,30.930000,0.000000,0.000000,7.76,6.61,0.846858,0,7.75,0,0,0,0,2.97,0,23.26,0,7,0,0,0,0,0

27,06:30-06:45,2.110000,118.300000,3.160000,2.690000,0.010000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.010000,30.930000,0.000000,0.010000,7.63,6.61,8.244698,0,7.62,0,0.64,0,0,7.92,0.32,22.87,3,7,0,0,0,1,1.48

28,06:45-07:00,2.110000,118.300000,3.160000,2.690000,0.110000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,0.110000,30.930000,0.000000,0.110000,7.45,6.61,18.54327,1,7.44,0,2.34,0.58,0,14.85,1.08,22.33,15,7,0.33,2,0.12,7.64,5.47

29,07:00-07:15,2.110000,118.300000,3.160000,2.610000,0.510000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,0.520000,30.930000,0.000000,0.510000,7.34,6.61,28.024186,2.67,7.33,0,5.27,6.78,0,21.78,2.55,22,32.55,7,2.33,5.33,1.35,20,12.29

30,07:15-07:30,2.110000,118.300000,3.160000,2.610000,1.170000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,1.200000,30.930000,0.000000,1.170000,7.34,6.61,37.738718,5,7.33,0,9,17.28,0,28.51,4.69,22,28.52,7,5,10,3.46,28.52,21

31,07:30-07:45,2.110000,118.300000,3.160000,2.610000,2.040000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,2.100000,30.930000,0.000000,2.040000,7.34,6.61,48.689468,8,7.33,0,16.5,32.07,0,30.04,7.47,22,30.03,7,10.08,17,6.41,30.03,38.5

32,07:45:08:00,2.110000,118.300000,3.160000,2.610000,2.990000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,3.070000,30.930000,0.000000,2.990000,7.34,6.61,60.360534,12,7.33,0,22.5,50.1,0,30.54,11.72,22,30.53,7,16.58,23,10.02,30.53,52.5

33,08:00-08:15,2.110000,118.300000,3.160000,2.610000,3.990000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,4.100000,30.930000,0.000000,3.990000,7.34,6.61,71.428092,15,7.33,0,24,68.77,0,31.54,15.27,22,31.53,7,23.66,31,13.75,31.53,56

34,08:15-08:30,2.110000,118.300000,3.160000,2.610000,5.000000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,5.130000,30.930000,0.000000,5.000000,7.34,2.59,81.551452,17,7.33,0,30,87.82,0,31.86,18.99,22,31.87,7,31.07,34,17.56,31.87,70

35,08:30-08:45,2.110000,118.300000,3.160000,2.610000,6.050000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,6.200000,30.930000,0.000000,6.050000,7.34,2.59,90.779284,19,7.33,0,39,107.45,0,31.86,22.66,22,31.87,7,38.7,37,21.49,31.87,91

36,08:45:09:00,2.110000,118.300000,3.160000,2.610000,6.960000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,7.130000,30.930000,0.000000,6.960000,7.34,2.59,99.14079,22,7.33,0,48,128.35,0,31.86,26.01,22,31.87,7,46.21,45,25.67,31.87,112

37,09:00:09:15,2.110000,118.300000,3.160000,2.610000,7.830000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,8.020000,30.930000,0.000000,7.830000,7.34,2.59,94.575544,27,7.33,11.59,54,147.86,11.59,32.04,29.02,22,32.03,5.47,53.12,53,29.57,32.03,126

38,09:15-09:30,2.110000,118.300000,3.160000,2.610000,8.670000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,8.890000,30.930000,0.000000,8.670000,7.34,2.59,102.187532,29,7.33,11.45,58.8,165.81,11.45,32.04,31.75,22,32.03,5.47,59.5,58,33.16,32.03,137.2

39,09:30-09:45,2.110000,118.300000,3.160000,2.610000,9.440000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,9.660000,30.930000,0.000000,9.440000,7.34,2.59,109.11814,32,7.33,0,63,182.72,0,32.04,34.19,22,32.03,5.47,65.62,64,36.54,32.03,147

40,09:45-10:00,2.110000,118.300000,3.160000,2.610000,10.070000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,10.310000,30.930000,0.000000,10.070000,7.34,2.59,116.107152,33,7.33,0,70.5,197.44,0,32.04,37,22,32.03,5.47,70.95,67,39.49,32.03,164.5

41,10:00-10:15,2.110000,118.300000,3.160000,2.760000,10.600000,101.230000,24.160000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,10.870000,30.930000,0.000000,10.600000,7.34,2.59,122.30771,35,7.33,0,73.5,210.71,0,32.04,39.19,22,32.03,5.47,75.88,69,42.14,32.03,171.5

42,10:15-10:30,2.110000,118.300000,3.160000,2.760000,11.040000,101.230000,24.160000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,11.320000,30.930000,0.000000,11.040000,7.34,2.59,127.476464,37,7.33,0,78,222.32,0,32.04,40.8,22,32.03,5.47,78.88,75,44.46,32.03,182

43,10:30-10:45,2.110000,118.300000,3.160000,2.760000,11.400000,101.230000,24.160000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,11.690000,30.930000,0.000000,11.400000,7.34,2.59,131.963838,39,7.33,0,81,231.67,0,32.04,41.25,22,32.03,5.47,81.96,79,46.33,32.03,189

44,10:45-11:00,2.110000,118.300000,3.160000,2.760000,11.460000,101.230000,24.160000,208.760000,0.000000,74.110000,0.000000,132.600000,2.640000,11.750000,30.930000,0.000000,11.460000,7.34,2.59,135.799034,39,7.33,0,81,231.67,0,32.04,42.61,22,32.03,5.47,84.56,79,46.33,32.03,189

45,11:00-11:15,2.110000,118.300000,3.160000,2.840000,11.460000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,11.750000,30.930000,0.000000,11.460000,7.34,2.59,139.079392,40,7.33,0,81,231.67,0,32.04,43.67,22,32.03,5.47,86.72,79,46.33,32.03,189

46,11:15-11:30,2.110000,118.300000,3.160000,2.840000,11.460000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,11.750000,30.930000,0.000000,11.460000,7.34,2.59,141.658902,40,7.33,0,81,231.67,0,32.04,44.47,22,32.03,5.47,88.62,80,46.33,32.03,189

47,11:30-11:45,2.110000,118.300000,3.160000,2.840000,11.460000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,11.750000,30.930000,0.000000,11.460000,7.34,2.59,143.508362,40,7.33,0,81,231.67,0,32.04,45.5,22,32.03,5.47,89.69,80,46.33,32.03,189

48,11:45-12:00,2.110000,118.300000,3.160000,2.840000,11.460000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.730000,11.750000,30.930000,0.000000,11.460000,7.34,2.65,144.423358,40,7.33,0,81,231.67,0,32.04,46.5,22,32.03,5.47,90.27,80,46.33,32.03,189

49,12:00-12:15,2.110000,118.300000,3.210000,3.000000,11.460000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.880000,11.750000,30.930000,0.000000,11.460000,3.34,2.59,148.326692,40,3.33,9.17,81,231.67,9.17,32.04,46.5,10,32.03,5.47,90.67,80,46.33,32.03,189

50,12:15-12:30,2.110000,118.300000,3.210000,3.000000,11.460000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.880000,11.750000,30.930000,0.000000,11.460000,3.34,2.59,146.117074,40,3.33,8.9,81,231.67,8.9,32.04,46.5,10,32.03,5.47,90.34,80,46.33,32.03,189

51,12:30-12:45,2.110000,118.300000,3.210000,3.000000,11.460000,101.230000,26.100000,208.760000,0.000000,74.110000,0.000000,132.600000,2.880000,11.750000,30.930000,0.000000,11.460000,3.34,2.59,142.89512,40,3.33,8.84,81,231.67,8.84,32.04,46.5,10,32.03,4,90.55,80,46.33,32.03,189

52,12:45-13:00,2.110000,118.300000,3.210000,3.000000,11.460000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,2.880000,11.750000,30.930000,0.000000,11.460000,3.34,2.59,139.040456,40,3.33,8.58,81,231.67,8.58,32.04,46.5,10,32.03,4,89.89,80,46.33,32.03,189

53,13:00-13:15,2.110000,118.300000,3.210000,3.070000,11.460000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,3.030000,11.750000,30.930000,0.000000,11.460000,3.34,2.59,133.920372,41,3.33,8.1,81,231.67,8.1,32.04,46.5,10,32.03,4,88.86,82,46.33,32.03,189

54,13:15-13:30,2.110000,118.300000,3.210000,3.070000,11.460000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,3.030000,11.750000,30.930000,0.000000,11.460000,3.34,2.67,127.895026,42,3.33,7.86,81,231.67,7.86,32.04,45.5,10,32.03,4,87.34,84,46.33,32.03,189

55,13:30-13:45,2.110000,118.300000,3.210000,3.070000,11.460000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,3.030000,11.750000,30.930000,0.000000,11.460000,3.34,2.73,122.01569,42,3.33,0,81,231.67,0,32.04,45.5,10,32.03,4,85.31,84,46.33,32.03,189

56,13:45-14:00,2.110000,118.300000,3.210000,3.070000,11.460000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,3.030000,11.750000,30.930000,0.000000,11.460000,3.34,2.78,115.8346,40,3.33,0,81,231.67,0,32.04,43,10,32.03,4,83.97,79,46.33,32.03,189

57,14:00-14:15,2.110000,118.300000,3.210000,3.070000,11.210000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,3.190000,11.490000,30.930000,0.000000,11.210000,3.34,3.3,109.244682,35,3.33,0,78,231.67,0,32.04,42,10,32.03,4,81.85,71,46.33,32.03,182

58,14:15-14:30,2.110000,118.300000,3.210000,3.070000,10.760000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,3.190000,11.030000,30.930000,0.000000,10.760000,3.34,3.58,101.905246,34,3.33,0,75,228.28,0,32.04,41,10,32.03,4,79,67,45.66,32.03,175

59,14:30-14:45,16.520000,118.300000,3.210000,3.070000,10.290000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,3.190000,10.550000,16.520000,0.000000,10.290000,3.34,3.92,94.03044,32,3.33,0,72,217.44,0,32.04,39,10,32.03,4,75.45,64,43.49,32.03,168

60,14:45-15:00,16.520000,118.300000,3.210000,3.070000,9.820000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,3.190000,10.070000,16.520000,0.000000,9.820000,3.34,4.42,82.748734,29,3.33,0,69,204.85,0,32.04,36.71,10,32.03,4,71.68,59,40.97,32.03,161

61,15:00-15:15,16.520000,118.300000,3.210000,3.310000,9.190000,101.230000,27.060000,208.760000,0.000000,74.110000,0.000000,132.600000,3.270000,9.420000,16.520000,0.000000,9.190000,3.34,5.15,79.23476,28,3.33,12.67,66,191.08,12.67,32.2,34.79,10,32.2,4,66.68,57,38.21,32.2,154

62,15:15-15:30,2.110000,118.300000,3.210000,3.310000,8.330000,101.230000,28.030000,208.760000,0.000000,74.110000,0.000000,132.600000,3.270000,8.540000,30.930000,0.000000,8.330000,3.34,6.04,70.42549,26,3.33,12.67,61.5,175.87,12.67,32.5,32.61,10,32.5,4,61.33,51,35.17,32.5,143.5

63,15:30-15:45,2.110000,118.300000,3.210000,3.310000,7.510000,101.230000,28.030000,208.760000,0.000000,74.110000,0.000000,132.600000,3.270000,7.700000,30.930000,0.000000,7.510000,3.34,7.14,61.17819,22,3.33,12.67,57,159.68,12.67,32.5,30.22,10,32.5,4,55.49,45,31.93,32.5,133

64,15:45-16:00,2.110000,118.300000,3.210000,3.310000,6.640000,101.230000,28.030000,208.760000,0.000000,74.110000,0.000000,132.600000,3.270000,6.800000,30.930000,0.000000,6.640000,3.34,8.43,51.73621,20,3.33,12.67,49.5,141.91,12.67,32.5,27.64,10,32.5,4,49.19,40,28.38,32.5,115.5

65,16:00-16:15,30.930000,118.300000,3.260000,3.310000,5.690000,101.230000,28.030000,208.760000,72.490000,74.110000,0.000000,132.600000,3.340000,5.840000,30.930000,0.000000,5.690000,3.34,6.28,41.690722,17,3.33,12.67,42,123.61,12.67,32.5,24.79,10,32.5,5,42.4,33,24.72,32.5,98

66,16:15-16:30,30.930000,118.300000,3.260000,3.310000,4.740000,101.230000,29.000000,208.760000,72.490000,74.110000,0.000000,132.600000,3.340000,4.850000,30.930000,0.000000,4.740000,3.34,6.44,31.908052,13,3.33,12.67,33,105.17,12.67,32.5,22.62,10,32.5,5,35.56,26,21.03,32.5,77

67,16:30-16:45,30.930000,118.300000,3.260000,3.070000,3.730000,101.230000,29.000000,208.760000,72.490000,74.110000,0.000000,132.600000,3.340000,3.830000,30.930000,77.320000,3.730000,3.34,6.81,22.174052,9,3.33,12.67,30,85.93,12.67,33,19.18,10,24.41,5,28.33,19,17.19,30.27,70

68,16:45-17:00,30.930000,118.300000,3.260000,3.070000,2.830000,101.230000,29.000000,208.760000,72.490000,74.110000,0.000000,132.600000,3.340000,2.890000,30.930000,57.990000,2.830000,3.34,6.81,13.442654,6,3.33,12.67,24,66.65,12.67,24.75,15.44,10,12.88,5,21.59,11,13.33,14.06,56

69,17:00-17:15,30.930000,118.300000,3.300000,3.070000,1.930000,101.230000,29.000000,208.760000,96.650000,74.110000,0.000000,132.600000,3.340000,1.980000,30.930000,57.990000,1.930000,3.34,6.81,7.777466,3,3.33,12.67,19.8,48.29,12.67,16.83,11.58,10,0.6,5,14.48,6,9.66,4.85,46.2

70,17:15-17:30,30.930000,118.300000,3.300000,3.070000,1.170000,101.230000,29.000000,208.760000,96.650000,74.110000,0.000000,132.600000,3.340000,1.200000,30.930000,48.320000,1.170000,3.34,6.81,3.708654,2,3.33,12.67,19.5,31.76,12.67,9.9,9.82,10,1,5,8.03,3,6.35,1,45.5

71,17:30-17:45,30.930000,118.300000,3.300000,3.070000,0.560000,101.230000,29.000000,208.760000,96.650000,74.110000,0.000000,132.600000,3.340000,0.570000,30.930000,0.000000,0.560000,3.34,6.81,0.574306,0,3.33,16.12,13.5,17.92,16.12,4.95,6.46,10,0,5,2.73,1,3.58,0.1,31.5

72,17:45-18:00,30.930000,118.300000,3.300000,3.070000,0.160000,101.230000,29.000000,208.760000,96.650000,74.110000,0.000000,132.600000,3.340000,0.160000,30.930000,0.000000,0.160000,3.34,6.81,0.14601,0,3.33,21.83,9,7.95,21.83,0,3.79,10,0,5,1,1,1.59,0,21

73,18:00-18:15,30.930000,118.300000,3.340000,3.000000,0.000000,101.230000,29.000000,208.760000,96.650000,74.110000,0.000000,132.600000,3.270000,0.000000,30.930000,0.000000,0.000000,3.34,6.81,0,0,3.33,23.7,4.5,1.82,23.7,0,1.92,10,0,5,0.33,0,0.36,0,10.5

74,18:15-18:30,30.930000,118.300000,3.340000,3.000000,0.000000,101.230000,29.000000,208.760000,96.650000,74.110000,0.000000,132.600000,3.270000,0.000000,30.930000,0.000000,0.000000,3.34,6.81,0,0,3.33,25.98,1.5,0.93,25.98,0,0.6,10,0,5,0,0,0.19,0,3.5

75,18:30-18:45,30.930000,118.300000,3.340000,3.000000,0.000000,101.230000,29.000000,208.760000,96.650000,74.110000,0.000000,132.600000,3.270000,0.000000,30.930000,0.000000,0.000000,4.05,6.81,0,0,4.06,28.63,0,0,28.63,0,0,12.17,0,5,0,0,0,0,0

76,18:45-19:00,30.930000,118.300000,3.340000,3.000000,0.000000,101.230000,29.000000,208.760000,96.650000,74.110000,0.000000,132.600000,3.270000,0.000000,30.930000,0.000000,0.000000,5.89,6.81,0,0,5.88,30.7,0,0,30.7,0,0,17.65,0,5,0,0,0,0,0

77,19:00-19:15,30.930000,118.300000,3.340000,3.000000,0.000000,101.230000,29.960000,208.760000,72.490000,74.110000,0.000000,132.600000,3.270000,0.000000,30.930000,0.000000,0.000000,6.37,6.81,0,0,6.39,30.15,0,0,30.15,0,0,19.16,0,5,0,0,0,0,0

78,19:15-19:30,30.930000,118.300000,3.340000,3.000000,0.000000,101.230000,29.960000,208.760000,72.490000,74.110000,0.000000,132.600000,3.270000,0.000000,30.930000,0.000000,0.000000,6.83,6.81,0,0,6.83,29.23,0,0,29.23,0,0,20.5,0,5.38,0,0,0,0,0

79,19:30-19:45,30.930000,118.300000,3.340000,3.000000,0.000000,101.230000,29.960000,208.760000,72.490000,74.110000,0.000000,132.600000,3.270000,0.000000,30.930000,0.000000,0.000000,7.32,6.81,0,0,7.31,27.08,0,0,27.08,0,0,21.94,0,6.23,0,0,0,0,0

80,19:45-20:00,30.930000,118.300000,3.340000,3.000000,0.000000,101.230000,29.960000,208.760000,72.490000,74.110000,0.000000,132.600000,3.270000,0.000000,30.930000,0.000000,0.000000,7.68,6.81,0,0,7.68,25.09,0,0,25.09,0,0,23.05,0,7.16,0,0,0,0,0

81,20:00-20:15,30.930000,118.300000,3.300000,3.000000,0.000000,101.230000,29.960000,208.760000,48.320000,74.110000,0.000000,132.600000,3.030000,0.000000,30.930000,0.000000,0.000000,8,6.81,0,0,8,25.58,0,0,25.58,0,0,24,0,7.21,0,0,0,0,0

