Block,Time,RIHAND1,RIHAND2,DADRI_RF,UNCHAHAR1,ANTA_GF,BRBCL,KHSTPP-II,FSTPP I & II,SASAN,KHSTPP-I,TALA,UNCHAHAR4,ANTA_RF,DADRI_GF,SALAL,SINGRAULI_HYDRO,CHAMERA1,AURY_LF,NJPC,KOTESHWR,RIHAND3,URI2,CHAMERA3,JHAJJAR,KISHANGANGA,BSIUL,NAPP,SINGRAULI,ANTA_LF,DADRI_LF,AURY_GF,UNCHAHAR3,PARBATI3,DADRI_CRF,ANTA_CRF,DADRT2,DULHASTI,URI,AURY_RF,TEHRI,CHAMERA2,RAMPUR,TANDA2,SEWA2,TANAKPUR,UNCHAHAR2,RAPPC,DHAULIGNGA,RAPPB,KOLDAM,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,87.687280,113.707125,0.000000,6.208770,0.000000,19.252017,141.998541,19.954698,403.108002,44.663754,0.000000,0.000000,0.000000,0.000000,1.342249,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,4.402624,0.000000,230.542700,0.000000,0.000000,41.841912,120.890528,0.000000,0.000000,0.000000,15.203070,0.000000,0.000000,0.000000,361.138642,1.852524,38.257574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.276664,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,88.559200,113.707125,0.000000,6.208770,0.000000,19.252017,122.395456,17.201662,403.108002,38.498706,0.000000,0.000000,0.000000,0.000000,1.342249,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,16.056630,0.000000,230.542700,0.000000,0.000000,41.841912,120.890528,0.000000,0.000000,0.000000,14.352366,0.000000,0.000000,0.000000,361.138642,1.852524,38.257574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.709949,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,88.559200,113.707125,0.000000,6.208770,0.000000,19.252017,122.395456,15.020988,403.108002,32.929487,0.000000,0.000000,0.000000,0.000000,2.460791,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,16.056630,0.000000,230.542700,0.000000,0.000000,41.841912,120.890528,0.000000,0.000000,0.000000,14.352366,0.000000,0.000000,0.000000,361.138642,1.852524,3.188131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.640352,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,88.559200,113.707125,0.000000,6.208770,0.000000,17.328762,104.307432,10.983266,403.108002,24.565552,0.000000,0.000000,0.000000,0.000000,2.460791,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,16.056630,0.000000,230.542700,0.000000,0.000000,41.841912,120.890528,0.000000,0.000000,0.000000,14.352366,0.000000,0.000000,0.000000,361.138642,1.852524,2.125421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.640352,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,88.559200,113.707125,0.000000,6.208770,0.000000,17.813232,78.105364,10.983266,403.108002,24.565552,0.000000,0.000000,0.000000,0.000000,2.460791,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,16.056630,0.000000,230.542700,0.000000,0.000000,41.841912,120.890528,0.000000,0.000000,0.000000,14.352366,0.000000,0.000000,0.000000,361.138642,1.852524,2.125421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.640352,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,88.559200,113.707125,0.000000,6.208770,0.000000,16.463594,78.105364,10.983266,403.108002,24.565552,0.000000,0.000000,0.000000,0.000000,2.460791,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,16.056630,0.000000,230.542700,0.000000,0.000000,41.841912,120.890528,0.000000,0.000000,0.000000,14.352366,0.000000,0.000000,0.000000,361.138642,1.852524,2.125421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.640352,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,88.559200,113.707125,0.000000,6.208770,0.000000,16.448266,78.105364,10.983266,403.108002,24.565552,0.000000,0.000000,0.000000,0.000000,2.460791,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,16.056630,0.000000,230.542700,0.000000,0.000000,41.841912,120.890528,0.000000,0.000000,0.000000,14.352366,0.000000,0.000000,0.000000,361.138642,1.852524,2.125421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.640352,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,88.559200,113.707125,0.000000,6.208770,0.000000,15.054356,78.105364,10.983266,403.108002,24.565552,0.000000,0.000000,0.000000,0.000000,2.460791,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,4.402624,0.000000,230.542700,0.000000,0.000000,41.841912,120.890528,0.000000,0.000000,0.000000,14.352366,0.000000,0.000000,0.000000,361.138642,1.852524,2.125421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.640352,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,88.559200,113.707125,0.000000,6.208770,0.000000,14.763514,78.105364,10.983266,403.108002,24.565552,0.000000,0.000000,0.000000,0.000000,2.460791,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,4.402624,0.000000,230.542700,0.000000,2.117720,41.841912,120.890528,0.000000,0.000000,0.000000,14.352366,0.000000,0.000000,0.000000,361.138642,1.852524,2.125421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.640352,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,88.559200,113.707125,0.000000,6.208770,0.000000,14.517346,78.105364,10.983266,403.108002,24.565552,0.000000,0.000000,0.000000,0.000000,2.460791,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,4.402624,0.000000,230.542700,0.000000,6.276922,41.841912,120.890528,0.000000,0.000000,0.000000,14.352366,0.000000,0.000000,0.000000,361.138642,1.852524,2.125421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.640352,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,88.559200,113.707125,0.000000,6.189518,0.000000,13.717124,78.105364,11.098778,403.108002,24.565552,0.000000,0.000000,0.000000,0.000000,2.460791,0.791825,0.000000,0.000000,0.000000,8.542112,59.517558,4.402624,0.000000,230.533074,0.000000,6.276922,41.841912,120.890528,0.000000,0.000000,0.000000,14.313862,0.000000,0.000000,0.000000,361.138642,1.852524,2.125421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.640352,52.037578,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

