Block,Time,JHAJJAR,KHSTPP-II,NAPP,NTPL,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR1,BRBCL,BSIUL,CHAMERA2,DULHASTI,RAPPD,RSTPSU1TO6,SIMHST1,SINGRAULI,TALA,TelanganaSTPP,CHAMERA1,FSTPP I & II,KGSU3AND4,KHSTPP-I,KOTESHWR,NLCEXP,RIHAND1,SASAN,TANAKPUR,TANDA2,URI,ANTA_RF,DADRI_CRF,DADRI_GF,MAPS,NJPC,RAPPB,UNCHAHAR3,VALLURNTECL,ANTA_CRF,AURY_RF,KGSU1AND2,NLCIIST1,NLCIIST2,RAMPUR,SEWA2,TEHRI,TEHRIPSP,URI2,AURY_GF,DADRI_LF,KISHANGANGA,KKNP,KUDGI,NLCTS2EXP,NNTPP,PARBATI3,RIHAND3,UNCHAHAR2,AURY_CRF,DADRI_RF,DADRT2,DHAULIGNGA,KOLDAM,PARBATI2,RAPPC,RSTPSU7,TALST2,UNCHAHAR4,AURY_LF,CHAMERA3,KKNPPU2,RIHAND2,SALAL,ANTA_GF,ANTA_LF
56,13:45-14:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.2,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,49.06,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

57,14:00-14:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.05,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,49.06,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

58,14:15-14:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.05,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,49.06,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

59,14:30-14:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.05,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,47.47,49.06,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,65.42,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

60,14:45-15:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.05,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,47.47,49.06,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,65.42,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

61,15:00-15:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,21.76,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,47.47,48.55,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,65.42,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

62,15:15-15:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,21.76,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,47.47,48.55,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,65.42,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

63,15:30-15:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,19.28,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,47.47,48.55,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,23.71,6.96,0,0,0,0,65.42,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

64,15:45-16:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,19.28,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,47.47,48.55,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,23.71,6.96,0,0,0,0,65.42,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

65,16:00-16:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,19.34,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,48.04,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,23.71,6.96,0,0,0,0,65.42,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

66,16:15-16:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,19.34,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,48.04,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,23.71,6.96,0,0,0,0,65.42,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

67,16:30-16:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,19.31,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,48.04,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,23.71,6.96,0,0,0,0,68.39,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

68,16:45-17:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,19.14,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,48.04,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,23.71,6.96,0,0,0,0,68.39,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

69,17:00-17:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,18.99,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,47.53,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,23.71,6.96,0,0,0,0,68.39,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

70,17:15-17:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,18.81,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,47.53,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,23.71,6.96,0,0,0,0,68.39,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

71,17:30-17:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,18.63,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,47.53,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,23.71,6.96,0,0,0,0,68.39,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

72,17:45-18:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,18.34,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,47.53,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,17.58,0,32.74,0,23.71,6.96,0,0,0,0,68.39,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

73,18:00-18:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,18.31,0,42.15,16.68,0,45.53,20.29,0,98.32,418.77,11.91,5.73,48.57,47.53,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,35.16,0,32.74,0,23.71,6.96,0,0,0,0,71.36,130.84,45,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,33.95,0,125.27,0,0,0

74,18:15-18:30,667.25,98.87,24.62,0,0,0,21.23,24.99,0,47.12,55.38,24.16,0,0,113.75,17.9,0,42.15,16.68,0,45.53,30.43,0,98.32,418.77,11.91,5.73,48.57,47.53,0,0,0,175.79,0,27,0,0,79.48,0,0,0,5.7,18.34,52.74,0,32.74,0,23.71,6.96,0,0,0,0,71.36,130.84,43.61,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,33.95,0,125.27,0,0,0

75,18:30-18:45,667.25,98.87,24.62,0,0,0,21.25,24.99,0,47.12,55.38,24.16,0,0,113.75,17.63,0,42.15,16.68,0,45.53,40.57,0,98.32,418.77,11.91,5.73,48.57,47.28,0,0,0,175.79,0,27.09,0,0,79.48,0,0,0,5.7,18.34,70.32,88.59,32.74,0,23.71,6.96,0,0,0,0,56.49,130.84,43.7,0,79.04,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,33.95,0,125.27,0,0,0

76,18:45-19:00,667.25,98.87,24.62,0,0,0,21.25,24.99,0,49.59,57.67,24.16,0,0,113.75,17.49,0,42.15,16.68,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,47.28,0,0,0,177.44,0,27.09,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,43.7,0,79.04,685.7,44.81,8.62,28.15,65.59,0,0,1.52,0,35.69,0,125.27,0,0,0

77,19:00-19:15,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,17.52,0,42.15,16.68,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,47.28,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,79.04,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

78,19:15-19:30,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,17.67,0,42.27,16.68,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,47.28,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,79.04,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

79,19:30-19:45,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,18.1,0,42.27,16.68,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,47.79,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,79.04,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

80,19:45-20:00,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,18.28,0,42.27,16.68,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,47.79,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,79.04,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

81,20:00-20:15,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,18.28,0,42.27,16.68,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,48.55,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,81.67,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

82,20:15-20:30,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,18.57,0,42.27,16.68,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,48.55,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,81.67,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

83,20:30-20:45,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,18.73,0,42.27,16.68,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,48.55,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,81.67,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

84,20:45-21:00,474.84,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,18.87,0,42.27,16.68,0,45.53,40.57,0,98.32,418.77,11.91,5.73,48.57,48.55,0,0,0,175.79,0,27.69,0,0,79.87,0,0,0,5.7,18.34,70.32,177.18,32.74,0,23.71,6.96,0,0,0,0,75.83,130.84,45,0,81.67,689,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

85,21:00-21:15,474.85,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,19.16,0,42.27,17.23,0,45.53,40.57,0,98.32,418.77,11.91,5.73,48.57,49.31,0,0,0,175.79,0,27.69,0,0,79.87,0,0,0,5.7,18.34,70.32,177.18,32.74,0,23.71,6.96,0,0,0,0,75.83,130.84,45,0,81.67,689,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

86,21:15-21:30,474.84,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,19.46,0,42.15,17.23,0,45.53,40.57,0,98.32,418.77,11.91,5.73,48.57,49.31,0,0,0,175.79,0,27.69,0,0,79.87,0,0,0,5.7,18.34,70.32,177.18,32.74,0,23.71,6.96,0,0,0,0,75.83,130.84,45,0,81.67,689,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

87,21:30-21:45,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,19.78,0,42.15,17.23,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,50.06,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,81.67,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

88,21:45-22:00,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,19.87,0,42.27,17.23,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,50.06,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,81.67,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

89,22:00-22:15,474.85,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,19.96,0,42.27,17.23,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,50.57,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,81.67,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

90,22:15-22:30,474.84,98.87,24.62,0,0,0,21.65,24.99,0,49.59,57.67,24.16,0,0,113.75,20.14,0,42.27,17.23,0,45.53,43.96,0,98.32,418.77,11.91,5.73,48.57,50.57,0,0,0,177.44,0,27.69,0,0,79.87,0,0,0,5.84,19.49,73.09,177.18,32.74,0,23.71,7.18,0,0,0,0,77.31,130.84,45,0,81.67,689,44.81,8.62,28.15,65.59,0,0,3.22,0,35.69,0,125.27,0,0,0

91,22:30-22:45,474.84,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,20.16,0,42.27,17.23,0,45.53,40.8,0,98.32,418.77,11.91,5.73,48.57,50.82,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,70.32,177.18,32.74,0,23.71,6.96,0,0,0,0,75.83,130.84,45,0,81.67,689,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

92,22:45-23:00,474.84,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,20.37,0,42.15,17.23,0,45.53,40.57,0,98.32,418.77,11.91,5.73,48.57,50.82,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,70.32,177.18,32.74,0,23.71,6.96,0,0,0,0,75.83,130.84,45,0,81.67,689,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

93,23:00-23:15,474.84,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,20.37,0,42.15,17.23,0,45.53,40.57,0,98.32,418.77,11.91,5.73,48.57,51.59,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,70.32,177.18,32.74,0,23.71,6.96,0,0,0,0,66.9,130.84,45,0,81.67,689,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

94,23:15-23:30,474.84,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,20.37,0,42.15,17.23,0,45.53,40.57,0,98.32,418.77,11.91,5.73,48.57,51.59,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,70.32,177.18,32.74,0,23.71,6.96,0,0,0,0,66.9,130.84,45,0,81.67,689,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

95,23:30-23:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,20.37,0,42.15,17.23,0,45.53,40.57,0,98.32,418.77,11.91,5.73,48.57,51.84,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,70.32,177.18,32.74,0,23.71,6.96,0,0,0,0,66.9,130.84,45,0,81.67,689,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

96,23:45-24:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,113.75,20.08,0,42.15,17.23,0,45.53,40.57,0,98.32,418.77,11.91,5.73,48.57,51.84,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,70.32,177.18,32.74,0,23.71,6.96,0,0,0,0,66.9,130.84,45,0,81.67,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

