Block,Time,FSTPP I & II,KKNPPU2,NLCTS2EXP,RIHAND3,SINGRAULI,URI,URI2,ANTA_GF,AURY_CRF,DADRI_GF,KKNP,PARBATI3,RAPPC,SASAN,SEWA2,UNCHAHAR4,VALLURNTECL,CHAMERA2,CHAMERA3,KGSU3AND4,NLCIIST1,RAMPUR,SIMHST1,SIMHST2,TALA,UNCHAHAR1,ANTA_CRF,AURY_GF,AURY_RF,DADRI_CRF,MAPS,NNTPP,RIHAND1,RIHAND2,SINGRAULI_HYDRO,TANAKPUR,DADRI_RF,DADRT2,DHAULIGNGA,KOTESHWR,RSTPSU1TO6,RSTPSU7,SALAL,TALST2,UNCHAHAR2,UNCHAHAR3,BRBCL,BSIUL,KHSTPP-I,KISHANGANGA,KOLDAM,NAPP,AURY_LF,CHAMERA1,DULHASTI,JHAJJAR,KGSU1AND2,KHSTPP-II,NJPC,NTPL,ANTA_RF,KUDGI,NLCEXP,NLCIIST2,RAPPB,TANDA2,TEHRI,TelanganaSTPP,ANTA_LF,DADRI_LF
63,15:30-15:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,281.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,604.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

64,15:45-16:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,604.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

65,16:00-16:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,604.31,0,148.3,23.39,0,40.11,0,0,0,0,0,0,0,0,21.92

66,16:15-16:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,502.31,0,148.3,23.39,0,40.11,0,0,0,0,0,0,0,0,21.92

67,16:30-16:45,20.8,0,0,124.32,139.68,1.33,4.57,0,0,0,0,15.91,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,502.31,0,148.3,23.39,0,40.11,0,0,0,0,0,14.93,0,0,21.92

68,16:45-17:00,20.8,0,0,124.32,139.68,1.33,4.57,0,0,0,0,15.91,51.9,253.12,2.67,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,502.31,0,148.3,42.62,0,40.11,0,0,0,0,0,14.93,0,0,21.92

69,17:00-17:15,20.8,0,0,124.32,139.68,1.33,4.57,0,0,0,0,0,51.9,253.12,2.67,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,49.43,502.31,0,148.3,66.29,0,40.11,0,0,0,0,0,14.93,0,0,21.92

70,17:15-17:30,20.8,0,0,124.32,139.68,1.33,4.57,0,0,0,0,0,51.9,253.12,2.67,0,0,4,9.68,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.05,65.76,341.57,18.23,8.87,0,0,12.78,0,42.4,26.39,15,1.1,44.31,0,0,41.76,0,11.85,49.43,502.31,0,148.3,85.23,0,40.11,0,0,0,0,0,29.87,0,0,21.92

71,17:30-17:45,20.8,0,0,124.32,139.68,1.33,4.57,0,0,0,0,0,51.9,253.12,7.19,0,0,15.99,19.36,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.05,65.76,341.57,27.48,8.87,0,0,26.73,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,28.1,49.43,502.31,0,148.3,113.64,0,40.11,0,0,0,0,0,46.69,0,0,21.92

72,17:45-18:00,20.8,0,0,124.32,139.68,1.33,4.57,0,0,0,0,0,51.9,253.12,15.81,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,37.65,19.72,0,0,79.38,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,42.15,49.93,502.31,0,148.3,140.34,0,40.11,0,0,0,0,0,62.24,0,0,21.92

73,18:00-18:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,253.12,15.81,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,37.65,19.72,0,0,79.38,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,42.15,49.93,502.31,0,148.3,140.34,0,40.63,0,0,0,0,0,62.24,0,0,21.92

74,18:15-18:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,253.12,15.81,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,37.65,19.72,0,0,79.38,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,42.15,49.93,502.31,0,148.3,140.34,0,40.63,0,0,0,0,0,62.24,0,0,21.92

75,18:30-18:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,253.12,15.81,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,37.65,19.72,0,0,79.38,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,42.15,49.93,502.31,0,148.3,140.34,0,40.63,0,0,0,0,0,62.24,0,0,21.92

76,18:45-19:00,20.8,0,0,124.32,139.68,4.41,4.57,0,0,0,0,0,51.9,253.12,15.81,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,37.65,19.72,0,0,26.73,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,42.15,49.93,502.31,0,148.3,140.34,0,40.95,0,0,0,0,0,62.24,0,0,21.92

77,19:00-19:15,20.8,0,0,124.32,139.68,39.19,4.57,0,0,0,0,3.18,51.9,253.12,15.81,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,37.65,19.72,0,0,12.78,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,42.15,49.93,502.31,0,148.3,140.34,0,41.16,0,0,0,0,0,62.24,0,0,21.92

78,19:15-19:30,20.8,0,0,124.32,139.68,39.19,4.57,0,0,0,0,16.55,51.9,253.12,15.81,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,37.65,19.72,0,0,12.78,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,42.15,49.93,502.31,0,148.3,140.34,0,41.16,0,0,0,0,0,62.24,0,0,21.92

79,19:30-19:45,20.8,0,0,124.32,139.68,4.41,4.57,0,0,0,0,16.55,51.9,253.12,15.81,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,37.65,19.72,0,0,12.78,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,42.15,49.93,502.31,0,148.3,140.34,0,41.16,0,0,0,0,0,62.24,0,0,21.92

80,19:45-20:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,16.55,51.9,253.12,8,0,0,26.66,19.36,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,27.48,8.87,0,0,2.33,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,28.1,49.43,502.31,0,148.3,99.43,0,41.16,0,0,0,0,0,62.24,0,0,21.92

81,20:00-20:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,16.55,51.9,253.12,8,0,0,21.33,9.68,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,18.23,8.87,0,0,2.33,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,28.1,32.96,502.31,0,148.3,80.49,0,41.16,0,0,0,0,0,62.24,0,0,21.92

82,20:15-20:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,16.55,51.9,253.12,8,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,12.01,32.96,502.31,0,148.3,61.56,0,41.16,0,0,0,0,0,61.49,0,0,21.92

83,20:30-20:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,16.55,51.9,253.12,8,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,12.01,16.48,502.31,0,148.3,39.78,0,41.16,0,0,0,0,0,44.79,0,0,21.92

84,20:45-21:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,3.18,51.9,253.12,8,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,502.31,0,148.3,39.78,0,41.16,0,0,0,0,0,44.79,0,0,21.92

85,21:00-21:15,20.8,0,0,124.32,139.68,4.41,4.57,0,0,0,0,3.18,51.9,253.12,7.87,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,41.16,0,0,0,0,0,44.79,0,0,21.92

86,21:15-21:30,20.8,0,0,124.32,139.68,39.19,4.57,0,0,0,0,0,51.9,253.12,2.67,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,41.16,0,0,0,0,0,44.79,0,0,21.92

87,21:30-21:45,20.8,0,0,124.32,139.68,39.19,18.83,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,41.16,0,0,0,0,0,29.87,0,0,21.92

88,21:45-22:00,20.8,0,0,124.32,139.68,4.41,18.83,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,41.16,0,0,0,0,0,29.87,0,0,21.92

89,22:00-22:15,20.8,0,0,124.32,139.68,2.21,18.83,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,41.68,0,0,0,0,0,29.87,0,0,21.92

90,22:15-22:30,20.8,0,0,124.32,139.68,2.21,18.83,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,41.68,0,0,0,0,0,29.87,0,0,21.92

91,22:30-22:45,20.8,0,0,124.32,139.68,2.21,18.83,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,41.68,0,0,0,0,0,29.87,0,0,21.92

92,22:45-23:00,20.8,0,0,124.32,139.68,2.21,18.83,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,41.68,0,0,0,0,0,29.87,0,0,21.92

93,23:00-23:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,42.74,0,0,0,0,0,29.87,0,0,21.92

94,23:15-23:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,42.74,0,0,0,0,0,29.87,0,0,21.92

95,23:30-23:45,20.8,0,0,124.32,139.68,39.19,4.57,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,42.74,0,0,0,0,0,29.87,0,0,21.92

96,23:45-24:00,20.8,0,0,124.32,139.68,39.19,4.57,0,0,0,0,0,51.9,253.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,65.76,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,604.31,0,148.3,39.78,0,42.74,0,0,0,0,0,29.87,0,0,21.92

