Block,Time,NR/01112023/30112023/HP-10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01112023/30112023/HP-09,NR/03112023/30112023/IEX-231101-05680,NR/01102023/22052037/LT-59,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,WR/01102023/30052048/L_NR_2022_10,NR/02112023/15112023/D20231102NR21539,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13
68,16:45-17:00,223.850000,2.230000,101.200000,26.000000,1.500000,2.510000,0.000000,118.260000,48.310000,1.500000,26.090000,0.000000,48.310000,2.330000,271.740000,26.000000,74.090000,27.88,48.310000,12.51,7.39,10.27,7.090983,0,261.450000,11.84,7,2,1,1.540000,27.88,35.51,10.97,12,0,57.03,11.83,144.93,10.18,21,9,11.41

69,17:00-17:15,223.850000,2.230000,101.200000,26.000000,0.970000,2.510000,0.000000,118.260000,48.310000,0.970000,26.090000,0.000000,48.310000,2.330000,271.740000,26.000000,74.090000,22.11,48.310000,12.34,2.71,9.05,3.258545,0,261.450000,11.67,5,3,2,0.990000,22.11,35.01,4.08,7,0,37.29,11.67,144.93,1.74,14,6,7.46

70,17:15-17:30,223.850000,2.230000,101.200000,26.000000,0.520000,2.510000,0.000000,118.260000,48.310000,0.520000,26.090000,0.000000,48.310000,2.330000,271.740000,26.000000,74.090000,21.71,48.310000,12.27,0.14,8.61,0.768433,0,261.450000,11.65,3,6,3,0.530000,21.71,34.95,0.58,1,0,20.53,11.65,144.93,0.35,18,7,4.11

71,17:30-17:45,223.850000,2.230000,101.200000,26.000000,0.210000,2.510000,0.000000,118.260000,48.310000,0.210000,26.090000,0.000000,48.310000,2.250000,271.740000,26.000000,74.090000,21.3,48.310000,12.05,0.11,8.27,0,0,261.450000,11.6,2,5,3,0.210000,21.3,34.79,0,0,0,7.73,11.59,144.93,0,14,6,1.54

72,17:45-18:00,223.850000,2.230000,101.200000,25.210000,0.040000,2.510000,0.000000,118.260000,48.310000,0.040000,26.090000,0.000000,48.310000,2.250000,271.740000,25.210000,74.090000,21.01,48.310000,11.85,0.08,8.01,0,0,261.450000,11.42,1,1,1,0.040000,21.01,34.26,0,0,0,1.41,11.42,144.93,0,4,1,0.28

73,18:00-18:15,93.630000,2.150000,101.200000,25.210000,0.000000,2.510000,0.000000,118.260000,48.310000,0.000000,26.090000,0.000000,48.310000,2.250000,271.740000,25.210000,74.090000,20.72,48.310000,9.41,0,7.41,0,0,261.450000,11.38,0,0,0,0.000000,20.72,34.12,0,0,0,0,11.37,144.93,0,0,0,0

74,18:15-18:30,93.630000,2.150000,101.200000,25.210000,0.000000,2.510000,0.000000,118.260000,48.310000,0.000000,26.090000,0.000000,48.310000,2.250000,271.740000,25.210000,74.090000,20.53,48.310000,9.08,0,7.01,0,0,261.450000,11.32,0,0,0,0.000000,20.53,33.97,0,0,0,0,11.34,144.93,0,0,0,0

75,18:30-18:45,93.630000,2.230000,101.200000,22.000000,0.000000,2.510000,0.000000,118.260000,48.310000,0.000000,26.090000,0.000000,48.310000,2.170000,271.740000,22.010000,74.090000,20.36,48.310000,8.95,0,7.01,0,0,261.450000,11.31,0,0,0,0.000000,20.36,33.92,0,0,0,0,11.31,144.93,0,0,0,0

76,18:45-19:00,93.630000,2.230000,101.200000,24.530000,0.000000,2.510000,0.000000,118.260000,48.310000,0.000000,26.090000,0.000000,48.310000,2.170000,271.740000,24.540000,74.090000,20.26,48.310000,8.68,0,7.01,0,0,261.450000,11.21,0,0,0,0.000000,20.26,33.62,0,0,0,0,11.21,144.93,0,0,0,0

77,19:00-19:15,93.630000,2.230000,101.200000,25.990000,0.000000,2.510000,0.000000,118.260000,48.310000,0.000000,26.090000,0.000000,48.310000,2.170000,271.740000,26.000000,74.090000,37,48.310000,8.62,0,7.01,0,0,261.450000,11,0,0,0,0.000000,37,33.01,0,0,0,0,11.01,144.93,0,0,0,0

78,19:15-19:30,93.630000,2.230000,101.200000,25.990000,0.000000,2.510000,0.000000,118.260000,48.310000,0.000000,26.090000,0.000000,48.310000,2.170000,271.740000,26.000000,74.090000,42.14,48.310000,9.68,0,11.06,0,0,261.450000,10.94,0,0,0,0.000000,42.14,32.81,0,0,0,0,10.92,144.93,0,0,0,0

79,19:30-19:45,93.630000,2.230000,101.200000,25.990000,0.000000,2.510000,0.000000,96.620000,48.310000,0.000000,26.090000,0.000000,48.310000,2.170000,271.740000,26.000000,74.090000,42.73,48.310000,12.18,0,10.27,0,0,261.450000,10.93,0,0,0,0.000000,42.73,32.78,0,0,0,0,10.93,144.93,0,0,0,0

80,19:45-20:00,93.630000,2.230000,101.200000,25.990000,0.000000,2.510000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,2.170000,271.740000,26.000000,74.090000,42.9,48.310000,12.01,0,9.05,0,0,261.450000,14.25,0,0,0,0.000000,42.9,42.76,0,0,0,0,14.26,144.93,0,0,0,0

81,20:00-20:15,93.630000,2.150000,101.200000,26.080000,0.000000,2.510000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,2.100000,271.740000,26.080000,64.600000,41.92,48.310000,11.95,0,8.61,0,0,261.450000,13.67,0,0,0,0.000000,41.92,41.01,0,0,0,0,13.67,144.93,0,0,0,0

82,20:15-20:30,93.630000,2.150000,101.200000,26.080000,0.000000,2.510000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,2.100000,271.740000,26.080000,64.600000,50.01,48.310000,11.68,0,8.27,0,0,261.450000,22.5,0,0,0,0.000000,50.01,67.51,0,0,0,0,22.51,144.93,0,0,0,0

83,20:30-20:45,93.630000,2.150000,101.200000,26.080000,0.000000,2.510000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,2.100000,271.740000,26.080000,64.600000,49.34,48.310000,17.51,0,8.01,0,0,261.450000,21.67,0,0,0,0.000000,49.34,65.01,0,0,0,0,21.67,144.93,0,0,0,0

84,20:45-21:00,93.630000,2.150000,101.200000,26.080000,0.000000,2.510000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,2.100000,271.740000,26.080000,64.600000,48.34,48.310000,17.26,0,7.41,0,0,261.450000,21.34,0,0,0,0.000000,48.34,64.01,0,0,0,0,21.33,144.93,0,0,0,0

85,21:00-21:15,93.630000,2.150000,101.200000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,2.020000,271.740000,26.080000,64.600000,58.34,48.310000,16.92,0,7.01,0,0,261.450000,21,0,0,0,0.000000,58.34,63.01,0,0,0,0,21.01,144.93,0,0,0,0

86,21:15-21:30,93.630000,2.150000,101.200000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,2.020000,271.740000,26.080000,64.600000,58.17,48.310000,16.51,0,7.01,0,0,261.450000,23.84,0,0,0,0.000000,58.17,71.51,0,0,0,0,23.83,144.93,0,0,0,0

87,21:30-21:45,93.630000,2.150000,101.200000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,2.020000,271.740000,26.080000,64.600000,57.84,48.310000,16.18,0,11.06,0,0,261.450000,20.75,0,0,0,0.000000,57.84,62.26,0,0,0,0,20.76,144.93,0,0,0,0

88,21:45-22:00,93.630000,2.150000,101.200000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,2.020000,271.740000,26.080000,49.600000,44.76,48.310000,14.26,0,10.27,0,0,261.450000,20.59,0,0,0,0.000000,44.76,61.76,0,0,0,0,20.58,144.93,0,0,0,0

89,22:00-22:15,93.630000,2.080000,101.200000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,271.740000,26.080000,49.600000,42.01,48.310000,14.01,0,9.05,0,0,224.900000,20.48,0,0,0,0.000000,42.01,61.42,0,0,0,0,20.47,144.93,0,0,0,0

90,22:15-22:30,93.630000,2.080000,101.200000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,271.740000,26.080000,49.600000,28.51,48.310000,13.68,0,8.61,0,0,224.900000,20.34,0,0,0,0.000000,28.51,61.01,0,0,0,0,20.33,144.93,0,0,0,0

91,22:30-22:45,93.630000,2.080000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,271.740000,26.080000,49.600000,27.34,48.310000,13.51,0,8.27,0,0,224.900000,20.17,0,0,0,0.000000,27.34,60.51,0,0,0,0,20.17,144.93,0,0,0,0

92,22:45-23:00,93.630000,2.080000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,271.740000,26.080000,49.600000,26.67,48.310000,13.34,0,8.01,0,0,176.590000,20,0,0,0,0.000000,26.67,60.01,0,0,0,0,20.01,144.93,0,0,0,0

93,23:00-23:15,93.630000,2.080000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,271.740000,26.080000,49.600000,26.08,48.310000,13.01,0,7.41,0,0,169.160000,19.84,0,0,0,0.000000,26.08,59.51,0,0,0,0,19.83,144.93,0,0,0,0

94,23:15-23:30,93.630000,2.080000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,271.740000,26.080000,49.600000,25.01,48.310000,12.84,0,7.01,0,0,169.160000,19.54,0,0,0,0.000000,25.01,58.63,0,0,0,0,19.54,144.93,0,0,0,0

95,23:30-23:45,93.630000,2.080000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,271.740000,26.080000,49.600000,24.67,48.310000,12.68,0,7.01,0,0,169.160000,19.34,0,0,0,0.000000,24.67,58.01,0,0,0,0,19.33,144.93,0,0,0,0

96,23:45-24:00,93.630000,2.080000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,271.740000,26.080000,49.600000,24.01,48.310000,12.59,0,7.01,0,0,169.160000,19,0,0,0,0.000000,24.01,57.01,0,0,0,0,19.01,144.93,0,0,0,0

