Block,Time,BSIUL,DADRT2,DULHASTI,KGSU3AND4,KOTESHWR,KUDGI,PARBATI2,RIHAND3,SASAN,SEWA2,TANAKPUR,UNCHAHAR1,VALLURNTECL,DADRI_RF,KHSTPP-II,SIMHST1,TALA,TALST2,UNCHAHAR4,URI,CHAMERA1,JHAJJAR,PARBATI3,RAMPUR,RAPPC,RIHAND1,URI2,ANTA_RF,AURY_LF,CHAMERA2,KGSU1AND2,KOLDAM,NNTPP,SALAL,SINGRAULI_HYDRO,AURY_RF,BRBCL,FSTPP I & II,NLCEXP,TEHRI,UNCHAHAR3,ANTA_LF,DADRI_CRF,KISHANGANGA,MAPS,NJPC,NTPL,RSTPSU1TO6,SIMHST2,AURY_GF,CHAMERA3,DHAULIGNGA,KHSTPP-I,KKNP,NAPP,NLCIIST1,RAPPB,RIHAND2,SINGRAULI,TelanganaSTPP,UNCHAHAR2,ANTA_CRF,ANTA_GF,AURY_CRF,KKNPPU2,NLCIIST2,NLCTS2EXP,RAPPD,RSTPSU7,TANDA2,DADRI_GF,DADRI_LF
57,14:00-14:15,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,0,0,0,0,66.82,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

58,14:15-14:30,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,0,0,0,0,66.82,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

59,14:30-14:45,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,16.27,0,0,0,53.45,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

60,14:45-15:00,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,450.67,4.29,2.98,68.56,97.23,36.14,50.91,0,16.27,0,0,0,53.45,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

61,15:00-15:15,6.52,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,450.67,4.29,2.98,68.56,97.23,36.14,50.91,0,16.27,0,0,0,53.45,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

62,15:15-15:30,6.52,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,450.67,4.29,2.98,68.56,97.23,36.14,50.91,0,16.27,0,0,0,53.45,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

63,15:30-15:45,6.52,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,12.64,500.67,4.29,2.98,68.56,97.23,36.14,50.91,0,32.53,0,0,0,53.45,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,11.67,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

64,15:45-16:00,6.52,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,12.64,500.67,4.29,2.98,68.56,97.23,36.14,50.91,0,32.53,0,0,0,53.45,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,11.67,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

65,16:00-16:15,6.52,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,28.1,500.67,4.29,2.98,68.56,97.23,36.14,50.91,0,32.53,0,0,0,53.45,1,85.48,20,18.2,0,12.6,27.68,0,0,8.63,0,75.04,0,0,0,0,11.67,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

66,16:15-16:30,6.52,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,28.1,500.67,4.29,2.98,68.56,97.23,36.14,50.91,0,32.53,0,0,0,53.45,1,85.48,20,18.2,0,12.6,27.68,0,0,8.63,0,75.04,0,0,0,0,11.67,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

67,16:30-16:45,6.52,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,42.15,500.67,19.64,2.98,68.56,97.23,36.14,50.91,0,32.53,0,1.93,0,51.13,1,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,75.04,0,0,0,0,23.33,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

68,16:45-17:00,6.52,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,42.15,610.67,19.64,2.98,68.56,97.23,36.14,50.91,0,32.53,0,4.12,0,51.13,1,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,75.04,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

69,17:00-17:15,13.04,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,52.36,42.15,610.67,19.64,2.98,68.56,97.23,36.14,50.91,0,48.81,0,4.36,0,51.13,1,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,75.04,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

70,17:15-17:30,13.04,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,2.22,52.36,42.15,610.67,19.64,3.29,68.56,97.23,36.14,50.91,0,48.81,0,6.25,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,82.99,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

71,17:30-17:45,19.56,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,2.22,52.36,42.15,610.67,19.64,3.78,68.56,97.23,36.14,51.44,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,95.21,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

72,17:45-18:00,19.56,688.92,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,2.22,52.36,42.15,670.67,19.64,3.78,68.56,97.23,36.14,51.44,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,95.21,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

73,18:00-18:15,19.56,688.55,59.5,0,0,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,2.3,52.36,42.15,418.67,19.64,3.78,68.56,97.23,36.14,51.44,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,95.21,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

74,18:15-18:30,19.56,688.55,59.5,0,0,0,30.06,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,2.3,52.36,42.15,418.67,24.55,3.78,68.56,97.23,36.14,51.44,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,95.21,0,0,0,0,35.03,21.88,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

75,18:30-18:45,19.56,688.55,60.23,0,23.17,0,41.33,130.79,418.77,20.09,1.79,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,38.56,51.96,0,50.06,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,113.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

76,18:45-19:00,19.56,688.55,60.23,0,23.17,0,41.33,130.79,418.77,20.09,1.79,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,38.56,51.96,0,50.06,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,113.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

77,19:00-19:15,19.56,688.57,60.23,0,23.17,0,41.33,130.79,418.77,20.09,1.79,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,38.56,51.96,0,50.06,0,9.59,0,40.09,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,112.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

78,19:15-19:30,19.56,688.57,60.23,0,23.17,0,30.06,130.79,418.77,20.09,1.79,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,38.56,51.96,0,50.06,0,9.59,0,40.09,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,113.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

79,19:30-19:45,19.56,688.57,60.23,0,23.17,0,30.06,130.79,418.77,20.09,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,36.14,51.96,0,50.06,0,9.59,0,40.09,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,107.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

80,19:45-20:00,19.56,688.57,60.23,0,23.17,0,30.06,130.79,418.77,20.09,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,36.14,51.96,0,50.06,0,9.59,0,40.09,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,107.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

81,20:00-20:15,19.56,688.57,60.23,0,23.17,0,30.06,130.79,418.77,20.09,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,36.14,51.96,0,50.06,0,9.59,0,53.45,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,123.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

82,20:15-20:30,19.56,688.57,60.23,0,23.17,0,30.06,130.79,418.77,20.09,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,36.14,51.96,0,50.06,0,9.59,0,53.45,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,107.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

83,20:30-20:45,13.04,688.57,59.5,0,10.43,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,11.51,4.33,68.56,97.23,36.14,52.22,0,48.81,0,9.59,0,53.45,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,107.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

84,20:45-21:00,13.04,688.57,59.5,0,10.43,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,9.2,4.33,68.56,97.23,36.14,52.22,0,48.81,0,9.59,0,53.45,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,21.88,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

85,21:00-21:15,13.04,688.57,59.5,0,10.43,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,9.2,4.33,68.56,97.23,36.14,52.74,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,21.88,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

86,21:15-21:30,13.04,688.57,59.5,0,20.85,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,11.51,4.33,68.56,97.23,36.14,52.74,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,21.88,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

87,21:30-21:45,19.56,688.57,60.23,0,34.76,0,30.06,130.79,418.77,20.09,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,36.14,52.74,0,50.06,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

88,21:45-22:00,19.56,688.57,60.23,0,34.76,0,30.06,130.79,418.77,20.09,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,36.14,52.74,0,50.06,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

89,22:00-22:15,19.56,688.57,60.23,0,34.76,0,30.06,130.79,418.77,20.09,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,36.47,53.14,0,50.06,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

90,22:15-22:30,19.56,688.57,60.23,0,34.76,0,30.06,130.79,418.77,20.09,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,59.84,4.33,68.56,97.23,36.47,53.14,0,50.06,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.68,0,110.67,0,0,0,0,35.03,43.78,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

91,22:30-22:45,19.56,688.57,59.5,0,20.85,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,418.67,33.76,4.33,68.56,97.23,36.47,53.14,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,21.88,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

92,22:45-23:00,19.56,688.57,59.5,0,10.43,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,438.67,33.76,4.33,68.56,97.23,36.47,53.14,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

93,23:00-23:15,19.56,688.57,59.5,0,10.43,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,438.67,33.76,4.33,68.56,97.23,36.47,53.14,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

94,23:15-23:30,19.56,688.57,59.5,0,10.43,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,438.67,33.76,4.33,68.56,97.23,36.47,53.14,0,48.81,0,9.59,0,51.13,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

95,23:30-23:45,19.56,688.57,59.5,0,10.43,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,438.67,33.76,4.33,68.56,97.23,36.47,53.14,0,48.81,0,9.59,0,40.68,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,113.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

96,23:45-24:00,19.56,688.57,59.5,0,10.43,0,22.54,130.79,418.77,18.9,0,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,438.67,33.76,4.33,68.56,97.23,36.47,53.14,0,48.81,0,9.59,0,40.68,1,85.48,20,18.2,0,37.8,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,113.18,150.34,0,44.5,0,0,0,0,0,0,29.51,0,5.7,0,0

