Block,Time,BRBCL,SASAN,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,ANTA_LF,PARBATI3,SINGRAULI_HYDRO,AURY_CRF,RAMPUR,BSIUL,DADRT2,RAPPB,KISHANGANGA,NJPC,SALAL,AURY_RF,AURY_LF,CHAMERA1,RIHAND1,NAPP,CHAMERA3,RIHAND3,CHAMERA2,UNCHAHAR2,DADRI_LF,UNCHAHAR3,TANDA2,JHAJJAR,RAPPC,URI2,KOLDAM,DULHASTI,DHAULIGNGA,ANTA_CRF,SINGRAULI,URI,ANTA_RF,DADRI_GF,UNCHAHAR1,KOTESHWR,AURY_GF,ANTA_GF,DADRI_CRF,UNCHAHAR4,TANAKPUR,TEHRI,RIHAND2,DADRI_RF,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,14.406011,402.036117,5.496529,0.000000,141.429368,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,6.695909,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,16.019933,0.000000,0.000000,0.000000,0.000000,106.604400,4.029070,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,14.406011,402.186708,4.802000,0.000000,141.429368,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,16.019933,0.000000,0.000000,0.000000,0.000000,106.604400,4.029070,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,14.406011,402.186708,4.802000,0.000000,141.429368,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,16.019933,0.000000,0.000000,0.000000,0.000000,106.604400,4.029070,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,14.406011,402.186708,4.802000,0.000000,141.429368,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,16.019933,0.000000,0.000000,0.000000,0.000000,106.604400,4.029070,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,14.406011,402.186708,4.802000,0.000000,141.429368,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,6.459650,0.000000,0.000000,0.000000,0.000000,106.604400,5.831549,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,6.028335,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,14.406011,402.186708,4.802000,0.000000,141.429368,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,5.831549,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,6.028335,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,14.406011,402.186708,4.802000,0.000000,122.048400,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,5.831549,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,6.028335,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,14.201190,402.186708,4.802000,0.000000,122.048400,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,5.831549,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,6.028335,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,14.406011,402.186708,4.802000,0.000000,122.048400,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,4.029070,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,12.647438,402.186708,4.802000,0.000000,122.048400,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,4.029070,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,13.808391,402.186708,4.802000,0.000000,122.048400,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,3.180845,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,13.997580,402.186708,4.802000,0.000000,122.048400,23.322546,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,3.180845,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,13.273800,402.186708,4.802000,0.000000,121.395328,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,7.421971,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,13.945543,402.186708,4.802000,0.000000,121.395328,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,7.421971,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,14.406011,402.186708,4.802000,0.000000,121.395328,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,7.421971,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,14.406011,402.186708,4.802000,0.000000,121.395328,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,20.168400,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,7.421971,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,14.406011,402.186708,9.572403,0.000000,121.395328,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,28.444839,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,7.421971,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,0.000000,54.454680,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,14.406011,402.186708,9.572403,0.000000,121.395328,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,28.444839,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,7.421971,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,14.158217,54.454680,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,14.406011,402.186708,9.572403,0.000000,121.395328,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,28.444839,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,6.361690,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,14.944784,54.454680,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,14.406011,402.186708,9.572403,0.000000,121.395328,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,347.664800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,28.444839,0.000000,11.524800,0.000000,225.694000,51.796773,4.521755,0.000000,0.000000,0.000000,0.000000,106.604400,6.361690,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,29.889569,54.454680,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,14.406011,402.186708,9.572403,0.000000,94.449338,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,395.684800,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,28.444839,0.000000,17.854316,0.000000,228.575200,51.796773,5.167720,0.000000,15.826289,0.000000,0.000000,106.604400,6.361690,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,29.889569,54.454680,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,14.406011,402.186708,9.572403,0.000000,94.449338,23.168882,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,443.704800,0.000000,0.000000,18.189976,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,28.444839,0.000000,17.854316,0.000000,228.575200,51.796773,5.167720,0.000000,15.826289,0.000000,0.000000,106.604400,6.361690,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,29.889569,54.454680,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,14.406011,402.186708,9.572403,0.000000,94.449338,27.970113,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,491.724800,0.000000,0.000000,36.379952,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,12.648506,28.444839,0.000000,17.854316,0.000000,228.575200,51.796773,5.167720,0.000000,15.826289,0.000000,0.000000,106.604400,6.361690,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,14.406011,402.186708,9.572403,0.000000,94.449338,33.421257,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,491.724800,0.000000,0.000000,54.569928,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,12.648506,28.444839,0.000000,17.854316,0.000000,228.575200,51.796773,5.167720,0.000000,31.652579,8.774249,0.000000,106.604400,6.361690,0.000000,0.000000,0.000000,17.045179,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,0.000000,0,0,0,0,0

25,06:00-06:15,14.406011,402.186708,12.354815,0.000000,94.445736,33.421257,0.000000,0.000000,0.569546,0.000000,0.000000,1.056440,491.724800,0.000000,0.000000,72.759904,1.339182,0.000000,0.000000,7.966518,88.356800,0.000000,9.294598,118.768466,25.297013,40.692178,0.000000,17.739068,0.000000,228.575200,51.796773,5.167720,0.000000,47.478868,17.548498,0.000000,106.604400,6.361690,0.000000,0.000000,0.000000,25.567769,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,3.968661,0,0,0,0,0

26,06:15-06:30,14.406011,402.186708,13.997542,0.000000,94.445736,33.421257,0.000000,0.000000,0.569546,0.000000,0.000000,12.525153,539.744800,0.000000,0.000000,109.139856,1.339182,0.000000,0.000000,13.493005,88.356800,0.000000,27.911921,118.768466,25.297013,40.466265,0.000000,17.739068,0.000000,284.278400,51.796773,5.167720,0.000000,47.478868,26.322747,0.000000,106.604400,6.361690,0.000000,0.000000,0.000000,34.090358,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,10.118805,0,0,0,0,0

27,06:30-06:45,14.406011,402.186708,13.997542,0.000000,94.445736,33.421257,0.000000,3.667768,0.569546,0.000000,0.000000,12.525153,539.744800,0.000000,0.000000,127.329832,1.339182,0.000000,0.000000,26.555060,88.356800,0.000000,27.911921,118.768466,25.297013,33.983562,0.000000,17.739068,0.000000,381.197776,51.796773,5.813685,0.000000,47.478868,26.322747,0.000000,106.604400,38.170138,0.000000,0.000000,0.000000,34.090358,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,10.118805,0,0,0,0,0

28,06:45-07:00,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,15.702936,0.569546,0.000000,0.000000,12.525153,589.069888,0.000000,0.000000,131.877326,6.695909,0.000000,0.000000,26.555060,88.356800,0.000000,27.911921,118.768466,25.297013,40.711452,0.000000,25.328293,0.000000,417.924399,51.796773,5.813685,0.000000,47.478868,26.322747,0.000000,106.604400,38.170138,0.000000,0.000000,0.000000,34.090358,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,10.118805,0,0,0,0,0

29,07:00-07:15,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,15.702936,0.569546,0.000000,0.000000,12.525153,636.501258,0.000000,0.000000,134.787722,68.075073,0.000000,0.000000,26.555060,88.356800,0.000000,27.911921,118.768466,25.297013,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,5.813685,0.000000,47.478868,26.322747,0.000000,106.604400,6.361690,0.000000,0.000000,0.000000,34.090358,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,10.118805,0,0,0,0,0

30,07:15-07:30,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,15.702936,0.569546,0.000000,0.000000,12.525153,655.789094,0.000000,0.000000,134.787722,68.075073,0.000000,0.000000,26.555060,88.356800,0.000000,27.911921,118.768466,25.297013,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,5.813685,0.000000,47.478868,26.322747,0.000000,106.604400,3.817014,0.000000,0.000000,0.000000,34.090358,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,10.118805,0,0,0,0,0

31,07:30-07:45,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,15.702936,0.569546,0.000000,0.000000,12.525153,655.789094,0.000000,0.000000,113.687350,68.075073,0.000000,0.000000,13.493005,88.356800,0.000000,27.911921,118.768466,25.297013,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,5.813685,0.000000,47.478868,17.548498,0.000000,106.604400,3.817014,0.000000,0.000000,0.000000,34.090358,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,10.118805,0,0,0,0,0

32,07:45:08:00,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,15.702936,0.569546,0.000000,0.000000,2.112880,655.789094,0.000000,0.000000,83.946739,68.075073,0.000000,0.000000,13.493005,88.356800,0.000000,9.294598,118.768466,25.297013,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,5.813685,0.000000,31.652579,17.548498,0.000000,106.604400,3.817014,0.000000,0.000000,0.000000,17.045179,0.000000,0.000000,0.000000,0.000000,0.492109,44.834353,54.454680,0.000000,4.736789,0,0,0,0,0

33,08:00-08:15,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,15.702936,0.569546,0.000000,0.000000,0.000000,655.789094,0.000000,0.000000,72.759904,6.695909,0.000000,0.000000,8.345876,88.356800,0.000000,0.000000,118.768466,25.297013,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,5.813685,0.000000,31.652579,8.774249,0.000000,106.604400,3.817014,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,6.028335,44.834353,54.454680,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,3.667768,0.569546,0.000000,0.000000,0.000000,655.789094,0.000000,0.000000,36.379952,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,25.297013,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,5.813685,0.000000,31.652579,0.000000,0.000000,106.604400,5.301408,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,6.028335,44.834353,54.454680,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,655.789094,0.000000,0.000000,22.464620,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,12.648506,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,6.459650,0.000000,31.652579,0.000000,0.000000,106.604400,38.170138,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,6.028335,44.834353,54.454680,0.000000,0.000000,0,0,0,0,0

36,08:45:09:00,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,655.789094,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,23.771513,0.000000,31.652579,0.000000,0.000000,106.604400,38.170138,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,6.028335,44.834353,54.454680,0.000000,0.000000,0,0,0,0,0

37,09:00:09:15,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,655.789094,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,23.771513,0.000000,31.652579,0.000000,0.000000,106.604400,4.241126,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,2.460545,44.834353,54.454680,0.000000,0.000000,0,0,0,0,0

38,09:15-09:30,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,655.789094,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,23.771513,0.000000,31.652579,0.000000,0.000000,106.604400,3.180845,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,2.460545,44.834353,54.454680,0.000000,0.000000,0,0,0,0,0

39,09:30-09:45,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,655.789094,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,23.771513,0.000000,15.826289,0.000000,0.000000,106.604400,3.180845,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,2.460545,35.940089,54.454680,0.000000,0.000000,0,0,0,0,0

40,09:45-10:00,14.406011,402.186708,16.878742,0.000000,94.445736,33.421257,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,655.789094,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,23.771513,0.000000,15.826289,0.000000,0.000000,106.604400,3.180845,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,2.460545,29.889569,54.454680,0.000000,0.000000,0,0,0,0,0

41,10:00-10:15,14.406011,402.186708,17.421977,0.000000,104.863034,33.421257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,610.789334,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,23.771513,0.000000,0.000000,0.000000,0.000000,106.604400,3.180845,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,2.460545,29.889569,54.454680,0.000000,0.000000,0,0,0,0,0

42,10:15-10:30,14.406011,402.186708,17.421977,0.000000,110.422854,33.421257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,586.779334,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,16.019933,0.000000,0.000000,0.000000,0.000000,106.604400,3.180845,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,2.460545,14.944784,54.454680,0.000000,0.000000,0,0,0,0,0

43,10:30-10:45,14.406011,402.186708,17.421977,0.000000,110.422854,33.421257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,575.254534,0.000000,0.000000,0.000000,1.339182,0.000000,0.000000,0.000000,88.356800,0.000000,0.000000,118.768466,0.000000,40.711452,0.000000,25.345052,0.000000,417.924399,51.796773,16.019933,0.000000,0.000000,0.000000,0.000000,106.604400,3.180845,0.000000,0.000000,0.000000,8.522590,0.000000,0.000000,0.000000,0.000000,2.460545,12.101040,54.454680,0.000000,0.000000,0,0,0,0,0

