Block,Time,NJPC,NLCTS2EXP,RIHAND2,SASAN,TANDA2,UNCHAHAR4,ANTA_CRF,ANTA_LF,AURY_GF,DADRI_GF,DADRI_LF,CHAMERA1,DHAULIGNGA,NNTPP,RAMPUR,RSTPSU7,TALA,TEHRI,UNCHAHAR2,UNCHAHAR3,AURY_CRF,SALAL,SIMHST1,TANAKPUR,BRBCL,KGSU3AND4,KOLDAM,KOTESHWR,NAPP,RIHAND1,SINGRAULI_HYDRO,TALST2,AURY_RF,DADRI_CRF,DULHASTI,FSTPP I & II,KHSTPP-II,MAPS,NLCEXP,DADRI_RF,BSIUL,KKNPPU2,RIHAND3,RSTPSU1TO6,SIMHST2,SINGRAULI,URI,VALLURNTECL,ANTA_GF,ANTA_RF,CHAMERA3,DADRT2,KISHANGANGA,KUDGI,NLCIIST1,RAPPC,SEWA2,UNCHAHAR1,URI2,CHAMERA2,JHAJJAR,KGSU1AND2,KHSTPP-I,KKNP,NLCIIST2,NTPL,PARBATI3,RAPPB,TelanganaSTPP,AURY_LF
58,14:15-14:30,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,14.49,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,35.33,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

59,14:30-14:45,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,14.79,76.9,43.71,0,0,51.13,0,11.78,15,0,2.43,28.98,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.85,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

60,14:45-15:00,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,14.79,76.9,43.71,0,0,51.13,0,11.78,15,0,2.43,28.98,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.85,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

61,15:00-15:15,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,13.7,76.9,43.71,0,0,51.13,0,11.78,15,0,2.43,28.98,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.85,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

62,15:15-15:30,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,13.62,76.9,43.71,0,0,51.13,0,11.78,15,0,3.64,28.98,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.85,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

63,15:30-15:45,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,11.94,76.9,43.71,0,0,51.13,0,11.78,15,0,3.64,28.98,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,41.95,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,29.56,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

64,15:45-16:00,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,11.94,76.9,43.71,0,0,51.13,0,11.78,15,0,3.64,28.98,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,41.95,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,29.56,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

65,16:00-16:15,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,11.94,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,30.91,0,0,45.3,10.69,686.07,0,0,0,60.53,0,20.96,26.6,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

66,16:15-16:30,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,11.78,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,30.91,0,0,45.3,10.69,686.07,0,0,0,60.53,0,20.96,26.6,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

67,16:30-16:45,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.74,0,11.67,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,30.91,0,0,45.3,10.69,686.07,0,0,0,60.53,0,20.96,26.6,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

68,16:45-17:00,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,11.52,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,30.91,0,0,45.3,10.69,686.07,0,0,0,60.53,5.71,20.96,26.6,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

69,17:00-17:15,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,11.38,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,1.1,0,127.6,0,0,119.18,37.53,0,0,45.3,10.69,686.07,0,0,0,60.53,5.79,20.96,26.6,13.43,608.81,0,41.89,0,0,0,3.51,0,0,0

70,17:15-17:30,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,11.23,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,1.1,0,127.6,0,0,119.18,37.53,0,0,45.3,10.69,686.07,0,0,0,60.53,11.58,20.96,26.6,13.43,608.81,0,41.89,0,0,0,3.51,0,0,0

71,17:30-17:45,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,13.43,30.23,0,2.44,0,11.38,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,1.1,0,127.6,0,0,119.18,37.53,0,0,45.3,10.69,686.07,0,0,0,60.53,11.58,20.96,22.16,13.43,608.81,0,41.89,0,0,0,3.51,0,0,0

72,17:45-18:00,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,14.05,30.23,0,2.44,0,11.27,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,1.1,0,127.6,0,0,119.18,37.53,0,0,45.3,10.69,686.07,0.4,0,0,60.53,11.58,20.96,22.16,13.43,608.81,0,41.89,0,0,0,5.62,0,0,0

73,18:00-18:15,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,28.1,30.23,0,2.74,0,11.11,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,19.94,98.87,0,0,97.42,1.1,0,127.6,0,0,119.18,37.53,0,0,45.89,10.69,686.07,1.44,0,0,60.53,17.37,20.96,22.16,13.43,608.81,0,41.89,0,0,0,8.43,0,0,0

74,18:15-18:30,153.34,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,30.23,0,3.29,0,10.96,76.9,43.71,0,0,38.35,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,19.94,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,37.53,0,0,45.89,21.37,686.07,2.88,0,0,60.53,17.37,20.96,22.16,25.36,608.81,0,41.89,0,0,0,54.11,0,0,0

75,18:30-18:45,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,10.82,76.9,43.71,0,0,38.35,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,19.94,98.87,0,0,97.42,19.56,0,127.6,0,0,126.97,37.53,0,0,45.89,33.74,686.07,4.32,0,0,60.53,17.37,20.96,22.16,45.65,608.81,0,41.89,0,0,0,54.11,0,0,0

76,18:45-19:00,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,10.68,76.9,43.71,0,0,38.35,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,19.94,98.87,0,0,97.42,19.56,0,127.6,0,0,126.97,37.53,0,0,46.24,33.74,686.07,4.32,0,0,60.53,17.37,20.96,22.16,45.65,608.81,0,41.89,0,0,0,54.11,0,0,0

77,19:00-19:15,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,10.82,76.9,43.71,0,0,79.38,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,19.94,98.87,0,0,97.42,19.56,0,127.6,0,0,126.97,37.53,0,0,46.48,33.74,685.72,4.32,0,0,60.53,17.37,20.96,22.16,45.65,414.31,0,41.89,0,0,0,54.11,0,0,0

78,19:15-19:30,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,10.82,76.9,43.71,0,0,79.38,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,19.94,98.87,0,0,97.42,19.56,0,127.6,0,0,126.97,37.53,0,0,46.48,33.74,685.72,4.32,0,0,60.53,17.37,20.96,22.16,45.65,414.31,0,41.89,0,0,0,54.11,0,0,0

79,19:30-19:45,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,10.88,76.9,43.71,0,0,79.38,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,19.94,98.87,0,0,97.42,19.56,0,127.6,0,0,126.97,41.95,0,0,46.48,33.74,685.72,4.32,0,0,60.53,17.37,20.96,22.16,45.65,414.31,0,41.89,0,0,0,36.54,0,0,0

80,19:45-20:00,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,11.08,76.9,43.71,0,0,79.38,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,19.94,98.87,0,0,97.42,19.56,0,127.6,0,0,126.97,41.95,0,0,46.48,33.74,685.72,4.32,0,0,60.53,17.37,20.96,22.16,45.65,414.31,0,41.89,0,0,0,3.51,0,0,0

81,20:00-20:15,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,11.23,76.9,38.08,0,0,79.38,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,19.94,98.87,0,0,97.42,19.56,0,127.6,0,0,126.97,44.71,0,0,46.48,33.74,685.72,4.32,0,0,60.53,17.37,18.92,22.16,45.65,414.31,0,41.89,0,0,0,3.51,0,0,0

82,20:15-20:30,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,11.41,76.9,38.08,0,0,79.38,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,19.94,98.87,0,0,97.42,19.56,0,127.6,0,0,126.97,44.71,0,0,46.48,33.74,685.72,4.32,0,0,60.53,17.37,18.92,22.16,45.65,414.31,0,41.89,0,0,0,15.46,0,0,0

83,20:30-20:45,124.16,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,20.35,0,2.67,0,11.55,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,19.94,98.87,0,0,97.42,1.1,0,127.6,0,0,126.97,44.71,0,0,46.48,32.08,685.72,2.91,0,0,60.53,16.12,18.92,22.16,44.22,414.31,0,41.89,0,0,0,15.46,0,0,0

84,20:45-21:00,124.16,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,20.35,0,2.67,0,11.67,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,19.94,98.87,0,0,97.42,1.1,0,127.6,0,0,126.97,44.71,0,0,46.48,32.08,685.72,2.91,0,0,60.53,16.12,18.92,22.16,44.22,414.31,0,41.89,0,0,0,15.46,0,0,0

85,21:00-21:15,124.16,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,20.35,0,2.67,0,11.74,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,19.94,98.87,0,0,97.42,1.1,0,127.6,0,0,126.97,44.71,0,0,46.48,32.08,685.72,2.91,0,0,60.53,16.12,18.92,22.16,44.22,414.31,0,41.89,0,0,0,15.46,0,0,0

86,21:15-21:30,124.16,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,20.35,0,2.67,0,11.9,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,19.94,98.87,0,0,97.42,1.1,0,127.6,0,0,126.97,44.71,0,0,46.48,32.08,685.72,2.91,0,0,60.53,16.12,18.92,22.16,44.22,414.31,0,41.89,0,0,0,15.46,0,0,0

87,21:30-21:45,124.16,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,20.35,0,2.67,0,11.97,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,19.94,98.87,0,0,97.42,1.1,0,127.6,0,0,126.97,44.71,0,0,46.48,32.08,685.72,2.91,0,0,60.53,17.3,18.92,22.16,44.22,414.31,0,41.89,0,0,0,15.46,0,0,0

88,21:45-22:00,124.16,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,20.35,0,2.67,0,12.11,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,19.94,98.87,0,0,97.42,2.2,0,127.6,0,0,126.97,44.71,0,0,46.48,32.08,685.72,2.91,0,0,60.53,17.37,18.92,22.16,44.22,414.31,0,41.89,0,0,0,15.46,0,0,0

89,22:00-22:15,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,12.21,76.9,38.08,0,0,38.93,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,20.8,98.87,0,0,97.42,19.56,0,127.6,0,0,126.97,43.05,0,0,47.07,33.74,685.99,4.32,0,0,60.53,17.37,18.92,22.16,45.65,608.81,0,41.89,0,0,0,15.46,0,0,0

90,22:15-22:30,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,12.37,76.9,38.08,0,0,38.93,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,20.8,98.87,0,0,98.65,19.56,0,127.6,0,0,126.97,43.05,0,0,47.07,33.74,685.72,4.32,0,0,60.53,17.37,18.92,22.16,45.65,507.41,0,41.89,0,0,0,15.46,0,0,0

91,22:30-22:45,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,12.49,76.9,38.08,0,0,38.93,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,20.8,98.87,0,0,98.65,19.56,0,127.6,0,0,126.97,35.33,0,0,47.07,33.74,686.07,4.32,0,0,60.53,17.37,18.92,22.16,45.65,608.81,0,41.89,0,0,0,15.46,0,0,0

92,22:45-23:00,168.66,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,41.42,0,3.62,0,12.64,76.9,38.08,0,0,38.93,0,12.43,15,0,4.01,42.94,45.82,47.33,0,0,77.58,0,55.08,20.8,98.87,0,0,98.65,19.56,0,127.6,0,0,126.97,35.33,0,0,47.07,33.74,685.72,4.32,0,0,60.53,17.37,18.92,22.16,45.65,485.21,0,41.89,0,0,0,15.46,0,0,0

93,23:00-23:15,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,40.4,0,2.74,0,12.73,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,126.97,30.91,0,0,48.26,32.08,685.72,2.88,0,0,60.53,11.58,18.92,22.16,44.22,414.31,0,41.89,0,0,0,15.46,0,0,0

94,23:15-23:30,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,40.4,0,2.74,0,12.82,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,126.97,30.91,0,0,48.26,32.08,685.72,1.44,0,0,60.53,11.58,18.92,22.16,44.22,414.31,0,41.89,0,0,0,15.46,0,0,0

95,23:30-23:45,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,40.4,0,2.74,0,12.79,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,126.97,30.91,0,0,48.26,32.08,685.99,0,0,0,60.53,11.58,18.92,22.16,44.22,608.81,0,41.89,0,0,0,3.51,0,0,0

96,23:45-24:00,127.78,0,121.71,154.12,2.89,1.62,0,0,0,0,0,42.15,40.4,0,2.74,0,12.7,76.9,38.08,0,0,38.93,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,126.97,30.91,0,0,48.26,32.08,686.07,0,0,0,60.53,11.58,18.92,22.16,44.22,608.81,0,41.89,0,0,0,3.51,0,0,0

