Block,Time,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI2,RIHAND1,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,TANDA2,TEHRI,RAPPC,TANAKPUR,SALAL,URI,UNCHAHAR1,DULHASTI,KISHANGANGA,KOLDAM,NAPP,NJPC,PARBATI3,RAMPUR,BSIUL,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KOTESHWR,CHAMERA1,RAPPB,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
32,07:45:08:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,3.47244,1.773771,13.1076,43.63516,31.709733,689.353782,29.745407,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.86,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.023597,0,0,0,0.00751,0,0.013103

33,08:00-08:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0.5124,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,0,1.773771,13.1076,43.63516,31.709733,689.353782,29.745407,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.23685,0,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.86,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.023039,0,0,0,0.007415,0,0.013039

34,08:15-08:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0.5124,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,0,1.773771,13.1076,43.63516,31.709733,689.353782,29.745407,467.87613,8.712863,30.731,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.23685,0,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.86,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.023039,0,0,0,0.007415,0,0.013039

35,08:30-08:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0.5124,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,75.861824,0,1.462832,13.1076,43.63516,31.709733,689.353782,29.745407,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,39.653707,0,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.93,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.023039,0,0,0,0.007415,0,0.013039

36,08:45:09:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0.5124,84.826,50.784,20.904656,53.905351,2.551476,0,21.485044,50.574549,0,0.975221,13.1076,43.63516,31.709733,689.353782,19.830272,467.87613,8.712863,14.04936,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,39.653707,0,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.93,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.023039,0,0,0,0.007415,0,0.013039

37,09:00:09:15,43.545976,26.963602,1.427606,35.652699,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0.5124,84.826,50.784,20.904656,53.905351,2.551476,0,21.485044,50.574549,0,0.975221,13.1076,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,39.070565,0,0,3.03,2.38,3.78,0.43,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.93,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.15077,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022853,0,0,0,0.007351,0,0.012943

38,09:15-09:30,43.545976,26.963602,1.427606,35.652699,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,3.7149,84.826,52.992,20.904656,53.905351,2.551476,0,21.485044,50.574549,0,0.975221,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,39.070565,0,0,3.03,2.38,3.78,0.43,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.93,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.236648,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022853,0,0,0,0.007351,0,0.012943

39,09:30-09:45,43.545976,26.963602,1.427606,35.652699,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,8.1984,84.826,52.992,20.904656,53.905351,2.551476,0,21.485044,50.574549,0,0.975221,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,38.487421,0,0,3.03,2.38,3.78,0.5,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.93,20.0018,18.765,33.385,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.322526,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007351,0,0.012943

40,09:45-10:00,43.545976,26.963602,1.427606,35.652699,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,8.1984,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,34.398883,0,0.664281,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,38.487421,0,0,3.03,2.38,3.78,0.52,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.96,20.0018,18.765,33.385,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.408404,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007351,0,0.012943

41,10:00-10:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,8.1984,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,40.951052,0,0.791484,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,38.487421,0,0,3.03,2.38,3.78,0.52,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.96,20.0018,18.765,33.385,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.494282,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

42,10:15-10:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,8.1984,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,40.951052,0,0.791484,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,38.487421,0,0,3.03,2.38,3.78,0.54,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,1.01,20.0018,18.765,33.385,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

43,10:30-10:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,40.951052,0,0.791484,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,38.487421,0,0,3.03,2.38,3.78,0.54,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,1.06,20.0018,18.765,33.385,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.666038,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

44,10:45-11:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,40.951052,0,0.791484,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,38.487421,0,0,3.03,2.38,3.78,0.54,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,1.06,20.0018,18.765,33.385,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.751916,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

45,11:00-11:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,20.475526,0,0.395742,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.904279,0,0,3.03,2.38,3.78,0.54,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.94,20.0018,18.765,33.385,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.837794,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

46,11:15-11:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,20.475526,0,0.395742,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.904279,0,0,3.03,2.38,3.78,0.46,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.94,20.0018,18.765,33.385,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.923672,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

47,11:30-11:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,17.71133,0,0.339207,13.1076,43.63516,31.709733,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.904279,0,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.94,20.0018,18.765,33.385,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.923672,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

48,11:45-12:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,0,0,0,13.1076,43.63516,21.118519,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.904279,0,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.94,20.0018,18.765,33.385,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.00955,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

49,12:00-12:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,0,0,0,13.1076,43.63516,18.339766,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.46,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.94,20.0018,18.765,33.385,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.00955,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

50,12:15-12:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,0,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,0,0,0,13.1076,43.63516,10.559259,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.46,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.94,20.0018,18.765,33.385,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.095428,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

51,12:30-12:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,0,0,0,19.6614,29.001776,10.559259,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,1.09,20.0018,18.765,34.79931,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.095428,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

52,12:45-13:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,52.992,20.904656,53.905351,2.551476,0,21.485044,0,0,0,19.6614,29.001776,10.559259,689.353782,0,467.87613,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.44,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,1.03,20.0018,18.765,34.79931,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.181306,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022668,0,0,0,0.007191,0,0.012943

53,13:00-13:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,52.992,20.904656,53.905351,2.551476,0,21.485044,0,0,0,13.09,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.44,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.88,20.0018,18.765,34.79931,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.209932,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

54,13:15-13:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,0,0,0,19.6614,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.44,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.88,20.0018,18.765,34.79931,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

55,13:30-13:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,20.475526,0,0.395742,19.6614,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.44,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.88,20.0018,18.765,39.455,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.692135,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

56,13:45-14:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,20.475526,0,0.395742,19.6614,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.44,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.88,20.0018,18.765,39.455,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.692135,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

57,14:00-14:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,20.475526,0,0.395742,19.6614,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.44,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.88,20.0018,18.765,39.455,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.692135,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

58,14:15-14:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,20.475526,0,0.395742,19.6614,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.44,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.88,20.0018,18.765,39.455,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.692135,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

59,14:30-14:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,20.475526,0,0.395742,19.6614,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.44,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.88,20.0018,18.765,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

60,14:45-15:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.9215,79.3646,50.784,20.904656,53.905351,2.551476,0,21.485044,20.475526,0,0.395742,19.6614,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.42,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.765,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

61,15:00-15:15,43.545976,26.963602,1.427606,35.652699,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.281,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,48.117486,3.47244,0.925753,19.6614,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.42,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.765,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

62,15:15-15:30,43.545976,26.963602,1.427606,35.652699,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.281,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,61.426578,3.47244,1.187226,13.1076,29.001776,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,37.321136,0,0,3.03,2.38,3.78,0.42,0.88,0.19,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.765,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

63,15:30-15:45,43.545976,26.963602,1.427606,35.652699,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.281,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,71.664341,3.47244,1.385096,13.1076,14.42728,10.559259,689.353782,0,503.902592,8.712863,0,0,0,72.0861,0,0,0,32.836085,43.781448,0,0,37.321136,0,0,3.03,2.38,3.78,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.765,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

64,15:45-16:00,43.545976,26.963602,1.427606,35.652699,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.281,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,71.664341,3.47244,1.385096,13.1076,14.42728,10.559259,689.353782,0,503.902592,8.712863,5.53,0,0,72.0861,0,0,0,32.836085,43.781448,0,0,37.321136,0,0,3.03,2.38,3.78,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.765,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022483,0,0,0,0.007191,0,0.012943

