Block,Time,SALAL,URI,UNCHAHAR1,DHAULIGNGA,JHAJJAR,RIHAND3,DULHASTI,ANTA_CRF,RIHAND1,SEWA2,ANTA_RF,AURY_RF,PARBATI3,TANAKPUR,BSIUL,RAPPB,DADRI_CRF,ANTA_GF,AURY_GF,RAPPC,CHAMERA2,ANTA_LF,CHAMERA3,SINGRAULI_HYDRO,UNCHAHAR2,TEHRI,AURY_CRF,DADRI_LF,KISHANGANGA,UNCHAHAR4,AURY_LF,KOTESHWR,URI2,SINGRAULI,CHAMERA1,UNCHAHAR3,DADRI_RF,DADRT2,NAPP,RAMPUR,DADRI_GF,RIHAND2,TANDA2,KOLDAM,NJPC,KHSTPP-II,BRBCL,SASAN,KHSTPP-I,FSTPP I & II,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,24.720388,39.500016,10.549970,0.000000,631.598468,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,12.735429,0.000000,9.358471,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,29.918593,134.712770,0.000000,25.519227,0.000000,656.779793,40.587311,0.000000,0.000000,57.047278,0.000000,0.000000,0.000000,142.401290,19.339956,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

2,00:15-00:30,25.844042,39.500016,10.549970,0.000000,631.598468,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,12.735429,0.000000,9.358471,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,29.918593,134.712770,0.000000,25.519227,0.000000,656.779793,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,19.339956,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

3,00:30-00:45,76.756805,33.094608,10.549970,0.000000,631.598468,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,18.916841,0.000000,0.000000,0.000000,0.000000,50.925604,12.735429,0.000000,9.358471,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,29.918593,134.712770,0.000000,25.519227,0.000000,656.779793,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,17.546390,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

4,00:45-01:00,76.756805,33.094608,10.549970,0.000000,631.598468,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,18.916841,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,9.358471,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,29.918593,134.712770,0.000000,25.519227,0.000000,657.011873,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,16.197358,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

5,01:00-01:15,76.756805,33.094608,10.549970,0.000000,631.598468,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,9.358471,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,29.918593,134.712770,0.000000,25.519227,0.000000,657.069893,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,15.655507,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

6,01:15-01:30,76.756805,33.094608,10.549970,0.000000,631.598468,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,9.358471,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,29.918593,134.712770,0.000000,25.519227,0.000000,657.069893,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,16.250807,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

7,01:30-01:45,25.844042,33.094608,10.549970,0.000000,631.598468,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,0.000000,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,28.617785,134.712770,0.000000,25.519227,0.000000,657.069893,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,15.496672,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

8,01:45-02:00,24.720388,33.094608,10.549970,0.000000,631.598468,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,0.000000,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,28.617785,134.712770,0.000000,25.519227,0.000000,657.069893,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,15.492033,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

9,02:00-02:15,24.720388,33.094608,10.549970,0.000000,631.596147,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,0.000000,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,28.617785,134.712770,0.000000,25.519227,0.000000,657.066733,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,15.288020,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

10,02:15-02:30,24.720388,33.094608,10.549970,0.000000,631.596147,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.000000,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,0.000000,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,28.617785,134.712770,0.000000,25.519227,0.000000,595.873620,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,15.024406,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

11,02:30-02:45,24.720388,33.094608,10.549970,0.000000,559.211362,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.371618,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,0.000000,0.647455,35.377502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,28.617785,134.712770,0.000000,22.041411,0.000000,591.996916,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,15.494454,404.950590,33.650933,17.280290,0.000000,0,0,0,0,0

12,02:45-03:00,24.720388,33.094608,10.549970,0.000000,491.028192,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.371618,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,0.000000,0.647455,40.371547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,28.617785,134.712770,0.000000,22.041411,0.000000,591.996916,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,0.000000,142.401290,16.436870,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

13,03:00-03:15,24.720388,39.500016,10.549970,0.000000,408.465631,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.371618,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,0.000000,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,28.617785,134.712770,0.000000,25.519227,0.000000,582.326916,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,18.314980,142.401290,17.576946,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

14,03:15-03:30,24.720388,39.500016,10.549970,0.000000,351.431975,119.584659,15.935050,0.000000,88.964000,15.282514,0.000000,0.000000,0.000000,0.371618,12.611227,0.000000,0.000000,0.000000,0.000000,50.925604,3.222528,0.000000,0.000000,0.647455,40.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,28.617785,134.712770,0.000000,25.519227,0.000000,582.326916,40.587311,0.000000,0.000000,57.111020,0.000000,0.000000,18.314980,142.401290,18.285600,404.950590,33.650933,20.045910,0.000000,0,0,0,0,0

