Block,Time,SEWA2,UNCHAHAR3,RAPPC,KOTESHWR,SINGRAULI_HYDRO,RAMPUR,KISHANGANGA,CHAMERA1,TANDA2,AURY_LF,SINGRAULI,DADRI_GF,AURY_CRF,CHAMERA3,ANTA_GF,BSIUL,CHAMERA2,NJPC,RIHAND2,PARBATI3,TANAKPUR,ANTA_LF,UNCHAHAR1,AURY_RF,KOLDAM,SALAL,AURY_GF,DADRI_RF,RIHAND1,URI2,UNCHAHAR2,DHAULIGNGA,NAPP,RAPPB,URI,DADRI_CRF,ANTA_RF,DULHASTI,JHAJJAR,UNCHAHAR4,TEHRI,SASAN,DADRT2,DADRI_LF,KHSTPP-II,KHSTPP-I,TALA,ANTA_CRF,RIHAND3,FSTPP I & II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,18.618700,20.383536,33.121129,9.985206,0.729511,0.000000,5.287146,0.000000,5.156625,0.000000,134.342475,0.000000,0.000000,0.000000,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,0.000000,0.000000,8.624644,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,37.216313,41.433534,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,557.247982,1.424352,0.000000,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,20.017920,14.228419,0,0,0,0,0

7,01:30-01:45,18.618700,20.383536,33.121129,9.985206,0.729511,0.000000,5.287146,0.000000,5.156625,0.000000,134.342475,0.000000,0.000000,0.000000,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,0.000000,0.000000,8.732433,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,37.216313,41.433534,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,538.888662,1.424352,0.000000,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,20.017920,14.850948,0,0,0,0,0

8,01:45-02:00,18.618700,16.751053,33.121129,9.985206,0.729511,0.000000,5.287146,0.000000,5.156625,0.000000,134.342475,0.000000,0.000000,0.000000,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,0.000000,0.000000,8.395978,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,37.216313,36.978103,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,413.206440,1.424352,0.000000,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,17.726061,16.180920,0,0,0,0,0

9,02:00-02:15,18.618700,15.041972,33.121129,9.985206,0.729511,0.000000,5.287146,13.521104,5.156625,0.000000,134.342475,0.000000,0.000000,0.000000,0.000000,12.551236,3.936929,0.000000,58.504296,0.000000,0.369850,0.000000,7.652716,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,37.216313,37.830212,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,357.204384,1.795554,0.000000,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,17.726061,15.682634,0,0,0,0,0

10,02:15-02:30,18.618700,14.638104,33.121129,9.985206,0.729511,0.000000,5.287146,13.521104,5.156625,0.000000,134.342475,0.000000,0.000000,0.000000,0.000000,12.551236,3.936929,0.000000,58.504296,0.000000,0.369850,0.000000,7.652716,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,37.216313,37.830212,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,357.204384,1.424352,0.000000,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,17.726061,15.853973,0,0,0,0,0

11,02:30-02:45,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,5.287146,27.042208,5.156625,0.000000,139.248601,0.000000,0.000000,0.000000,0.000000,12.551236,3.936929,0.000000,58.504296,0.000000,1.602685,0.000000,10.396230,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,37.216313,29.820253,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,13.765400,15.595705,0,0,0,0,0

12,02:45-03:00,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,5.287146,27.042208,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,3.936929,0.000000,58.504296,0.000000,1.602685,0.000000,10.396230,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,37.216313,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,13.765400,17.979327,0,0,0,0,0

13,03:00-03:15,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.918925,27.042208,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,3.936929,0.000000,58.504296,0.000000,1.602685,0.000000,10.417499,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,39.312115,0.000000,0.000000,18.983470,359.451588,2.115836,13.803353,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

14,03:15-03:30,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.918925,27.042208,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,3.936929,0.000000,58.504296,0.000000,1.602685,0.000000,10.417499,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,39.312115,0.000000,0.000000,18.983470,359.451588,2.115836,13.803353,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,11.568048,18.606394,0,0,0,0,0

15,03:30-03:45,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.918925,27.042208,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,3.936929,0.000000,58.504296,0.000000,0.369850,0.000000,10.438672,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,27.606706,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,11.568048,16.837334,0,0,0,0,0

16,03:45-04:00,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.918925,27.042208,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,3.936929,0.000000,58.504296,0.000000,0.369850,0.000000,10.438672,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,41.410058,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

17,04:00-04:15,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.918925,27.294626,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,0.369850,0.000000,10.460133,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,41.410058,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

18,04:15-04:30,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.918925,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,11.162605,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,0.369850,0.000000,10.460133,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,53.679705,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

19,04:30-04:45,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.918925,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,11.162605,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,0.986268,0.000000,10.481306,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,359.451588,2.115836,53.679705,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

20,04:45-05:00,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.918925,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,11.162605,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,0.986268,0.000000,10.481306,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,359.451588,2.115836,55.213411,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

21,05:00-05:15,18.618700,14.775054,64.626592,9.985206,0.729511,0.830012,2.918925,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,11.162605,0.000000,12.551236,15.558745,21.448404,58.504296,0.000000,0.986268,0.000000,10.481306,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,29.079782,0.000000,48.150388,0.000000,39.312115,0.000000,0.000000,37.966939,359.451588,2.115836,55.213411,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,13.765400,19.247984,0,0,0,0,0

22,05:15-05:30,18.618700,14.775054,64.626592,9.985206,0.729511,1.660025,2.918925,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,6.275618,15.558745,42.896809,58.504296,0.000000,0.986268,0.000000,10.481306,0.000000,1.803247,38.581654,0.000000,0.000000,90.904400,36.465835,29.079782,0.000000,48.150388,0.000000,39.312115,0.000000,0.000000,37.966939,359.451588,2.115836,55.213411,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,13.765400,19.247984,0,0,0,0,0

23,05:30-05:45,18.618700,17.378827,64.626592,9.985206,0.729511,2.490038,2.918925,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,6.275618,31.117490,64.345213,58.504296,0.000000,0.986268,0.000000,11.224567,0.000000,2.231518,38.581654,0.000000,0.000000,90.904400,36.465835,29.483605,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,359.451588,2.115836,55.213411,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,13.765400,19.247984,0,0,0,0,0

24,05:45-06:00,18.618700,17.378827,64.626592,9.985206,0.729511,2.638254,2.918925,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,6.275618,31.117490,68.313168,58.504296,0.000000,0.986268,0.000000,11.224567,0.000000,4.463036,38.581654,0.000000,0.000000,90.904400,36.465835,29.483605,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,359.451588,2.115836,55.213411,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,13.765400,19.247984,0,0,0,0,0

25,06:00-06:15,18.618700,17.378827,64.626592,19.970412,0.729511,4.090776,2.918925,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,6.275618,31.117490,105.955118,58.504296,0.000000,0.986268,0.000000,11.224567,0.000000,6.694553,38.581654,0.000000,0.000000,90.904400,36.465835,29.483605,10.474794,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,359.451588,2.115836,55.213411,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,13.765400,19.247984,0,0,0,0,0

26,06:15-06:30,18.618700,21.320625,64.626592,29.955618,0.729511,5.113470,5.287146,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,6.275618,31.117490,132.443897,58.504296,0.000000,0.986268,0.000000,11.561022,0.000000,8.926070,40.259117,0.000000,0.000000,90.904400,36.465835,33.939036,20.949590,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,412.448665,1.309345,55.213411,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,16.057259,19.247984,0,0,0,0,0

27,06:30-06:45,19.229149,17.378827,64.626592,39.940824,0.729511,6.047234,7.930718,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,33.521598,0.000000,18.826854,46.676234,158.932677,58.504296,0.000000,6.164172,0.000000,11.224567,0.000000,8.926070,76.391674,0.000000,0.000000,90.904400,37.216313,33.939036,31.424384,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,408.533988,1.309345,55.213411,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,16.057259,19.247984,0,0,0,0,0

28,06:45-07:00,19.229149,21.320625,64.626592,39.940824,0.729511,6.047234,7.930718,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,33.521598,0.000000,18.826854,46.676234,158.932677,58.504296,0.000000,6.164172,0.000000,11.561022,0.000000,8.926070,76.391674,0.000000,0.000000,90.904400,37.216313,33.939036,41.899178,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,475.901988,1.309345,55.213411,403.024248,365.608638,0.000000,142.723920,44.654475,0.000000,0.000000,122.590512,16.057259,19.247984,0,0,0,0,0

29,07:00-07:15,19.229149,18.527312,64.626592,39.940824,0.729511,6.047234,7.930718,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,33.521598,0.000000,18.826854,46.676234,158.932677,58.504296,0.000000,5.794322,0.000000,10.481306,0.000000,8.926070,76.391674,0.000000,0.000000,90.904400,37.216313,29.483605,41.899178,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,455.444943,2.289990,55.213411,403.024248,365.608638,0.000000,114.512704,35.831211,0.000000,0.000000,122.590512,13.765400,19.247984,0,0,0,0,0

30,07:15-07:30,19.229149,14.775054,64.626592,39.940824,0.729511,6.047234,7.930718,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,33.521598,0.000000,18.826854,46.676234,158.932677,58.504296,0.000000,5.794322,0.000000,10.481306,0.000000,8.926070,76.391674,0.000000,0.000000,90.904400,37.216313,29.820253,41.899178,48.150388,0.000000,32.937178,0.000000,0.000000,37.966939,381.200958,2.115836,55.213411,403.024248,365.608638,0.000000,114.512704,35.831211,0.000000,0.000000,122.590512,13.765400,19.247984,0,0,0,0,0

31,07:30-07:45,18.618700,14.775054,64.626592,19.082838,0.729511,5.113470,7.930718,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,12.551236,46.676234,132.443897,58.504296,0.000000,5.794322,0.000000,10.481306,0.000000,6.694553,40.259117,0.000000,0.000000,90.904400,36.465835,25.270771,31.424384,48.150388,0.000000,39.312115,0.000000,0.000000,18.983470,359.451588,2.115836,55.213411,403.024248,365.608638,0.000000,114.512704,35.831211,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

32,07:45:08:00,18.618700,14.775054,64.626592,18.860945,0.729511,4.090776,5.287146,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,12.551236,46.676234,105.955118,58.504296,0.000000,5.794322,0.000000,10.481306,0.000000,3.606493,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,31.424384,48.150388,0.000000,39.312115,0.000000,0.000000,18.983470,359.451588,2.115836,55.213411,403.024248,365.608638,0.000000,114.512704,35.831211,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

33,08:00-08:15,18.618700,14.775054,64.626592,18.860945,0.729511,2.653076,2.643572,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,12.551236,31.117490,68.634895,58.504296,0.000000,0.369850,0.000000,10.481306,0.000000,3.606493,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,20.949590,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,41.410058,403.024248,365.608638,0.000000,96.738593,30.864713,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

34,08:15-08:30,18.618700,14.775054,64.626592,18.860945,0.729511,1.660025,2.643572,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,12.551236,31.117490,42.896809,58.504296,0.000000,0.369850,0.000000,10.481306,0.000000,3.606493,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,10.474794,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,27.606706,403.024248,365.608638,0.000000,94.785044,24.839544,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

35,08:30-08:45,18.618700,14.775054,64.626592,18.860945,0.729511,0.830012,2.643572,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,12.551236,31.117490,21.448404,58.504296,0.000000,0.369850,0.000000,10.481306,0.000000,3.606493,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,13.803353,403.024248,365.608638,0.000000,94.785044,24.839544,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

36,08:45:09:00,18.618700,14.775054,64.626592,18.860945,0.729511,0.000000,2.643572,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,12.551236,31.117490,0.000000,58.504296,0.000000,0.369850,0.000000,10.481306,0.000000,3.606493,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,13.803353,403.024248,365.608638,0.000000,78.531840,24.839544,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

37,09:00:09:15,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,22.325211,0.000000,12.551236,31.117490,0.000000,58.504296,0.000000,0.369850,0.000000,10.493240,0.000000,2.231518,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

38,09:15-09:30,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,40.563312,5.156625,0.000000,139.248645,0.000000,0.000000,11.162605,0.000000,12.551236,31.117490,0.000000,58.504296,0.000000,0.369850,0.000000,10.493240,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

39,09:30-09:45,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,27.042208,5.156625,0.000000,139.248645,0.000000,0.000000,11.162605,0.000000,12.551236,31.117490,0.000000,58.504296,0.000000,1.232834,0.000000,10.493240,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

40,09:45-10:00,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,13.521104,5.156625,0.000000,139.248645,0.000000,0.000000,11.162605,0.000000,12.551236,31.117490,0.000000,58.504296,0.000000,1.232834,0.000000,10.493240,0.000000,0.000000,38.581654,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,32.937178,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

41,10:00-10:15,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,13.521104,5.156625,0.000000,139.248645,0.000000,0.000000,11.162605,0.000000,12.551236,31.117490,0.000000,58.504296,0.000000,1.232834,0.000000,10.493240,0.000000,0.000000,25.721102,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,39.312115,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

42,10:15-10:30,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,13.521104,5.156625,0.000000,139.248645,0.000000,0.000000,11.162605,0.000000,12.551236,31.117490,0.000000,58.504296,0.000000,1.232834,0.000000,10.493240,0.000000,0.000000,25.721102,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,39.312115,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

43,10:30-10:45,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,13.521104,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,1.232834,0.000000,10.493240,0.000000,0.000000,25.721102,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,33.999667,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

44,10:45-11:00,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,5.626190,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,1.232834,0.000000,10.493240,0.000000,0.000000,25.721102,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,33.999667,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

45,11:00-11:15,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,0.000000,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,15.558745,0.000000,58.504296,0.000000,1.232834,0.000000,10.493240,0.000000,0.000000,25.721102,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,33.999667,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

46,11:15-11:30,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,0.000000,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,3.936929,0.000000,58.504296,0.000000,1.232834,0.000000,10.493240,0.000000,0.000000,25.721102,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,33.999667,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

47,11:30-11:45,18.618700,14.775054,64.626592,9.985206,0.729511,0.000000,2.643572,0.000000,5.156625,0.000000,139.248645,0.000000,0.000000,0.000000,0.000000,12.551236,0.000000,0.000000,58.504296,0.000000,0.000000,0.000000,10.493240,0.000000,0.000000,25.721102,0.000000,0.000000,90.904400,36.465835,25.230182,0.000000,48.150388,0.000000,33.999667,0.000000,0.000000,18.983470,359.451588,2.115836,0.000000,403.024248,365.608638,0.000000,97.508828,30.840589,0.000000,0.000000,122.590512,11.568048,19.247984,0,0,0,0,0

