Block,Time Block,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,URI2,TANAKPUR,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,TANDA2,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,JHAJJAR,KISHANGANGA,KUDGI,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,KHSTPP-I,KKNPPU2,KOLDAM,NLCIIST2,NJPC,MAPS,NLCTS2EXP,RAMPUR,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,SASAN,RIHAND1,TALST2,SIMHST1,RSTPSU1TO6,SIMHST2,SINGRAULI_HYDRO,RAPPC,RSTPSU7,SALAL,SEWA2,TALA,SINGRAULI,RIHAND3,RAPPB,RIHAND2,BSIUL,CHAMERA2,BRBCL,CHAMERA1,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,0,22.41,0,53.29,0,0,5.77,0,0,360.58,11,0,229.82,0,0,0,0,113.59,0,25.59,30.42,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,26.81,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,0,22.41,0,53.29,0,0,5.77,0,0,360.58,11,0,229.82,0,0,0,0,113.59,0,25.59,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,26.81,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,0,22.41,0,53.29,0,0,5.77,0,0,360.58,11,0,229.82,0,0,0,0,113.59,0,25.59,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,13.41,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,0,22.41,0,53.29,0,0,5.77,0,0,360.58,12.77,0,229.82,0,0,0,0,113.59,0,25.59,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,13.41,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.57,0,30.15,0,53.05,0,0,6.58,0,0,360.58,19.99,0,232,0,0,0,0,140.53,0,25.59,31.8,0,0,0,18.21,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,13.41,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,0,40.75,0,53.05,0,0,8.79,0,0,360.58,19.99,0,249.31,0,0,0,0,141.1,0,25.59,31.8,0,0,0,40.05,0,0,0,0,42.09,0,0,0,0,394.69,80.55,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,25.38,0,40.75,0,53.05,0,0,8.79,0,8.79,418.26,19.99,15.84,249.31,0,0,0,0,141.1,0,25.59,31.8,0,0,0,60.08,0,0,0,0,42.09,0,0,0,0,394.69,84.39,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,25.38,0,40.75,0,53.05,0,0,8.79,0,17.56,472.24,19.99,31.68,288.05,0,0,0,0,141.1,0,25.59,31.8,0,0,0,80.1,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,2.11,2.56,19.22,12.69,9.3,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,0,40.75,0,53.05,0,0,8.79,0,17.56,536.95,19.99,31.68,345.72,0,0,0,0,141.1,0,37.53,31.8,0,0,0,112.41,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.59,0,118.23,59.75,0,114.15,12.53,37.98,19.22,23.16,18.63,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,0,40.75,0,53.05,0,0,8.79,0,17.56,599.24,19.99,31.68,395.28,0,0,0,0,141.1,0,37.53,31.8,0,0,0,112.41,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.59,0,118.23,59.75,0,114.15,12.53,37.98,19.22,26.96,18.63,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,0.53,53.05,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.1,0,37.53,31.8,0,0,0,112.41,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.59,0,118.23,59.75,0,114.15,12.53,37.98,19.22,26.96,18.63,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,0.53,53.05,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.1,0,37.53,31.8,0,0,0,109.23,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.59,0,118.23,59.75,0,114.15,6.27,37.98,19.22,23.16,18.63,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,25.38,0,40.75,1.07,53.05,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.1,0,37.53,31.8,0,0,0,109.23,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.59,0,118.23,59.75,0,114.15,6.27,37.98,19.22,23.16,18.63,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,25.38,0,40.75,3.18,53.05,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.1,0,37.53,31.8,0,0,0,80.19,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.59,0,118.23,59.75,0,114.15,6.27,37.98,19.22,12.71,18.63,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,25.38,0,40.75,25.46,53.05,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.1,0,25.78,31.8,0,0,0,60.08,0,0,0,0,42.09,0,3.67,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,1.92,19.22,0,9.3,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,25.38,0,40.75,25.46,53.05,0,0,8.79,0,17.56,656.3,19.99,15.84,417.79,0,0,0,0,141.1,0,17.06,31.8,0,0,0,40.05,0,0,0,0,42.09,0,15.9,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,9.3,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,25.38,0,40.75,25.46,53.05,0,0,8.79,0,17.56,656.3,19.99,15.84,417.79,0,0,0,0,141.1,0,17.06,31.8,0,0,0,18.21,0,0,0,0,42.09,0,15.9,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,9.3,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,25.46,53.05,0,0,8.79,0,17.56,656.3,19.99,15.84,417.79,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,15.9,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,9.3,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,3.18,53.05,0,0,8.79,0,17.56,656.29,19.99,15.84,417.79,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,15.9,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,3.18,53.05,0,0,8.79,0,17.56,588.47,19.99,15.84,417.79,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,15.9,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,3.18,39.78,0,0,8.79,0,17.56,523.99,19.99,15.84,393.78,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,15.9,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,25.46,39.78,0,0,8.79,0,17.56,475.93,19.99,15.84,336.11,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,3.43,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,25.46,39.78,0,0,8.79,0,15.54,423.36,19.99,15.84,261.12,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,21.87,0,35.12,25.46,39.78,0,0,7.57,0,8.25,379.81,19.99,15.84,232,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,21.87,0,35.12,3.18,39.78,0,0,7.57,0,8.25,350.97,19.99,15.84,232,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,18.78,0,30.15,1.07,39.78,0,0,6.58,0,0,283.69,17.94,15.84,232,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,18.78,0,30.15,1.07,39.78,0,0,6.58,0,0,283.69,14.81,15.84,232,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,18.78,0,30.15,1.07,26.53,0,0,6.58,0,0,283.69,14.8,15.84,232,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,18.78,0,30.15,1.07,26.53,0,0,6.58,0,0,283.69,14.8,15.84,232,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,18.78,0,30.15,1.07,26.53,0,0,6.58,0,0,283.69,14.8,15.84,232,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,18.78,0,30.15,2.65,26.53,0,0,6.58,0,0,283.69,14.8,15.84,232,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,18.78,0,30.15,2.65,26.53,0,0,6.58,0,0,283.69,14.8,15.84,232,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,14.69,0,23.91,2.65,26.53,0,0,5.77,0,0,283.69,14.8,15.84,229.82,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,2.65,26.53,0,0,5.77,0,0,283.69,14.8,15.84,229.82,0,0,0,0,141.1,0,17.06,31.8,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,118.23,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

