Block,Time Block,NNTPP,NTPL,PARBATI3,NLCEXP,PARBATI2,RAPPB,NLCIIST1,NJPC,NLCIIST2,RAPPD,NLCTS2EXP,RAMPUR,NAPP,RAPPC,RIHAND1,RSTPSU1TO6,RIHAND3,RIHAND2,RSTPSU7,CHAMERA1,BRBCL,BSIUL,MAPS,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,DHAULIGNGA,KKNP,KHSTPP-II,KGSU3AND4,KISHANGANGA,KHSTPP-I,KGSU1AND2,CHAMERA2,CHAMERA3,DADRT2,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,FSTPP I & II,DULHASTI,JHAJJAR,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,SIMHST2,TALA,SALAL,SEWA2,SINGRAULI,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,108.05,0,8.31,29.13,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,185.9,36.7,17.15,0,26.37,48.93,0,12.99,0,1.19,400.97,0,0,0.96,8.02,0,0,64.37,0,144.82,3.86,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,108.05,0,8.31,29.13,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,185.9,36.7,17.15,0,26.37,48.93,0,12.99,0,1.19,400.97,0,0,0.96,8.02,0,0,64.37,0,144.82,3.86,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,100.72,0,8.31,29.13,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,185.9,36.7,17.15,0,26.38,48.93,0,12.99,0,1.19,400.97,0,0,0.96,8.02,0,0,64.37,0,144.82,3.86,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,26.64,0,28.9,0,1.06,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,98.91,0,8.31,29.13,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,185.9,36.7,17.15,0,26.38,48.93,0,12.99,0,1.19,400.97,0,0,0.96,8.02,0,0,64.37,0,144.82,3.86,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,53.3,0,28.9,0,2.11,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,111.9,0,8.31,27.66,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,214.8,36.7,17.15,0,26.38,48.93,0,12.99,0,1.19,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,79.94,0,28.9,0,3.17,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,124.75,0,8.31,32.44,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,214.8,36.7,17.15,0,26.38,48.93,0,12.99,0,1.19,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,79.94,0,28.9,0,3.17,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,142.73,0,8.31,43.86,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,15.78,57.32,214.8,36.7,17.15,0,26.31,48.93,0,12.99,0,2.14,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,4.72,0,0,0,0,0

62,15:15-15:30,0,0,4.44,0,0,0,0,79.94,0,28.9,0,3.17,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,142.86,0,8.31,43.86,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,15.78,57.32,214.8,36.7,19.58,0,31.6,48.93,0,14.9,0,2.14,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,5.31,0,0,0,0,0

63,15:30-15:45,0,0,18.92,0,0,0,0,79.94,0,28.9,0,3.17,24.95,66.54,93.66,0,125.99,120.01,0,12.18,19.27,12.56,0,10.05,0,0,0,0,0,142.86,0,8.31,43.86,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,214.8,36.7,19.58,0,31.6,48.93,0,14.9,0,2.14,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,5.31,0,0,0,0,0

64,15:45-16:00,0,0,18.92,0,0,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,27.07,19.27,12.56,0,10.05,0,0,0,0,0,142.86,0,8.31,43.86,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,214.8,36.7,19.58,0,31.6,48.93,0,14.9,0,2.14,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,5.31,0,0,0,0,0

65,16:00-16:15,0,0,18.92,0,0,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,12.56,0,10.05,0,0,0,0,0,142.86,0,8.31,43.86,0,31.34,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,232.84,36.7,23.1,0,37.12,50.44,11.06,16.91,0,2.14,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,5.31,0,0,0,0,0

66,16:15-16:30,0,0,22.18,0,0,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,12.56,0,10.05,0,0,0,0,0,142.86,0,8.31,43.86,0,31.34,22.47,343.4,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,244.2,36.7,23.16,0,37.14,50.44,22.11,18.08,0,2.14,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,5.31,0,0,0,0,0

67,16:30-16:45,0,0,22.18,0,3.62,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,12.56,0,10.05,0,0,0,0,0,142.86,0,8.31,43.86,0,31.34,22.47,343.4,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,244.2,36.7,23.16,0,37.14,50.44,22.11,18.08,0,2.14,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,5.31,0,0,0,0,0

68,16:45-17:00,0,0,22.18,0,14.47,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,12.56,0,10.05,0,0,0,0,0,142.86,0,8.31,43.86,0,31.34,22.47,353.03,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,244.77,36.7,23.16,0,37.14,50.44,22.11,18.08,0,2.14,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,5.31,0,0,0,0,0

69,17:00-17:15,0,0,22.18,0,28.96,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,12.56,0,10.05,0,0,0,10.55,0,142.86,0,8.31,43.86,0,31.34,22.47,338.58,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,244.77,36.7,23.16,0,37.14,50.44,33.86,18.08,0,2.14,400.97,0,0,0.96,1.97,0,0,51.49,6.07,144.82,5.31,0,0,0,0,0

70,17:15-17:30,0,0,22.18,0,36.19,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,12.56,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,31.34,22.47,353.03,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,244.77,36.7,23.16,0,37.14,50.44,33.86,18.08,0,2.14,400.97,0,0,0.96,1.97,0,0,51.49,12.15,144.82,5.31,0,0,0,0,0

71,17:30-17:45,0,0,22.18,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,12.56,0,10.05,0,4.61,0,10.55,0,142.86,0,8.31,43.86,0,31.34,22.47,362.66,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,244.77,36.7,23.16,0,37.14,48.93,33.86,18.08,0,2.14,400.97,0,0,0.96,1.97,0,0,51.49,18.21,144.82,5.31,0,0,0,0,0

72,17:45-18:00,0,0,36.95,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,12.56,0,10.05,0,6.93,0,10.55,0,142.86,0,8.31,43.86,0,31.34,22.47,372.3,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,331.47,36.7,23.16,0,37.14,48.93,33.86,18.08,0,2.14,400.97,0,0,0.96,1.97,0,0,51.49,18.21,144.82,5.31,0,0,0,0,0

73,18:00-18:15,0,0,22.18,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,12.56,0,10.05,0,9.24,0,10.55,0,142.86,0,8.31,43.86,0,31.34,22.47,371.69,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,418.17,36.7,26.66,0,42.86,48.93,33.86,20.85,0,2.14,400.97,0,0,0.96,8.02,0,0,51.49,18.21,144.82,5.31,0,0,0,0,0

74,18:15-18:30,0,0,26.61,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,20.08,0,9.24,0,21.08,0,142.86,0,8.31,43.86,0,31.34,22.47,366.87,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,432.65,36.7,26.66,0,42.86,48.93,33.86,20.85,0,1.54,400.97,0,0,0.96,8.02,0,0,51.49,18.21,144.82,5.31,0,0,0,0,0

75,18:30-18:45,0,0,57.64,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,43.86,0,48.54,33.74,420.82,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,6.04,0,0,76.47,19.35,105.75,5.31,0,0,0,0,0

76,18:45-19:00,0,0,57.64,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,43.86,0,48.54,33.74,525.88,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,6.04,0,0,76.47,19.35,105.75,5.31,0,0,0,0,0

77,19:00-19:15,0,0,57.64,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,43.86,0,48.54,33.74,602.95,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,76.47,19.35,105.75,5.31,0,0,0,0,0

78,19:15-19:30,0,0,57.64,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,43.86,0,48.54,33.74,663.28,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,76.47,19.35,105.75,5.31,0,0,0,0,0

79,19:30-19:45,0,0,57.64,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,43.86,0,48.54,33.74,663.28,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,76.47,19.35,105.75,5.31,0,0,0,0,0

80,19:45-20:00,0,0,57.64,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,43.86,0,48.54,33.74,663.28,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,76.47,19.35,105.75,5.31,0,0,0,0,0

81,20:00-20:15,0,0,57.64,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,44.15,0,48.54,33.74,663.28,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,19.35,105.75,5.31,0,0,0,0,0

82,20:15-20:30,0,0,57.64,0,42.7,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,44.15,0,48.54,33.74,663.28,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,19.35,105.75,5.31,0,0,0,0,0

83,20:30-20:45,0,0,38.44,0,28.96,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,30.13,0,9.24,0,21.08,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,441.06,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,18.21,105.75,5.31,0,0,0,0,0

84,20:45-21:00,0,0,36.95,0,28.96,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,30.13,0,9.24,0,21.08,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,441.06,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,18.21,105.75,5.31,0,0,0,0,0

85,21:00-21:15,0,0,36.95,0,28.96,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,30.13,0,9.24,0,21.08,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,441.06,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,18.21,105.75,5.31,0,0,0,0,0

86,21:15-21:30,0,0,38.44,0,28.96,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,30.13,0,9.24,0,31.63,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,441.06,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,18.21,105.75,5.31,0,0,0,0,0

87,21:30-21:45,0,0,57.64,0,28.96,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,44.15,0,48.54,33.74,663.28,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,19.35,105.75,5.31,0,0,0,0,0

88,21:45-22:00,0,0,57.64,0,28.96,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,44.15,0,48.54,33.74,663.28,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,19.35,105.75,5.31,0,0,0,0,0

89,22:00-22:15,0,0,57.64,0,28.96,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,44.15,0,48.54,33.74,663.28,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,19.35,105.75,5.31,0,0,0,0,0

90,22:15-22:30,0,0,57.64,0,28.96,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,33.48,0,9.24,0,42.17,0,142.86,0,8.36,44.15,0,48.54,33.74,663.28,0,0,0,0,0,0,0,0,0,0,0,0,17.83,58.02,441.06,38.69,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,19.35,105.75,5.31,0,0,0,0,0

91,22:30-22:45,0,0,35.48,0,18.09,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,20.08,0,9.24,0,21.08,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,470,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,18.21,105.75,5.31,0,0,0,0,0

92,22:45-23:00,0,0,35.48,0,18.09,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,10.05,0,9.24,0,10.55,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,479.33,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,18.21,105.75,5.31,0,0,0,0,0

93,23:00-23:15,0,0,35.48,0,18.09,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,10.05,0,9.24,0,10.55,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,479.33,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,18.21,105.75,5.31,0,0,0,0,0

94,23:15-23:30,0,0,35.48,0,18.09,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,10.05,0,9.24,0,10.55,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,479.33,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.96,0,0,0,64.37,18.21,105.75,5.31,0,0,0,0,0

95,23:30-23:45,0,0,35.48,0,18.09,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,10.05,0,9.24,0,10.55,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,479.33,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.89,0,0,0,51.49,18.21,105.75,5.31,0,0,0,0,0

96,23:45-24:00,0,0,35.48,0,18.09,0,0,133.25,0,28.9,0,5.22,24.95,66.54,93.66,0,125.99,120.01,0,40.6,19.27,18.84,0,10.05,0,9.24,0,10.55,0,142.86,0,8.31,44.15,0,47.02,33.74,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.83,57.32,479.33,36.7,26.66,0,42.39,48.93,33.86,20.85,0,1.64,400.97,0,0,0.89,0,0,0,51.49,18.21,105.75,5.31,0,0,0,0,0

