Block,Time,CHAMERA3,DADRT2,NJPC,NLCEXP,NLCIIST1,NLCTS2EXP,SIMHST1,TALST2,TEHRI,TelanganaSTPP,ANTA_GF,AURY_RF,DADRI_RF,JHAJJAR,RAPPC,RSTPSU7,UNCHAHAR3,URI2,CHAMERA1,KGSU3AND4,KOLDAM,NNTPP,RIHAND2,SIMHST2,UNCHAHAR2,URI,ANTA_CRF,AURY_CRF,BRBCL,KHSTPP-II,KKNP,AURY_GF,DADRI_GF,KKNPPU2,MAPS,NTPL,PARBATI3,RSTPSU1TO6,SALAL,SASAN,UNCHAHAR4,ANTA_LF,DADRI_LF,BSIUL,CHAMERA2,KHSTPP-I,KUDGI,RAMPUR,RAPPB,SINGRAULI,TANAKPUR,ANTA_RF,DADRI_CRF,DULHASTI,FSTPP I & II,KGSU1AND2,KISHANGANGA,RIHAND1,VALLURNTECL,DHAULIGNGA,KOTESHWR,NAPP,NLCIIST2,RIHAND3,SEWA2,SINGRAULI_HYDRO,TALA,TANDA2,UNCHAHAR1,AURY_LF
65,16:00-16:15,0,683.14,0,0,0,0,0,0,39.12,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.26,0,0,20.8,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

66,16:15-16:30,0,683.14,0,0,0,0,0,0,39.12,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.26,0,0,20.8,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

67,16:30-16:45,0,683.14,18.94,0,0,0,0,0,39.12,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.26,0,0,20.8,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

68,16:45-17:00,0,683.14,41.67,0,0,0,0,0,39.12,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,0,20.8,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

69,17:00-17:15,0,683.14,62.51,0,0,0,0,0,39.12,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,16.48,20.8,0,0,92,0,0,17.75,43.36,0,62.16,5.27,0.65,0,0,17.98,0

70,17:15-17:30,9.68,682.79,83.33,0,0,0,0,0,51.54,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,13.2,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,2.2,2.66,45.53,0,0,0,139.69,1.03,41.48,0,32.96,20.8,0,0,92,0,8.32,26.62,43.36,0,62.16,10.53,0.65,0,0,17.98,0

71,17:30-17:45,19.38,682.79,116.95,0,0,0,0,0,51.54,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,24.09,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,13.04,39.51,45.53,0,0,0,139.69,1.03,41.68,0,32.96,20.8,0,0,92,0,18.27,39.05,43.36,0,62.16,10.53,0.65,0,0,17.98,0

72,17:45-18:00,19.38,682.79,116.95,0,0,0,0,0,51.54,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,24.09,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,19.56,39.51,45.53,0,0,0,139.69,1.03,41.9,0,32.96,20.8,0,0,92,0,18.27,39.05,43.36,0,62.16,10.53,0.65,0,0,17.98,0

73,18:00-18:15,19.38,682.79,116.95,0,0,0,0,0,51.54,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,24.09,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,19.56,39.51,45.53,0,0,0,139.69,0,42,0,32.96,20.8,0,0,92,0,27.41,39.05,43.36,0,62.16,10.53,0.65,0,0,17.98,0

74,18:15-18:30,19.38,682.79,116.95,0,0,0,0,0,51.54,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,24.09,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,69.72,418.77,0,0,0,13.04,39.51,45.53,0,0,0,139.69,0,42.32,0,32.96,20.8,0,0,92,0,27.41,39.05,43.36,0,62.16,10.53,0.65,0,0,17.98,0

75,18:30-18:45,19.38,682.79,73.87,0,0,0,0,0,51.54,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,24.09,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,69.72,418.77,0,0,0,13.04,39.51,45.53,0,0,0,139.69,0,42.52,0,32.96,20.8,0,0,92,0,27.41,39.05,43.36,0,62.16,10.53,0.65,0,0,17.98,0

76,18:45-19:00,19.38,682.79,61.18,0,0,0,0,0,51.54,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,13.2,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,55.77,418.77,0,0,0,13.04,39.51,45.53,0,0,0,139.69,0,42.73,0,32.96,20.8,0,0,92,0,27.41,39.05,43.36,0,62.16,10.53,0.65,0,0,17.98,0

77,19:00-19:15,9.68,682.79,60.61,0,0,0,0,0,39.12,0,0,70.81,90.42,434.65,26.14,0,26.4,10.76,0,0,0,0,118.76,0,42.39,26.49,0,0,15,98.87,0,0,0,0,0,0,3.82,0,55.77,418.77,0,0,0,1.1,2,45.53,0,0,0,139.69,0,42.84,0,32.96,20.8,0,0,92,0,18.27,26.62,43.36,0,62.16,5.27,0.65,0,0,17.98,0

78,19:15-19:30,9.68,682.79,60.61,0,0,0,0,0,39.12,0,0,70.81,90.42,434.65,26.14,0,26.4,10.76,0,0,0,0,118.76,0,42.39,26.49,0,0,15,98.87,0,0,0,0,0,0,16.54,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,42.84,0,16.48,20.8,0,0,92,0,8.19,17.95,43.36,0,62.16,5.27,0.65,0,0,17.98,0

79,19:30-19:45,9.68,682.79,41.67,0,0,0,0,0,39.12,0,0,70.81,90.42,434.65,26.14,0,26.4,10.76,0,0,0,0,118.76,0,42.39,26.49,0,0,15,98.87,0,0,0,0,0,0,16.54,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,42.84,0,16.48,20.8,0,0,92,0,7.92,8.87,43.36,0,62.16,5.27,0.65,0,0,17.98,0

80,19:45-20:00,9.68,682.79,18.94,0,0,0,0,0,26.08,0,0,70.81,90.42,434.65,26.14,0,26.4,10.76,0,0,0,0,118.76,0,42.39,16.56,0,0,15,98.87,0,0,0,0,0,0,16.54,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.05,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

81,20:00-20:15,9.68,682.78,0,0,0,0,0,0,26.08,0,0,70.81,90.42,434.65,26.14,0,26.4,10.76,0,0,0,0,118.76,0,42.39,14.35,0,0,15,98.87,0,0,0,0,0,0,16.54,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.05,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

82,20:15-20:30,9.68,682.78,0,0,0,0,0,0,26.08,0,0,70.81,90.42,434.65,26.14,0,26.4,10.76,0,0,0,0,118.76,0,42.39,14.35,0,0,15,98.87,0,0,0,0,0,0,16.54,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.26,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

83,20:30-20:45,9.68,682.78,0,0,0,0,0,0,26.08,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,14.35,0,0,15,98.87,0,0,0,0,0,0,16.54,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.47,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

84,20:45-21:00,9.68,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,14.35,0,0,15,98.87,0,0,0,0,0,0,3.57,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.26,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

85,21:00-21:15,9.68,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,14.35,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.26,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

86,21:15-21:30,9.68,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,14.35,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.47,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

87,21:30-21:45,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,14.35,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.47,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

88,21:45-22:00,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,14.35,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.47,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

89,22:00-22:15,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,7.13,0,0,0,0,118.76,0,42.39,6.63,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.47,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

90,22:15-22:30,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,7.13,0,0,0,0,118.76,0,42.39,6.63,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.57,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

91,22:30-22:45,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,7.13,0,0,0,0,118.76,0,42.39,2.21,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.57,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

92,22:45-23:00,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,7.13,0,0,0,0,118.76,0,42.39,2.21,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,0,43.57,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

93,23:00-23:15,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,7.13,0,0,0,0,118.76,0,42.39,1.11,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,43.1,0,0,0,139.69,0,43.57,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

94,23:15-23:30,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,7.13,0,0,0,0,118.76,0,42.39,1.11,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,43.1,0,0,0,139.69,0,43.57,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

95,23:30-23:45,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,1.11,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,43.1,0,0,0,139.69,0,43.57,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

96,23:45-24:00,0,683.14,0,0,0,0,0,0,13.04,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,1.11,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,43.1,0,0,0,139.69,0,43.57,0,16.48,20.8,0,0,92,0,0,8.87,43.36,0,62.16,0,0.65,0,0,17.98,0

