Block,Time,TEHRI,DADRI_RF,ANTA_RF,RIHAND3,AURY_GF,SINGRAULI,UNCHAHAR2,KISHANGANGA,UNCHAHAR3,AURY_CRF,KOLDAM,TANDA2,SINGRAULI_HYDRO,NJPC,NAPP,KOTESHWR,CHAMERA2,TALA,BRBCL,DADRI_LF,KUDGI,UNCHAHAR1,DULHASTI,KHSTPP-I,URI2,AURY_RF,TANAKPUR,KHSTPP-II,FSTPP I & II,SASAN,DADRT2,DADRI_CRF,CHAMERA3,PARBATI3,UNCHAHAR4,CHAMERA1,RIHAND2,SALAL,DHAULIGNGA,ANTA_CRF,SEWA2,RIHAND1,RAPPC,ANTA_LF,RAPPB,BSIUL,JHAJJAR,AURY_LF,ANTA_GF,DADRI_GF,RAMPUR,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.680500,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,16.961679,0.000000,52.08,0.000000,15.893853,11.574000,10.379563,0.000000,4.324336,35.686500,2.893500,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.775500,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.680500,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,16.009177,0.000000,51.12,0.000000,15.893853,11.574000,10.379563,0.000000,4.324336,35.686500,2.893500,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.775500,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.680500,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,15.198468,0.000000,50.15,0.000000,15.893853,11.574000,10.379563,0.000000,4.324336,35.686500,2.893500,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.775500,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.680500,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,16.043465,0.000000,49.19,0.000000,15.893853,11.574000,10.379563,0.000000,4.324336,35.686500,2.893500,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.775500,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.680500,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,17.407322,0.000000,49.19,0.000000,15.893853,11.574000,10.379563,0.000000,4.324336,35.686500,2.893500,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.775500,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.680500,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,17.201493,0.000000,49.19,0.000000,15.893853,11.574000,10.379563,0.000000,4.324336,35.686500,2.893500,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.775500,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.680500,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,16.866680,0.000000,50.15,0.000000,15.893853,11.574000,10.379563,0.000000,4.324336,35.686500,2.893500,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.775500,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.680500,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,15.134328,0.000000,49.19,0.000000,15.893853,11.574000,10.379563,0.000000,4.324336,35.686500,2.893500,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.775500,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.545470,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,18.131807,0.000000,49.19,0.000000,15.893853,11.400390,10.379563,0.000000,4.324336,35.175315,2.787405,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.736920,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.545470,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,16.388967,0.000000,50.15,0.000000,15.893853,11.400390,10.379563,0.000000,4.324336,35.175315,2.787405,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.736920,0.000000,0.000000,0.000000,0.000000,47.916360,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.545470,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,19.088039,0.000000,47.26,0.000000,15.893853,11.400390,10.379563,0.000000,4.324336,40.509000,2.787405,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.736920,0.000000,0.000000,0.000000,0.000000,47.916360,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.545470,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,47.26,0.000000,15.893853,11.400390,10.379563,0.000000,4.324336,50.154000,2.787405,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.736920,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.545470,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,49.19,0.000000,15.893853,11.400390,10.379563,0.000000,11.499027,62.876623,2.787405,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.736920,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.545470,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,51.12,0.000000,15.893853,11.400390,10.379563,0.000000,11.499027,62.876623,2.787405,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.736920,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,8.381505,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,52.08,0.000000,15.893853,18.315679,10.379563,0.000000,3.706574,62.461888,2.787405,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.736920,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

22,05:15-05:30,15.008584,0.000000,0.000000,119.275495,0.000000,132.015938,8.381505,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,36.535260,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,54.01,0.000000,15.893853,32.162699,10.379563,0.000000,3.706574,75.394290,2.787405,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.736920,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

23,05:30-05:45,15.008584,0.000000,0.000000,119.275495,0.000000,132.015938,8.381505,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,54.802890,0.000000,8.558973,12.702504,0.000000,19.290037,0.000000,55.94,0.000000,15.893853,32.162699,10.379563,0.000000,3.706574,75.394290,2.787405,403.903665,173.610000,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,8.791321,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,114.736920,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

24,05:45-06:00,30.017169,0.000000,0.000000,119.275495,0.000000,132.015938,8.381505,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,73.070520,0.000000,17.117946,12.702504,0.000000,19.290037,0.000000,58.83,0.000000,31.787706,32.162699,10.379563,0.000000,3.706574,75.394290,2.787405,403.903665,173.610000,0.000000,0.000000,3.683426,0.000000,6.781400,113.931562,2.241498,8.791321,0.000000,5.014146,88.734000,49.937180,0.000000,0.000000,2.121900,114.736920,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

25,06:00-06:15,45.025754,0.000000,0.000000,119.275495,0.000000,132.015938,8.381505,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,100.471965,0.000000,18.791701,25.405007,0.000000,19.290037,0.000000,63.66,0.000000,47.681558,32.162699,10.379563,0.000000,3.706574,75.394290,8.781387,403.903665,207.367500,0.000000,0.000000,15.769972,0.000000,13.562799,113.931562,2.241498,17.582642,0.000000,10.182574,88.734000,49.937180,0.000000,0.000000,3.182850,114.736920,0.000000,0.000000,0.000000,0.000000,6.388848,0,0,0,0,0

26,06:15-06:30,60.034338,0.000000,0.000000,119.275495,0.000000,132.015938,8.381505,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,127.873410,0.000000,28.187551,38.107511,0.000000,19.290037,0.000000,68.48,0.000000,47.681558,32.162699,10.379563,0.000000,3.706574,75.394290,8.781387,403.903665,207.367500,0.000000,9.334277,15.769972,0.000000,25.144515,113.931562,12.328239,26.435120,0.000000,15.243004,88.734000,49.937180,0.000000,0.000000,18.867935,114.736920,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

27,06:30-06:45,60.034338,0.000000,0.000000,119.275495,0.000000,132.015938,8.381505,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,127.873410,0.000000,28.187551,38.107511,0.000000,19.290037,0.000000,71.37,0.000000,47.681558,32.162699,23.872995,0.000000,3.706574,75.394290,8.781387,403.903665,202.545000,0.000000,9.334277,15.769972,0.000000,38.097750,113.931562,76.558364,26.435120,0.000000,15.243004,88.734000,49.937180,0.000000,0.000000,18.867935,114.736920,0.000000,0.000000,0.000000,0.000000,47.916360,0,0,0,0,0

28,06:45-07:00,60.034338,0.000000,0.000000,119.275495,0.000000,132.015938,8.381505,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,127.873410,0.000000,28.187551,38.107511,0.000000,19.290037,0.000000,76.20,0.000000,47.681558,32.162699,23.872995,0.000000,3.706574,75.394290,13.859865,403.903665,192.900000,0.000000,18.686976,15.769972,0.000000,38.097750,113.931562,76.558364,26.435120,0.000000,15.243004,88.734000,49.937180,0.000000,0.000000,18.867935,114.736920,0.000000,0.000000,0.000000,0.000000,47.916360,0,0,0,0,0

29,07:00-07:15,60.034338,0.000000,0.000000,119.275495,0.000000,132.015938,12.413042,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,127.873410,0.000000,28.187551,38.107511,0.000000,19.290037,0.000000,81.02,0.000000,47.681558,32.162699,23.872995,0.000000,3.706574,75.394290,13.859865,403.903665,212.083388,0.000000,18.686976,15.769972,0.000000,38.097750,113.931562,76.558364,26.435120,0.000000,15.243004,88.734000,49.937180,0.000000,0.000000,18.867935,114.736920,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

30,07:15-07:30,60.034338,0.000000,0.000000,119.275495,0.000000,132.015938,28.341640,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,127.873410,0.000000,28.187551,38.107511,0.000000,19.290037,0.000000,84.88,0.000000,47.681558,32.162699,23.872995,0.000000,3.706574,75.394290,13.859865,403.903665,260.693715,0.000000,18.686976,15.769972,0.000000,25.144515,113.931562,76.558364,26.435120,0.000000,15.243004,88.734000,49.937180,0.000000,0.000000,18.867935,117.669000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

31,07:30-07:45,60.034338,0.000000,0.000000,119.275495,0.000000,132.015938,28.341640,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,127.873410,0.000000,28.187551,38.107511,0.000000,19.290037,0.000000,88.73,0.000000,47.681558,43.614690,10.379563,0.000000,3.706574,94.848930,13.859865,403.903665,284.338265,0.000000,18.686976,3.683426,0.000000,12.953235,113.931562,12.328239,26.435120,0.000000,15.243004,88.734000,49.937180,0.000000,0.000000,6.289312,117.669000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

32,07:45:08:00,60.034338,0.000000,0.000000,119.275495,0.000000,132.015938,28.341640,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,109.605780,0.000000,18.068943,25.405007,0.000000,19.290037,0.000000,135.63,0.000000,31.787706,43.614690,10.379563,0.000000,3.706574,94.848930,13.859865,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,17.582642,0.000000,10.182574,88.734000,49.937180,0.000000,0.000000,2.121900,117.669000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

33,08:00-08:15,45.025754,0.000000,0.000000,119.275495,0.000000,132.015938,28.341640,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,73.070520,0.000000,9.395850,12.702504,0.000000,19.290037,0.000000,135.63,0.000000,31.787706,43.614690,10.379563,0.000000,3.706574,94.848930,13.859865,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,8.663911,0.000000,5.091287,88.734000,49.937180,0.000000,0.000000,0.000000,117.669000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

34,08:15-08:30,45.025754,0.000000,0.000000,119.275495,0.000000,132.015938,28.341640,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,54.802890,0.000000,8.558973,12.702504,0.000000,19.290037,0.000000,135.63,0.000000,31.787706,43.614690,10.379563,0.000000,3.706574,94.848930,13.859865,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,117.669000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

35,08:30-08:45,45.025754,0.000000,0.000000,119.275495,0.000000,132.015938,28.341640,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,36.535260,0.000000,8.558973,12.702504,0.000000,19.290037,0.000000,135.63,0.000000,31.787706,43.614690,10.379563,0.000000,3.706574,94.848930,19.994085,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,117.669000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

36,08:45:09:00,43.445902,0.000000,0.000000,119.275495,0.000000,132.015938,32.113661,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,12.702504,0.000000,19.290037,0.000000,135.63,0.000000,15.893853,43.614690,10.379563,0.000000,3.706574,94.848930,14.915607,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,117.669000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

37,09:00:09:15,27.951210,0.000000,0.000000,119.275495,0.000000,132.015938,35.149274,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,18.267630,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,135.63,0.000000,15.893853,43.614690,10.379563,0.000000,3.706574,94.848930,14.915607,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,117.669000,0.000000,0.000000,0.000000,0.000000,47.916360,0,0,0,0,0

38,09:15-09:30,15.008584,0.000000,0.000000,119.275495,0.000000,132.015938,35.149274,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,135.63,0.000000,15.893853,43.614690,10.379563,0.000000,3.706574,94.848930,14.915607,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,117.669000,0.000000,0.000000,0.000000,0.000000,47.916360,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,35.149274,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,99.34,0.000000,15.893853,43.614690,23.872995,0.000000,3.706574,94.848930,14.915607,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,147.568500,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,35.149274,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,103.20,0.000000,15.893853,43.614690,23.872995,0.000000,3.706574,94.848930,14.915607,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,176.503500,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,40.885251,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,104.17,0.000000,0.000000,43.614690,12.974454,0.000000,3.706574,94.848930,17.449430,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,205.438500,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,40.885251,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,106.10,0.000000,0.000000,43.614690,11.677009,0.000000,3.706574,94.848930,19.994085,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,205.438500,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,35.322884,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,106.10,0.000000,0.000000,43.614690,11.677009,0.000000,4.942098,94.848930,19.994085,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,208.332000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,35.322884,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,17.605183,0.000000,107.06,0.000000,0.000000,43.614690,11.677009,0.000000,4.942098,94.848930,14.915607,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,208.332000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,37.030048,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,19.290037,0.000000,106.10,0.000000,0.000000,43.614690,11.677009,0.000000,4.942098,94.848930,19.815267,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,208.332000,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,119.275495,0.000000,132.015938,26.991822,0.000000,0.000000,0.000000,0.000000,0.000000,0.553527,0.000000,0.000000,8.558973,0.000000,0.000000,16.864562,0.000000,107.06,0.000000,0.000000,43.614690,11.677009,0.000000,4.942098,94.848930,19.815267,403.903665,284.338265,0.000000,0.000000,0.000000,0.000000,0.000000,113.931562,2.241498,0.000000,0.000000,0.000000,88.734000,49.937180,0.000000,0.000000,0.000000,205.438500,0.000000,0.000000,0.000000,0.000000,10.648080,0,0,0,0,0

