Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,9.64,-1.50,9.64,-12.00,0.00,15.41
00:15 - 00:30,0.00,-10.00,-1.50,9.44,-14.00,0.00,-23.00
00:30 - 00:45,6.75,-25.00,-1.50,9.25,-16.00,0.00,-40.00
00:45 - 01:00,13.49,-48.00,-1.50,9.16,-16.00,0.00,-20.00
01:00 - 01:15,10.60,-18.00,-1.50,9.06,-16.00,0.00,7.71
01:15 - 01:30,14.46,-25.00,-1.50,8.96,-16.00,0.00,7.71
01:30 - 01:45,0.00,-32.00,-1.50,8.87,-16.00,0.00,8.67
01:45 - 02:00,33.73,-48.00,-1.50,8.87,-16.00,0.00,5.78
02:00 - 02:15,-13.00,-41.00,-1.50,8.87,-17.00,0.00,-10.00
02:15 - 02:30,32.76,-35.00,-1.50,8.87,-16.00,0.00,-10.00
02:30 - 02:45,28.91,-137.00,-1.50,8.87,-16.00,0.00,-10.00
02:45 - 03:00,-13.00,-134.00,-1.50,8.87,-16.00,0.00,-10.00
03:00 - 03:15,-28.00,-144.00,-1.50,8.87,-16.00,0.00,-2.00
03:15 - 03:30,-25.00,-139.00,-1.50,8.96,-16.00,0.00,2.89
03:30 - 03:45,-84.00,-32.00,-1.50,8.96,-17.00,0.00,-15.00
03:45 - 04:00,-130.00,-23.00,-1.50,9.25,-17.00,0.00,-9.00
04:00 - 04:15,98.29,0.00,-1.50,9.64,-17.00,0.00,1.93
04:15 - 04:30,-47.00,-18.00,-1.50,9.83,-17.00,0.00,1.93
04:30 - 04:45,-105.00,-22.00,-1.50,10.60,-17.00,0.00,-20.00
04:45 - 05:00,-11.00,21.20,-1.50,10.99,-17.00,0.00,-20.00
05:00 - 05:15,-63.00,-77.00,-1.50,12.05,-17.00,0.00,-11.00
05:15 - 05:30,-62.00,-93.00,-1.50,13.11,-17.00,0.00,-92.00
05:30 - 05:45,-52.00,-75.00,-1.50,14.26,-17.00,0.00,33.73
05:45 - 06:00,-55.00,0.00,-1.50,15.23,-17.00,0.00,-57.00
06:00 - 06:15,-61.00,10.60,-1.50,15.23,-17.00,2.12,-24.00
06:15 - 06:30,-55.00,27.95,-1.50,16.19,-23.00,1.64,-32.00
06:30 - 06:45,-118.00,44.34,-1.50,17.15,-21.00,3.37,-52.00
06:45 - 07:00,-106.00,45.30,-1.50,17.92,-16.00,0.00,-27.00
07:00 - 07:15,-95.00,-38.00,-1.50,18.41,-26.00,0.00,-250.00
07:15 - 07:30,-81.00,-95.00,-1.50,18.98,-21.00,0.00,-160.00
07:30 - 07:45,-243.00,-70.00,-1.50,19.27,-16.00,0.00,-82.00
07:45 - 08:00,-130.00,0.00,-1.50,19.27,-10.00,0.00,-76.00
08:00 - 08:15,-82.00,24.09,-1.50,19.66,-13.00,0.00,-82.00
08:15 - 08:30,-69.00,0.00,-1.50,19.56,-6.00,0.10,-115.00
08:30 - 08:45,-87.00,20.23,-1.50,19.47,0.00,0.00,-80.00
08:45 - 09:00,-89.00,15.42,-1.50,19.27,0.00,0.00,-78.00
09:00 - 09:15,-72.00,22.16,-1.50,18.89,-33.00,0.00,-62.00
09:15 - 09:30,-70.00,24.09,-1.50,18.79,-29.00,0.00,-47.00
09:30 - 09:45,-91.00,14.46,-1.50,18.50,-23.00,0.00,-26.00
09:45 - 10:00,-91.00,9.64,-1.50,18.31,-18.00,0.00,-47.00
10:00 - 10:15,-27.00,0.00,-1.00,18.12,-12.00,0.00,-30.00
10:15 - 10:30,-33.00,12.53,-1.00,17.83,-9.00,0.00,-35.00
10:30 - 10:45,0.96,0.00,-1.00,17.64,-5.00,0.00,-38.00
10:45 - 11:00,8.67,17.35,-1.00,17.34,-4.00,0.00,6.75
11:00 - 11:15,45.29,9.64,-1.00,17.06,-18.00,0.00,35.66
11:15 - 11:30,52.03,14.46,-1.00,16.77,-16.00,0.00,32.77
11:30 - 11:45,60.72,19.27,-1.00,16.38,-15.00,0.00,32.77
11:45 - 12:00,44.32,14.46,-1.00,16.19,-14.00,0.00,22.17
12:00 - 12:15,17.35,19.27,-1.00,22.17,-13.00,0.00,66.49
12:15 - 12:30,3.85,14.46,-1.00,22.17,-12.00,0.00,63.60
12:30 - 12:45,31.80,77.10,-1.00,22.17,-11.00,0.00,63.60
12:45 - 13:00,5.78,72.28,-1.00,22.17,-11.00,0.00,24.09
13:00 - 13:15,-16.00,57.82,-1.00,21.20,-9.00,0.00,-47.00
13:15 - 13:30,-10.00,53.00,-1.00,21.20,-10.00,0.00,-37.00
13:30 - 13:45,0.00,53.00,-1.00,20.24,0.00,0.00,-22.00
13:45 - 14:00,17.35,48.18,-1.00,20.24,0.00,0.00,-14.00
14:00 - 14:15,21.20,48.19,-1.00,19.27,0.00,0.00,-7.00
14:15 - 14:30,19.27,48.19,-1.00,19.27,0.00,0.00,9.64
14:30 - 14:45,18.31,53.01,-1.00,19.27,0.00,0.00,34.69
14:45 - 15:00,23.13,53.00,-1.00,19.27,0.00,0.00,51.08
15:00 - 15:15,107.93,40.48,-1.00,20.24,0.00,0.00,10.60
15:15 - 15:30,99.25,40.48,-1.00,20.24,0.00,0.00,-11.00
15:30 - 15:45,109.86,46.26,-1.00,20.24,0.00,0.00,-33.00
15:45 - 16:00,106.97,57.82,-1.00,20.24,0.00,0.00,-29.00
16:00 - 16:15,85.77,67.46,-1.00,21.20,0.00,0.00,-56.00
16:15 - 16:30,28.91,67.46,-1.00,21.20,0.00,0.00,-47.00
16:30 - 16:45,-37.00,19.27,-1.00,21.21,0.00,0.00,-10.00
16:45 - 17:00,61.68,33.73,-1.00,21.20,0.00,0.00,26.98
17:00 - 17:15,107.94,96.37,-1.00,21.20,0.00,0.00,63.60
17:15 - 17:30,74.20,98.31,-1.00,21.20,0.00,6.84,15.42
17:30 - 17:45,86.73,117.58,-1.00,21.20,0.00,7.61,-69.00
17:45 - 18:00,78.06,180.21,-1.00,21.20,0.00,0.00,-45.00
18:00 - 18:15,57.82,188.88,-1.00,22.17,0.00,0.00,-50.00
18:15 - 18:30,29.87,172.50,-1.00,22.17,0.00,0.00,-50.00
18:30 - 18:45,41.44,206.22,-1.00,22.17,0.00,0.10,-71.00
18:45 - 19:00,40.67,109.25,-1.00,13.96,0.00,2.12,-64.00
19:00 - 19:15,78.24,165.91,-1.00,10.37,0.00,1.89,-40.00
19:15 - 19:30,96.63,178.61,-1.00,10.74,0.00,2.53,-60.00
19:30 - 19:45,-17.00,142.03,-1.00,18.06,0.00,4.36,-124.00
19:45 - 20:00,15.42,110.83,-1.00,21.20,-8.00,7.61,-129.00
20:00 - 20:15,24.09,142.63,-1.00,20.24,-15.00,6.84,-218.00
20:15 - 20:30,67.46,140.70,-1.00,20.24,-19.00,5.97,-216.00
20:30 - 20:45,-13.00,143.59,-1.00,20.24,-16.00,9.44,-181.00
20:45 - 21:00,-17.00,142.62,-1.00,20.24,-16.00,8.29,-186.00
21:00 - 21:15,-14.00,127.20,-1.00,17.35,-16.00,4.34,-170.00
21:15 - 21:30,-9.00,129.14,-1.00,16.38,-17.00,5.78,-160.00
21:30 - 21:45,0.00,134.92,-1.00,16.38,-16.00,2.02,-148.00
21:45 - 22:00,32.77,140.70,-1.00,15.42,-16.00,0.00,-125.00
22:00 - 22:15,40.81,168.56,0.00,14.20,-17.00,0.00,-145.00
22:15 - 22:30,35.62,161.60,0.00,13.90,-16.00,0.00,-141.00
22:30 - 22:45,65.53,173.46,0.00,14.46,-16.00,0.00,-138.00
22:45 - 23:00,58.79,169.60,0.00,14.46,-16.00,0.00,-144.00
23:00 - 23:15,43.37,231.29,0.00,13.49,-16.00,0.00,-50.00
23:15 - 23:30,43.37,231.29,0.00,13.49,-17.00,0.00,-50.00
23:30 - 23:45,49.15,231.28,0.00,12.53,-17.00,0.00,-60.00
23:45 - 24:00,55.89,238.04,0.00,12.53,-17.00,0.00,-50.00
