Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,31.65,-30.00,-1.50,9.02,0.00,0.00,-23.00
00:15 - 00:30,51.80,-22.00,-1.50,8.82,0.00,0.00,-22.00
00:30 - 00:45,0.00,-40.00,-1.50,8.73,-18.00,0.00,-26.00
00:45 - 01:00,-10.00,-45.00,-1.50,8.63,-19.00,0.00,-25.00
01:00 - 01:15,-21.00,-48.00,-1.50,8.63,-18.00,0.00,-32.00
01:15 - 01:30,-37.00,-55.00,-1.50,8.54,-19.00,0.00,-32.00
01:30 - 01:45,-50.00,-49.00,-1.50,8.44,-19.00,0.00,-30.00
01:45 - 02:00,-59.00,-43.00,-1.50,8.44,-20.00,0.00,-30.00
02:00 - 02:15,-77.00,-8.00,-1.50,8.35,-20.00,0.00,-37.00
02:15 - 02:30,-89.00,-21.00,-1.50,8.25,-21.00,0.00,-38.00
02:30 - 02:45,-84.00,0.00,-1.50,8.25,-21.00,0.00,-25.00
02:45 - 03:00,-89.00,0.00,-1.50,8.35,-21.00,0.00,-25.00
03:00 - 03:15,-98.00,-11.00,-1.50,8.54,-19.00,0.00,-17.00
03:15 - 03:30,-96.00,-12.00,-1.50,8.63,-18.00,0.00,-14.00
03:30 - 03:45,-42.00,-12.00,-1.50,8.63,-21.00,0.00,-11.00
03:45 - 04:00,-33.00,-10.00,-1.50,8.82,-22.00,0.00,-9.00
04:00 - 04:15,-13.00,-21.00,-1.50,9.02,-21.00,0.00,-6.00
04:15 - 04:30,5.76,-60.00,-1.50,9.11,-22.00,0.00,-8.00
04:30 - 04:45,-36.00,-68.00,-1.50,9.78,-22.00,0.00,-10.00
04:45 - 05:00,-120.00,-90.00,-1.50,11.03,-21.00,0.00,-81.00
05:00 - 05:15,-53.00,0.00,-1.50,12.85,-21.00,0.00,-131.00
05:15 - 05:30,-106.00,27.81,-1.50,14.39,-21.00,0.10,-7.00
05:30 - 05:45,-35.00,-27.00,-1.50,15.35,-25.00,0.00,-13.00
05:45 - 06:00,-23.00,-38.00,-1.50,17.55,-24.00,0.10,-28.00
06:00 - 06:15,-224.00,-35.00,-1.50,18.99,-66.00,0.00,-31.00
06:15 - 06:30,-229.00,-30.00,-1.50,19.57,-60.00,0.00,-53.00
06:30 - 06:45,-226.00,-27.00,-1.50,22.06,-56.00,1.25,-58.00
06:45 - 07:00,-170.00,-27.00,-1.50,24.17,-52.00,0.96,-50.00
07:00 - 07:15,-102.00,-21.00,-1.50,25.13,-47.00,3.07,-45.00
07:15 - 07:30,-106.00,-25.00,-1.50,24.07,-41.00,2.75,-55.00
07:30 - 07:45,-92.00,0.00,-1.50,25.13,-36.00,0.38,-50.00
07:45 - 08:00,-75.00,9.59,-1.50,25.23,-32.00,0.48,-50.00
08:00 - 08:15,-74.00,11.51,-1.50,25.71,-27.00,0.00,-92.00
08:15 - 08:30,-71.00,25.90,-1.50,24.75,-23.00,0.00,-71.00
08:30 - 08:45,-40.00,0.00,-1.50,24.17,-18.00,0.00,-36.00
08:45 - 09:00,-65.00,0.00,-1.50,23.12,-14.00,0.00,-158.00
09:00 - 09:15,-6.00,-50.00,-1.50,23.21,-15.00,0.00,-73.00
09:15 - 09:30,-119.00,33.57,-1.50,22.45,-14.00,0.00,0.00
09:30 - 09:45,-49.00,45.08,-1.50,21.87,-13.00,0.00,-4.00
09:45 - 10:00,18.22,58.52,-1.50,21.10,-10.00,0.00,-8.00
10:00 - 10:15,-17.00,0.00,-1.00,20.43,0.00,0.00,-3.00
10:15 - 10:30,0.00,0.00,-1.00,19.66,0.00,0.00,-8.00
10:30 - 10:45,34.53,21.10,-1.00,18.90,0.00,0.00,32.61
10:45 - 11:00,13.43,20.15,-1.00,18.70,0.00,0.00,18.22
11:00 - 11:15,4.80,31.65,-1.00,18.22,0.00,0.00,-5.00
11:15 - 11:30,-4.00,31.65,-1.00,17.75,0.00,0.00,-5.00
11:30 - 11:45,-17.00,50.84,-1.00,17.07,-10.00,0.00,-5.00
11:45 - 12:00,-34.00,35.49,-1.00,16.21,-17.00,0.00,-10.00
12:00 - 12:15,-41.00,31.65,-1.00,16.79,-16.00,0.00,-25.00
12:15 - 12:30,13.43,33.57,-1.00,15.83,-16.00,0.00,-5.00
