Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
12:30 - 12:45,0.00,50.83,-1.00,15.35,-14.00,0.00,17.27
12:45 - 13:00,0.00,50.84,-1.00,15.35,-16.00,0.00,18.22
13:00 - 13:15,0.00,36.45,-1.00,16.31,-17.00,0.00,-67.00
13:15 - 13:30,0.00,36.45,-1.00,15.35,-18.00,0.00,-56.00
13:30 - 13:45,-96.00,39.32,0.00,15.35,0.00,0.00,-75.00
13:45 - 14:00,-98.00,47.00,0.00,14.39,0.00,0.00,-80.00
14:00 - 14:15,0.00,23.02,-1.00,14.39,-20.00,0.00,-70.00
14:15 - 14:30,0.00,23.02,-1.00,14.39,-19.00,0.00,-55.00
14:30 - 14:45,18.23,18.22,-1.00,14.39,-18.00,0.00,-5.00
14:45 - 15:00,-41.00,19.18,-1.00,14.39,-18.00,0.00,14.39
15:00 - 15:15,-91.00,14.39,-1.00,13.43,-19.00,0.00,-28.00
15:15 - 15:30,-93.00,34.53,-1.00,13.43,-19.00,0.00,-76.00
15:30 - 15:45,-85.00,17.26,-1.00,13.43,-19.00,0.00,-95.00
15:45 - 16:00,-85.00,68.10,-1.00,13.43,-20.00,0.00,-106.00
16:00 - 16:15,-112.00,80.57,-1.00,13.43,-22.00,0.00,-140.00
16:15 - 16:30,-143.00,80.57,-1.00,13.43,-20.00,0.00,-125.00
16:30 - 16:45,-90.00,52.75,-1.00,13.91,-21.00,0.00,-92.00
16:45 - 17:00,-76.00,0.00,-1.00,14.39,-24.00,0.00,-123.00
17:00 - 17:15,-133.00,0.00,-1.00,13.43,0.00,0.00,-110.00
17:15 - 17:30,-180.00,-59.00,-1.00,13.91,0.00,0.00,-89.00
17:30 - 17:45,-149.00,-45.00,-1.00,14.87,0.00,0.00,-57.00
17:45 - 18:00,-161.00,-10.00,-1.00,14.87,0.00,0.00,-96.00
18:00 - 18:15,-87.00,23.98,-1.00,15.83,-28.00,0.00,-10.00
18:15 - 18:30,-136.00,28.77,-1.00,16.31,-25.00,3.07,-59.00
18:30 - 18:45,-100.00,174.17,-1.00,8.97,-23.00,2.82,-74.00
18:45 - 19:00,-90.00,311.33,-1.00,7.43,-22.00,1.80,-66.00
19:00 - 19:15,-43.00,97.62,-1.00,3.29,-23.00,0.97,-64.00
19:15 - 19:30,-32.00,121.66,-1.00,3.50,-25.00,0.90,-58.00
19:30 - 19:45,-55.00,165.83,-1.00,4.09,-27.00,0.84,-60.00
19:45 - 20:00,-64.00,185.11,-1.00,6.02,-28.00,2.45,-58.00
20:00 - 20:15,-69.00,141.32,-1.00,7.73,-30.00,2.51,-56.00
20:15 - 20:30,-60.00,119.64,-1.00,10.70,-33.00,2.21,-42.00
20:30 - 20:45,-41.00,155.69,-1.00,14.31,-37.00,0.84,-37.00
20:45 - 21:00,-5.00,182.25,-1.00,15.92,-39.00,0.00,-34.00
21:00 - 21:15,62.14,159.28,-1.00,14.44,0.00,0.00,-17.00
21:15 - 21:30,66.18,167.87,-1.00,14.96,0.00,0.00,-23.00
21:30 - 21:45,44.12,181.29,-1.00,14.10,-10.00,0.00,5.76
21:45 - 22:00,14.39,182.24,-1.00,13.14,-10.00,0.00,16.31
22:00 - 22:15,87.29,177.45,-1.00,12.28,-15.00,0.00,30.69
22:15 - 22:30,85.37,177.46,-1.00,11.89,-15.00,0.00,18.22
22:30 - 22:45,50.84,188.96,-1.00,11.13,-15.00,0.00,25.90
22:45 - 23:00,21.10,174.57,-1.00,10.65,-15.00,0.00,76.74
23:00 - 23:15,13.43,219.65,-1.00,10.17,-15.00,0.00,-74.00
23:15 - 23:30,51.80,226.37,-1.00,10.07,-18.00,0.00,-22.00
23:30 - 23:45,47.00,228.29,-1.00,9.59,-21.00,0.00,-17.00
23:45 - 24:00,46.04,215.82,-1.00,9.21,-25.00,0.00,-17.00
