Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,33.59,68.15,-1.50,10.46,-15.00,0.00,-109.00
00:15 - 00:30,21.12,51.83,-1.50,10.17,-18.00,0.00,-61.00
00:30 - 00:45,0.00,40.31,-1.50,10.08,-19.00,0.00,-59.00
00:45 - 01:00,-9.00,32.63,-1.50,10.08,-20.00,0.00,37.43
01:00 - 01:15,-29.00,23.04,-1.50,9.79,-18.00,0.00,-117.00
01:15 - 01:30,-51.00,12.48,-1.50,9.60,-18.00,0.00,-27.00
01:30 - 01:45,-75.00,0.00,-1.50,9.50,-18.00,0.00,-17.00
01:45 - 02:00,-90.00,0.00,-1.50,9.50,-19.00,0.00,-1.00
02:00 - 02:15,-75.00,-42.00,-1.50,9.50,-18.00,0.00,22.08
02:15 - 02:30,-36.00,-60.00,-1.50,9.50,-18.00,0.00,24.96
02:30 - 02:45,-50.00,-87.00,-1.50,9.50,-19.00,0.00,30.72
02:45 - 03:00,-110.00,-81.00,-1.50,9.50,-19.00,0.00,60.46
03:00 - 03:15,-70.00,-10.00,-1.50,9.50,-18.00,0.00,42.23
03:15 - 03:30,-34.00,-16.00,-1.50,9.50,-18.00,0.00,53.75
03:30 - 03:45,20.16,0.00,-1.50,9.60,-19.00,0.00,54.70
03:45 - 04:00,23.04,0.00,-1.50,9.60,-18.00,0.00,54.70
04:00 - 04:15,52.79,0.00,-1.50,9.60,-19.00,0.00,67.18
04:15 - 04:30,80.62,0.00,-1.50,9.79,-19.00,0.00,13.44
04:30 - 04:45,72.94,-15.00,-1.50,10.56,-18.00,0.00,18.24
04:45 - 05:00,33.59,-14.00,-1.50,10.56,-19.00,0.00,-37.00
05:00 - 05:15,10.56,-32.00,-1.50,11.52,-18.00,0.00,113.25
05:15 - 05:30,32.63,-30.00,-1.50,12.48,-18.00,0.10,57.58
05:30 - 05:45,54.71,-34.00,-1.50,13.44,-18.00,0.00,47.03
05:45 - 06:00,55.67,-41.00,-1.50,14.40,-18.40,0.00,31.67
06:00 - 06:15,-114.00,-35.00,-1.50,14.40,-18.30,0.00,-3.00
06:15 - 06:30,-105.00,-36.00,-1.50,15.36,-15.20,0.00,-4.00
06:30 - 06:45,-115.00,23.03,-1.50,16.32,-13.40,0.00,-14.00
06:45 - 07:00,-94.00,0.00,-1.50,17.28,-20.80,0.00,-15.00
07:00 - 07:15,-92.00,8.64,-1.50,18.24,-17.00,0.00,19.19
07:15 - 07:30,-70.00,-6.00,-1.50,18.24,-13.10,0.00,-112.00
07:30 - 07:45,-31.00,-35.00,-1.50,19.19,-10.30,0.00,6.72
07:45 - 08:00,-51.00,0.00,-1.50,19.20,-10.30,0.00,-44.00
08:00 - 08:15,-29.00,4.80,-1.50,19.20,0.00,0.00,-3.00
08:15 - 08:30,-72.00,-15.00,-1.50,20.16,0.00,0.00,1.92
08:30 - 08:45,-69.00,-14.00,-1.50,19.77,0.00,0.00,-3.00
08:45 - 09:00,-65.00,-11.00,-1.50,19.20,0.00,0.00,-61.00
09:00 - 09:15,-60.00,-10.00,-1.50,19.20,-10.00,0.00,-9.00
09:15 - 09:30,-29.00,-2.00,-1.50,19.20,-10.00,0.00,-15.00
09:30 - 09:45,-33.00,-28.00,-1.50,18.24,-10.00,0.00,-56.00
09:45 - 10:00,-33.00,0.00,-1.50,18.24,-10.00,0.00,-36.00
10:00 - 10:15,-36.00,5.76,-1.00,17.28,-10.00,0.00,-27.00
10:15 - 10:30,-57.00,3.84,-1.00,17.28,-10.00,0.00,-28.00
10:30 - 10:45,-9.00,-20.00,-1.00,17.28,-10.00,0.00,-39.00
10:45 - 11:00,-19.00,4.80,-1.00,16.32,-10.00,0.00,-10.00
11:00 - 11:15,0.00,9.60,-1.00,16.31,-10.00,0.00,-24.00
11:15 - 11:30,0.00,9.60,-1.00,16.31,-10.00,0.00,-25.00
